,IOB
67293,O
67294,O
67295,O
67296,O
67297,B-A1
67298,B-V
67299,B-A2
67300,I-A2
67301,I-A2
67302,I-A2
67303,O
67304,O
67305,O
67306,O
67307,O
67308,O
67309,O
67310,O
67311,O
67312,O
67313,O
67314,O
67315,O
67316,O
67317,O
67318,O
67319,O
67320,O
67321,O
67322,O
67323,O
67324,O
67325,O
67326,O
67327,O
67328,B-V
67329,B-A1
67330,I-A1
67331,I-A1
67332,I-A1
67333,I-A1
67334,O
67335,O
67336,O
67337,O
67338,O
67339,O
67340,O
67341,O
67342,O
67343,O
67344,O
67345,O
67346,O
67347,O
67348,O
67349,B-AM-TMP
67350,O
67351,B-V
67352,B-AM-LOC
67353,I-AM-LOC
67354,I-AM-LOC
67355,I-AM-LOC
67356,I-AM-LOC
67357,I-AM-LOC
67358,I-AM-LOC
67359,I-AM-LOC
67360,I-AM-LOC
67361,I-AM-LOC
67362,O
67363,B-AM-ADV
67364,I-AM-ADV
67365,I-AM-ADV
67366,I-AM-ADV
67367,I-AM-ADV
67368,I-AM-ADV
67369,I-AM-ADV
67370,I-AM-ADV
67371,O
67372,O
67373,B-V
67374,O
67375,O
67376,O
67377,O
67378,O
67379,B-A0
67380,B-AM-NEG
67381,I-AM-NEG
67382,B-V
67383,B-A1
67384,I-A1
67385,O
67386,O
67387,O
67388,O
67389,O
67390,O
67391,O
67392,O
67393,O
67394,O
67395,O
67396,O
67397,O
67398,O
67399,O
67400,O
67401,O
67402,O
67403,O
67404,O
67405,O
67406,O
67407,O
67408,O
67409,B-A0
67410,O
67411,O
67412,O
67413,O
67414,O
67415,O
67416,B-V
67417,B-A1
67418,I-A1
67419,I-A1
67420,I-A1
67421,I-A1
67422,I-A1
67423,I-A1
67424,O
67425,O
67426,O
67427,O
67428,O
67429,O
67430,O
67431,O
67432,O
67433,O
67434,O
67435,O
67436,O
67437,O
67438,O
67439,O
67440,O
67441,O
67442,O
67443,O
67444,O
67445,O
67446,O
67447,B-V
67448,B-C-V
67449,B-C-V
67450,B-A1
67451,I-A1
67452,I-A1
67453,I-A1
67454,O
67455,O
67456,O
67457,O
67458,O
67459,O
67460,O
67461,O
67462,O
67463,O
67464,O
67465,O
67466,O
67467,O
67468,O
67469,B-A0
67470,I-A0
67471,I-A0
67472,I-A0
67473,I-A0
67474,I-A0
67475,I-A0
67476,I-A0
67477,I-A0
67478,I-A0
67479,I-A0
67480,I-A0
67481,I-A0
67482,I-A0
67483,I-A0
67484,O
67485,B-V
67486,B-A1
67487,I-A1
67488,I-A1
67489,I-A1
67490,I-A1
67491,I-A1
67492,I-A1
67493,I-A1
67494,I-A1
67495,I-A1
67496,I-A1
67497,I-A1
67498,O
67499,O
67500,O
67501,O
67502,O
67503,O
67504,O
67505,B-A1
67506,I-A1
67507,O
67508,B-V
67509,B-A3
67510,I-A3
67511,I-A3
67512,O
67513,O
67514,O
67515,O
67516,O
67517,O
67518,O
67519,O
67520,O
67521,O
67522,O
67523,O
67524,O
67525,O
67526,O
67527,O
67528,O
67529,O
67530,O
67531,O
67532,O
67533,O
67534,O
67535,O
67536,O
67537,O
67538,B-A0
67539,I-A0
67540,O
67541,O
67542,O
67543,O
67544,O
67545,O
67546,B-V
67547,B-A1
67548,I-A1
67549,I-A1
67550,I-A1
67551,I-A1
67552,I-A1
67553,I-A1
67554,I-A1
67555,I-A1
67556,B-C-A1
67557,I-C-A1
67558,I-C-A1
67559,I-C-A1
67560,I-C-A1
67561,I-C-A1
67562,I-C-A1
67563,I-C-A1
67564,O
67565,O
67566,O
67567,O
67568,O
67569,O
67570,O
67571,O
67572,O
67573,O
67574,O
67575,O
67576,O
67577,O
67578,O
67579,O
67580,O
67581,O
67582,O
67583,O
67584,O
67585,O
67586,B-V
67587,B-A1
67588,I-A1
67589,O
67590,O
67591,O
67592,O
67593,O
67594,O
67595,O
67596,O
67597,O
67598,B-A0
67599,I-A0
67600,I-A0
67601,I-A0
67602,I-A0
67603,O
67604,O
67605,O
67606,O
67607,O
67608,B-V
67609,B-A1
67610,I-A1
67611,I-A1
67612,I-A1
67613,I-A1
67614,I-A1
67615,I-A1
67616,I-A1
67617,I-A1
67618,I-A1
67619,I-A1
67620,I-A1
67621,I-A1
67622,I-A1
67623,I-A1
67624,I-A1
67625,I-A1
67626,I-A1
67627,I-A1
67628,I-A1
67629,I-A1
67630,I-A1
67631,O
67632,O
67633,O
67634,O
67635,O
67636,O
67637,O
67638,O
67639,O
67640,B-A0
67641,I-A0
67642,B-AM-REC
67643,B-V
67644,B-A2
67645,I-A2
67646,B-AM-PNC
67647,I-AM-PNC
67648,I-AM-PNC
67649,O
67650,O
67651,O
67652,O
67653,O
67654,O
67655,O
67656,O
67657,O
67658,O
67659,O
67660,O
67661,O
67662,O
67663,O
67664,O
67665,B-V
67666,B-A1
67667,O
67668,B-AM-TMP
67669,O
67670,B-A1
67671,I-A1
67672,I-A1
67673,I-A1
67674,B-AM-NEG
67675,O
67676,B-V
67677,B-AM-LOC
67678,I-AM-LOC
67679,I-AM-LOC
67680,O
67681,B-A0
67682,I-A0
67683,B-AM-DIS
67684,B-V
67685,B-A2
67686,I-A2
67687,I-A2
67688,B-A1
67689,I-A1
67690,I-A1
67691,I-A1
67692,I-A1
67693,I-A1
67694,I-A1
67695,I-A1
67696,I-A1
67697,I-A1
67698,I-A1
67699,I-A1
67700,I-A1
67701,I-A1
67702,O
67703,O
67704,O
67705,O
67706,O
67707,B-A0
67708,I-A0
67709,I-A0
67710,B-V
67711,O
67712,O
67713,O
67714,O
67715,B-A1
67716,I-A1
67717,I-A1
67718,I-A1
67719,I-A1
67720,I-A1
67721,I-A1
67722,I-A1
67723,I-A1
67724,O
67725,B-A1
67726,I-A1
67727,O
67728,O
67729,O
67730,O
67731,O
67732,O
67733,O
67734,O
67735,O
67736,B-AM-ADV
67737,O
67738,B-V
67739,B-A0
67740,I-A0
67741,I-A0
67742,O
67743,B-A0
67744,O
67745,B-V
67746,O
67747,B-AM-DIS
67748,O
67749,B-A1
67750,I-A1
67751,I-A1
67752,I-A1
67753,I-A1
67754,I-A1
67755,I-A1
67756,I-A1
67757,I-A1
67758,O
67759,O
67760,O
67761,O
67762,O
67763,O
67764,O
67765,O
67766,O
67767,O
67768,O
67769,O
67770,O
67771,O
67772,O
67773,O
67774,O
67775,O
67776,O
67777,B-A0
67778,O
67779,O
67780,O
67781,O
67782,O
67783,O
67784,O
67785,O
67786,O
67787,O
67788,O
67789,O
67790,O
67791,O
67792,O
67793,O
67794,B-AM-ADV
67795,B-V
67796,B-A1
67797,I-A1
67798,B-AM-LOC
67799,I-AM-LOC
67800,I-AM-LOC
67801,O
67802,O
67803,O
67804,O
67805,O
67806,O
67807,O
67808,O
67809,O
67810,O
67811,B-A0
67812,I-A0
67813,I-A0
67814,I-A0
67815,I-A0
67816,I-A0
67817,I-A0
67818,I-A0
67819,I-A0
67820,I-A0
67821,I-A0
67822,I-A0
67823,I-A0
67824,I-A0
67825,I-A0
67826,I-A0
67827,I-A0
67828,I-A0
67829,I-A0
67830,I-A0
67831,I-A0
67832,I-A0
67833,I-A0
67834,I-A0
67835,O
67836,O
67837,O
67838,B-V
67839,B-A1
67840,I-A1
67841,I-A1
67842,I-A1
67843,I-A1
67844,O
67845,O
67846,O
67847,B-A0
67848,B-V
67849,B-AM-ADV
67850,I-AM-ADV
67851,I-AM-ADV
67852,I-AM-ADV
67853,I-AM-ADV
67854,I-AM-ADV
67855,B-AM-PNC
67856,I-AM-PNC
67857,I-AM-PNC
67858,I-AM-PNC
67859,I-AM-PNC
67860,I-AM-PNC
67861,I-AM-PNC
67862,O
67863,O
67864,O
67865,O
67866,O
67867,O
67868,O
67869,O
67870,O
67871,O
67872,O
67873,O
67874,O
67875,O
67876,O
67877,O
67878,O
67879,O
67880,O
67881,O
67882,O
67883,O
67884,O
67885,O
67886,O
67887,O
67888,O
67889,O
67890,O
67891,O
67892,O
67893,O
67894,O
67895,B-V
67896,B-A1
67897,I-A1
67898,I-A1
67899,I-A1
67900,I-A1
67901,O
67902,O
67903,O
67904,O
67905,O
67906,O
67907,O
67908,O
67909,O
67910,O
67911,O
67912,O
67913,O
67914,O
67915,O
67916,O
67917,O
67918,O
67919,O
67920,O
67921,O
67922,O
67923,B-A0
67924,I-A0
67925,I-A0
67926,I-A0
67927,I-A0
67928,I-A0
67929,I-A0
67930,I-A0
67931,I-A0
67932,I-A0
67933,I-A0
67934,I-A0
67935,I-A0
67936,I-A0
67937,I-A0
67938,I-A0
67939,I-A0
67940,O
67941,O
67942,B-V
67943,B-A1
67944,I-A1
67945,I-A1
67946,I-A1
67947,I-A1
67948,I-A1
67949,I-A1
67950,I-A1
67951,I-A1
67952,I-A1
67953,I-A1
67954,O
67955,O
67956,O
67957,O
67958,O
67959,O
67960,O
67961,O
67962,B-A0
67963,I-A0
67964,I-A0
67965,I-A0
67966,I-A0
67967,I-A0
67968,I-A0
67969,I-A0
67970,I-A0
67971,I-A0
67972,I-A0
67973,I-A0
67974,I-A0
67975,I-A0
67976,I-A0
67977,I-A0
67978,I-A0
67979,O
67980,O
67981,O
67982,O
67983,O
67984,O
67985,O
67986,O
67987,O
67988,O
67989,O
67990,O
67991,O
67992,O
67993,O
67994,B-V
67995,B-A1
67996,I-A1
67997,B-AM-MNR
67998,I-AM-MNR
67999,I-AM-MNR
68000,O
68001,B-A0
68002,I-A0
68003,B-AM-TMP
68004,B-V
68005,B-A1
68006,O
68007,B-AM-ADV
68008,I-AM-ADV
68009,I-AM-ADV
68010,I-AM-ADV
68011,I-AM-ADV
68012,I-AM-ADV
68013,I-AM-ADV
68014,I-AM-ADV
68015,I-AM-ADV
68016,I-AM-ADV
68017,I-AM-ADV
68018,I-AM-ADV
68019,I-AM-ADV
68020,I-AM-ADV
68021,I-AM-ADV
68022,I-AM-ADV
68023,I-AM-ADV
68024,I-AM-ADV
68025,I-AM-ADV
68026,I-AM-ADV
68027,I-AM-ADV
68028,I-AM-ADV
68029,I-AM-ADV
68030,I-AM-ADV
68031,I-AM-ADV
68032,I-AM-ADV
68033,I-AM-ADV
68034,I-AM-ADV
68035,I-AM-ADV
68036,I-AM-ADV
68037,I-AM-ADV
68038,I-AM-ADV
68039,I-AM-ADV
68040,I-AM-ADV
68041,I-AM-ADV
68042,O
68043,O
68044,O
68045,O
68046,O
68047,O
68048,O
68049,B-V
68050,B-A3
68051,I-A3
68052,I-A3
68053,I-A3
68054,I-A3
68055,I-A3
68056,I-A3
68057,I-A3
68058,I-A3
68059,I-A3
68060,I-A3
68061,I-A3
68062,I-A3
68063,I-A3
68064,I-A3
68065,I-A3
68066,I-A3
68067,I-A3
68068,I-A3
68069,B-A4
68070,I-A4
68071,I-A4
68072,I-A4
68073,I-A4
68074,I-A4
68075,I-A4
68076,I-A4
68077,I-A4
68078,I-A4
68079,I-A4
68080,I-A4
68081,I-A4
68082,I-A4
68083,I-A4
68084,O
68085,O
68086,O
68087,O
68088,O
68089,O
68090,O
68091,O
68092,O
68093,O
68094,O
68095,O
68096,O
68097,O
68098,O
68099,O
68100,O
68101,B-A0
68102,B-V
68103,B-A1
68104,I-A1
68105,I-A1
68106,O
68107,B-AM-LOC
68108,I-AM-LOC
68109,I-AM-LOC
68110,O
68111,O
68112,O
68113,O
68114,O
68115,O
68116,O
68117,O
68118,O
68119,O
68120,O
68121,O
68122,O
68123,O
68124,O
68125,O
68126,O
68127,B-AM-ADV
68128,B-V
68129,B-A0
68130,B-A1
68131,I-A1
68132,I-A1
68133,I-A1
68134,I-A1
68135,I-A1
68136,I-A1
68137,I-A1
68138,I-A1
68139,I-A1
68140,I-A1
68141,I-A1
68142,O
68143,O
68144,O
68145,O
68146,O
68147,O
68148,O
68149,O
68150,O
68151,O
68152,O
68153,O
68154,O
68155,O
68156,O
68157,O
68158,O
68159,O
68160,O
68161,B-A1
68162,B-A0
68163,I-A0
68164,B-V
68165,B-A2
68166,I-A2
68167,I-A2
68168,I-A2
68169,I-A2
68170,I-A2
68171,O
68172,O
68173,O
68174,O
68175,O
68176,O
68177,O
68178,O
68179,O
68180,O
68181,O
68182,O
68183,O
68184,O
68185,O
68186,O
68187,O
68188,O
68189,O
68190,O
68191,O
68192,O
68193,O
68194,O
68195,O
68196,O
68197,O
68198,O
68199,O
68200,O
68201,B-AM-ADV
68202,B-A1
68203,B-V
68204,B-A2
68205,I-A2
68206,I-A2
68207,I-A2
68208,I-A2
68209,I-A2
68210,I-A2
68211,I-A2
68212,I-A2
68213,O
68214,B-AM-CAU
68215,I-AM-CAU
68216,I-AM-CAU
68217,O
68218,B-A0
68219,I-A0
68220,B-V
68221,B-A1
68222,I-A1
68223,I-A1
68224,I-A1
68225,I-A1
68226,I-A1
68227,I-A1
68228,O
68229,O
68230,O
68231,O
68232,O
68233,O
68234,O
68235,O
68236,O
68237,O
68238,B-V
68239,B-A1
68240,I-A1
68241,I-A1
68242,I-A1
68243,O
68244,B-A0
68245,B-V
68246,B-A1
68247,I-A1
68248,I-A1
68249,I-A1
68250,I-A1
68251,I-A1
68252,I-A1
68253,I-A1
68254,I-A1
68255,I-A1
68256,I-A1
68257,I-A1
68258,O
68259,O
68260,B-V
68261,B-A1
68262,I-A1
68263,I-A1
68264,I-A1
68265,I-A1
68266,I-A1
68267,O
68268,O
68269,O
68270,O
68271,O
68272,O
68273,O
68274,O
68275,O
68276,O
68277,O
68278,O
68279,O
68280,O
68281,O
68282,O
68283,O
68284,O
68285,O
68286,B-V
68287,B-A1
68288,O
68289,O
68290,O
68291,O
68292,O
68293,O
68294,O
68295,O
68296,O
68297,O
68298,O
68299,O
68300,O
68301,B-A1
68302,I-A1
68303,I-A1
68304,I-A1
68305,I-A1
68306,I-A1
68307,I-A1
68308,I-A1
68309,I-A1
68310,O
68311,B-V
68312,B-A0
68313,I-A0
68314,I-A0
68315,I-A0
68316,I-A0
68317,I-A0
68318,I-A0
68319,I-A0
68320,I-A0
68321,O
68322,B-A0
68323,I-A0
68324,O
68325,O
68326,B-V
68327,B-A1
68328,I-A1
68329,B-C-A1
68330,I-C-A1
68331,I-C-A1
68332,O
68333,B-AM-DIS
68334,I-AM-DIS
68335,I-AM-DIS
68336,I-AM-DIS
68337,I-AM-DIS
68338,I-AM-DIS
68339,I-AM-DIS
68340,I-AM-DIS
68341,I-AM-DIS
68342,I-AM-DIS
68343,I-AM-DIS
68344,I-AM-DIS
68345,I-AM-DIS
68346,I-AM-DIS
68347,O
68348,O
68349,O
68350,O
68351,O
68352,O
68353,O
68354,O
68355,O
68356,O
68357,O
68358,O
68359,O
68360,O
68361,O
68362,O
68363,O
68364,O
68365,B-V
68366,B-A1
68367,I-A1
68368,I-A1
68369,I-A1
68370,I-A1
68371,I-A1
68372,I-A1
68373,O
68374,B-AM-TMP
68375,O
68376,B-V
68377,B-A1
68378,I-A1
68379,I-A1
68380,I-A1
68381,I-A1
68382,I-A1
68383,I-A1
68384,I-A1
68385,I-A1
68386,I-A1
68387,O
68388,O
68389,O
68390,O
68391,O
68392,O
68393,O
68394,B-V
68395,B-A1
68396,I-A1
68397,I-A1
68398,I-A1
68399,I-A1
68400,I-A1
68401,I-A1
68402,I-A1
68403,O
68404,O
68405,O
68406,B-V
68407,B-A1
68408,I-A1
68409,I-A1
68410,I-A1
68411,I-A1
68412,I-A1
68413,I-A1
68414,I-A1
68415,I-A1
68416,O
68417,O
68418,O
68419,B-A0
68420,O
68421,B-V
68422,O
68423,B-AM-EXT
68424,I-AM-EXT
68425,B-A1
68426,I-A1
68427,O
68428,O
68429,B-A0
68430,B-V
68431,B-A1
68432,I-A1
68433,I-A1
68434,I-A1
68435,I-A1
68436,I-A1
68437,I-A1
68438,I-A1
68439,I-A1
68440,I-A1
68441,O
68442,O
68443,O
68444,O
68445,O
68446,O
68447,O
68448,B-V
68449,B-AM-PNC
68450,I-AM-PNC
68451,I-AM-PNC
68452,I-AM-PNC
68453,I-AM-PNC
68454,I-AM-PNC
68455,O
68456,O
68457,O
68458,O
68459,O
68460,O
68461,O
68462,O
68463,O
68464,B-V
68465,B-A1
68466,I-A1
68467,I-A1
68468,I-A1
68469,O
68470,O
68471,O
68472,O
68473,O
68474,O
68475,O
68476,O
68477,O
68478,O
68479,B-V
68480,B-A1
68481,I-A1
68482,I-A1
68483,I-A1
68484,I-A1
68485,I-A1
68486,I-A1
68487,I-A1
68488,I-A1
68489,O
68490,B-A0
68491,O
68492,B-V
68493,B-A1
68494,I-A1
68495,I-A1
68496,I-A1
68497,O
68498,O
68499,O
68500,O
68501,O
68502,O
68503,B-V
68504,B-A1
68505,O
68506,O
68507,O
68508,O
68509,O
68510,O
68511,O
68512,O
68513,O
68514,O
68515,O
68516,B-V
68517,B-A1
68518,I-A1
68519,I-A1
68520,I-A1
68521,I-A1
68522,I-A1
68523,I-A1
68524,O
68525,B-AM-PRD
68526,I-AM-PRD
68527,I-AM-PRD
68528,I-AM-PRD
68529,I-AM-PRD
68530,O
68531,B-A0
68532,B-V
68533,B-A1
68534,I-A1
68535,B-AM-ADV
68536,I-AM-ADV
68537,I-AM-ADV
68538,I-AM-ADV
68539,I-AM-ADV
68540,I-AM-ADV
68541,I-AM-ADV
68542,I-AM-ADV
68543,I-AM-ADV
68544,I-AM-ADV
68545,I-AM-ADV
68546,I-AM-ADV
68547,O
68548,O
68549,O
68550,O
68551,O
68552,O
68553,O
68554,O
68555,O
68556,B-A0
68557,I-A0
68558,B-V
68559,B-A1
68560,I-A1
68561,I-A1
68562,I-A1
68563,O
68564,B-AM-TMP
68565,I-AM-TMP
68566,I-AM-TMP
68567,I-AM-TMP
68568,I-AM-TMP
68569,I-AM-TMP
68570,O
68571,B-A0
68572,I-A0
68573,I-A0
68574,I-A0
68575,I-A0
68576,I-A0
68577,I-A0
68578,I-A0
68579,I-A0
68580,I-A0
68581,I-A0
68582,I-A0
68583,I-A0
68584,I-A0
68585,I-A0
68586,I-A0
68587,I-A0
68588,I-A0
68589,I-A0
68590,I-A0
68591,I-A0
68592,I-A0
68593,I-A0
68594,B-AM-DIS
68595,B-AM-NEG
68596,O
68597,B-V
68598,B-A1
68599,I-A1
68600,O
68601,B-A1
68602,O
68603,O
68604,B-V
68605,B-AM-MNR
68606,I-AM-MNR
68607,B-A0
68608,B-V
68609,B-A1
68610,I-A1
68611,I-A1
68612,I-A1
68613,I-A1
68614,I-A1
68615,I-A1
68616,I-A1
68617,I-A1
68618,O
68619,O
68620,O
68621,O
68622,O
68623,O
68624,O
68625,O
68626,O
68627,O
68628,O
68629,O
68630,O
68631,O
68632,O
68633,O
68634,O
68635,O
68636,O
68637,O
68638,O
68639,O
68640,B-V
68641,B-A4
68642,I-A4
68643,O
68644,O
68645,O
68646,O
68647,O
68648,O
68649,O
68650,O
68651,O
68652,O
68653,O
68654,O
68655,O
68656,O
68657,O
68658,O
68659,O
68660,O
68661,O
68662,O
68663,O
68664,O
68665,O
68666,O
68667,O
68668,O
68669,B-AM-DIS
68670,I-AM-DIS
68671,O
68672,B-A0
68673,I-A0
68674,I-A0
68675,B-V
68676,B-AM-ADV
68677,I-AM-ADV
68678,I-AM-ADV
68679,I-AM-ADV
68680,I-AM-ADV
68681,I-AM-ADV
68682,O
68683,O
68684,O
68685,O
68686,O
68687,O
68688,O
68689,O
68690,O
68691,O
68692,O
68693,O
68694,O
68695,O
68696,O
68697,B-A0
68698,I-A0
68699,I-A0
68700,O
68701,O
68702,B-V
68703,B-AM-MNR
68704,I-AM-MNR
68705,I-AM-MNR
68706,I-AM-MNR
68707,B-A1
68708,I-A1
68709,I-A1
68710,O
68711,B-V
68712,B-A2
68713,I-A2
68714,I-A2
68715,I-A2
68716,B-AM-TMP
68717,B-AM-LOC
68718,I-AM-LOC
68719,I-AM-LOC
68720,B-AM-LOC
68721,I-AM-LOC
68722,I-AM-LOC
68723,I-AM-LOC
68724,I-AM-LOC
68725,I-AM-LOC
68726,I-AM-LOC
68727,I-AM-LOC
68728,I-AM-LOC
68729,I-AM-LOC
68730,O
68731,B-A0
68732,I-A0
68733,I-A0
68734,B-V
68735,B-AM-TMP
68736,B-A1
68737,I-A1
68738,I-A1
68739,I-A1
68740,I-A1
68741,I-A1
68742,I-A1
68743,I-A1
68744,I-A1
68745,I-A1
68746,I-A1
68747,I-A1
68748,I-A1
68749,I-A1
68750,I-A1
68751,I-A1
68752,I-A1
68753,O
68754,O
68755,O
68756,O
68757,O
68758,O
68759,O
68760,O
68761,O
68762,O
68763,O
68764,B-V
68765,B-AM-EXT
68766,B-A1
68767,I-A1
68768,B-AM-MNR
68769,I-AM-MNR
68770,I-AM-MNR
68771,I-AM-MNR
68772,I-AM-MNR
68773,I-AM-MNR
68774,I-AM-MNR
68775,I-AM-MNR
68776,O
68777,O
68778,O
68779,O
68780,O
68781,O
68782,O
68783,O
68784,O
68785,O
68786,O
68787,O
68788,O
68789,O
68790,O
68791,O
68792,O
68793,O
68794,B-A1
68795,B-A0
68796,B-V
68797,B-AM-PRD
68798,I-AM-PRD
68799,O
68800,B-A0
68801,I-A0
68802,I-A0
68803,I-A0
68804,I-A0
68805,I-A0
68806,I-A0
68807,I-A0
68808,B-AM-NEG
68809,B-V
68810,B-A1
68811,B-AM-LOC
68812,I-AM-LOC
68813,I-AM-LOC
68814,I-AM-LOC
68815,O
68816,B-A0
68817,I-A0
68818,I-A0
68819,I-A0
68820,I-A0
68821,I-A0
68822,I-A0
68823,I-A0
68824,I-A0
68825,I-A0
68826,I-A0
68827,I-A0
68828,B-V
68829,B-A1
68830,I-A1
68831,I-A1
68832,I-A1
68833,I-A1
68834,I-A1
68835,I-A1
68836,I-A1
68837,I-A1
68838,I-A1
68839,I-A1
68840,I-A1
68841,I-A1
68842,I-A1
68843,I-A1
68844,I-A1
68845,I-A1
68846,I-A1
68847,I-A1
68848,I-A1
68849,I-A1
68850,I-A1
68851,I-A1
68852,I-A1
68853,I-A1
68854,I-A1
68855,I-A1
68856,I-A1
68857,I-A1
68858,I-A1
68859,I-A1
68860,I-A1
68861,I-A1
68862,I-A1
68863,I-A1
68864,I-A1
68865,I-A1
68866,I-A1
68867,I-A1
68868,I-A1
68869,O
68870,B-A1
68871,I-A1
68872,I-A1
68873,I-A1
68874,I-A1
68875,I-A1
68876,I-A1
68877,O
68878,B-V
68879,B-AM-MNR
68880,B-A0
68881,I-A0
68882,O
68883,O
68884,B-V
68885,B-A1
68886,I-A1
68887,I-A1
68888,I-A1
68889,I-A1
68890,I-A1
68891,I-A1
68892,I-A1
68893,I-A1
68894,I-A1
68895,I-A1
68896,O
68897,O
68898,O
68899,O
68900,O
68901,B-A0
68902,B-AM-ADV
68903,B-V
68904,B-A1
68905,I-A1
68906,B-AM-TMP
68907,I-AM-TMP
68908,I-AM-TMP
68909,I-AM-TMP
68910,I-AM-TMP
68911,O
68912,O
68913,O
68914,O
68915,O
68916,O
68917,O
68918,O
68919,O
68920,O
68921,O
68922,O
68923,O
68924,B-V
68925,B-AM-LOC
68926,O
68927,O
68928,B-A0
68929,O
68930,B-V
68931,O
68932,B-AM-LOC
68933,I-AM-LOC
68934,I-AM-LOC
68935,B-A1
68936,I-A1
68937,I-A1
68938,O
68939,O
68940,O
68941,O
68942,B-V
68943,B-A1
68944,I-A1
68945,I-A1
68946,I-A1
68947,I-A1
68948,I-A1
68949,I-A1
68950,I-A1
68951,I-A1
68952,I-A1
68953,I-A1
68954,I-A1
68955,I-A1
68956,I-A1
68957,I-A1
68958,I-A1
68959,I-A1
68960,I-A1
68961,I-A1
68962,I-A1
68963,I-A1
68964,I-A1
68965,I-A1
68966,I-A1
68967,I-A1
68968,I-A1
68969,I-A1
68970,I-A1
68971,I-A1
68972,O
68973,O
68974,O
68975,O
68976,O
68977,O
68978,O
68979,O
68980,O
68981,O
68982,O
68983,O
68984,O
68985,O
68986,O
68987,O
68988,O
68989,B-A1
68990,O
68991,B-V
68992,B-AM-MNR
68993,O
68994,B-AM-LOC
68995,I-AM-LOC
68996,I-AM-LOC
68997,I-AM-LOC
68998,I-AM-LOC
68999,I-AM-LOC
69000,I-AM-LOC
69001,I-AM-LOC
69002,I-AM-LOC
69003,I-AM-LOC
69004,I-AM-LOC
69005,I-AM-LOC
69006,O
69007,B-A0
69008,B-V
69009,B-A1
69010,I-A1
69011,I-A1
69012,O
69013,B-A0
69014,O
69015,B-V
69016,B-A1
69017,I-A1
69018,I-A1
69019,B-AM-TMP
69020,I-AM-TMP
69021,B-A0
69022,I-A0
69023,I-A0
69024,I-A0
69025,I-A0
69026,I-A0
69027,I-A0
69028,B-V
69029,B-A1
69030,I-A1
69031,I-A1
69032,I-A1
69033,I-A1
69034,I-A1
69035,I-A1
69036,I-A1
69037,I-A1
69038,I-A1
69039,I-A1
69040,O
69041,B-A0
69042,I-A0
69043,B-V
69044,B-C-V
69045,B-A1
69046,I-A1
69047,I-A1
69048,I-A1
69049,I-A1
69050,I-A1
69051,I-A1
69052,I-A1
69053,I-A1
69054,I-A1
69055,I-A1
69056,I-A1
69057,I-A1
69058,I-A1
69059,I-A1
69060,I-A1
69061,I-A1
69062,I-A1
69063,I-A1
69064,I-A1
69065,I-A1
69066,O
69067,O
69068,O
69069,O
69070,O
69071,O
69072,O
69073,O
69074,O
69075,O
69076,O
69077,O
69078,O
69079,O
69080,O
69081,B-A0
69082,B-V
69083,B-A1
69084,I-A1
69085,I-A1
69086,I-A1
69087,I-A1
69088,I-A1
69089,I-A1
69090,I-A1
69091,I-A1
69092,O
69093,B-A0
69094,I-A0
69095,I-A0
69096,I-A0
69097,I-A0
69098,I-A0
69099,I-A0
69100,I-A0
69101,B-V
69102,B-AM-MNR
69103,I-AM-MNR
69104,B-A1
69105,I-A1
69106,O
69107,O
69108,B-V
69109,B-A1
69110,I-A1
69111,I-A1
69112,I-A1
69113,I-A1
69114,I-A1
69115,I-A1
69116,I-A1
69117,I-A1
69118,I-A1
69119,O
69120,B-A0
69121,I-A0
69122,O
69123,B-V
69124,B-A1
69125,I-A1
69126,I-A1
69127,I-A1
69128,B-AM-LOC
69129,I-AM-LOC
69130,I-AM-LOC
69131,B-C-A1
69132,I-C-A1
69133,I-C-A1
69134,I-C-A1
69135,I-C-A1
69136,I-C-A1
69137,I-C-A1
69138,O
69139,O
69140,O
69141,O
69142,O
69143,O
69144,O
69145,O
69146,O
69147,B-A1
69148,I-A1
69149,O
69150,O
69151,O
69152,O
69153,O
69154,O
69155,O
69156,O
69157,O
69158,O
69159,O
69160,O
69161,B-V
69162,B-A0
69163,I-A0
69164,I-A0
69165,O
69166,O
69167,O
69168,O
69169,O
69170,O
69171,O
69172,O
69173,O
69174,B-A1
69175,I-A1
69176,I-A1
69177,I-A1
69178,I-A1
69179,I-A1
69180,I-A1
69181,I-A1
69182,I-A1
69183,I-A1
69184,I-A1
69185,I-A1
69186,I-A1
69187,I-A1
69188,I-A1
69189,I-A1
69190,I-A1
69191,I-A1
69192,O
69193,O
69194,B-V
69195,B-A0
69196,I-A0
69197,I-A0
69198,I-A0
69199,I-A0
69200,O
69201,B-AM-DIS
69202,I-AM-DIS
69203,I-AM-DIS
69204,I-AM-DIS
69205,I-AM-DIS
69206,I-AM-DIS
69207,I-AM-DIS
69208,I-AM-DIS
69209,I-AM-DIS
69210,O
69211,B-AM-TMP
69212,B-A0
69213,I-A0
69214,I-A0
69215,O
69216,B-V
69217,B-A1
69218,I-A1
69219,I-A1
69220,I-A1
69221,I-A1
69222,I-A1
69223,I-A1
69224,I-A1
69225,O
69226,O
69227,B-A1
69228,B-V
69229,B-A2
69230,I-A2
69231,B-AM-LOC
69232,I-AM-LOC
69233,B-A1
69234,I-A1
69235,I-A1
69236,I-A1
69237,I-A1
69238,I-A1
69239,I-A1
69240,B-V
69241,B-AM-TMP
69242,I-AM-TMP
