,LEMMA_CHILD_1,LEMMA_CHILD_2,LEMMA_CHILD_3,LEMMA_GRAND_PARENT,LEMMA_PARENT
79114,todo,tempo,-,,
79115,e,paciência,para,,ter
79116,,,,ter,tempo
79117,,,,ter,tempo
79118,sebo,,,ter,tempo
79119,,,,tempo,para
79120,,,,,ter
79121,,,,dizer,filósofo
79122,o,José_Arthur_Giannotti,,,dizer
79123,,,,dizer,filósofo
79124,filósofo,sentir,-,,
79125,,,,dizer,sentir
79126,,,,dizer,sentir
79127,que,se,angustiar,,dizer
79128,,,,dizer,sentir
79129,livraria,,,dizer,sentir
79130,,,,sentir,em
79131,,,,dizer,sentir
79132,comprar,,,dizer,sentir
79133,livro,por,,sentir,preferir
79134,,,,comprar,livro
79135,seu,,,preferir,comprar
79136,catálogo,,,preferir,comprar
79137,,,,comprar,por
79138,,,,,dizer
79139,,,,dizer,filósofo
79140,o,José_Arthur_Giannotti,,,dizer
79141,,,,dizer,filósofo
79142,filósofo,sentir,-,,
79143,,,,dizer,sentir
79144,,,,dizer,sentir
79145,que,se,angustiar,,dizer
79146,,,,dizer,sentir
79147,livraria,,,dizer,sentir
79148,,,,sentir,em
79149,,,,dizer,sentir
79150,comprar,,,dizer,sentir
79151,livro,por,,sentir,preferir
79152,,,,comprar,livro
79153,seu,,,preferir,comprar
79154,catálogo,,,preferir,comprar
79155,,,,comprar,por
79156,,,,,dizer
79157,,,,dizer,filósofo
79158,o,José_Arthur_Giannotti,,,dizer
79159,,,,dizer,filósofo
79160,filósofo,sentir,-,,
79161,,,,dizer,sentir
79162,,,,dizer,sentir
79163,que,se,angustiar,,dizer
79164,,,,dizer,sentir
79165,livraria,,,dizer,sentir
79166,,,,sentir,em
79167,,,,dizer,sentir
79168,comprar,,,dizer,sentir
79169,livro,por,,sentir,preferir
79170,,,,comprar,livro
79171,seu,,,preferir,comprar
79172,catálogo,,,preferir,comprar
79173,,,,comprar,por
79174,,,,,dizer
79175,,,,ser,ônibus
79176,o,,,,ser
79177,ônibus,de,e,,
79178,Viação_Boa_Vista,,,,ser
79179,,,,de,Viação_Boa_Vista
79180,o,,,ser,de
79181,,,,,ser
79182,passageiro,em,,,ser
79183,,,,transportar,passageiro
79184,,,,transportar,passageiro
79185,cerca_de,40,,ser,transportar
79186,hora,,,ser,transportar
79187,,,,em,hora
79188,o,de,,transportar,em
79189,acidente,,,em,hora
79190,,,,de,acidente
79191,o,,,hora,de
79192,,,,,ser
79193,Polícia_Rodoviária,,,,ser
79194,,,,segundo,Polícia_Rodoviária
79195,o,,,ser,segundo
79196,,,,,ser
79197,colisão,,,,ficar
79198,,,,com,colisão
79199,o,,,ficar,com
79200,,,,,ficar
79201,,,,ficar,passageiro
79202,cinco,,,,ficar
79203,com,-,passageiro,,
79204,,,,,ficar
79205,,,,,ficar
79206,atender,,,,ficar
79207,em,,,ficar,ser
79208,Hospital_Mário_Gatti,,,ser,atender
79209,,,,em,Hospital_Mário_Gatti
79210,o,,,atender,em
79211,,,,,ficar
79212,,,,,passar
79213,todo,bem,-,,
79214,,,,,passar
79215,,,,,passar
79216,,,,derivar,vertente
79217,este,-,conteudista,,derivar
79218,,,,derivar,vertente
79219,,,,vertente,conteudista
79220,francamente,,,derivar,vertente
79221,,,,derivar,vertente
79222,vertente,de,-,,
79223,experiência,,,,derivar
79224,,,,de,experiência
79225,o,realizar,,derivar,de
79226,em,por,,de,experiência
79227,período,,,experiência,realizar
79228,,,,em,período
79229,o,64,,realizar,em
79230,,,,período,64
79231,pré,,,em,período
79232,Centros_Populares_de_Cultura,,,experiência,realizar
79233,,,,por,Centros_Populares_de_Cultura
79234,o,-,CPCs,realizar,por
79235,,,,por,Centros_Populares_de_Cultura
79236,,,,por,Centros_Populares_de_Cultura
79237,,,,por,Centros_Populares_de_Cultura
79238,,,,por,Centros_Populares_de_Cultura
79239,a,,,por,Centros_Populares_de_Cultura
79240,União_Nacional_dos_Estudantes,,,Centros_Populares_de_Cultura,ligar
79241,,,,a,União_Nacional_dos_Estudantes
79242,o,-,privilegiar,ligar,a
79243,,,,a,União_Nacional_dos_Estudantes
79244,,,,União_Nacional_dos_Estudantes,privilegiar
79245,que,mensagem,e,a,União_Nacional_dos_Estudantes
79246,,,,privilegiar,mensagem
79247,,,,privilegiar,mensagem
79248,o,-,-,União_Nacional_dos_Estudantes,privilegiar
79249,,,,privilegiar,mensagem
79250,,,,União_Nacional_dos_Estudantes,privilegiar
79251,falar,,,União_Nacional_dos_Estudantes,privilegiar
79252,linguagem,,,privilegiar,procurar
79253,,,,falar,linguagem
79254,,,,falar,linguagem
79255,um,idealizar,de,procurar,falar
79256,povo,,,falar,linguagem
79257,,,,de,povo
79258,,,,de,povo
79259,o,-,-,linguagem,de
79260,,,,de,povo
79261,,,,,derivar
79262,,,,derivar,vertente
79263,este,-,conteudista,,derivar
79264,,,,derivar,vertente
79265,,,,vertente,conteudista
79266,francamente,,,derivar,vertente
79267,,,,derivar,vertente
79268,vertente,de,-,,
79269,experiência,,,,derivar
79270,,,,de,experiência
79271,o,realizar,,derivar,de
79272,em,por,,de,experiência
79273,período,,,experiência,realizar
79274,,,,em,período
79275,o,64,,realizar,em
79276,,,,período,64
79277,pré,,,em,período
79278,Centros_Populares_de_Cultura,,,experiência,realizar
79279,,,,por,Centros_Populares_de_Cultura
79280,o,-,CPCs,realizar,por
79281,,,,por,Centros_Populares_de_Cultura
79282,,,,por,Centros_Populares_de_Cultura
79283,,,,por,Centros_Populares_de_Cultura
79284,,,,por,Centros_Populares_de_Cultura
79285,a,,,por,Centros_Populares_de_Cultura
79286,União_Nacional_dos_Estudantes,,,Centros_Populares_de_Cultura,ligar
79287,,,,a,União_Nacional_dos_Estudantes
79288,o,-,privilegiar,ligar,a
79289,,,,a,União_Nacional_dos_Estudantes
79290,,,,União_Nacional_dos_Estudantes,privilegiar
79291,que,mensagem,e,a,União_Nacional_dos_Estudantes
79292,,,,privilegiar,mensagem
79293,,,,privilegiar,mensagem
79294,o,-,-,União_Nacional_dos_Estudantes,privilegiar
79295,,,,privilegiar,mensagem
79296,,,,União_Nacional_dos_Estudantes,privilegiar
79297,falar,,,União_Nacional_dos_Estudantes,privilegiar
79298,linguagem,,,privilegiar,procurar
79299,,,,falar,linguagem
79300,,,,falar,linguagem
79301,um,idealizar,de,procurar,falar
79302,povo,,,falar,linguagem
79303,,,,de,povo
79304,,,,de,povo
79305,o,-,-,linguagem,de
79306,,,,de,povo
79307,,,,,derivar
79308,,,,derivar,vertente
79309,este,-,conteudista,,derivar
79310,,,,derivar,vertente
79311,,,,vertente,conteudista
79312,francamente,,,derivar,vertente
79313,,,,derivar,vertente
79314,vertente,de,-,,
79315,experiência,,,,derivar
79316,,,,de,experiência
79317,o,realizar,,derivar,de
79318,em,por,,de,experiência
79319,período,,,experiência,realizar
79320,,,,em,período
79321,o,64,,realizar,em
79322,,,,período,64
79323,pré,,,em,período
79324,Centros_Populares_de_Cultura,,,experiência,realizar
79325,,,,por,Centros_Populares_de_Cultura
79326,o,-,CPCs,realizar,por
79327,,,,por,Centros_Populares_de_Cultura
79328,,,,por,Centros_Populares_de_Cultura
79329,,,,por,Centros_Populares_de_Cultura
79330,,,,por,Centros_Populares_de_Cultura
79331,a,,,por,Centros_Populares_de_Cultura
79332,União_Nacional_dos_Estudantes,,,Centros_Populares_de_Cultura,ligar
79333,,,,a,União_Nacional_dos_Estudantes
79334,o,-,privilegiar,ligar,a
79335,,,,a,União_Nacional_dos_Estudantes
79336,,,,União_Nacional_dos_Estudantes,privilegiar
79337,que,mensagem,e,a,União_Nacional_dos_Estudantes
79338,,,,privilegiar,mensagem
79339,,,,privilegiar,mensagem
79340,o,-,-,União_Nacional_dos_Estudantes,privilegiar
79341,,,,privilegiar,mensagem
79342,,,,União_Nacional_dos_Estudantes,privilegiar
79343,falar,,,União_Nacional_dos_Estudantes,privilegiar
79344,linguagem,,,privilegiar,procurar
79345,,,,falar,linguagem
79346,,,,falar,linguagem
79347,um,idealizar,de,procurar,falar
79348,povo,,,falar,linguagem
79349,,,,de,povo
79350,,,,de,povo
79351,o,-,-,linguagem,de
79352,,,,de,povo
79353,,,,,derivar
79354,,,,,ter
79355,ele,papel,a,,
79356,,,,ter,papel
79357,importante,,,,ter
79358,manter,,,,ter
79359,,,,a,manter
79360,o,política,fora_de,ter,a
79361,,,,manter,política
79362,o,externo,e,a,manter
79363,,,,manter,política
79364,,,,manter,política
79365,,,,política,assunto
79366,muito,interno,,manter,política
79367,,,,política,assunto
79368,esfera,,,a,manter
79369,,,,fora_de,esfera
79370,o,decisório,de,manter,fora_de
79371,,,,fora_de,esfera
79372,UE,,,fora_de,esfera
79373,,,,de,UE
79374,o,,,esfera,de
79375,,,,a,manter
79376,simpatia,,,a,manter
79377,,,,ganhar,simpatia
79378,o,britânico,,manter,ganhar
79379,,,,ganhar,simpatia
79380,,,,,ter
79381,,,,,ter
79382,ele,papel,a,,
79383,,,,ter,papel
79384,importante,,,,ter
79385,manter,,,,ter
79386,,,,a,manter
79387,o,política,fora_de,ter,a
79388,,,,manter,política
79389,o,externo,e,a,manter
79390,,,,manter,política
79391,,,,manter,política
79392,,,,política,assunto
79393,muito,interno,,manter,política
79394,,,,política,assunto
79395,esfera,,,a,manter
79396,,,,fora_de,esfera
79397,o,decisório,de,manter,fora_de
79398,,,,fora_de,esfera
79399,UE,,,fora_de,esfera
79400,,,,de,UE
79401,o,,,esfera,de
79402,,,,a,manter
79403,simpatia,,,a,manter
79404,,,,ganhar,simpatia
79405,o,britânico,,manter,ganhar
79406,,,,ganhar,simpatia
79407,,,,,ter
79408,,,,,ter
79409,ele,papel,a,,
79410,,,,ter,papel
79411,importante,,,,ter
79412,manter,,,,ter
79413,,,,a,manter
79414,o,política,fora_de,ter,a
79415,,,,manter,política
79416,o,externo,e,a,manter
79417,,,,manter,política
79418,,,,manter,política
79419,,,,política,assunto
79420,muito,interno,,manter,política
79421,,,,política,assunto
79422,esfera,,,a,manter
79423,,,,fora_de,esfera
79424,o,decisório,de,manter,fora_de
79425,,,,fora_de,esfera
79426,UE,,,fora_de,esfera
79427,,,,de,UE
79428,o,,,esfera,de
79429,,,,a,manter
79430,simpatia,,,a,manter
79431,,,,ganhar,simpatia
79432,o,britânico,,manter,ganhar
79433,,,,ganhar,simpatia
79434,,,,,ter
79435,,,,,temer
79436,de,,,,temer
79437,federalista,,,temer,assessor
79438,,,,de,federalista
79439,o,Delors,,assessor,de
79440,-,aumentar,-,de,federalista
79441,,,,federalista,Delors
79442,,,,Delors,aumentar
79443,ano,,,Delors,aumentar
79444,,,,em,ano
79445,dez,,,aumentar,em
79446,presidência,,,Delors,aumentar
79447,,,,em,presidência
79448,o,de,,aumentar,em
79449,CE,,,em,presidência
79450,,,,de,CE
79451,o,,,presidência,de
79452,que,em,em,federalista,Delors
79453,,,,aumentar,poder
79454,o,de,,Delors,aumentar
79455,cargo,,,aumentar,poder
79456,,,,de,cargo
79457,o,,,poder,de
79458,,,,Delors,aumentar
79459,em,,,Delors,aumentar
79460,conflito,,,aumentar,entrar
79461,com,,,entrar,em
79462,Margaret_Thatcher,,,em,conflito
79463,-,antecessora,-,conflito,com
79464,,,,com,Margaret_Thatcher
79465,de,,,com,Margaret_Thatcher
79466,Major,,,Margaret_Thatcher,antecessora
79467,,,,antecessora,de
79468,,,,com,Margaret_Thatcher
79469,,,,federalista,Delors
79470,já,assessor,servir,,
79471,,,,temer,servir
79472,,,,servir,escolha
79473,o,de,,temer,servir
79474,Santer,,,servir,escolha
79475,,,,escolha,de
79476,que,escolha,para,,temer
79477,enfraquecer,,,temer,servir
79478,poder,,,servir,para
79479,,,,enfraquecer,poder
79480,o,de,,para,enfraquecer
79481,presidente,,,enfraquecer,poder
79482,,,,de,presidente
79483,o,,,poder,de
79484,,,,temer,servir
79485,,,,servir,abrir
79486,o_que,caminho,,temer,servir
79487,para,,,servir,abrir
79488,consolidar,,,abrir,caminho
79489,,,,consolidar,eixo
79490,o,Alemanha-França,,para,consolidar
79491,,,,consolidar,eixo
79492,eixo,domínio,,caminho,para
79493,,,,consolidar,domínio
79494,,,,consolidar,domínio
79495,o,seu,,para,consolidar
79496,,,,temer,servir
79497,,,,,temer
79498,de,,,,temer
79499,federalista,,,temer,assessor
79500,,,,de,federalista
79501,o,Delors,,assessor,de
79502,-,aumentar,-,de,federalista
79503,,,,federalista,Delors
79504,,,,Delors,aumentar
79505,ano,,,Delors,aumentar
79506,,,,em,ano
79507,dez,,,aumentar,em
79508,presidência,,,Delors,aumentar
79509,,,,em,presidência
79510,o,de,,aumentar,em
79511,CE,,,em,presidência
79512,,,,de,CE
79513,o,,,presidência,de
79514,que,em,em,federalista,Delors
79515,,,,aumentar,poder
79516,o,de,,Delors,aumentar
79517,cargo,,,aumentar,poder
79518,,,,de,cargo
79519,o,,,poder,de
79520,,,,Delors,aumentar
79521,em,,,Delors,aumentar
79522,conflito,,,aumentar,entrar
79523,com,,,entrar,em
79524,Margaret_Thatcher,,,em,conflito
79525,-,antecessora,-,conflito,com
79526,,,,com,Margaret_Thatcher
79527,de,,,com,Margaret_Thatcher
79528,Major,,,Margaret_Thatcher,antecessora
79529,,,,antecessora,de
79530,,,,com,Margaret_Thatcher
79531,,,,federalista,Delors
79532,já,assessor,servir,,
79533,,,,temer,servir
79534,,,,servir,escolha
79535,o,de,,temer,servir
79536,Santer,,,servir,escolha
79537,,,,escolha,de
79538,que,escolha,para,,temer
79539,enfraquecer,,,temer,servir
79540,poder,,,servir,para
79541,,,,enfraquecer,poder
79542,o,de,,para,enfraquecer
79543,presidente,,,enfraquecer,poder
79544,,,,de,presidente
79545,o,,,poder,de
79546,,,,temer,servir
79547,,,,servir,abrir
79548,o_que,caminho,,temer,servir
79549,para,,,servir,abrir
79550,consolidar,,,abrir,caminho
79551,,,,consolidar,eixo
79552,o,Alemanha-França,,para,consolidar
79553,,,,consolidar,eixo
79554,eixo,domínio,,caminho,para
79555,,,,consolidar,domínio
79556,,,,consolidar,domínio
79557,o,seu,,para,consolidar
79558,,,,temer,servir
79559,,,,,temer
79560,de,,,,temer
79561,federalista,,,temer,assessor
79562,,,,de,federalista
79563,o,Delors,,assessor,de
79564,-,aumentar,-,de,federalista
79565,,,,federalista,Delors
79566,,,,Delors,aumentar
79567,ano,,,Delors,aumentar
79568,,,,em,ano
79569,dez,,,aumentar,em
79570,presidência,,,Delors,aumentar
79571,,,,em,presidência
79572,o,de,,aumentar,em
79573,CE,,,em,presidência
79574,,,,de,CE
79575,o,,,presidência,de
79576,que,em,em,federalista,Delors
79577,,,,aumentar,poder
79578,o,de,,Delors,aumentar
79579,cargo,,,aumentar,poder
79580,,,,de,cargo
79581,o,,,poder,de
79582,,,,Delors,aumentar
79583,em,,,Delors,aumentar
79584,conflito,,,aumentar,entrar
79585,com,,,entrar,em
79586,Margaret_Thatcher,,,em,conflito
79587,-,antecessora,-,conflito,com
79588,,,,com,Margaret_Thatcher
79589,de,,,com,Margaret_Thatcher
79590,Major,,,Margaret_Thatcher,antecessora
79591,,,,antecessora,de
79592,,,,com,Margaret_Thatcher
79593,,,,federalista,Delors
79594,já,assessor,servir,,
79595,,,,temer,servir
79596,,,,servir,escolha
79597,o,de,,temer,servir
79598,Santer,,,servir,escolha
79599,,,,escolha,de
79600,que,escolha,para,,temer
79601,enfraquecer,,,temer,servir
79602,poder,,,servir,para
79603,,,,enfraquecer,poder
79604,o,de,,para,enfraquecer
79605,presidente,,,enfraquecer,poder
79606,,,,de,presidente
79607,o,,,poder,de
79608,,,,temer,servir
79609,,,,servir,abrir
79610,o_que,caminho,,temer,servir
79611,para,,,servir,abrir
79612,consolidar,,,abrir,caminho
79613,,,,consolidar,eixo
79614,o,Alemanha-França,,para,consolidar
79615,,,,consolidar,eixo
79616,eixo,domínio,,caminho,para
79617,,,,consolidar,domínio
79618,,,,consolidar,domínio
79619,o,seu,,para,consolidar
79620,,,,temer,servir
79621,,,,,temer
79622,de,,,,temer
79623,federalista,,,temer,assessor
79624,,,,de,federalista
79625,o,Delors,,assessor,de
79626,-,aumentar,-,de,federalista
79627,,,,federalista,Delors
79628,,,,Delors,aumentar
79629,ano,,,Delors,aumentar
79630,,,,em,ano
79631,dez,,,aumentar,em
79632,presidência,,,Delors,aumentar
79633,,,,em,presidência
79634,o,de,,aumentar,em
79635,CE,,,em,presidência
79636,,,,de,CE
79637,o,,,presidência,de
79638,que,em,em,federalista,Delors
79639,,,,aumentar,poder
79640,o,de,,Delors,aumentar
79641,cargo,,,aumentar,poder
79642,,,,de,cargo
79643,o,,,poder,de
79644,,,,Delors,aumentar
79645,em,,,Delors,aumentar
79646,conflito,,,aumentar,entrar
79647,com,,,entrar,em
79648,Margaret_Thatcher,,,em,conflito
79649,-,antecessora,-,conflito,com
79650,,,,com,Margaret_Thatcher
79651,de,,,com,Margaret_Thatcher
79652,Major,,,Margaret_Thatcher,antecessora
79653,,,,antecessora,de
79654,,,,com,Margaret_Thatcher
79655,,,,federalista,Delors
79656,já,assessor,servir,,
79657,,,,temer,servir
79658,,,,servir,escolha
79659,o,de,,temer,servir
79660,Santer,,,servir,escolha
79661,,,,escolha,de
79662,que,escolha,para,,temer
79663,enfraquecer,,,temer,servir
79664,poder,,,servir,para
79665,,,,enfraquecer,poder
79666,o,de,,para,enfraquecer
79667,presidente,,,enfraquecer,poder
79668,,,,de,presidente
79669,o,,,poder,de
79670,,,,temer,servir
79671,,,,servir,abrir
79672,o_que,caminho,,temer,servir
79673,para,,,servir,abrir
79674,consolidar,,,abrir,caminho
79675,,,,consolidar,eixo
79676,o,Alemanha-França,,para,consolidar
79677,,,,consolidar,eixo
79678,eixo,domínio,,caminho,para
79679,,,,consolidar,domínio
79680,,,,consolidar,domínio
79681,o,seu,,para,consolidar
79682,,,,temer,servir
79683,,,,,temer
79684,de,,,,temer
79685,federalista,,,temer,assessor
79686,,,,de,federalista
79687,o,Delors,,assessor,de
79688,-,aumentar,-,de,federalista
79689,,,,federalista,Delors
79690,,,,Delors,aumentar
79691,ano,,,Delors,aumentar
79692,,,,em,ano
79693,dez,,,aumentar,em
79694,presidência,,,Delors,aumentar
79695,,,,em,presidência
79696,o,de,,aumentar,em
79697,CE,,,em,presidência
79698,,,,de,CE
79699,o,,,presidência,de
79700,que,em,em,federalista,Delors
79701,,,,aumentar,poder
79702,o,de,,Delors,aumentar
79703,cargo,,,aumentar,poder
79704,,,,de,cargo
79705,o,,,poder,de
79706,,,,Delors,aumentar
79707,em,,,Delors,aumentar
79708,conflito,,,aumentar,entrar
79709,com,,,entrar,em
79710,Margaret_Thatcher,,,em,conflito
79711,-,antecessora,-,conflito,com
79712,,,,com,Margaret_Thatcher
79713,de,,,com,Margaret_Thatcher
79714,Major,,,Margaret_Thatcher,antecessora
79715,,,,antecessora,de
79716,,,,com,Margaret_Thatcher
79717,,,,federalista,Delors
79718,já,assessor,servir,,
79719,,,,temer,servir
79720,,,,servir,escolha
79721,o,de,,temer,servir
79722,Santer,,,servir,escolha
79723,,,,escolha,de
79724,que,escolha,para,,temer
79725,enfraquecer,,,temer,servir
79726,poder,,,servir,para
79727,,,,enfraquecer,poder
79728,o,de,,para,enfraquecer
79729,presidente,,,enfraquecer,poder
79730,,,,de,presidente
79731,o,,,poder,de
79732,,,,temer,servir
79733,,,,servir,abrir
79734,o_que,caminho,,temer,servir
79735,para,,,servir,abrir
79736,consolidar,,,abrir,caminho
79737,,,,consolidar,eixo
79738,o,Alemanha-França,,para,consolidar
79739,,,,consolidar,eixo
79740,eixo,domínio,,caminho,para
79741,,,,consolidar,domínio
79742,,,,consolidar,domínio
79743,o,seu,,para,consolidar
79744,,,,temer,servir
79745,,,,,temer
79746,de,,,,temer
79747,federalista,,,temer,assessor
79748,,,,de,federalista
79749,o,Delors,,assessor,de
79750,-,aumentar,-,de,federalista
79751,,,,federalista,Delors
79752,,,,Delors,aumentar
79753,ano,,,Delors,aumentar
79754,,,,em,ano
79755,dez,,,aumentar,em
79756,presidência,,,Delors,aumentar
79757,,,,em,presidência
79758,o,de,,aumentar,em
79759,CE,,,em,presidência
79760,,,,de,CE
79761,o,,,presidência,de
79762,que,em,em,federalista,Delors
79763,,,,aumentar,poder
79764,o,de,,Delors,aumentar
79765,cargo,,,aumentar,poder
79766,,,,de,cargo
79767,o,,,poder,de
79768,,,,Delors,aumentar
79769,em,,,Delors,aumentar
79770,conflito,,,aumentar,entrar
79771,com,,,entrar,em
79772,Margaret_Thatcher,,,em,conflito
79773,-,antecessora,-,conflito,com
79774,,,,com,Margaret_Thatcher
79775,de,,,com,Margaret_Thatcher
79776,Major,,,Margaret_Thatcher,antecessora
79777,,,,antecessora,de
79778,,,,com,Margaret_Thatcher
79779,,,,federalista,Delors
79780,já,assessor,servir,,
79781,,,,temer,servir
79782,,,,servir,escolha
79783,o,de,,temer,servir
79784,Santer,,,servir,escolha
79785,,,,escolha,de
79786,que,escolha,para,,temer
79787,enfraquecer,,,temer,servir
79788,poder,,,servir,para
79789,,,,enfraquecer,poder
79790,o,de,,para,enfraquecer
79791,presidente,,,enfraquecer,poder
79792,,,,de,presidente
79793,o,,,poder,de
79794,,,,temer,servir
79795,,,,servir,abrir
79796,o_que,caminho,,temer,servir
79797,para,,,servir,abrir
79798,consolidar,,,abrir,caminho
79799,,,,consolidar,eixo
79800,o,Alemanha-França,,para,consolidar
79801,,,,consolidar,eixo
79802,eixo,domínio,,caminho,para
79803,,,,consolidar,domínio
79804,,,,consolidar,domínio
79805,o,seu,,para,consolidar
79806,,,,temer,servir
79807,,,,,temer
79808,de,,,,temer
79809,federalista,,,temer,assessor
79810,,,,de,federalista
79811,o,Delors,,assessor,de
79812,-,aumentar,-,de,federalista
79813,,,,federalista,Delors
79814,,,,Delors,aumentar
79815,ano,,,Delors,aumentar
79816,,,,em,ano
79817,dez,,,aumentar,em
79818,presidência,,,Delors,aumentar
79819,,,,em,presidência
79820,o,de,,aumentar,em
79821,CE,,,em,presidência
79822,,,,de,CE
79823,o,,,presidência,de
79824,que,em,em,federalista,Delors
79825,,,,aumentar,poder
79826,o,de,,Delors,aumentar
79827,cargo,,,aumentar,poder
79828,,,,de,cargo
79829,o,,,poder,de
79830,,,,Delors,aumentar
79831,em,,,Delors,aumentar
79832,conflito,,,aumentar,entrar
79833,com,,,entrar,em
79834,Margaret_Thatcher,,,em,conflito
79835,-,antecessora,-,conflito,com
79836,,,,com,Margaret_Thatcher
79837,de,,,com,Margaret_Thatcher
79838,Major,,,Margaret_Thatcher,antecessora
79839,,,,antecessora,de
79840,,,,com,Margaret_Thatcher
79841,,,,federalista,Delors
79842,já,assessor,servir,,
79843,,,,temer,servir
79844,,,,servir,escolha
79845,o,de,,temer,servir
79846,Santer,,,servir,escolha
79847,,,,escolha,de
79848,que,escolha,para,,temer
79849,enfraquecer,,,temer,servir
79850,poder,,,servir,para
79851,,,,enfraquecer,poder
79852,o,de,,para,enfraquecer
79853,presidente,,,enfraquecer,poder
79854,,,,de,presidente
79855,o,,,poder,de
79856,,,,temer,servir
79857,,,,servir,abrir
79858,o_que,caminho,,temer,servir
79859,para,,,servir,abrir
79860,consolidar,,,abrir,caminho
79861,,,,consolidar,eixo
79862,o,Alemanha-França,,para,consolidar
79863,,,,consolidar,eixo
79864,eixo,domínio,,caminho,para
79865,,,,consolidar,domínio
79866,,,,consolidar,domínio
79867,o,seu,,para,consolidar
79868,,,,temer,servir
79869,,,,significar,fato
79870,o,de,,,significar
79871,haver,,,significar,fato
79872,consenso,,,fato,de
79873,,,,haver,consenso
79874,razoável,acerca,,de,haver
79875,de,,,haver,consenso
79876,tema,,,consenso,acerca
79877,,,,de,tema
79878,esse,,,acerca,de
79879,,,,,significar
79880,fato,não,-,,
79881,,,,,significar
79882,,,,,significar
79883,,,,,significar
79884,,,,significar,ser
79885,que,fácil,aprovar,,significar
79886,ou,rápido,,significar,ser
79887,,,,ser,fácil
79888,,,,ser,fácil
79889,reforma,em,,significar,ser
79890,,,,aprovar,reforma
79891,tal,,,ser,aprovar
79892,congresso,,,ser,aprovar
79893,,,,em,congresso
79894,o,,,aprovar,em
79895,,,,,significar
79896,,,,significar,fato
79897,o,de,,,significar
79898,haver,,,significar,fato
79899,consenso,,,fato,de
79900,,,,haver,consenso
79901,razoável,acerca,,de,haver
79902,de,,,haver,consenso
79903,tema,,,consenso,acerca
79904,,,,de,tema
79905,esse,,,acerca,de
79906,,,,,significar
79907,fato,não,-,,
79908,,,,,significar
79909,,,,,significar
79910,,,,,significar
79911,,,,significar,ser
79912,que,fácil,aprovar,,significar
79913,ou,rápido,,significar,ser
79914,,,,ser,fácil
79915,,,,ser,fácil
79916,reforma,em,,significar,ser
79917,,,,aprovar,reforma
79918,tal,,,ser,aprovar
79919,congresso,,,ser,aprovar
79920,,,,em,congresso
79921,o,,,aprovar,em
79922,,,,,significar
79923,,,,significar,fato
79924,o,de,,,significar
79925,haver,,,significar,fato
79926,consenso,,,fato,de
79927,,,,haver,consenso
79928,razoável,acerca,,de,haver
79929,de,,,haver,consenso
79930,tema,,,consenso,acerca
79931,,,,de,tema
79932,esse,,,acerca,de
79933,,,,,significar
79934,fato,não,-,,
79935,,,,,significar
79936,,,,,significar
79937,,,,,significar
79938,,,,significar,ser
79939,que,fácil,aprovar,,significar
79940,ou,rápido,,significar,ser
79941,,,,ser,fácil
79942,,,,ser,fácil
79943,reforma,em,,significar,ser
79944,,,,aprovar,reforma
79945,tal,,,ser,aprovar
79946,congresso,,,ser,aprovar
79947,,,,em,congresso
79948,o,,,aprovar,em
79949,,,,,significar
79950,,,,,depender
79951,elas,em,de,,
79952,parte,,,,depender
79953,,,,em,parte
79954,bom,,,depender,em
79955,emenda,,,,depender
79956,constitucional,,,depender,de
79957,,,,de,emenda
79958,,,,,depender
79959,,,,depender,estar
79960,o_que,longe,,,depender
79961,de,,,depender,estar
79962,ser,,,estar,longe
79963,simples,,,longe,de
79964,de,,,de,ser
79965,fazer,,,ser,simples
79966,,,,simples,de
79967,,,,,depender
79968,,,,,depender
79969,elas,em,de,,
79970,parte,,,,depender
79971,,,,em,parte
79972,bom,,,depender,em
79973,emenda,,,,depender
79974,constitucional,,,depender,de
79975,,,,de,emenda
79976,,,,,depender
79977,,,,depender,estar
79978,o_que,longe,,,depender
79979,de,,,depender,estar
79980,ser,,,estar,longe
79981,simples,,,longe,de
79982,de,,,de,ser
79983,fazer,,,ser,simples
79984,,,,simples,de
79985,,,,,depender
79986,,,,,tornar
79987,,,,,tornar
79988,,,,tornar,chegar
79989,,,,chegar,presidente
79990,o,,,tornar,chegar
79991,se,presidente,a,,tornar
79992,posse,,,tornar,chegar
79993,,,,a,posse
79994,o,,,chegar,a
79995,estar,,,tornar,chegar
79996,,,,sem,estar
79997,que,delinear,,chegar,sem
79998,pequeno,,,estar,delinear
79999,,,,em,pequeno
80000,o,,,delinear,em
80001,em,-,divulgar,sem,estar
80002,,,,estar,delinear
80003,,,,estar,delinear
80004,,,,estar,delinear
80005,,,,estar,delinear
80006,setor,,,estar,delinear
80007,,,,com,setor
80008,o,organizar,de,delinear,com
80009,,,,com,setor
80010,sociedade,,,com,setor
80011,,,,de,sociedade
80012,o,,,setor,de
80013,,,,chegar,projeto
80014,o,consubstanciar,,tornar,chegar
80015,,,,projeto,consubstanciar
80016,que,reforma,,chegar,projeto
80017,,,,consubstanciar,reforma
80018,tal,,,projeto,consubstanciar
80019,,,,,tornar
80020,ora,-,chegar,,
80021,,,,,tornar
80022,,,,difícil,mais
80023,muito,,,tornar,difícil
80024,mais,,,,tornar
80025,aprovar,,,,tornar
80026,,,,fazer,aprovar
80027,eles,em,em,tornar,fazer
80028,congresso,,,fazer,aprovar
80029,,,,em,congresso
80030,o,,,aprovar,em
