,IOB
63838,I-AM-LOC
63839,O
63840,O
63841,O
63842,O
63843,O
63844,O
63845,O
63846,O
63847,O
63848,B-A0
63849,B-V
63850,B-A1
63851,B-AM-MNR
63852,O
63853,O
63854,O
63855,O
63856,O
63857,O
63858,O
63859,O
63860,O
63861,O
63862,O
63863,B-A0
63864,B-V
63865,B-C-V
63866,B-A1
63867,I-A1
63868,I-A1
63869,I-A1
63870,I-A1
63871,I-A1
63872,B-A1
63873,O
63874,B-AM-ADV
63875,B-V
63876,B-A0
63877,I-A0
63878,I-A0
63879,I-A0
63880,O
63881,O
63882,B-A0
63883,I-A0
63884,O
63885,B-V
63886,B-A1
63887,I-A1
63888,I-A1
63889,I-A1
63890,I-A1
63891,I-A1
63892,I-A1
63893,O
63894,B-A0
63895,I-A0
63896,B-V
63897,B-A1
63898,I-A1
63899,I-A1
63900,I-A1
63901,I-A1
63902,I-A1
63903,O
63904,O
63905,O
63906,O
63907,O
63908,O
63909,O
63910,O
63911,O
63912,O
63913,O
63914,O
63915,O
63916,O
63917,O
63918,O
63919,O
63920,O
63921,O
63922,O
63923,O
63924,O
63925,B-A0
63926,B-V
63927,B-A1
63928,I-A1
63929,I-A1
63930,I-A1
63931,I-A1
63932,I-A1
63933,I-A1
63934,I-A1
63935,O
63936,B-A0
63937,I-A0
63938,I-A0
63939,I-A0
63940,I-A0
63941,I-A0
63942,B-V
63943,B-C-V
63944,B-AM-TMP
63945,I-AM-TMP
63946,I-AM-TMP
63947,I-AM-TMP
63948,B-AM-LOC
63949,I-AM-LOC
63950,I-AM-LOC
63951,I-AM-LOC
63952,I-AM-LOC
63953,I-AM-LOC
63954,I-AM-LOC
63955,I-AM-LOC
63956,I-AM-LOC
63957,I-AM-LOC
63958,I-AM-LOC
63959,I-AM-LOC
63960,I-AM-LOC
63961,I-AM-LOC
63962,I-AM-LOC
63963,I-AM-LOC
63964,I-AM-LOC
63965,I-AM-LOC
63966,I-AM-LOC
63967,O
63968,O
63969,O
63970,O
63971,O
63972,O
63973,O
63974,O
63975,O
63976,O
63977,O
63978,O
63979,O
63980,O
63981,O
63982,O
63983,O
63984,O
63985,O
63986,B-V
63987,B-A1
63988,I-A1
63989,I-A1
63990,I-A1
63991,I-A1
63992,I-A1
63993,I-A1
63994,I-A1
63995,I-A1
63996,I-A1
63997,I-A1
63998,I-A1
63999,O
64000,B-A0
64001,I-A0
64002,I-A0
64003,B-V
64004,B-A1
64005,I-A1
64006,I-A1
64007,I-A1
64008,I-A1
64009,I-A1
64010,I-A1
64011,I-A1
64012,I-A1
64013,I-A1
64014,I-A1
64015,I-A1
64016,I-A1
64017,I-A1
64018,I-A1
64019,I-A1
64020,I-A1
64021,I-A1
64022,I-A1
64023,I-A1
64024,I-A1
64025,I-A1
64026,I-A1
64027,O
64028,B-AM-DIS
64029,I-AM-DIS
64030,O
64031,B-A1
64032,I-A1
64033,I-A1
64034,I-A1
64035,I-A1
64036,I-A1
64037,I-A1
64038,I-A1
64039,I-A1
64040,I-A1
64041,I-A1
64042,I-A1
64043,I-A1
64044,I-A1
64045,I-A1
64046,I-A1
64047,B-V
64048,O
64049,B-A2
64050,B-AM-PRD
64051,I-AM-PRD
64052,I-AM-PRD
64053,I-AM-PRD
64054,I-AM-PRD
64055,I-AM-PRD
64056,O
64057,O
64058,B-AM-DIS
64059,B-V
64060,B-A2
64061,I-A2
64062,I-A2
64063,B-A1
64064,I-A1
64065,I-A1
64066,I-A1
64067,I-A1
64068,O
64069,B-A0
64070,B-V
64071,B-A1
64072,B-AM-TMP
64073,I-AM-TMP
64074,I-AM-TMP
64075,O
64076,O
64077,O
64078,O
64079,O
64080,O
64081,O
64082,O
64083,O
64084,O
64085,O
64086,O
64087,O
64088,O
64089,O
64090,O
64091,O
64092,O
64093,O
64094,O
64095,O
64096,O
64097,O
64098,O
64099,O
64100,O
64101,O
64102,O
64103,O
64104,O
64105,O
64106,O
64107,B-A0
64108,B-V
64109,B-A1
64110,O
64111,B-A0
64112,I-A0
64113,I-A0
64114,I-A0
64115,I-A0
64116,B-V
64117,B-AM-PNC
64118,I-AM-PNC
64119,I-AM-PNC
64120,I-AM-PNC
64121,I-AM-PNC
64122,I-AM-PNC
64123,I-AM-PNC
64124,I-AM-PNC
64125,I-AM-PNC
64126,I-AM-PNC
64127,I-AM-PNC
64128,I-AM-PNC
64129,I-AM-PNC
64130,I-AM-PNC
64131,I-AM-PNC
64132,I-AM-PNC
64133,I-AM-PNC
64134,I-AM-PNC
64135,I-AM-PNC
64136,I-AM-PNC
64137,I-AM-PNC
64138,I-AM-PNC
64139,I-AM-PNC
64140,I-AM-PNC
64141,O
64142,O
64143,O
64144,O
64145,O
64146,O
64147,O
64148,O
64149,B-V
64150,B-A2
64151,I-A2
64152,I-A2
64153,I-A2
64154,I-A2
64155,I-A2
64156,I-A2
64157,I-A2
64158,I-A2
64159,I-A2
64160,I-A2
64161,I-A2
64162,I-A2
64163,I-A2
64164,I-A2
64165,I-A2
64166,I-A2
64167,I-A2
64168,I-A2
64169,I-A2
64170,I-A2
64171,I-A2
64172,O
64173,O
64174,O
64175,O
64176,O
64177,O
64178,O
64179,O
64180,O
64181,O
64182,O
64183,O
64184,O
64185,O
64186,O
64187,O
64188,O
64189,O
64190,O
64191,O
64192,O
64193,O
64194,O
64195,O
64196,B-A1
64197,B-V
64198,B-A2
64199,I-A2
64200,B-AM-LOC
64201,I-AM-LOC
64202,I-AM-LOC
64203,O
64204,B-V
64205,B-A4
64206,I-A4
64207,I-A4
64208,B-AM-MNR
64209,I-AM-MNR
64210,I-AM-MNR
64211,I-AM-MNR
64212,I-AM-MNR
64213,I-AM-MNR
64214,I-AM-MNR
64215,I-AM-MNR
64216,I-AM-MNR
64217,I-AM-MNR
64218,I-AM-MNR
64219,I-AM-MNR
64220,I-AM-MNR
64221,I-AM-MNR
64222,I-AM-MNR
64223,I-AM-MNR
64224,I-AM-MNR
64225,I-AM-MNR
64226,I-AM-MNR
64227,I-AM-MNR
64228,I-AM-MNR
64229,I-AM-MNR
64230,I-AM-MNR
64231,I-AM-MNR
64232,I-AM-MNR
64233,I-AM-MNR
64234,I-AM-MNR
64235,I-AM-MNR
64236,I-AM-MNR
64237,I-AM-MNR
64238,I-AM-MNR
64239,I-AM-MNR
64240,I-AM-MNR
64241,I-AM-MNR
64242,I-AM-MNR
64243,I-AM-MNR
64244,I-AM-MNR
64245,O
64246,B-A0
64247,B-V
64248,B-A1
64249,I-A1
64250,I-A1
64251,I-A1
64252,I-A1
64253,I-A1
64254,I-A1
64255,I-A1
64256,O
64257,B-A1
64258,O
64259,B-V
64260,B-AM-PNC
64261,I-AM-PNC
64262,B-C-AM-PNC
64263,I-C-AM-PNC
64264,I-C-AM-PNC
64265,I-C-AM-PNC
64266,I-C-AM-PNC
64267,O
64268,B-A0
64269,I-A0
64270,I-A0
64271,I-A0
64272,I-A0
64273,I-A0
64274,I-A0
64275,B-V
64276,B-A1
64277,I-A1
64278,I-A1
64279,I-A1
64280,I-A1
64281,I-A1
64282,I-A1
64283,I-A1
64284,I-A1
64285,I-A1
64286,I-A1
64287,O
64288,O
64289,O
64290,O
64291,O
64292,O
64293,O
64294,O
64295,O
64296,B-V
64297,B-A1
64298,I-A1
64299,I-A1
64300,I-A1
64301,I-A1
64302,B-AM-TMP
64303,I-AM-TMP
64304,I-AM-TMP
64305,I-AM-TMP
64306,I-AM-TMP
64307,O
64308,B-AM-PRD
64309,I-AM-PRD
64310,I-AM-PRD
64311,I-AM-PRD
64312,I-AM-PRD
64313,O
64314,B-A0
64315,I-A0
64316,B-A1
64317,B-V
64318,B-AM-TMP
64319,I-AM-TMP
64320,B-A2
64321,B-AM-LOC
64322,I-AM-LOC
64323,I-AM-LOC
64324,I-AM-LOC
64325,O
64326,B-AM-LOC
64327,I-AM-LOC
64328,I-AM-LOC
64329,O
64330,B-A1
64331,I-A1
64332,B-V
64333,B-A2
64334,I-A2
64335,B-AM-MNR
64336,I-AM-MNR
64337,I-AM-MNR
64338,I-AM-MNR
64339,I-AM-MNR
64340,I-AM-MNR
64341,I-AM-MNR
64342,I-AM-MNR
64343,I-AM-MNR
64344,I-AM-MNR
64345,O
64346,B-AM-LOC
64347,I-AM-LOC
64348,I-AM-LOC
64349,O
64350,B-A1
64351,I-A1
64352,I-A1
64353,I-A1
64354,I-A1
64355,O
64356,B-V
64357,B-AM-CAU
64358,I-AM-CAU
64359,B-A2
64360,I-A2
64361,I-A2
64362,I-A2
64363,I-A2
64364,I-A2
64365,I-A2
64366,O
64367,O
64368,O
64369,O
64370,O
64371,O
64372,O
64373,O
64374,O
64375,O
64376,B-A0
64377,I-A0
64378,I-A0
64379,I-A0
64380,I-A0
64381,O
64382,O
64383,O
64384,O
64385,O
64386,O
64387,O
64388,O
64389,O
64390,O
64391,O
64392,O
64393,B-V
64394,B-C-V
64395,B-A1
64396,I-A1
64397,O
64398,B-A0
64399,I-A0
64400,I-A0
64401,I-A0
64402,I-A0
64403,I-A0
64404,B-V
64405,B-A2
64406,I-A2
64407,I-A2
64408,I-A2
64409,O
64410,O
64411,O
64412,O
64413,O
64414,O
64415,O
64416,O
64417,O
64418,O
64419,O
64420,O
64421,O
64422,B-A0
64423,I-A0
64424,I-A0
64425,I-A0
64426,I-A0
64427,I-A0
64428,O
64429,O
64430,O
64431,O
64432,O
64433,O
64434,B-A1
64435,B-V
64436,B-A2
64437,I-A2
64438,I-A2
64439,I-A2
64440,I-A2
64441,I-A2
64442,I-A2
64443,I-A2
64444,I-A2
64445,O
64446,B-A0
64447,I-A0
64448,I-A0
64449,I-A0
64450,I-A0
64451,I-A0
64452,O
64453,O
64454,O
64455,O
64456,O
64457,O
64458,O
64459,O
64460,O
64461,O
64462,O
64463,B-V
64464,B-AM-LOC
64465,I-AM-LOC
64466,B-AM-TMP
64467,I-AM-TMP
64468,I-AM-TMP
64469,O
64470,B-A0
64471,I-A0
64472,I-A0
64473,I-A0
64474,I-A0
64475,I-A0
64476,I-A0
64477,B-V
64478,B-A1
64479,I-A1
64480,I-A1
64481,I-A1
64482,I-A1
64483,I-A1
64484,I-A1
64485,I-A1
64486,I-A1
64487,I-A1
64488,I-A1
64489,O
64490,O
64491,O
64492,O
64493,O
64494,O
64495,O
64496,O
64497,O
64498,O
64499,B-A0
64500,I-A0
64501,B-V
64502,B-A1
64503,I-A1
64504,I-A1
64505,I-A1
64506,O
64507,O
64508,O
64509,O
64510,B-A0
64511,I-A0
64512,I-A0
64513,I-A0
64514,I-A0
64515,I-A0
64516,I-A0
64517,B-V
64518,B-AM-TMP
64519,I-AM-TMP
64520,B-A1
64521,I-A1
64522,I-A1
64523,I-A1
64524,B-AM-TMP
64525,I-AM-TMP
64526,I-AM-TMP
64527,I-AM-TMP
64528,I-AM-TMP
64529,I-AM-TMP
64530,O
64531,B-A1
64532,I-A1
64533,I-A1
64534,I-A1
64535,I-A1
64536,I-A1
64537,I-A1
64538,O
64539,O
64540,O
64541,O
64542,O
64543,O
64544,O
64545,O
64546,O
64547,B-V
64548,B-AM-TMP
64549,I-AM-TMP
64550,I-AM-TMP
64551,O
64552,B-V
64553,B-A1
64554,I-A1
64555,I-A1
64556,I-A1
64557,I-A1
64558,I-A1
64559,I-A1
64560,I-A1
64561,O
64562,O
64563,O
64564,B-AM-TMP
64565,B-V
64566,B-A1
64567,I-A1
64568,I-A1
64569,I-A1
64570,I-A1
64571,O
64572,O
64573,O
64574,B-V
64575,B-AM-EXT
64576,O
64577,O
64578,O
64579,O
64580,O
64581,O
64582,O
64583,O
64584,B-V
64585,B-A1
64586,I-A1
64587,I-A1
64588,I-A1
64589,I-A1
64590,I-A1
64591,O
64592,B-V
64593,B-A1
64594,O
64595,O
64596,B-V
64597,B-A1
64598,I-A1
64599,O
64600,O
64601,O
64602,O
64603,O
64604,O
64605,O
64606,O
64607,O
64608,O
64609,O
64610,O
64611,O
64612,O
64613,O
64614,O
64615,O
64616,B-A1
64617,B-V
64618,B-AM-EXT
64619,I-AM-EXT
64620,B-A2
64621,I-A2
64622,O
64623,O
64624,B-A1
64625,B-A0
64626,B-V
64627,B-C-V
64628,B-AM-TMP
64629,I-AM-TMP
64630,I-AM-TMP
64631,I-AM-TMP
64632,I-AM-TMP
64633,I-AM-TMP
64634,O
64635,B-V
64636,B-A1
64637,I-A1
64638,I-A1
64639,I-A1
64640,I-A1
64641,I-A1
64642,I-A1
64643,I-A1
64644,I-A1
64645,O
64646,O
64647,O
64648,O
64649,O
64650,O
64651,O
64652,O
64653,B-V
64654,B-C-V
64655,B-A1
64656,O
64657,B-A1
64658,B-V
64659,B-A3
64660,I-A3
64661,I-A3
64662,I-A3
64663,I-A3
64664,I-A3
64665,I-A3
64666,I-A3
64667,I-A3
64668,I-A3
64669,O
64670,B-A0
64671,B-A1
64672,B-V
64673,B-A2
64674,I-A2
64675,I-A2
64676,O
64677,O
64678,O
64679,O
64680,O
64681,B-V
64682,B-A1
64683,I-A1
64684,I-A1
64685,O
64686,O
64687,O
64688,O
64689,O
64690,O
64691,O
64692,O
64693,O
64694,O
64695,O
64696,B-V
64697,B-AM-MNR
64698,O
64699,O
64700,O
64701,O
64702,O
64703,O
64704,O
64705,O
64706,O
64707,O
64708,O
64709,O
64710,O
64711,O
64712,O
64713,B-V
64714,B-A1
64715,I-A1
64716,I-A1
64717,B-A3
64718,I-A3
64719,O
64720,B-AM-TMP
64721,B-A0
64722,B-V
64723,B-A2
64724,I-A2
64725,I-A2
64726,I-A2
64727,I-A2
64728,I-A2
64729,I-A2
64730,I-A2
64731,O
64732,O
64733,O
64734,O
64735,O
64736,O
64737,O
64738,O
64739,O
64740,O
64741,O
64742,O
64743,O
64744,O
64745,O
64746,O
64747,O
64748,O
64749,O
64750,O
64751,O
64752,O
64753,B-AM-LOC
64754,B-A0
64755,B-V
64756,O
64757,O
64758,O
64759,O
64760,O
64761,O
64762,O
64763,O
64764,O
64765,O
64766,O
64767,O
64768,O
64769,O
64770,B-AM-TMP
64771,I-AM-TMP
64772,I-AM-TMP
64773,I-AM-TMP
64774,I-AM-TMP
64775,I-AM-TMP
64776,I-AM-TMP
64777,I-AM-TMP
64778,I-AM-TMP
64779,I-AM-TMP
64780,I-AM-TMP
64781,O
64782,B-A0
64783,B-AM-NEG
64784,B-V
64785,B-A1
64786,I-A1
64787,I-A1
64788,I-A1
64789,I-A1
64790,I-A1
64791,I-A1
64792,I-A1
64793,I-A1
64794,O
64795,O
64796,O
64797,O
64798,O
64799,O
64800,O
64801,O
64802,O
64803,O
64804,O
64805,O
64806,O
64807,O
64808,O
64809,O
64810,O
64811,B-V
64812,B-A1
64813,I-A1
64814,I-A1
64815,I-A1
64816,B-AM-LOC
64817,I-AM-LOC
64818,I-AM-LOC
64819,O
64820,B-V
64821,B-A1
64822,I-A1
64823,B-AM-ADV
64824,O
64825,B-A0
64826,O
64827,O
64828,O
64829,O
64830,O
64831,O
64832,O
64833,B-V
64834,B-AM-LOC
64835,I-AM-LOC
64836,I-AM-LOC
64837,O
64838,B-V
64839,B-A1
64840,I-A1
64841,I-A1
64842,I-A1
64843,I-A1
64844,I-A1
64845,I-A1
64846,I-A1
64847,I-A1
64848,I-A1
64849,I-A1
64850,I-A1
64851,I-A1
64852,I-A1
64853,I-A1
64854,I-A1
64855,I-A1
64856,I-A1
64857,I-A1
64858,I-A1
64859,I-A1
64860,I-A1
64861,I-A1
64862,I-A1
64863,I-A1
64864,I-A1
64865,O
64866,O
64867,O
64868,O
64869,B-V
64870,B-A4
64871,O
64872,O
64873,O
64874,O
64875,O
64876,O
64877,O
64878,O
64879,O
64880,O
64881,O
64882,O
64883,O
64884,O
64885,O
64886,O
64887,O
64888,O
64889,O
64890,O
64891,O
64892,O
64893,O
64894,O
64895,O
64896,O
64897,O
64898,O
64899,O
64900,B-V
64901,B-A2
64902,I-A2
64903,I-A2
64904,B-A1
64905,I-A1
64906,I-A1
64907,I-A1
64908,I-A1
64909,I-A1
64910,I-A1
64911,I-A1
64912,I-A1
64913,I-A1
64914,I-A1
64915,I-A1
64916,I-A1
64917,I-A1
64918,I-A1
64919,I-A1
64920,I-A1
64921,O
64922,O
64923,O
64924,O
64925,O
64926,O
64927,O
64928,O
64929,O
64930,O
64931,O
64932,O
64933,O
64934,O
64935,O
64936,B-V
64937,B-A2
64938,B-AM-LOC
64939,O
64940,O
64941,O
64942,O
64943,O
64944,O
64945,O
64946,O
64947,O
64948,O
64949,O
64950,O
64951,O
64952,O
64953,O
64954,O
64955,O
64956,O
64957,O
64958,O
64959,O
64960,O
64961,O
64962,O
64963,O
64964,O
64965,O
64966,O
64967,O
64968,O
64969,B-V
64970,B-A1
64971,I-A1
64972,I-A1
64973,I-A1
64974,B-AM-LOC
64975,I-AM-LOC
64976,I-AM-LOC
64977,O
64978,B-AM-TMP
64979,B-A1
64980,I-A1
64981,B-V
64982,B-A2
64983,B-AM-PRD
64984,I-AM-PRD
64985,I-AM-PRD
64986,I-AM-PRD
64987,B-AM-LOC
64988,I-AM-LOC
64989,I-AM-LOC
64990,O
64991,B-AM-LOC
64992,I-AM-LOC
64993,I-AM-LOC
64994,O
64995,B-V
64996,B-A1
64997,I-A1
64998,I-A1
64999,I-A1
65000,I-A1
65001,O
65002,B-AM-TMP
65003,B-A0
65004,O
65005,O
65006,O
65007,B-V
65008,B-A1
65009,I-A1
65010,I-A1
65011,I-A1
65012,O
65013,O
65014,O
65015,O
65016,B-V
65017,O
65018,O
65019,O
65020,O
65021,B-V
65022,B-A1
65023,I-A1
65024,I-A1
65025,B-AM-MNR
65026,I-AM-MNR
65027,O
65028,O
65029,O
65030,O
65031,O
65032,O
65033,O
65034,O
65035,O
65036,O
65037,O
65038,O
65039,O
65040,O
65041,O
65042,O
65043,O
65044,O
65045,O
65046,O
65047,O
65048,O
65049,O
65050,O
65051,O
65052,O
65053,O
65054,O
65055,O
65056,O
65057,O
65058,O
65059,O
65060,O
65061,O
65062,O
65063,O
65064,O
65065,O
65066,B-AM-TMP
65067,I-AM-TMP
65068,I-AM-TMP
65069,I-AM-TMP
65070,I-AM-TMP
65071,I-AM-TMP
65072,I-AM-TMP
65073,O
65074,B-V
65075,B-A1
65076,I-A1
65077,I-A1
65078,B-A2
65079,I-A2
65080,I-A2
65081,I-A2
65082,O
65083,B-AM-CAU
65084,I-AM-CAU
65085,I-AM-CAU
65086,I-AM-CAU
65087,I-AM-CAU
65088,I-AM-CAU
65089,I-AM-CAU
65090,I-AM-CAU
65091,I-AM-CAU
65092,I-AM-CAU
65093,I-AM-CAU
65094,I-AM-CAU
65095,I-AM-CAU
65096,I-AM-CAU
65097,I-AM-CAU
65098,I-AM-CAU
65099,I-AM-CAU
65100,I-AM-CAU
65101,I-AM-CAU
65102,I-AM-CAU
65103,I-AM-CAU
65104,I-AM-CAU
65105,I-AM-CAU
65106,I-AM-CAU
65107,I-AM-CAU
65108,I-AM-CAU
65109,O
65110,O
65111,O
65112,O
65113,O
65114,O
65115,O
65116,O
65117,O
65118,O
65119,O
65120,O
65121,O
65122,O
65123,O
65124,O
65125,O
65126,O
65127,O
65128,O
65129,O
65130,B-AM-LOC
65131,I-AM-LOC
65132,B-AM-NEG
65133,B-V
65134,B-A1
65135,I-A1
65136,I-A1
65137,O
65138,O
65139,O
65140,O
65141,O
65142,O
65143,O
65144,O
65145,O
65146,O
65147,O
65148,O
65149,O
65150,O
65151,O
65152,O
65153,O
65154,O
65155,O
65156,O
65157,O
65158,O
65159,O
65160,O
65161,O
65162,O
65163,O
65164,O
65165,O
65166,O
65167,O
65168,O
65169,O
65170,O
65171,O
65172,O
65173,O
65174,O
65175,O
65176,O
65177,O
65178,O
65179,O
65180,O
65181,O
65182,O
65183,O
65184,B-A0
65185,O
65186,B-V
65187,B-A1
65188,I-A1
65189,I-A1
65190,I-A1
65191,I-A1
65192,I-A1
65193,I-A1
65194,I-A1
65195,I-A1
65196,I-A1
65197,I-A1
65198,I-A1
65199,I-A1
65200,I-A1
65201,O
65202,O
65203,O
65204,B-V
65205,B-AM-MNR
65206,I-AM-MNR
65207,I-AM-MNR
65208,B-A1
65209,I-A1
65210,I-A1
65211,I-A1
65212,I-A1
65213,I-A1
65214,I-A1
65215,I-A1
65216,O
65217,O
65218,O
65219,O
65220,O
65221,O
65222,O
65223,O
65224,O
65225,O
65226,O
65227,O
65228,O
65229,O
65230,O
65231,O
65232,O
65233,O
65234,O
65235,O
65236,O
65237,O
65238,O
65239,O
65240,O
65241,O
65242,O
65243,O
65244,O
65245,O
65246,O
65247,O
65248,O
65249,O
65250,O
65251,O
65252,O
65253,O
65254,O
65255,B-V
65256,B-A1
65257,B-A2
65258,I-A2
65259,I-A2
65260,I-A2
65261,I-A2
65262,I-A2
65263,I-A2
65264,I-A2
65265,I-A2
65266,O
65267,O
65268,O
65269,O
65270,O
65271,O
65272,O
65273,O
65274,O
65275,O
65276,O
65277,O
65278,B-AM-ADV
65279,I-AM-ADV
65280,I-AM-ADV
65281,I-AM-ADV
65282,I-AM-ADV
65283,I-AM-ADV
65284,I-AM-ADV
65285,I-AM-ADV
65286,I-AM-ADV
65287,I-AM-ADV
65288,I-AM-ADV
65289,I-AM-ADV
65290,I-AM-ADV
65291,I-AM-ADV
65292,I-AM-ADV
65293,I-AM-ADV
65294,I-AM-ADV
65295,I-AM-ADV
65296,I-AM-ADV
65297,I-AM-ADV
65298,I-AM-ADV
65299,I-AM-ADV
65300,I-AM-ADV
65301,I-AM-ADV
65302,I-AM-ADV
65303,O
65304,B-A1
65305,B-V
65306,B-A2
65307,I-A2
65308,I-A2
65309,I-A2
65310,I-A2
65311,I-A2
65312,O
65313,O
65314,O
65315,O
65316,O
65317,O
65318,O
65319,O
65320,O
65321,O
65322,O
65323,O
65324,O
65325,O
65326,O
65327,O
65328,O
65329,O
65330,O
65331,O
65332,O
65333,O
65334,O
65335,O
65336,O
65337,O
65338,O
65339,O
65340,O
65341,B-A1
65342,O
65343,O
65344,O
65345,O
65346,B-V
65347,B-AM-MNR
65348,I-AM-MNR
65349,O
65350,O
65351,O
65352,O
65353,O
65354,O
65355,O
65356,B-A0
65357,B-V
65358,B-A1
65359,I-A1
65360,I-A1
65361,O
65362,O
65363,O
65364,O
65365,O
65366,O
65367,O
65368,O
65369,O
65370,O
65371,O
65372,O
65373,O
65374,O
65375,O
65376,O
65377,O
65378,O
65379,O
65380,O
65381,O
65382,O
65383,O
65384,O
65385,O
65386,B-AM-LOC
65387,O
65388,B-AM-LOC
65389,I-AM-LOC
65390,I-AM-LOC
65391,I-AM-LOC
65392,I-AM-LOC
65393,I-AM-LOC
65394,I-AM-LOC
65395,I-AM-LOC
65396,O
65397,B-A0
65398,B-V
65399,B-A1
65400,I-A1
65401,I-A1
65402,O
65403,B-AM-MNR
65404,I-AM-MNR
65405,I-AM-MNR
65406,I-AM-MNR
65407,I-AM-MNR
65408,I-AM-MNR
65409,I-AM-MNR
65410,I-AM-MNR
65411,I-AM-MNR
65412,I-AM-MNR
65413,I-AM-MNR
65414,I-AM-MNR
65415,I-AM-MNR
65416,I-AM-MNR
65417,I-AM-MNR
65418,I-AM-MNR
65419,I-AM-MNR
65420,O
65421,O
65422,O
65423,O
65424,O
65425,O
65426,O
65427,O
65428,O
65429,O
65430,O
65431,O
65432,O
65433,O
65434,O
65435,O
65436,O
65437,O
65438,B-V
65439,B-A1
65440,I-A1
65441,I-A1
65442,O
65443,B-AM-MNR
65444,I-AM-MNR
65445,I-AM-MNR
65446,I-AM-MNR
65447,I-AM-MNR
65448,I-AM-MNR
65449,I-AM-MNR
65450,I-AM-MNR
65451,I-AM-MNR
65452,I-AM-MNR
65453,I-AM-MNR
65454,I-AM-MNR
65455,O
65456,O
65457,O
65458,O
65459,O
65460,O
65461,O
65462,O
65463,O
65464,O
65465,O
65466,O
65467,O
65468,O
65469,O
65470,O
65471,O
65472,O
65473,O
65474,O
65475,O
65476,O
65477,O
65478,O
65479,B-V
65480,B-A1
65481,I-A1
65482,I-A1
65483,I-A1
65484,I-A1
65485,I-A1
65486,I-A1
65487,I-A1
65488,I-A1
65489,I-A1
65490,O
65491,B-AM-TMP
65492,I-AM-TMP
65493,O
65494,O
65495,B-V
65496,B-A1
65497,I-A1
65498,I-A1
65499,O
65500,B-AM-LOC
65501,I-AM-LOC
65502,I-AM-LOC
65503,I-AM-LOC
65504,I-AM-LOC
65505,I-AM-LOC
65506,I-AM-LOC
65507,I-AM-LOC
65508,I-AM-LOC
65509,O
65510,B-AM-TMP
65511,I-AM-TMP
65512,O
65513,B-A0
65514,I-A0
65515,B-V
65516,B-A2
65517,I-A2
65518,B-A1
65519,I-A1
65520,I-A1
65521,I-A1
65522,I-A1
65523,I-A1
65524,I-A1
65525,I-A1
65526,I-A1
65527,I-A1
65528,I-A1
65529,I-A1
65530,I-A1
65531,I-A1
65532,I-A1
65533,I-A1
65534,I-A1
65535,I-A1
65536,I-A1
65537,I-A1
65538,I-A1
65539,I-A1
65540,I-A1
65541,I-A1
65542,I-A1
65543,O
65544,O
65545,O
65546,O
65547,O
65548,O
65549,O
65550,O
65551,O
65552,O
65553,O
65554,O
65555,O
65556,O
65557,B-A1
65558,I-A1
65559,O
65560,O
65561,O
65562,O
65563,O
65564,B-AM-NEG
65565,B-V
65566,B-A2
65567,B-AM-CAU
65568,I-AM-CAU
65569,I-AM-CAU
65570,I-AM-CAU
65571,I-AM-CAU
65572,I-AM-CAU
65573,I-AM-CAU
65574,I-AM-CAU
65575,I-AM-CAU
65576,I-AM-CAU
65577,I-AM-CAU
65578,I-AM-CAU
65579,I-AM-CAU
65580,I-AM-CAU
65581,I-AM-CAU
65582,I-AM-CAU
65583,I-AM-CAU
65584,I-AM-CAU
65585,I-AM-CAU
65586,I-AM-CAU
65587,O
65588,O
65589,O
65590,O
65591,O
65592,O
65593,O
65594,O
65595,O
65596,O
65597,O
65598,O
65599,O
65600,O
65601,O
65602,O
65603,O
65604,O
65605,O
65606,O
65607,O
65608,O
65609,O
65610,O
65611,O
65612,B-V
65613,B-A1
65614,B-AM-TMP
65615,I-AM-TMP
65616,I-AM-TMP
65617,I-AM-TMP
65618,I-AM-TMP
65619,I-AM-TMP
65620,I-AM-TMP
65621,I-AM-TMP
65622,I-AM-TMP
65623,I-AM-TMP
65624,I-AM-TMP
65625,I-AM-TMP
65626,I-AM-TMP
65627,I-AM-TMP
65628,I-AM-TMP
65629,I-AM-TMP
65630,I-AM-TMP
65631,O
65632,O
65633,O
65634,O
65635,O
65636,O
65637,O
65638,O
65639,O
65640,O
65641,O
65642,O
65643,O
65644,O
65645,O
65646,O
65647,O
65648,O
65649,O
65650,O
65651,O
65652,O
65653,O
65654,O
65655,O
65656,O
65657,O
65658,O
65659,O
65660,O
65661,O
65662,O
65663,O
65664,O
65665,O
65666,O
65667,O
65668,O
65669,O
65670,O
65671,B-V
65672,B-AM-LOC
65673,I-AM-LOC
65674,I-AM-LOC
65675,O
65676,B-V
65677,B-AM-PRD
65678,I-AM-PRD
65679,I-AM-PRD
65680,B-A4
65681,I-A4
65682,I-A4
65683,I-A4
65684,I-A4
65685,I-A4
65686,B-AM-TMP
65687,I-AM-TMP
65688,I-AM-TMP
65689,I-AM-TMP
65690,I-AM-TMP
65691,O
65692,B-AM-TMP
65693,I-AM-TMP
65694,I-AM-TMP
65695,I-AM-TMP
65696,O
65697,B-A0
65698,B-V
65699,B-A1
65700,I-A1
65701,I-A1
65702,I-A1
65703,I-A1
65704,I-A1
65705,I-A1
65706,I-A1
65707,I-A1
65708,I-A1
65709,I-A1
65710,I-A1
65711,I-A1
65712,I-A1
65713,I-A1
65714,I-A1
65715,I-A1
65716,I-A1
65717,I-A1
65718,O
65719,O
65720,O
65721,O
65722,O
65723,O
65724,O
65725,O
