,ID,S,P,FORM,LEMMA,GPOS,MORF,DTREE,FUNC,CTREE,PRED,ARG0,ARG1,ARG2,ARG3,ARG4,ARG5,ARG6
30878,8,1464,2566,empreendedor,empreendedor,N,M|S,6,P<,*)),-,*,*,,,,,
30879,9,1464,2566,",",-,PU,-,4,PU,*,-,*,*,,,,,
30880,10,1464,2566,seja,ser,V-FIN,PR|3S|SUBJ,4,N<PRED,(FCL(VP*),-,*,*,,,,,
30881,11,1464,2566,pequeno,pequeno,ADJ,M|S,10,SC,(CU(ADJP*),-,*,*,,,,,
30882,12,1464,2566,",",-,PU,-,11,PU,*,-,*,*,,,,,
30883,13,1464,2566,médio,médio,ADJ,M|S,11,CJT,(ADJP*),-,*,*,,,,,
30884,14,1464,2566,ou,ou,CONJ-C,-,11,CO,*,-,*,*,,,,,
30885,15,1464,2566,grande,grande,ADJ,M|S,11,CJT,(ADJP*))),-,*,*,,,,,
30886,16,1464,2566,",",-,PU,-,4,PU,*)),-,*),*,,,,,
30887,17,1464,2567,criar,criar,V-INF,-,1,SUBJ,(ICL(VP*),criar,(A0*,(V*),,,,,
30888,18,1464,2567,o,o,ART,M|S,19,>N,(NP*,-,*,(A1*,,,,,
30889,19,1464,2567,ambiente,ambiente,N,M|S,17,ACC,*,-,*,*,,,,,
30890,20,1464,2567,adequado,adequar,V-PCP,M|S,19,N<,*,-,*,*,,,,,
30891,21,1464,2567,para,para,PRP,-,19,N<,(PP*,-,*,*,,,,,
30892,22,1464,2567,a,o,ART,F|S,23,>N,(NP*,-,*,*,,,,,
30893,23,1464,2567,valorização,valorização,N,F|S,21,P<,*,-,*,*,,,,,
30894,24,1464,2567,de,de,PRP,-,23,N<ARGO,(PP*,-,*,*,,,,,
30895,25,1464,2567,um,um,ART,M|S,26,>N,(NP*,-,*,*,,,,,
30896,26,1464,2567,recurso,recurso,N,M|S,24,P<,*,-,*,*,,,,,
30897,27,1464,2567,humano,humano,ADJ,M|S,26,N<,(ADJP*),-,*,*,,,,,
30898,28,1464,2567,com,com,PRP,-,26,N<,(PP*,-,*,*,,,,,
30899,29,1464,2567,essas,esse,PRON-DET,F|P,30,>N,(NP*,-,*,*,,,,,
30900,30,1464,2567,qualificações,qualificação,N,F|P,28,P<,*)))))))),-,*),*),,,,,
30901,31,1464,2567,.,-,PU,-,1,PU,*),-,*,*,,,,,
30902,1,1465,2567,De,de,PRP,-,9,ADVL,(FCL(PP*,-,*,,,,,,
30903,2,1465,2567,o,o,ART,M|S,3,>N,(NP*,-,*,,,,,,
30904,3,1465,2567,contrário,contrário,N,M|S,1,P<,*)),-,*,,,,,,
30905,4,1465,2567,",",-,PU,-,9,PU,*,-,*,,,,,,
30906,5,1465,2567,todo,todo,PRON-DET,M|S,7,>N,(NP*,-,(A1*,,,,,,
30907,6,1465,2567,o,o,ART,M|S,7,>N,*,-,*,,,,,,
30908,7,1465,2567,esforço,esforço,N,M|S,9,SUBJ,*,-,*,,,,,,
30909,8,1465,2567,feito,fazer,V-PCP,M|S,7,N<,*),-,*),,,,,,
30910,9,1465,2568,estará,estar,V-FIN,FUT|3S|IND,0,STA,(VP*),estar,(V*),,,,,,
30911,10,1465,2568,destinado,destinar,V-PCP,M|S,9,SC,(ICL(VP*),-,(A2*,,,,,,
30912,11,1465,2568,a,a,PRP,-,10,PIV,(PP*,-,*,,,,,,
30913,12,1465,2568,o,o,ART,M|S,13,>N,(NP*,-,*,,,,,,
30914,13,1465,2568,fracasso,fracasso,N,M|S,11,P<,*))),-,*),,,,,,
30915,14,1465,2568,.,-,PU,-,9,PU,*),-,*,,,,,,
30916,1,1466,2568,Jovens,jovem,ADJ,M|P,2,>N,(FCL(NP*,-,*,,,,,,
30917,2,1466,2568,estudantes,estudante,N,M|P,21,PRED,*,-,*,,,,,,
30918,3,1466,2568,em,em,PRP,-,2,N<,(PP*,-,*,,,,,,
30919,4,1466,2568,a,o,ART,F|S,5,>N,(NP*,-,*,,,,,,
30920,5,1466,2568,Belo_Horizonte,Belo_Horizonte,PROP,F|S,3,P<,*,-,*,,,,,,
30921,6,1466,2568,de,de,PRP,-,5,N<,(PP*,-,*,,,,,,
30922,7,1466,2568,os,o,ART,M|P,8,>N,(NP*,-,*,,,,,,
30923,8,1466,2568,anos,ano,N,M|P,6,P<,*,-,*,,,,,,
30924,9,1466,2568,20,20,NUM,M|P,8,N<,(ADJP*)))))),-,*,,,,,,
30925,10,1466,2568,",",-,PU,-,20,PU,*,-,*,,,,,,
30926,11,1466,2568,o,o,ART,M|S,13,>N,(CU(NP*,-,(A0*,,,,,,
30927,12,1466,2568,futuro,futuro,ADJ,M|S,13,>N,*,-,*,,,,,,
30928,13,1466,2568,médico,médico,N,M|S,20,SUBJ,*,-,*,,,,,,
30929,14,1466,2568,Juscelino_Kubitschek,Juscelino_Kubitschek,PROP,M|S,13,N<,(NP*)),-,*,,,,,,
30930,15,1466,2568,e,e,CONJ-C,-,13,CO,*,-,*,,,,,,
30931,16,1466,2568,o,o,ART,M|S,18,>N,(NP*,-,*,,,,,,
30932,17,1466,2568,futuro,futuro,ADJ,M|S,18,>N,*,-,*,,,,,,
30933,18,1466,2568,advogado,advogado,N,M|S,13,CJT,*,-,*,,,,,,
30934,19,1466,2568,José_Maria_Alkimin,José_Maria_Alkimin,PROP,M|S,18,N<,(NP*))),-,*),,,,,,
30935,20,1466,2568,costumavam,costumar,V-FIN,IMPF|3P|IND,0,STA,(VP*,-,*,,,,,,
30936,21,1466,2569,sair,sair,V-INF,-,20,MV,*),sair,(V*),,,,,,
30937,22,1466,2569,juntos,junto,ADV,-,21,ADVL,(ADVP*),-,(AM-MNR*),,,,,,
30938,23,1466,2569,em,em,PRP,-,21,ADVL,(PP*,-,(AM-PNC*,,,,,,
30939,24,1466,2569,busca,busca,N,F|S,23,P<,(NP*,-,*,,,,,,
30940,25,1466,2569,de,de,PRP,-,24,N<,(PP*,-,*,,,,,,
30941,26,1466,2569,moças,moça,N,F|P,25,P<,(NP*,-,*,,,,,,
30942,27,1466,2569,namoradeiras,namoradeiro,ADJ,F|P,26,N<,(ADJP*))))),-,*),,,,,,
30943,28,1466,2569,.,-,PU,-,20,PU,*),-,*,,,,,,
30944,1,1467,2570,Iam,ir,V-FIN,IMPF|3P|IND,0,STA,(CU(FCL(VP*),ir,(V*),*,*,,,,
30945,2,1467,2570,a,a,PRP,-,1,SA,(PP*,-,(A4*,*,*,,,,
30946,3,1467,2570,os,o,ART,M|P,4,>N,(NP*,-,*,*,*,,,,
30947,4,1467,2570,bailes,baile,N,M|P,2,P<,*)),-,*),*,*,,,,
30948,5,1467,2570,em,em,PRP,-,1,ADVL,(PP*,-,(AM-LOC*,*,*,,,,
30949,6,1467,2570,o,o,ART,M|S,7,>N,(NP*,-,*,*,*,,,,
30950,7,1467,2570,Automóvel_Clube,Automóvel_Clube,PROP,M|S,5,P<,*))),-,*),*,*,,,,
30951,8,1467,2570,e,e,CONJ-C,-,1,CO,*,-,*,*,*,,,,
30952,9,1467,2571,reparavam,reparar,V-FIN,IMPF|3P|IND,1,CJT,(FCL(VP*),reparar,*,(V*),*,,,,
30953,10,1467,2571,em,em,PRP,-,9,PIV,(PP*,-,*,(A1*,*,,,,
30954,11,1467,2571,as,o,ART,F|P,13,>N,(NP*,-,*,*,*,,,,
30955,12,1467,2571,poucas,pouco,PRON-DET,F|P,13,>N,*,-,*,*,*,,,,
30956,13,1467,2571,donzelas,donzela,N,F|P,10,P<,*,-,*,*,*,,,,
30957,14,1467,2571,que,que,PRON-INDP,F|P,15,SUBJ,(FCL(NP*),-,*,*,(A0*),,,,
30958,15,1467,2571,ousavam,ousar,V-FIN,IMPF|3P|IND,13,N<,(VP*),-,*,*,*,,,,
30959,16,1467,2572,frequentar,frequentar,V-INF,-,15,ACC,(ICL(VP*),frequentar,*,*,(V*),,,,
30960,17,1467,2572,os,o,ART,M|P,18,>N,(NP*,-,*,*,(A1*,,,,
30961,18,1467,2572,cafés,café,N,M|P,16,ACC,*)))))),-,*,*),*),,,,
30962,19,1467,2572,.,-,PU,-,1,PU,*),-,*,*,*,,,,
30963,1,1468,2572,Um,um,NUM,M|S,2,>N,(FCL(NP*,-,(AM-TMP*,*,,,,,
30964,2,1468,2572,dia,dia,N,M|S,4,ADVL,*),-,*),*,,,,,
30965,3,1468,2572,Juscelino,Juscelino,PROP,M|S,4,SUBJ,(NP*),-,(A0*),(A0*),,,,,
30966,4,1468,2573,comunicou,comunicar,V-FIN,PS|3S|IND,0,STA,(VP*),comunicar,(V*),*,,,,,
30967,5,1468,2573,a,a,PRP,-,4,PIV,(PP*,-,(A2*,*,,,,,
30968,6,1468,2573,Alkimin,Alkimin,PROP,M|S,5,P<,(NP*)),-,*),*,,,,,
30969,7,1468,2573,que,que,CONJ-S,-,8,SUB,(FCL*,-,(A1*,*,,,,,
30970,8,1468,2573,estava,estar,V-FIN,IMPF|3S|IND,4,ACC,(VP*,-,*,*,,,,,
30971,9,1468,2574,namorando,namorar,V-GER,-,8,MV,*),namorar,*,(V*),,,,,
30972,10,1468,2574,a,o,ART,F|S,11,>N,(NP*,-,*,(A1*,,,,,
30973,11,1468,2574,moça,moça,N,F|S,9,ACC,*,-,*,*,,,,,
30974,12,1468,2574,Sara_Lemos,Sara_Lemos,PROP,F|S,11,N<,(NP*),-,*,*,,,,,
30975,13,1468,2574,",",-,PU,-,11,PU,*,-,*,*,,,,,
30976,14,1468,2574,filha,filha,N,F|S,11,N<PRED,(NP*,-,*,*,,,,,
30977,15,1468,2574,de,de,PRP,-,14,N<,(PP*,-,*,*,,,,,
30978,16,1468,2574,o,o,ART,M|S,17,>N,(NP*,-,*,*,,,,,
30979,17,1468,2574,político,político,N,M|S,15,P<,*,-,*,*,,,,,
30980,18,1468,2574,Jayme_Lemos,Jayme_Lemos,PROP,M|S,17,N<,(NP*)))))),-,*),*),,,,,
30981,19,1468,2574,.,-,PU,-,4,PU,*),-,*,*,,,,,
30982,1,1469,2574,Alkimin,Alkimin,PROP,M|S,2,SUBJ,(CU(FCL(NP*),-,(A0*),*,(A0*),*,,,
30983,2,1469,2575,achou,achar,V-FIN,PS|3S|IND,0,STA,(VP*),achar,(V*),*,*,*,,,
30984,3,1469,2575,que,que,CONJ-S,-,5,SUB,(FCL*,-,(A1*,*,*,*,,,
30985,4,1469,2575,também,também,ADV,-,5,ADVL,(ADVP*),-,*,*,*,*,,,
30986,5,1469,2575,era,ser,V-FIN,IMPF|3S|IND,2,ACC,(VP*),-,*,*,*,*,,,
30987,6,1469,2575,hora,hora,N,F|S,5,SC,(NP*,-,*,*,*,*,,,
30988,7,1469,2575,de,de,PRP,-,6,N<,(PP*,-,*,*,*,*,,,
30989,8,1469,2576,firmar,firmar,V-INF,-,7,P<,(ICL(VP*),firmar,*,(V*),*,*,,,
30990,9,1469,2576,namoro,namoro,N,M|S,8,ACC,(NP*)))))),-,*),(A1*),*,*,,,
30991,10,1469,2576,e,e,CONJ-C,-,2,CO,*,-,*,*,*,*,,,
30992,11,1469,2577,pediu,pedir,V-FIN,PS|3S|IND,2,CJT,(FCL(VP*),pedir,*,*,(V*),*,,,
30993,12,1469,2577,a,a,PRP,-,11,PIV,(PP*,-,*,*,(A2*,*,,,
30994,13,1469,2577,JK,JK,PROP,M|S,12,P<,(NP*)),-,*,*,*),(A0*),,,
30995,14,1469,2577,que,que,CONJ-S,-,16,SUB,(FCL*,-,*,*,(A1*,*,,,
30996,15,1469,2577,o,ele,PRON-PERS,M|3S|ACC,16,ACC,(NP*),-,*,*,*,(A1*),,,
30997,16,1469,2578,apresentasse,apresentar,V-FIN,IMPF|3S|SUBJ,11,ACC,(VP*),apresentar,*,*,*,(V*),,,
30998,17,1469,2578,a,a,PRP,-,16,PIV,(PP*,-,*,*,*,(A2*,,,
30999,18,1469,2578,as,o,ART,F|P,19,>N,(NP*,-,*,*,*,*,,,
31000,19,1469,2578,amigas,amiga,N,F|P,17,P<,*,-,*,*,*,*,,,
31001,20,1469,2578,de,de,PRP,-,19,N<,(PP*,-,*,*,*,*,,,
31002,21,1469,2578,a,o,ART,F|S,22,>N,(NP*,-,*,*,*,*,,,
31003,22,1469,2578,namorada,namorada,N,F|S,20,P<,*)))))),-,*,*,*),*),,,
31004,23,1469,2578,.,-,PU,-,2,PU,*),-,*,*,*,*,,,
31005,1,1470,2578,Para,para,PRP,-,6,ADVL,(FCL(PP*,-,(AM-DIS*,*,,,,,
31006,2,1470,2578,ele,ele,PRON-PERS,M|3S|NOM/PIV,1,P<,(NP*)),-,*),*,,,,,
31007,3,1470,2578,",",-,PU,-,6,PU,*,-,*,*,,,,,
31008,4,1470,2578,os,o,ART,M|P,5,>N,(NP*,-,(A0*,*,,,,,
31009,5,1470,2578,clubes,clube,N,M|P,6,SUBJ,*),-,*),*,,,,,
31010,6,1470,2578,precisam,precisar,V-FIN,PR|3P|IND,0,STA,(VP*),-,*,*,,,,,
31011,7,1470,2579,encontrar,encontrar,V-INF,-,6,ACC,(ICL(VP*),encontrar,(V*),*,,,,,
31012,8,1470,2579,uma,um,ART,F|S,9,>N,(NP*,-,(A1*,*,,,,,
31013,9,1470,2579,fórmula,fórmula,N,F|S,7,ACC,*,-,*,*,,,,,
31014,10,1470,2579,que,que,PRON-INDP,F|S,11,SUBJ,(FCL(NP*),-,*,(A0*),,,,,
31015,11,1470,2580,concilie,conciliar,V-FIN,PR|3S|SUBJ,9,N<,(VP*),conciliar,*,(V*),,,,,
31016,12,1470,2580,os,o,ART,M|P,14,>N,(NP*,-,*,(A1*,,,,,
31017,13,1470,2580,dois,dois,NUM,M|P,14,>N,*,-,*,*,,,,,
31018,14,1470,2580,aspectos,aspecto,N,M|P,11,ACC,*)))),-,*),*),,,,,
31019,15,1470,2580,.,-,PU,-,6,PU,*),-,*,*,,,,,
31020,1,1471,2580,«,-,PU,-,0,UTT,(ACL*,-,*,,,,,,
31021,2,1471,2580,Talvez,talvez,ADV,-,1,ADVL,(ADVP*),-,*,,,,,,
31022,3,1471,2580,um,um,ART,M|S,4,>N,(NP*,-,(A1*,,,,,,
31023,4,1471,2580,quadrangular,quadrangular,N,M|S,1,SUBJ,*,-,*,,,,,,
31024,5,1471,2580,final,final,ADJ,M|S,4,N<,(ADJP*)),-,*),,,,,,
31025,6,1471,2580,",",-,PU,-,1,PU,*,-,*,,,,,,
31026,7,1471,2580,como,como,ADV,-,8,ADVL,(FCL(ADVP*),-,*,,,,,,
31027,8,1471,2581,fizeram,fazer,V-FIN,PS/MQP|3P|IND,1,ADVL,(VP*),fazer,(V*),,,,,,
31028,9,1471,2581,em,em,PRP,-,8,ADVL,(PP*,-,(AM-LOC*,,,,,,
31029,10,1471,2581,o,o,ART,M|S,11,>N,(NP*,-,*,,,,,,
31030,11,1471,2581,campeonato,campeonato,N,M|S,9,P<,*,-,*,,,,,,
31031,12,1471,2581,de,de,PRP,-,11,N<,(PP*,-,*,,,,,,
31032,13,1471,2581,o,o,ART,M|S,14,>N,(NP*,-,*,,,,,,
31033,14,1471,2581,Rio_de_Janeiro,Rio_de_Janeiro,PROP,M|S,12,P<,*))))),-,*),,,,,,
31034,15,1471,2581,.,-,PU,-,1,PU,*,-,*,,,,,,
31035,16,1471,2581,»,-,PU,-,1,PU,*),-,*,,,,,,
31036,1,1472,2581,Segundo,segundo,PRP,-,12,ADVL,(FCL(PP*,-,(AM-DIS*,*,*,,,,
31037,2,1472,2581,Nujud,Nujud,PROP,M|S,1,P<,(NP*)),-,*),*,*,,,,
31038,3,1472,2581,",",-,PU,-,11,PU,*,-,*,*,*,,,,
31039,4,1472,2581,as,o,ART,F|P,5,>N,(NP*,-,(A1*,*,*,,,,
31040,5,1472,2581,contas,conta,N,F|P,11,SUBJ,*,-,*,*,*,,,,
31041,6,1472,2581,de,de,PRP,-,5,N<,(PP*,-,*,*,*,,,,
31042,7,1472,2581,o,o,ART,M|S,8,>N,(NP*,-,*,*,*,,,,
31043,8,1472,2581,Corinthians,Corinthians,PROP,M|S,6,P<,*))),-,*),*,*,,,,
31044,9,1472,2581,ainda,ainda,ADV,-,10,>A,(ADVP*,-,(AM-NEG*,*,*,,,,
31045,10,1472,2581,não,não,ADV,-,12,ADVL,*),-,*),*,*,,,,
31046,11,1472,2581,foram,ser,V-FIN,PS/MQP|3P|IND,0,STA,(VP*,-,*,*,*,,,,
31047,12,1472,2582,fechadas,fechar,V-PCP,F|P,11,MV,*),fechar,(V*),*,*,,,,
31048,13,1472,2582,",",-,PU,-,11,PU,*,-,*,*,*,,,,
31049,14,1472,2582,para,para,PRP,-,12,ADVL,(PP*,-,(AM-PNC*,*,*,,,,
31050,15,1472,2582,se,se,PRON-PERS,M/F|3S/P|ACC,16,SUBJ,(ICL(NP*),-,*,*,*,,,,
31051,16,1472,2583,saber,saber,V-INF,3S,14,P<,(VP*),saber,*,(V*),*,,,,
31052,17,1472,2583,se,se,CONJ-S,-,20,SUB,(FCL*,-,*,(A1*,*,,,,
31053,18,1472,2583,o,o,ART,M|S,19,>N,(NP*,-,*,*,(A0*,,,,
31054,19,1472,2583,clube,clube,N,M|S,20,SUBJ,*),-,*,*,*),,,,
31055,20,1472,2584,teve,ter,V-FIN,PS|3S|IND,16,ACC,(VP*),ter,*,*,(V*),,,,
31056,21,1472,2584,lucro,lucro,N,M|S,20,ACC,(CU(NP*),-,*,*,(A1*,,,,
31057,22,1472,2584,ou,ou,CONJ-C,-,21,CO,*,-,*,*,*,,,,
31058,23,1472,2584,prejuízo,prejuízo,N,M|S,21,CJT,(NP*))))),-,*),*),*),,,,
31059,24,1472,2584,.,-,PU,-,11,PU,*),-,*,*,*,,,,
31060,1,1473,2584,A,a,PRP,-,8,ADVL,(FCL(PP*,-,*,(AM-TMP*,,,,,
31061,2,1473,2584,o,o,ART,M|S,3,>N,(ICL*,-,*,*,,,,,
31062,3,1473,2584,parar,parar,V-INF,-,1,P<,(VP*),-,*,*,,,,,
31063,4,1473,2584,de,de,PRP,-,3,PIV,(PP*,-,*,*,,,,,
31064,5,1473,2585,fumar,fumar,V-INF,-,4,P<,(ICL(VP*))))),fumar,(V*),*),,,,,
31065,6,1473,2585,",",-,PU,-,7,PU,*,-,*,*,,,,,
31066,7,1473,2585,acabei,acabar,V-FIN,PS|1S|IND,0,STA,(VP*,-,*,*,,,,,
31067,8,1473,2586,perdendo,perder,V-GER,-,7,MV,*),perder,*,(V*),,,,,
31068,9,1473,2586,a,o,ART,F|S,10,>N,(NP*,-,*,(A1*,,,,,
31069,10,1473,2586,estribeira,estribeira,N,F|S,8,ACC,*),-,*,*),,,,,
31070,11,1473,2586,algumas,algum,PRON-DET,F|P,12,>N,(NP*,-,*,(AM-EXT*,,,,,
31071,12,1473,2586,vezes,vez,N,F|P,8,ADVL,*),-,*,*),,,,,
31072,13,1473,2586,.,-,PU,-,7,PU,*),-,*,*,,,,,
31073,1,1474,2587,Baixa,baixar,V-FIN,PR|3S|IND,0,STA,(CU(FCL(VP*),baixar,(V*),*,,,,,
31074,2,1474,2587,o,o,ART,M|S,3,>N,(NP*,-,(A0*,*,,,,,
31075,3,1474,2587,carcamano,carcamano,N,M|S,1,SUBJ,*)),-,*),*,,,,,
31076,4,1474,2587,e,e,CONJ-C,-,1,CO,*,-,*,*,,,,,
31077,5,1474,2587,você,você,PRON-PERS,M/F|3S|NOM,6,SUBJ,(FCL(NP*),-,*,(A0*),,,,,
31078,6,1474,2588,esquece,esquecer,V-FIN,PR|3S|IND,1,CJT,(VP*),esquecer,*,(V*),,,,,
31079,7,1474,2588,a,o,ART,F|S,8,>N,(NP*,-,*,(A1*,,,,,
31080,8,1474,2588,noção,noção,N,F|S,6,ACC,*,-,*,*,,,,,
31081,9,1474,2588,de,de,PRP,-,8,N<,(PP*,-,*,*,,,,,
31082,10,1474,2588,o,o,ART,M|S,11,>N,(NP*,-,*,*,,,,,
31083,11,1474,2588,ridículo,ridículo,N,M|S,9,P<,*)))),-,*,*),,,,,
31084,12,1474,2588,»,-,PU,-,1,PU,*),-,*,*,,,,,
31085,1,1475,2588,«,-,PU,-,3,PU,(FCL*,-,*,,,,,,
31086,2,1475,2588,Nunca,nunca,ADV,-,3,ADVL,(ADVP*),-,(AM-TMP*),,,,,,
31087,3,1475,2589,tive,ter,V-FIN,PS|1S|IND,0,STA,(VP*),ter,(V*),,,,,,
31088,4,1475,2589,muito,muito,PRON-DET,M|S,5,>N,(NP*,-,(A1*,,,,,,
31089,5,1475,2589,interesse,interesse,N,M|S,3,ACC,*),-,*),,,,,,
31090,6,1475,2589,",",-,PU,-,3,PU,*,-,*,,,,,,
31091,7,1475,2589,apesar_de,apesar_de,PRP,-,3,ADVL,(PP*,-,(AM-ADV*,,,,,,
31092,8,1475,2589,já,já,ADV,-,10,ADVL,(ICL(ADVP*),-,*,,,,,,
31093,9,1475,2589,ter,ter,V-INF,-,7,P<,(VP*,-,*,,,,,,
31094,10,1475,2589,experimentado,experimentar,V-PCP,-,9,MV,*))),-,*),,,,,,
31095,11,1475,2589,.,-,PU,-,3,PU,*),-,*,,,,,,
31096,1,1476,2589,Boa,bom,ADJ,F|S,2,>N,(NP*,-,*,,,,,,
31097,2,1476,2589,notícia,notícia,N,F|S,0,UTT,*,-,*,,,,,,
31098,3,1476,2589,:,-,PU,-,2,PU,*,-,*,,,,,,
31099,4,1476,2589,o,o,ART,M|S,5,>N,(FCL(NP*,-,(A0*,,,,,,
31100,5,1476,2589,Parreira,Parreira,PROP,M|S,7,SUBJ,*),-,*),,,,,,
31101,6,1476,2589,já,já,ADV,-,7,ADVL,(ADVP*),-,(AM-ADV*),,,,,,
31102,7,1476,2590,comprou,comprar,V-FIN,PS|3S|IND,2,N<PRED,(VP*),comprar,(V*),,,,,,
31103,8,1476,2590,sua,seu,PRON-DET,F|S,9,>N,(NP*,-,(A1*,,,,,,
31104,9,1476,2590,Mitsubishi,Mitsubishi,PROP,F|S,7,ACC,*)),-,*),,,,,,
31105,10,1476,2590,!,-,PU,-,2,PU,*),-,*,,,,,,
31106,1,1477,2590,Claro,claro,ADV,-,3,ADVL,(FCL(ADVP*),-,*,*,,,,,
31107,2,1477,2590,",",-,PU,-,3,PU,*,-,*,*,,,,,
31108,3,1477,2590,é,ser,V-FIN,PR|3S|IND,0,EXC,(VP*),-,*,*,,,,,
31109,4,1477,2590,a,o,ART,F|S,5,>N,(NP*,-,*,*,,,,,
31110,5,1477,2590,única,único,N-ADJ,F|S,3,SC,*,-,*,*,,,,,
31111,6,1477,2590,que,que,PRON-INDP,F|S,8,SUBJ,(FCL(NP*),-,(A0*),*,,,,,
31112,7,1477,2590,lhe,ele,PRON-PERS,M|3S|DAT,8,DAT,(NP*),-,(A2*),*,,,,,
31113,8,1477,2591,dá,dar,V-FIN,PR|3S|IND,5,N<,(VP*),dar,(V*),*,,,,,
31114,9,1477,2591,garantia,garantia,N,F|S,8,ACC,(NP*,-,(A1*,*,,,,,
31115,10,1477,2591,de,de,PRP,-,9,N<ARGO,(PP*,-,*,*,,,,,
31116,11,1477,2592,ir,ir,V-INF,-,10,P<,(ICL(VP*),ir,*,(V*),,,,,
31117,12,1477,2592,até,até,PRP,-,11,SA,(PP*,-,*,(A4*,,,,,
31118,13,1477,2592,a,o,ART,F|S,14,>N,(NP*,-,*,*,,,,,
31119,14,1477,2592,Copa,copa,N,F|S,12,P<,*,-,*,*,,,,,
31120,15,1477,2592,de,de,PRP,-,14,N<,(PP*,-,*,*,,,,,
31121,16,1477,2592,98,98,NUM,M|P,15,P<,(ADJP*))))))))),-,*),*),,,,,
31122,17,1477,2592,!,-,PU,-,3,PU,*),-,*,*,,,,,
31123,1,1478,2592,Que,que,PRON-INDP,M|S,2,SUBJ,(FCL(FCL(NP*),-,(A0*),,,,,,
31124,2,1478,2593,defendeu,defender,V-FIN,PS|3S|IND,0,STA,(VP*),defender,(V*),,,,,,
31125,3,1478,2593,os,o,ART,M|P,5,>N,(NP*,-,(A1*,,,,,,
31126,4,1478,2593,três,três,NUM,M|P,5,>N,*,-,*,,,,,,
31127,5,1478,2593,pênaltis,penalti,N,M|P,2,ACC,*,-,*,,,,,,
31128,6,1478,2593,de,de,PRP,-,5,N<,(PP*,-,*,,,,,,
31129,7,1478,2593,o,o,ART,M|S,8,>N,(NP*,-,*,,,,,,
31130,8,1478,2593,São_Paulo,São_Paulo,PROP,M|S,6,P<,*)))),-,*),,,,,,
31131,9,1478,2593,.,-,PU,-,2,PU,*),-,*,,,,,,
31132,1,1479,2593,E,e,CONJ-C,-,6,CO,(FCL*,-,*,,,,,,
31133,2,1479,2593,os,o,ART,M|P,3,>N,(NP*,-,(A0*,,,,,,
31134,3,1479,2593,são-paulinos,são-paulino,N,M|P,4,SUBJ,*),-,*),,,,,,
31135,4,1479,2593,podem,poder,V-FIN,PR|3P|IND,0,STA,(VP-*),-,*,,,,,,
31136,5,1479,2593,se,se,PRON-PERS,M|3P|ACC,6,ACC,(NP*),-,(V*),,,,,,
31137,6,1479,2594,conformar,conformar,V-INF,-,4,MV,(-VP*),conformar,(C-V*),,,,,,
31138,7,1479,2594,com,com,PRP,-,6,PIV,(PP*,-,(A1*,,,,,,
31139,8,1479,2594,o,o,ART,M|S,9,>N,(NP*,-,*,,,,,,
31140,9,1479,2594,Zico,Zico,PROP,M|S,7,P<,*)),-,*),,,,,,
31141,10,1479,2594,.,-,PU,-,4,PU,*),-,*,,,,,,
31142,1,1480,2594,Que,que,PRON-INDP,M|S,2,SUBJ,(FCL(FCL(NP*),-,*,,,,,,
31143,2,1480,2595,perdeu,perder,V-FIN,PS|3S|IND,0,STA,(VP*),perder,(V*),,,,,,
31144,3,1480,2595,apenas,apenas,ADV,-,5,>N,(NP*,-,(A1*,,,,,,
31145,4,1480,2595,4,4,NUM,M|P,5,>N,*,-,*,,,,,,
31146,5,1480,2595,pênaltis,penalti,N,M|P,2,ACC,*),-,*),,,,,,
31147,6,1480,2595,em,em,PRP,-,2,ADVL,(PP*,-,(AM-TMP*,,,,,,
31148,7,1480,2595,sua,seu,PRON-DET,F|S,8,>N,(NP*,-,*,,,,,,
31149,8,1480,2595,vida,vida,N,F|S,6,P<,*))),-,*),,,,,,
31150,9,1480,2595,.,-,PU,-,2,PU,*),-,*,,,,,,
31151,1,1481,2595,Péssima,mal,ADJ,F|S,2,>N,(NP*,-,*,,,,,,
31152,2,1481,2595,Notícia,notícia,N,F|S,0,UTT,*,-,*,,,,,,
31153,3,1481,2595,:,-,PU,-,2,PU,*,-,*,,,,,,
31154,4,1481,2595,o,o,ART,M|S,5,>N,(FCL(NP*,-,(A0*,,,,,,
31155,5,1481,2595,Brizola,Brizola,PROP,M|S,6,SUBJ,*),-,*),,,,,,
31156,6,1481,2596,lançou,lançar,V-FIN,PS|3S|IND,2,N<PRED,(VP*),lançar,(V*),,,,,,
31157,7,1481,2596,sua,seu,PRON-DET,F|S,8,>N,(NP*,-,(A1*,,,,,,
31158,8,1481,2596,biografia,biografia,N,F|S,6,ACC,*,-,*,,,,,,
31159,9,1481,2596,em,em,PRP,-,6,ACC,*,-,*,,,,,,
31160,10,1481,2596,vídeo,vídeo,N,M|S,9,P<,(NP*))),-,*),,,,,,
31161,11,1481,2596,.,-,PU,-,2,PU,*),-,*,,,,,,
31162,1,1482,2596,Em,em,PRP,-,2,ADVL,(FCL(FCL(PP-*),-,*,,,,,,
31163,2,1482,2596,se,se,PRON-PERS,M/F|3S|ACC,10,ADVL,(NP*),-,(A0*),,,,,,
31164,3,1482,2597,tratando,tratar,V-GER,-,1,P<,(-PP(ICL(VP*),tratar,(V*),,,,,,
31165,4,1482,2597,de,de,PRP,-,3,PIV,(PP*,-,(A1*,,,,,,
31166,5,1482,2597,o,o,ART,M|S,6,>N,(NP*,-,*,,,,,,
