,SHALLOW_CHUNKS
82956,B-VP
82957,I-VP
82958,I-VP
82959,B-NP
82960,I-NP
82961,I-NP
82962,B-PP
82963,B-VP
82964,B-NP
82965,I-NP
82966,I-NP
82967,I-NP
82968,O
82969,B-NP
82970,I-NP
82971,B-VP
82972,I-VP
82973,I-VP
82974,B-NP
82975,I-NP
82976,I-NP
82977,B-PP
82978,B-VP
82979,B-NP
82980,I-NP
82981,I-NP
82982,I-NP
82983,O
82984,O
82985,B-NP
82986,O
82987,B-NP
82988,I-NP
82989,I-NP
82990,B-VP
82991,B-PP
82992,I-PP
82993,B-NP
82994,I-NP
82995,B-PP
82996,I-PP
82997,I-PP
82998,B-NP
82999,O
83000,B-NP
83001,I-NP
83002,B-PP
83003,I-PP
83004,I-PP
83005,B-NP
83006,O
83007,B-NP
83008,I-NP
83009,B-PP
83010,I-PP
83011,I-PP
83012,B-NP
83013,O
83014,B-NP
83015,I-NP
83016,B-PP
83017,I-PP
83018,I-PP
83019,I-PP
83020,B-NP
83021,O
83022,B-PP
83023,B-VP
83024,B-NP
83025,I-NP
83026,O
83027,B-NP
83028,I-NP
83029,I-NP
83030,B-VP
83031,B-NP
83032,B-PP
83033,I-PP
83034,O
83035,B-PP
83036,B-VP
83037,B-NP
83038,I-NP
83039,O
83040,B-NP
83041,I-NP
83042,I-NP
83043,B-VP
83044,B-NP
83045,B-PP
83046,I-PP
83047,O
83048,O
83049,B-NP
83050,B-VP
83051,I-VP
83052,I-VP
83053,B-PP
83054,I-PP
83055,I-PP
83056,I-PP
83057,I-PP
83058,I-PP
83059,I-PP
83060,I-PP
83061,I-PP
83062,I-PP
83063,O
83064,O
83065,B-VP
83066,B-NP
83067,B-PP
83068,I-PP
83069,I-PP
83070,I-PP
83071,I-PP
83072,I-PP
83073,B-VP
83074,B-PP
83075,I-PP
83076,I-PP
83077,I-PP
83078,I-PP
83079,I-PP
83080,B-PP
83081,I-PP
83082,I-PP
83083,I-PP
83084,B-NP
83085,I-NP
83086,I-NP
83087,I-NP
83088,I-NP
83089,B-PP
83090,I-PP
83091,I-PP
83092,I-PP
83093,B-NP
83094,O
83095,B-NP
83096,B-PP
83097,I-PP
83098,O
83099,B-NP
83100,I-NP
83101,B-VP
83102,I-VP
83103,B-NP
83104,B-PP
83105,I-PP
83106,I-PP
83107,I-PP
83108,I-PP
83109,I-PP
83110,I-PP
83111,B-ADVP
83112,B-NP
83113,B-VP
83114,B-PP
83115,I-PP
83116,O
83117,B-NP
83118,I-NP
83119,B-VP
83120,I-VP
83121,B-NP
83122,B-PP
83123,I-PP
83124,I-PP
83125,I-PP
83126,I-PP
83127,I-PP
83128,I-PP
83129,B-ADVP
83130,B-NP
83131,B-VP
83132,B-PP
83133,I-PP
83134,O
83135,B-PP
83136,I-PP
83137,I-PP
83138,B-VP
83139,B-ADVP
83140,B-PP
83141,I-PP
83142,O
83143,B-NP
83144,I-NP
83145,B-VP
83146,I-VP
83147,B-PP
83148,I-PP
83149,I-PP
83150,I-PP
83151,O
83152,B-NP
83153,I-NP
83154,B-VP
83155,B-NP
83156,I-NP
83157,I-NP
83158,B-PP
83159,I-PP
83160,I-PP
83161,B-NP
83162,I-NP
83163,B-PP
83164,B-NP
83165,I-NP
83166,O
83167,B-NP
83168,O
83169,B-NP
83170,I-NP
83171,I-NP
83172,B-NP
83173,B-PP
83174,I-PP
83175,I-PP
83176,O
83177,B-VP
83178,B-PP
83179,O
83180,B-NP
83181,I-NP
83182,B-PP
83183,I-PP
83184,I-PP
83185,B-PP
83186,I-PP
83187,I-PP
83188,I-PP
83189,I-PP
83190,I-PP
83191,B-VP
83192,B-NP
83193,I-NP
83194,I-NP
83195,B-PP
83196,I-PP
83197,I-PP
83198,I-PP
83199,O
83200,B-NP
83201,I-NP
83202,B-VP
83203,B-NP
83204,I-NP
83205,I-NP
83206,B-PP
83207,I-PP
83208,I-PP
83209,B-NP
83210,I-NP
83211,B-PP
83212,B-NP
83213,I-NP
83214,O
83215,B-NP
83216,O
83217,B-NP
83218,I-NP
83219,I-NP
83220,B-NP
83221,B-PP
83222,I-PP
83223,I-PP
83224,O
83225,B-VP
83226,B-PP
83227,O
83228,B-NP
83229,I-NP
83230,B-PP
83231,I-PP
83232,I-PP
83233,B-PP
83234,I-PP
83235,I-PP
83236,I-PP
83237,I-PP
83238,I-PP
83239,B-VP
83240,B-NP
83241,I-NP
83242,I-NP
83243,B-PP
83244,I-PP
83245,I-PP
83246,I-PP
83247,O
83248,B-NP
83249,I-NP
83250,B-VP
83251,B-NP
83252,I-NP
83253,B-PP
83254,I-PP
83255,I-PP
83256,I-PP
83257,O
83258,B-NP
83259,I-NP
83260,B-PP
83261,I-PP
83262,I-PP
83263,I-PP
83264,B-NP
83265,O
83266,B-NP
83267,B-VP
83268,B-ADJP
83269,I-ADJP
83270,O
83271,B-NP
83272,B-PP
83273,I-PP
83274,I-PP
83275,I-PP
83276,I-PP
83277,I-PP
83278,I-PP
83279,I-PP
83280,I-PP
83281,I-PP
83282,I-PP
83283,I-PP
83284,O
83285,B-VP
83286,B-NP
83287,I-NP
83288,I-NP
83289,B-PP
83290,I-PP
83291,I-PP
83292,I-PP
83293,I-PP
83294,I-PP
83295,O
83296,O
83297,B-NP
83298,I-NP
83299,B-VP
83300,B-NP
83301,I-NP
83302,B-PP
83303,I-PP
83304,I-PP
83305,I-PP
83306,O
83307,B-NP
83308,I-NP
83309,B-PP
83310,I-PP
83311,I-PP
83312,I-PP
83313,B-NP
83314,O
83315,B-NP
83316,B-VP
83317,B-ADJP
83318,I-ADJP
83319,O
83320,B-NP
83321,B-PP
83322,I-PP
83323,I-PP
83324,I-PP
83325,I-PP
83326,I-PP
83327,I-PP
83328,I-PP
83329,I-PP
83330,I-PP
83331,I-PP
83332,I-PP
83333,O
83334,B-VP
83335,B-NP
83336,I-NP
83337,I-NP
83338,B-PP
83339,I-PP
83340,I-PP
83341,I-PP
83342,I-PP
83343,I-PP
83344,O
83345,O
83346,B-VP
83347,B-PP
83348,I-PP
83349,B-NP
83350,I-NP
83351,O
83352,B-NP
83353,I-NP
83354,B-VP
83355,B-ADVP
83356,B-NP
83357,I-NP
83358,B-VP
83359,O
83360,B-NP
83361,I-NP
83362,I-NP
83363,I-NP
83364,B-NP
83365,B-VP
83366,B-NP
83367,I-NP
83368,B-PP
83369,I-PP
83370,I-PP
83371,I-PP
83372,I-PP
83373,I-PP
83374,O
83375,B-VP
83376,B-PP
83377,I-PP
83378,B-NP
83379,I-NP
83380,O
83381,B-NP
83382,I-NP
83383,B-VP
83384,B-ADVP
83385,B-NP
83386,I-NP
83387,B-VP
83388,O
83389,B-NP
83390,I-NP
83391,I-NP
83392,I-NP
83393,B-NP
83394,B-VP
83395,B-NP
83396,I-NP
83397,B-PP
83398,I-PP
83399,I-PP
83400,I-PP
83401,I-PP
83402,I-PP
83403,O
83404,B-VP
83405,B-PP
83406,I-PP
83407,B-NP
83408,I-NP
83409,O
83410,B-NP
83411,I-NP
83412,B-VP
83413,B-ADVP
83414,B-NP
83415,I-NP
83416,B-VP
83417,O
83418,B-NP
83419,I-NP
83420,I-NP
83421,I-NP
83422,B-NP
83423,B-VP
83424,B-NP
83425,I-NP
83426,B-PP
83427,I-PP
83428,I-PP
83429,I-PP
83430,I-PP
83431,I-PP
83432,O
83433,B-NP
83434,I-NP
83435,I-NP
83436,B-NP
83437,B-ADVP
83438,B-VP
83439,I-VP
83440,B-PP
83441,I-PP
83442,I-PP
83443,B-ADVP
83444,B-VP
83445,B-PP
83446,I-PP
83447,B-PP
83448,B-ADJP
83449,O
83450,B-ADJP
83451,B-NP
83452,B-VP
83453,B-NP
83454,I-NP
83455,B-PP
83456,I-PP
83457,I-PP
83458,I-PP
83459,O
83460,B-NP
83461,I-NP
83462,I-NP
83463,B-VP
83464,B-PP
83465,I-PP
83466,I-PP
83467,I-PP
83468,I-PP
83469,B-NP
83470,B-NP
83471,I-NP
83472,B-VP
83473,B-NP
83474,B-PP
83475,I-PP
83476,I-PP
83477,O
83478,B-NP
83479,I-NP
83480,I-NP
83481,B-NP
83482,B-ADVP
83483,B-VP
83484,I-VP
83485,B-PP
83486,I-PP
83487,I-PP
83488,B-ADVP
83489,B-VP
83490,B-PP
83491,I-PP
83492,B-PP
83493,B-ADJP
83494,O
83495,B-ADJP
83496,B-NP
83497,B-VP
83498,B-NP
83499,I-NP
83500,B-PP
83501,I-PP
83502,I-PP
83503,I-PP
83504,O
83505,B-NP
83506,I-NP
83507,I-NP
83508,B-VP
83509,B-PP
83510,I-PP
83511,I-PP
83512,I-PP
83513,I-PP
83514,B-NP
83515,B-NP
83516,I-NP
83517,B-VP
83518,B-NP
83519,B-PP
83520,I-PP
83521,I-PP
83522,O
83523,B-NP
83524,I-NP
83525,I-NP
83526,B-NP
83527,B-ADVP
83528,B-VP
83529,I-VP
83530,B-PP
83531,I-PP
83532,I-PP
83533,B-ADVP
83534,B-VP
83535,B-PP
83536,I-PP
83537,B-PP
83538,B-ADJP
83539,O
83540,B-ADJP
83541,B-NP
83542,B-VP
83543,B-NP
83544,I-NP
83545,B-PP
83546,I-PP
83547,I-PP
83548,I-PP
83549,O
83550,B-NP
83551,I-NP
83552,I-NP
83553,B-VP
83554,B-PP
83555,I-PP
83556,I-PP
83557,I-PP
83558,I-PP
83559,B-NP
83560,B-NP
83561,I-NP
83562,B-VP
83563,B-NP
83564,B-PP
83565,I-PP
83566,I-PP
83567,O
83568,B-NP
83569,I-NP
83570,I-NP
83571,B-NP
83572,B-ADVP
83573,B-VP
83574,I-VP
83575,B-PP
83576,I-PP
83577,I-PP
83578,B-ADVP
83579,B-VP
83580,B-PP
83581,I-PP
83582,B-PP
83583,B-ADJP
83584,O
83585,B-ADJP
83586,B-NP
83587,B-VP
83588,B-NP
83589,I-NP
83590,B-PP
83591,I-PP
83592,I-PP
83593,I-PP
83594,O
83595,B-NP
83596,I-NP
83597,I-NP
83598,B-VP
83599,B-PP
83600,I-PP
83601,I-PP
83602,I-PP
83603,I-PP
83604,B-NP
83605,B-NP
83606,I-NP
83607,B-VP
83608,B-NP
83609,B-PP
83610,I-PP
83611,I-PP
83612,O
83613,B-NP
83614,I-NP
83615,I-NP
83616,B-NP
83617,B-ADVP
83618,B-VP
83619,I-VP
83620,B-PP
83621,I-PP
83622,I-PP
83623,B-ADVP
83624,B-VP
83625,B-PP
83626,I-PP
83627,B-PP
83628,B-ADJP
83629,O
83630,B-ADJP
83631,B-NP
83632,B-VP
83633,B-NP
83634,I-NP
83635,B-PP
83636,I-PP
83637,I-PP
83638,I-PP
83639,O
83640,B-NP
83641,I-NP
83642,I-NP
83643,B-VP
83644,B-PP
83645,I-PP
83646,I-PP
83647,I-PP
83648,I-PP
83649,B-NP
83650,B-NP
83651,I-NP
83652,B-VP
83653,B-NP
83654,B-PP
83655,I-PP
83656,I-PP
83657,O
83658,B-ADVP
83659,B-PP
83660,I-PP
83661,O
83662,B-NP
83663,I-NP
83664,B-VP
83665,I-VP
83666,B-NP
83667,I-NP
83668,B-PP
83669,I-PP
83670,I-PP
83671,I-PP
83672,B-PP
83673,I-PP
83674,I-PP
83675,I-PP
83676,I-PP
83677,I-PP
83678,I-PP
83679,O
83680,B-NP
83681,B-PP
83682,I-PP
83683,I-PP
83684,I-PP
83685,I-PP
83686,O
83687,O
83688,B-VP
83689,B-ADJP
83690,I-ADJP
83691,O
83692,O
83693,O
83694,B-NP
83695,B-VP
83696,B-NP
83697,I-NP
83698,I-NP
83699,B-ADJP
83700,I-ADJP
83701,I-ADJP
83702,B-PP
83703,B-NP
83704,O
83705,B-ADJP
83706,O
83707,B-NP
83708,B-VP
83709,B-PP
83710,I-PP
83711,I-PP
83712,I-PP
83713,B-PP
83714,I-PP
83715,I-PP
83716,I-PP
83717,I-PP
83718,I-PP
83719,O
83720,B-PP
83721,B-NP
83722,I-NP
83723,O
83724,B-NP
83725,I-NP
83726,O
83727,B-NP
83728,I-NP
83729,B-ADVP
83730,I-ADVP
83731,B-VP
83732,B-PP
83733,I-PP
83734,I-PP
83735,O
83736,O
83737,B-NP
83738,I-NP
83739,B-PP
83740,I-PP
83741,B-VP
83742,B-NP
83743,I-NP
83744,I-NP
83745,I-NP
83746,I-NP
83747,B-PP
83748,I-PP
83749,I-PP
83750,B-PP
83751,I-PP
83752,O
83753,B-NP
83754,B-VP
83755,B-NP
83756,I-NP
83757,O
83758,B-VP
83759,B-NP
83760,I-NP
83761,B-PP
83762,I-PP
83763,O
83764,B-NP
83765,I-NP
83766,B-VP
83767,O
83768,B-NP
83769,I-NP
83770,B-ADVP
83771,B-VP
83772,B-ADJP
83773,O
83774,B-ADVP
83775,B-NP
83776,B-VP
83777,O
83778,B-NP
83779,I-NP
83780,O
83781,B-NP
83782,I-NP
83783,B-VP
83784,O
83785,B-NP
83786,I-NP
83787,B-ADVP
83788,B-VP
83789,B-ADJP
83790,O
83791,B-ADVP
83792,B-NP
83793,B-VP
83794,O
83795,B-NP
83796,I-NP
83797,O
83798,O
83799,B-NP
83800,B-ADVP
83801,B-VP
83802,B-ADVP
83803,B-VP
83804,B-VP
83805,B-NP
83806,B-PP
83807,I-PP
83808,B-PP
83809,B-NP
83810,B-VP
83811,B-PP
83812,I-PP
83813,I-PP
83814,O
83815,B-VP
83816,O
83817,O
83818,O
83819,B-NP
83820,B-ADVP
83821,B-VP
83822,B-ADVP
83823,B-VP
83824,B-VP
83825,B-NP
83826,B-PP
83827,I-PP
83828,B-PP
83829,B-NP
83830,B-VP
83831,B-PP
83832,I-PP
83833,I-PP
83834,O
83835,B-VP
83836,O
83837,O
83838,O
83839,B-ADVP
83840,B-VP
83841,B-NP
83842,I-NP
83843,I-NP
83844,I-NP
83845,O
83846,B-NP
83847,I-NP
83848,B-VP
83849,B-NP
83850,I-NP
83851,I-NP
83852,O
83853,B-VP
83854,I-VP
83855,B-PP
83856,I-PP
83857,I-PP
83858,I-PP
83859,I-PP
83860,B-NP
83861,B-NP
83862,B-VP
83863,O
83864,B-NP
83865,I-NP
83866,B-VP
83867,B-NP
83868,I-NP
83869,I-NP
83870,O
83871,B-VP
83872,I-VP
83873,B-PP
83874,I-PP
83875,I-PP
83876,I-PP
83877,I-PP
83878,B-NP
83879,B-NP
83880,B-VP
83881,O
83882,B-NP
83883,I-NP
83884,B-PP
83885,B-NP
83886,I-NP
83887,B-VP
83888,I-VP
83889,B-PP
83890,I-PP
83891,I-PP
83892,B-VP
83893,B-NP
83894,I-NP
83895,B-PP
83896,I-PP
83897,I-PP
83898,I-PP
83899,I-PP
83900,O
83901,B-NP
83902,I-NP
83903,B-PP
83904,I-PP
83905,I-PP
83906,B-ADVP
83907,B-VP
83908,B-NP
83909,I-NP
83910,O
83911,B-VP
83912,B-ADJP
83913,I-ADJP
83914,O
83915,B-VP
83916,B-PP
83917,B-NP
83918,O
83919,B-NP
83920,O
83921,B-NP
83922,B-ADVP
83923,B-PP
83924,I-PP
83925,I-PP
83926,I-PP
83927,I-PP
83928,I-PP
83929,O
83930,B-ADVP
83931,O
83932,B-NP
83933,I-NP
83934,I-NP
83935,B-PP
83936,I-PP
83937,I-PP
83938,O
83939,B-PP
83940,I-PP
83941,O
83942,B-VP
83943,B-PP
83944,I-PP
83945,I-PP
83946,I-PP
83947,I-PP
83948,B-NP
83949,O
83950,B-NP
83951,O
83952,B-NP
83953,B-PP
83954,O
83955,B-NP
83956,I-NP
83957,B-VP
83958,B-NP
83959,I-NP
83960,B-PP
83961,B-VP
83962,B-PP
83963,I-PP
83964,I-PP
83965,B-NP
83966,I-NP
83967,B-PP
83968,I-PP
83969,I-PP
83970,B-NP
83971,I-NP
83972,B-VP
83973,B-NP
83974,I-NP
83975,I-NP
83976,I-NP
83977,O
83978,B-PP
83979,I-PP
83980,I-PP
83981,I-PP
83982,I-PP
83983,I-PP
83984,I-PP
83985,I-PP
83986,I-PP
83987,O
83988,O
83989,B-PP
83990,I-PP
83991,B-NP
83992,I-NP
83993,B-PP
83994,I-PP
83995,B-PP
83996,I-PP
83997,O
83998,O
83999,B-VP
84000,B-NP
84001,O
84002,O
84003,B-NP
84004,I-NP
84005,I-NP
84006,I-NP
84007,I-NP
84008,I-NP
84009,B-VP
84010,I-VP
84011,I-VP
84012,O
84013,B-NP
84014,I-NP
84015,B-PP
84016,I-PP
84017,O
84018,O
84019,B-NP
84020,I-NP
84021,O
84022,B-NP
84023,I-NP
84024,O
84025,B-PP
84026,B-VP
84027,B-NP
84028,I-NP
84029,O
84030,O
84031,O
84032,B-NP
84033,I-NP
84034,I-NP
84035,I-NP
84036,I-NP
84037,I-NP
84038,B-VP
84039,I-VP
84040,I-VP
84041,O
84042,B-NP
84043,I-NP
84044,B-PP
84045,I-PP
84046,O
84047,O
84048,B-NP
84049,I-NP
84050,O
84051,B-NP
84052,I-NP
84053,O
84054,B-PP
84055,B-VP
84056,B-NP
84057,I-NP
84058,O
84059,O
84060,B-NP
84061,B-VP
84062,I-VP
84063,B-PP
84064,I-PP
84065,I-PP
84066,B-NP
84067,I-NP
84068,B-NP
84069,B-NP
84070,I-NP
84071,B-VP
84072,I-VP
84073,B-PP
84074,I-PP
84075,I-PP
84076,B-PP
84077,I-PP
84078,I-PP
84079,B-VP
84080,B-NP
84081,I-NP
84082,I-NP
84083,B-NP
84084,I-NP
84085,O
84086,B-NP
84087,I-NP
84088,I-NP
84089,B-PP
84090,I-PP
84091,I-PP
84092,I-PP
84093,B-NP
84094,O
84095,B-NP
84096,I-NP
84097,O
84098,B-NP
84099,I-NP
84100,B-NP
84101,B-NP
84102,I-NP
84103,B-VP
84104,I-VP
84105,B-PP
84106,I-PP
84107,I-PP
84108,B-PP
84109,I-PP
84110,I-PP
84111,B-VP
84112,B-NP
84113,I-NP
84114,I-NP
84115,B-NP
84116,I-NP
84117,O
84118,B-NP
84119,I-NP
84120,I-NP
84121,B-PP
84122,I-PP
84123,I-PP
84124,I-PP
84125,B-NP
84126,O
84127,B-NP
84128,I-NP
84129,O
84130,B-ADVP
84131,B-VP
84132,B-ADJP
84133,B-VP
84134,B-NP
84135,B-PP
84136,I-PP
84137,I-PP
84138,O
84139,B-PP
84140,I-PP
84141,I-PP
84142,I-PP
84143,I-PP
84144,I-PP
84145,I-PP
84146,I-PP
84147,I-PP
84148,I-PP
84149,I-PP
84150,I-PP
84151,B-NP
84152,B-VP
84153,B-NP
84154,I-NP
84155,O
84156,B-ADVP
84157,B-VP
84158,B-ADJP
84159,B-VP
84160,B-NP
84161,B-PP
84162,I-PP
84163,I-PP
84164,O
84165,B-PP
84166,I-PP
84167,I-PP
84168,I-PP
84169,I-PP
84170,I-PP
84171,I-PP
84172,I-PP
84173,I-PP
84174,I-PP
84175,I-PP
84176,I-PP
84177,B-NP
84178,B-VP
84179,B-NP
84180,I-NP
84181,O
84182,B-NP
84183,B-PP
84184,I-PP
84185,I-PP
84186,I-PP
84187,B-VP
84188,B-NP
84189,I-NP
84190,B-PP
84191,I-PP
84192,B-NP
84193,I-NP
84194,B-PP
84195,B-VP
84196,B-NP
84197,B-PP
84198,I-PP
84199,I-PP
84200,B-NP
84201,B-VP
84202,B-PP
84203,I-PP
84204,I-PP
84205,B-PP
84206,I-PP
84207,I-PP
84208,B-PP
84209,I-PP
84210,I-PP
84211,I-PP
84212,B-NP
84213,B-VP
84214,B-PP
84215,I-PP
84216,B-PP
84217,I-PP
84218,I-PP
84219,I-PP
84220,B-PP
84221,I-PP
84222,B-PP
84223,I-PP
84224,I-PP
84225,I-PP
84226,I-PP
84227,I-PP
84228,I-PP
84229,I-PP
84230,I-PP
84231,I-PP
84232,I-PP
84233,I-PP
84234,I-PP
84235,I-PP
84236,I-PP
84237,I-PP
84238,I-PP
84239,O
84240,B-NP
84241,I-NP
84242,I-NP
84243,B-PP
84244,I-PP
84245,I-PP
84246,I-PP
84247,I-PP
84248,I-PP
84249,I-PP
84250,I-PP
84251,B-VP
84252,I-VP
84253,B-PP
84254,I-PP
84255,B-PP
84256,I-PP
84257,B-PP
84258,I-PP
84259,I-PP
84260,O
84261,B-VP
84262,I-VP
84263,B-ADVP
84264,B-NP
84265,B-PP
84266,I-PP
84267,I-PP
84268,B-NP
84269,B-VP
84270,B-NP
84271,I-NP
84272,O
84273,B-VP
84274,I-VP
84275,B-ADVP
84276,B-NP
84277,B-PP
84278,I-PP
84279,I-PP
84280,B-NP
84281,B-VP
84282,B-NP
84283,I-NP
84284,O
84285,B-NP
84286,I-NP
84287,I-NP
84288,B-NP
84289,B-VP
84290,I-VP
84291,B-NP
84292,I-NP
84293,B-PP
84294,I-PP
84295,I-PP
84296,B-NP
84297,B-VP
84298,I-VP
84299,B-NP
84300,I-NP
84301,I-NP
84302,O
84303,B-NP
84304,I-NP
84305,O
84306,B-NP
84307,I-NP
84308,O
84309,B-NP
84310,B-PP
84311,I-PP
84312,I-PP
84313,I-PP
84314,I-PP
84315,I-PP
84316,I-PP
84317,I-PP
84318,O
84319,B-NP
84320,I-NP
84321,I-NP
84322,B-NP
84323,B-VP
84324,I-VP
84325,B-NP
84326,I-NP
84327,B-PP
84328,I-PP
84329,I-PP
84330,B-NP
84331,B-VP
84332,I-VP
84333,B-NP
84334,I-NP
84335,I-NP
84336,O
84337,B-NP
84338,I-NP
84339,O
84340,B-NP
84341,I-NP
84342,O
84343,B-NP
84344,B-PP
84345,I-PP
84346,I-PP
84347,I-PP
84348,I-PP
84349,I-PP
84350,I-PP
84351,I-PP
84352,O
84353,B-PP
84354,I-PP
84355,I-PP
84356,O
84357,B-NP
84358,I-NP
84359,I-NP
84360,B-VP
84361,B-NP
84362,I-NP
84363,B-PP
84364,I-PP
84365,I-PP
84366,B-PP
84367,I-PP
84368,I-PP
84369,I-PP
84370,O
84371,B-NP
84372,B-VP
84373,I-VP
84374,B-PP
84375,I-PP
84376,I-PP
84377,I-PP
84378,I-PP
84379,I-PP
84380,I-PP
84381,O
84382,B-PP
84383,B-VP
84384,I-VP
84385,B-ADJP
84386,I-ADJP
84387,O
84388,B-NP
84389,B-VP
84390,I-VP
84391,B-PP
84392,I-PP
84393,I-PP
84394,I-PP
84395,I-PP
84396,I-PP
84397,I-PP
84398,O
84399,B-PP
84400,B-VP
84401,I-VP
84402,B-ADJP
84403,I-ADJP
84404,O
84405,B-NP
84406,I-NP
84407,B-VP
84408,B-ADVP
84409,B-PP
84410,I-PP
84411,I-PP
84412,I-PP
84413,I-PP
84414,I-PP
84415,I-PP
84416,I-PP
84417,I-PP
84418,B-PP
84419,I-PP
84420,I-PP
84421,O
84422,B-VP
84423,B-NP
84424,O
84425,B-VP
84426,B-PP
84427,I-PP
84428,I-PP
84429,I-PP
84430,I-PP
84431,I-PP
84432,O
84433,B-NP
84434,B-NP
84435,I-NP
84436,I-NP
84437,B-VP
84438,B-PP
84439,I-PP
84440,I-PP
84441,I-PP
84442,I-PP
84443,I-PP
84444,B-NP
84445,B-VP
84446,B-NP
84447,B-PP
84448,I-PP
84449,I-PP
84450,I-PP
84451,I-PP
84452,I-PP
84453,O
84454,B-PP
84455,I-PP
84456,I-PP
84457,I-PP
84458,I-PP
84459,I-PP
84460,O
84461,B-PP
84462,I-PP
84463,B-NP
84464,O
84465,B-NP
84466,B-PP
84467,B-NP
84468,O
84469,B-NP
84470,O
84471,B-VP
84472,B-NP
84473,I-NP
84474,B-PP
84475,I-PP
84476,I-PP
84477,B-NP
84478,B-VP
84479,B-NP
84480,I-NP
84481,B-PP
84482,I-PP
84483,I-PP
84484,B-PP
84485,I-PP
84486,I-PP
84487,O
84488,B-VP
84489,O
84490,B-PP
84491,I-PP
84492,I-PP
84493,I-PP
84494,I-PP
84495,I-PP
84496,I-PP
84497,B-NP
84498,B-VP
84499,B-NP
84500,I-NP
84501,B-PP
84502,I-PP
84503,O
84504,B-VP
84505,B-NP
84506,B-VP
84507,B-NP
84508,I-NP
84509,I-NP
84510,B-NP
84511,I-NP
84512,B-PP
84513,I-PP
84514,I-PP
84515,O
84516,B-NP
84517,I-NP
84518,B-PP
84519,I-PP
84520,I-PP
84521,B-VP
84522,B-PP
84523,I-PP
84524,I-PP
84525,I-PP
84526,I-PP
84527,I-PP
84528,I-PP
84529,I-PP
84530,O
84531,B-VP
84532,O
84533,B-PP
84534,I-PP
84535,I-PP
84536,I-PP
84537,I-PP
84538,I-PP
84539,I-PP
84540,B-NP
84541,B-VP
84542,B-NP
84543,I-NP
84544,B-PP
84545,I-PP
84546,O
84547,B-VP
84548,B-NP
84549,B-VP
84550,B-NP
84551,I-NP
84552,I-NP
84553,B-NP
84554,I-NP
84555,B-PP
84556,I-PP
84557,I-PP
84558,O
84559,B-NP
84560,I-NP
84561,B-PP
84562,I-PP
84563,I-PP
84564,B-VP
84565,B-PP
84566,I-PP
84567,I-PP
84568,I-PP
84569,I-PP
84570,I-PP
84571,I-PP
84572,I-PP
84573,O
84574,B-VP
84575,O
84576,B-PP
84577,I-PP
84578,I-PP
84579,I-PP
84580,I-PP
84581,I-PP
84582,I-PP
84583,B-NP
84584,B-VP
84585,B-NP
84586,I-NP
84587,B-PP
84588,I-PP
84589,O
84590,B-VP
84591,B-NP
84592,B-VP
84593,B-NP
84594,I-NP
84595,I-NP
84596,B-NP
84597,I-NP
84598,B-PP
84599,I-PP
84600,I-PP
84601,O
84602,B-NP
84603,I-NP
84604,B-PP
84605,I-PP
84606,I-PP
84607,B-VP
84608,B-PP
84609,I-PP
84610,I-PP
84611,I-PP
84612,I-PP
84613,I-PP
84614,I-PP
84615,I-PP
84616,O
84617,B-VP
84618,B-NP
84619,B-NP
84620,B-VP
84621,B-PP
84622,I-PP
84623,I-PP
84624,B-NP
84625,B-VP
84626,B-VP
84627,O
84628,B-VP
84629,B-NP
84630,B-PP
84631,I-PP
84632,O
84633,B-VP
84634,B-NP
84635,B-NP
84636,B-VP
84637,B-PP
84638,I-PP
84639,I-PP
84640,B-NP
84641,B-VP
84642,B-VP
84643,O
84644,B-VP
84645,B-NP
84646,B-PP
84647,I-PP
84648,O
84649,B-VP
84650,B-NP
84651,B-NP
84652,B-VP
84653,B-PP
84654,I-PP
84655,I-PP
84656,B-NP
84657,B-VP
84658,B-VP
84659,O
84660,B-VP
84661,B-NP
84662,B-PP
84663,I-PP
84664,O
84665,B-ADVP
84666,O
84667,B-NP
84668,I-NP
84669,I-NP
84670,B-VP
84671,B-ADVP
84672,B-PP
84673,I-PP
84674,I-PP
84675,I-PP
84676,I-PP
84677,I-PP
84678,I-PP
84679,O
84680,B-VP
84681,B-NP
84682,I-NP
84683,I-NP
84684,I-NP
84685,I-NP
84686,I-NP
84687,I-NP
84688,I-NP
84689,O
84690,B-ADVP
84691,O
84692,B-NP
84693,I-NP
84694,I-NP
84695,B-VP
84696,B-ADVP
84697,B-PP
84698,I-PP
84699,I-PP
84700,I-PP
84701,I-PP
84702,I-PP
84703,I-PP
84704,O
84705,B-VP
84706,B-NP
84707,I-NP
84708,I-NP
84709,I-NP
84710,I-NP
84711,I-NP
84712,I-NP
84713,I-NP
84714,O
84715,B-ADVP
84716,B-NP
84717,B-VP
84718,B-ADVP
84719,O
84720,B-NP
84721,I-NP
84722,I-NP
84723,I-NP
84724,B-ADVP
84725,B-VP
84726,O
84727,B-NP
84728,I-NP
84729,B-PP
84730,I-PP
84731,I-PP
84732,O
84733,O
84734,B-NP
84735,B-VP
84736,I-VP
84737,B-NP
84738,I-NP
84739,B-PP
84740,I-PP
84741,I-PP
84742,O
84743,O
84744,B-VP
84745,O
84746,O
84747,O
84748,O
84749,B-NP
84750,B-VP
84751,I-VP
84752,B-NP
84753,I-NP
84754,B-PP
84755,I-PP
84756,I-PP
84757,O
84758,O
84759,B-VP
84760,O
84761,O
84762,O
84763,O
84764,B-NP
84765,B-VP
84766,I-VP
