,FUNC_CTX_P+0,FUNC_CTX_P+1,FUNC_CTX_P-1
70013,STA,ADVL,N<
70014,STA,ADVL,N<
70015,STA,ADVL,N<
70016,STA,ADVL,N<
70017,STA,ADVL,N<
70018,STA,ADVL,N<
70019,STA,ADVL,N<
70020,STA,ADVL,N<
70021,STA,ADVL,N<
70022,STA,ADVL,N<
70023,STA,ADVL,N<
70024,STA,ADVL,N<
70025,STA,ADVL,N<
70026,STA,ADVL,N<
70027,STA,ADVL,N<
70028,STA,ADVL,N<
70029,STA,ADVL,N<
70030,STA,ADVL,N<
70031,P<,>N,N<
70032,P<,>N,N<
70033,P<,>N,N<
70034,P<,>N,N<
70035,P<,>N,N<
70036,P<,>N,N<
70037,P<,>N,N<
70038,P<,>N,N<
70039,P<,>N,N<
70040,P<,>N,N<
70041,P<,>N,N<
70042,P<,>N,N<
70043,P<,>N,N<
70044,P<,>N,N<
70045,P<,>N,N<
70046,P<,>N,N<
70047,P<,>N,N<
70048,P<,>N,N<
70049,P<,>N,N<
70050,P<,>N,N<
70051,P<,>N,N<
70052,P<,>N,N<
70053,P<,>N,N<
70054,P<,>N,N<
70055,P<,>N,N<
70056,P<,>N,N<
70057,P<,>N,N<
70058,P<,>N,N<
70059,P<,>N,N<
70060,P<,>N,N<
70061,P<,>N,N<
70062,P<,>N,N<
70063,P<,>N,N<
70064,P<,>N,N<
70065,P<,>N,N<
70066,P<,>N,N<
70067,P<,>N,N<
70068,P<,>N,N<
70069,P<,>N,N<
70070,P<,>N,N<
70071,P<,>N,N<
70072,STA,>N,SUBJ
70073,STA,>N,SUBJ
70074,STA,>N,SUBJ
70075,STA,>N,SUBJ
70076,STA,>N,SUBJ
70077,STA,>N,SUBJ
70078,STA,>N,SUBJ
70079,STA,>N,SUBJ
70080,STA,>N,SUBJ
70081,STA,>N,SUBJ
70082,STA,>N,SUBJ
70083,STA,>N,SUBJ
70084,STA,>N,SUBJ
70085,STA,>N,SUBJ
70086,STA,>N,SUBJ
70087,STA,SUB,SUBJ
70088,STA,SUB,SUBJ
70089,STA,SUB,SUBJ
70090,STA,SUB,SUBJ
70091,STA,SUB,SUBJ
70092,STA,SUB,SUBJ
70093,STA,SUB,SUBJ
70094,STA,SUB,SUBJ
70095,STA,SUB,SUBJ
70096,STA,SUB,SUBJ
70097,STA,>N,SUBJ
70098,STA,>N,SUBJ
70099,STA,>N,SUBJ
70100,STA,>N,SUBJ
70101,STA,>N,SUBJ
70102,STA,>N,SUBJ
70103,STA,>N,SUBJ
70104,STA,>N,SUBJ
70105,STA,SUB,N<
70106,STA,SUB,N<
70107,STA,SUB,N<
70108,STA,SUB,N<
70109,STA,SUB,N<
70110,STA,SUB,N<
70111,STA,SUB,N<
70112,STA,SUB,N<
70113,STA,SUB,N<
70114,STA,SUB,N<
70115,STA,SUB,N<
70116,STA,SUB,N<
70117,STA,SUB,N<
70118,STA,SUB,N<
70119,STA,SUB,N<
70120,STA,SUB,N<
70121,STA,SUB,N<
70122,ACC,>N,SUBJ
70123,ACC,>N,SUBJ
70124,ACC,>N,SUBJ
70125,ACC,>N,SUBJ
70126,ACC,>N,SUBJ
70127,ACC,>N,SUBJ
70128,ACC,>N,SUBJ
70129,ACC,>N,SUBJ
70130,ACC,>N,SUBJ
70131,ACC,>N,SUBJ
70132,ACC,>N,SUBJ
70133,ACC,>N,SUBJ
70134,ACC,>N,SUBJ
70135,ACC,>N,SUBJ
70136,ACC,>N,SUBJ
70137,ACC,>N,SUBJ
70138,ACC,>N,SUBJ
70139,STA,ACC,SUBJ
70140,STA,ACC,SUBJ
70141,STA,ACC,SUBJ
70142,STA,ACC,SUBJ
70143,STA,ACC,SUBJ
70144,STA,ACC,SUBJ
70145,STA,ACC,SUBJ
70146,STA,ACC,SUBJ
70147,STA,ADVL,N<
70148,STA,ADVL,N<
70149,STA,ADVL,N<
70150,STA,ADVL,N<
70151,STA,ADVL,N<
70152,STA,ADVL,N<
70153,STA,ADVL,N<
70154,STA,ADVL,N<
70155,STA,ADVL,N<
70156,STA,ADVL,N<
70157,STA,ADVL,N<
70158,STA,ADVL,N<
70159,STA,ADVL,N<
70160,STA,ADVL,N<
70161,STA,ADVL,N<
70162,STA,ADVL,N<
70163,STA,ADVL,N<
70164,STA,ADVL,N<
70165,STA,ADVL,N<
70166,STA,ADVL,N<
70167,STA,ADVL,N<
70168,STA,ADVL,N<
70169,STA,ADVL,N<
70170,MV,ADVL,STA
70171,MV,ADVL,STA
70172,MV,ADVL,STA
70173,MV,ADVL,STA
70174,MV,ADVL,STA
70175,MV,ADVL,STA
70176,MV,ADVL,STA
70177,MV,ADVL,STA
70178,MV,ADVL,STA
70179,MV,ADVL,STA
70180,MV,ADVL,STA
70181,MV,ADVL,STA
70182,MV,ADVL,STA
70183,MV,ADVL,STA
70184,MV,ADVL,STA
70185,MV,ADVL,STA
70186,MV,ADVL,STA
70187,MV,PIV,STA
70188,MV,PIV,STA
70189,MV,PIV,STA
70190,MV,PIV,STA
70191,MV,PIV,STA
70192,MV,PIV,STA
70193,MV,PIV,STA
70194,MV,PIV,STA
70195,MV,PIV,STA
70196,MV,PIV,STA
70197,MV,PIV,STA
70198,MV,PIV,STA
70199,MV,PIV,STA
70200,MV,PIV,STA
70201,MV,PIV,STA
70202,MV,PIV,STA
70203,MV,ADVL,STA
70204,MV,ADVL,STA
70205,MV,ADVL,STA
70206,MV,ADVL,STA
70207,MV,ADVL,STA
70208,MV,ADVL,STA
70209,MV,ADVL,STA
70210,MV,ADVL,STA
70211,MV,ADVL,STA
70212,MV,ADVL,STA
70213,MV,ADVL,STA
70214,MV,ADVL,STA
70215,MV,ADVL,STA
70216,MV,ADVL,STA
70217,MV,ADVL,STA
70218,MV,ADVL,STA
70219,MV,ADVL,STA
70220,MV,ADVL,STA
70221,MV,ADVL,STA
70222,MV,ADVL,STA
70223,MV,ADVL,STA
70224,MV,ADVL,STA
70225,MV,ADVL,STA
70226,MV,ADVL,STA
70227,MV,ADVL,STA
70228,MV,ADVL,STA
70229,MV,ADVL,STA
70230,MV,ADVL,STA
70231,P<,>N,P<
70232,P<,>N,P<
70233,P<,>N,P<
70234,P<,>N,P<
70235,P<,>N,P<
70236,P<,>N,P<
70237,P<,>N,P<
70238,P<,>N,P<
70239,P<,>N,P<
70240,P<,>N,P<
70241,P<,>N,P<
70242,P<,>N,P<
70243,P<,>N,P<
70244,P<,>N,P<
70245,P<,>N,P<
70246,P<,>N,P<
70247,P<,>N,P<
70248,P<,>N,P<
70249,P<,>N,P<
70250,P<,>N,P<
70251,P<,>N,P<
70252,P<,>N,P<
70253,P<,>N,P<
70254,P<,>N,P<
70255,P<,>N,P<
70256,P<,>N,P<
70257,P<,>N,P<
70258,P<,>N,P<
70259,MV,PU,ACC
70260,MV,PU,ACC
70261,MV,PU,ACC
70262,MV,PU,ACC
70263,MV,PU,ACC
70264,MV,PU,ACC
70265,MV,PU,ACC
70266,MV,PU,ACC
70267,MV,PU,ACC
70268,MV,PU,ACC
70269,MV,PU,ACC
70270,MV,PU,ACC
70271,MV,PU,ACC
70272,MV,PU,ACC
70273,MV,PU,ACC
70274,MV,PU,ACC
70275,MV,PU,ACC
70276,MV,PU,ACC
70277,MV,PU,ACC
70278,MV,PU,ACC
70279,MV,PU,ACC
70280,MV,PIV,STA
70281,MV,PIV,STA
70282,MV,PIV,STA
70283,MV,PIV,STA
70284,MV,PIV,STA
70285,MV,PIV,STA
70286,MV,PIV,STA
70287,MV,PIV,STA
70288,MV,PIV,STA
70289,MV,PIV,STA
70290,MV,PIV,STA
70291,MV,PIV,STA
70292,MV,PIV,STA
70293,MV,PIV,STA
70294,MV,PIV,STA
70295,MV,PIV,STA
70296,MV,PIV,STA
70297,MV,PIV,STA
70298,MV,PIV,STA
70299,MV,PIV,STA
70300,MV,PIV,STA
70301,MV,PIV,STA
70302,MV,PIV,STA
70303,MV,PIV,STA
70304,MV,PIV,STA
70305,MV,PIV,STA
70306,MV,PIV,STA
70307,MV,PIV,STA
70308,MV,PIV,STA
70309,MV,PIV,STA
70310,MV,PIV,STA
70311,MV,PIV,STA
70312,STA,ADVL,PU
70313,STA,ADVL,PU
70314,STA,ADVL,PU
70315,STA,ADVL,PU
70316,STA,ADVL,PU
70317,STA,ADVL,PU
70318,STA,ADVL,PU
70319,STA,ADVL,PU
70320,STA,ADVL,PU
70321,STA,ADVL,PU
70322,STA,ADVL,PU
70323,STA,ADVL,PU
70324,STA,ADVL,PU
70325,STA,ADVL,PU
70326,STA,ADVL,PU
70327,STA,ADVL,PU
70328,STA,ADVL,PU
70329,STA,ADVL,PU
70330,STA,ADVL,PU
70331,STA,ADVL,PU
70332,STA,ADVL,PU
70333,STA,ADVL,PU
70334,STA,ADVL,PU
70335,STA,ADVL,PU
70336,STA,ADVL,PU
70337,STA,ADVL,PU
70338,STA,ADVL,PU
70339,STA,ADVL,PU
70340,STA,ADVL,PU
70341,STA,ADVL,PU
70342,STA,ADVL,PU
70343,STA,ADVL,PU
70344,STA,ADVL,PU
70345,STA,ADVL,PU
70346,STA,ADVL,PU
70347,STA,ADVL,PU
70348,STA,ADVL,PU
70349,STA,ADVL,PU
70350,STA,ADVL,PU
70351,STA,ADVL,PU
70352,STA,OA,PU
70353,STA,OA,PU
70354,STA,OA,PU
70355,STA,OA,PU
70356,STA,OA,PU
70357,STA,OA,PU
70358,STA,OA,PU
70359,STA,OA,PU
70360,STA,OA,PU
70361,STA,OA,PU
70362,STA,OA,PU
70363,STA,OA,PU
70364,STA,OA,PU
70365,STA,OA,PU
70366,STA,OA,PU
70367,STA,OA,PU
70368,N<,PU,P<
70369,N<,PU,P<
70370,N<,PU,P<
70371,N<,PU,P<
70372,N<,PU,P<
70373,N<,PU,P<
70374,N<,PU,P<
70375,N<,PU,P<
70376,N<,PU,P<
70377,N<,PU,P<
70378,N<,PU,P<
70379,N<,PU,P<
70380,N<,PU,P<
70381,N<,PU,P<
70382,N<,PU,P<
70383,N<,PU,P<
70384,MV,SC,STA
70385,MV,SC,STA
70386,MV,SC,STA
70387,MV,SC,STA
70388,MV,SC,STA
70389,MV,SC,STA
70390,MV,SC,STA
70391,MV,SC,STA
70392,MV,SC,STA
70393,MV,SC,STA
70394,MV,SC,STA
70395,MV,SC,STA
70396,MV,SC,STA
70397,MV,SC,STA
70398,MV,SC,STA
70399,MV,SC,STA
70400,MV,SC,STA
70401,MV,SC,STA
70402,MV,SC,STA
70403,MV,SC,STA
70404,MV,SC,STA
70405,MV,SC,STA
70406,MV,SC,STA
70407,MV,SC,STA
70408,MV,SC,STA
70409,MV,SC,STA
70410,MV,SC,STA
70411,MV,SC,STA
70412,MV,SC,STA
70413,MV,SC,STA
70414,MV,SC,STA
70415,STA,ADVL,SUBJ
70416,STA,ADVL,SUBJ
70417,STA,ADVL,SUBJ
70418,STA,ADVL,SUBJ
70419,STA,ADVL,SUBJ
70420,STA,ADVL,SUBJ
70421,STA,ADVL,SUBJ
70422,STA,ADVL,SUBJ
70423,STA,ADVL,SUBJ
70424,STA,ADVL,SUBJ
70425,STA,ADVL,SUBJ
70426,STA,ADVL,SUBJ
70427,STA,ADVL,SUBJ
70428,STA,ADVL,SUBJ
70429,STA,ADVL,SUBJ
70430,STA,ADVL,SUBJ
70431,STA,ADVL,SUBJ
70432,STA,ADVL,SUBJ
70433,STA,ADVL,SUBJ
70434,STA,ADVL,SUBJ
70435,STA,ADVL,SUBJ
70436,STA,ADVL,SUBJ
70437,N<PRED,SA,SUBJ
70438,N<PRED,SA,SUBJ
70439,N<PRED,SA,SUBJ
70440,N<PRED,SA,SUBJ
70441,N<PRED,SA,SUBJ
70442,N<PRED,SA,SUBJ
70443,N<PRED,SA,SUBJ
70444,N<PRED,SA,SUBJ
70445,N<PRED,SA,SUBJ
70446,N<PRED,SA,SUBJ
70447,N<PRED,SA,SUBJ
70448,N<PRED,SA,SUBJ
70449,N<PRED,SA,SUBJ
70450,N<PRED,SA,SUBJ
70451,N<PRED,SA,SUBJ
70452,N<PRED,SA,SUBJ
70453,N<PRED,SA,SUBJ
70454,N<PRED,SA,SUBJ
70455,N<PRED,SA,SUBJ
70456,N<PRED,SA,SUBJ
70457,N<PRED,SA,SUBJ
70458,N<PRED,SA,SUBJ
70459,STA,ACC,P<
70460,STA,ACC,P<
70461,STA,ACC,P<
70462,STA,ACC,P<
70463,STA,ACC,P<
70464,STA,ACC,P<
70465,STA,ACC,P<
70466,STA,ACC,P<
70467,STA,ACC,P<
70468,STA,ACC,P<
70469,STA,ACC,P<
70470,STA,ACC,P<
70471,STA,ACC,P<
70472,STA,ACC,P<
70473,STA,ACC,P<
70474,STA,ACC,P<
70475,STA,ACC,P<
70476,STA,ACC,P<
70477,STA,ACC,P<
70478,STA,ACC,P<
70479,STA,ACC,P<
70480,STA,ACC,P<
70481,STA,ACC,P<
70482,STA,ACC,P<
70483,STA,ACC,P<
70484,STA,ACC,P<
70485,STA,ACC,P<
70486,STA,ACC,P<
70487,STA,ACC,P<
70488,STA,ACC,P<
70489,STA,ACC,P<
70490,STA,ACC,P<
70491,STA,ACC,P<
70492,STA,ACC,P<
70493,STA,ACC,P<
70494,STA,ACC,P<
70495,STA,ACC,P<
70496,CJT,>N,PU
70497,CJT,>N,PU
70498,CJT,>N,PU
70499,CJT,>N,PU
70500,CJT,>N,PU
70501,CJT,>N,PU
70502,CJT,>N,PU
70503,CJT,>N,PU
70504,CJT,>N,PU
70505,CJT,>N,PU
70506,CJT,>N,PU
70507,CJT,>N,PU
70508,CJT,>N,PU
70509,CJT,>N,PU
70510,CJT,>N,PU
70511,CJT,>N,PU
70512,CJT,>N,PU
70513,CJT,>N,PU
70514,CJT,>N,PU
70515,CJT,>N,PU
70516,CJT,>N,PU
70517,CJT,>N,PU
70518,CJT,>N,PU
70519,CJT,>N,PU
70520,CJT,>N,PU
70521,CJT,>N,PU
70522,CJT,>N,PU
70523,CJT,>N,PU
70524,CJT,>N,PU
70525,CJT,>N,PU
70526,CJT,>N,PU
70527,CJT,>N,PU
70528,CJT,>N,PU
70529,CJT,>N,PU
70530,CJT,>N,PU
70531,CJT,>N,PU
70532,CJT,>N,PU
70533,ADVL,ACC,PU
70534,ADVL,ACC,PU
70535,ADVL,ACC,PU
70536,ADVL,ACC,PU
70537,ADVL,ACC,PU
70538,ADVL,ACC,PU
70539,ADVL,ACC,PU
70540,ADVL,ACC,PU
70541,ADVL,ACC,PU
70542,ADVL,ACC,PU
70543,ADVL,ACC,PU
70544,ADVL,ACC,PU
70545,ADVL,ACC,PU
70546,ADVL,ACC,PU
70547,ADVL,ACC,PU
70548,ADVL,ACC,PU
70549,ADVL,ACC,PU
70550,ADVL,ACC,PU
70551,ADVL,ACC,PU
70552,ADVL,ACC,PU
70553,ADVL,ACC,PU
70554,ADVL,ACC,PU
70555,ADVL,ACC,PU
70556,ADVL,ACC,PU
70557,ADVL,ACC,PU
70558,ADVL,ACC,PU
70559,ADVL,ACC,PU
70560,ADVL,ACC,PU
70561,ADVL,ACC,PU
70562,ADVL,ACC,PU
70563,ADVL,ACC,PU
70564,ADVL,ACC,PU
70565,ADVL,ACC,PU
70566,ADVL,ACC,PU
70567,ADVL,ACC,PU
70568,ADVL,ACC,PU
70569,ADVL,ACC,PU
70570,ACC,>N,ADVL
70571,ACC,>N,ADVL
70572,ACC,>N,ADVL
70573,ACC,>N,ADVL
70574,ACC,>N,ADVL
70575,ACC,>N,ADVL
70576,ACC,>N,ADVL
70577,ACC,>N,ADVL
70578,ACC,>N,ADVL
70579,ACC,>N,ADVL
70580,ACC,>N,ADVL
70581,ACC,>N,ADVL
70582,ACC,>N,ADVL
70583,ACC,>N,ADVL
70584,ACC,>N,ADVL
70585,ACC,>N,ADVL
70586,ACC,>N,ADVL
70587,ACC,>N,ADVL
70588,ACC,>N,ADVL
70589,ACC,>N,ADVL
70590,ACC,>N,ADVL
70591,ACC,>N,ADVL
70592,ACC,>N,ADVL
70593,ACC,>N,ADVL
70594,ACC,>N,ADVL
70595,ACC,>N,ADVL
70596,ACC,>N,ADVL
70597,ACC,>N,ADVL
70598,ACC,>N,ADVL
70599,ACC,>N,ADVL
70600,ACC,>N,ADVL
70601,ACC,>N,ADVL
70602,ACC,>N,ADVL
70603,ACC,>N,ADVL
70604,ACC,>N,ADVL
70605,ACC,>N,ADVL
70606,ACC,>N,ADVL
70607,SUBJ,>N,SUBJ
70608,SUBJ,>N,SUBJ
70609,SUBJ,>N,SUBJ
70610,SUBJ,>N,SUBJ
70611,SUBJ,>N,SUBJ
70612,SUBJ,>N,SUBJ
70613,SUBJ,>N,SUBJ
70614,SUBJ,>N,SUBJ
70615,SUBJ,>N,SUBJ
70616,SUBJ,>N,SUBJ
70617,SUBJ,>N,SUBJ
70618,SUBJ,>N,SUBJ
70619,SUBJ,>N,SUBJ
70620,SUBJ,>N,SUBJ
70621,SUBJ,>N,SUBJ
70622,SUBJ,>N,SUBJ
70623,SUBJ,>N,SUBJ
70624,SUBJ,>N,SUBJ
70625,SUBJ,>N,SUBJ
70626,SUBJ,>N,SUBJ
70627,SUBJ,>N,SUBJ
70628,SUBJ,>N,SUBJ
70629,SUBJ,>N,SUBJ
70630,SUBJ,>N,SUBJ
70631,SUBJ,>N,SUBJ
70632,SUBJ,>N,SUBJ
70633,SUBJ,>N,SUBJ
70634,SUBJ,>N,SUBJ
70635,SUBJ,>N,SUBJ
70636,SUBJ,>N,SUBJ
70637,SUBJ,>N,SUBJ
70638,SUBJ,>N,SUBJ
70639,SUBJ,>N,SUBJ
70640,STA,PIV,N<
70641,STA,PIV,N<
70642,STA,PIV,N<
70643,STA,PIV,N<
70644,STA,PIV,N<
70645,STA,PIV,N<
70646,STA,PIV,N<
70647,STA,PIV,N<
70648,STA,PIV,N<
70649,STA,PIV,N<
70650,STA,PIV,N<
70651,STA,PIV,N<
70652,STA,PIV,N<
70653,STA,PIV,N<
70654,STA,PIV,N<
70655,STA,PIV,N<
70656,STA,PIV,N<
70657,STA,PIV,N<
70658,STA,PIV,N<
70659,STA,PIV,N<
70660,STA,PIV,N<
70661,STA,PIV,N<
70662,STA,PIV,N<
70663,STA,PIV,N<
70664,STA,PIV,N<
70665,STA,PIV,N<
70666,STA,PIV,N<
70667,STA,PIV,N<
70668,STA,PIV,N<
70669,STA,PIV,N<
70670,STA,PIV,N<
70671,STA,PIV,N<
70672,STA,PIV,N<
70673,N<PRED,>N,PU
70674,N<PRED,>N,PU
70675,N<PRED,>N,PU
70676,N<PRED,>N,PU
70677,N<PRED,>N,PU
70678,N<PRED,>N,PU
70679,N<PRED,>N,PU
70680,N<PRED,>N,PU
70681,N<PRED,>N,PU
70682,N<PRED,>N,PU
70683,N<PRED,>N,PU
70684,N<PRED,>N,PU
70685,N<PRED,>N,PU
70686,N<PRED,>N,PU
70687,N<PRED,>N,PU
70688,N<PRED,>N,PU
70689,N<PRED,>N,PU
70690,N<PRED,>N,PU
70691,N<PRED,>N,PU
70692,N<PRED,>N,PU
70693,N<PRED,>N,PU
70694,N<PRED,>N,PU
70695,N<PRED,>N,PU
70696,N<PRED,>N,PU
70697,N<PRED,>N,PU
70698,N<PRED,>N,PU
70699,N<PRED,>N,PU
70700,N<PRED,>N,PU
70701,N<PRED,>N,PU
70702,N<PRED,>N,PU
70703,N<PRED,>N,PU
70704,N<PRED,>N,PU
70705,N<PRED,>N,PU
70706,STA,>N,ADVL
70707,STA,>N,ADVL
70708,STA,>N,ADVL
70709,STA,>N,ADVL
70710,STA,>N,ADVL
70711,STA,>N,ADVL
70712,STA,>N,ADVL
70713,STA,>N,ADVL
70714,STA,>N,ADVL
70715,STA,>N,ADVL
70716,STA,>N,ADVL
70717,STA,>N,ADVL
70718,STA,>N,ADVL
70719,STA,>N,ADVL
70720,STA,>N,ADVL
70721,STA,>N,ADVL
70722,P<,>N,N<
70723,P<,>N,N<
70724,P<,>N,N<
70725,P<,>N,N<
70726,P<,>N,N<
70727,P<,>N,N<
70728,P<,>N,N<
70729,P<,>N,N<
70730,P<,>N,N<
70731,P<,>N,N<
70732,P<,>N,N<
70733,P<,>N,N<
70734,P<,>N,N<
70735,P<,>N,N<
70736,P<,>N,N<
70737,P<,>N,N<
70738,ACC,STA,N<
70739,ACC,STA,N<
70740,ACC,STA,N<
70741,ACC,STA,N<
70742,ACC,STA,N<
70743,ACC,STA,N<
70744,ACC,STA,N<
70745,ACC,STA,N<
70746,ACC,STA,N<
70747,ACC,STA,N<
70748,ACC,STA,N<
70749,ACC,STA,N<
70750,ACC,STA,N<
70751,ACC,STA,N<
70752,ACC,STA,N<
70753,ACC,STA,N<
70754,ACC,STA,N<
70755,ACC,STA,N<
70756,ACC,STA,N<
70757,ACC,STA,N<
70758,P<,>N,A<
70759,P<,>N,A<
70760,P<,>N,A<
70761,P<,>N,A<
70762,P<,>N,A<
70763,P<,>N,A<
70764,P<,>N,A<
70765,P<,>N,A<
70766,P<,>N,A<
70767,P<,>N,A<
70768,P<,>N,A<
70769,P<,>N,A<
70770,P<,>N,A<
70771,P<,>N,A<
70772,P<,>N,A<
70773,P<,>N,A<
70774,P<,>N,A<
70775,P<,>N,A<
70776,P<,>N,A<
70777,P<,>N,A<
70778,ACC,>N,ADVL
70779,ACC,>N,ADVL
70780,ACC,>N,ADVL
70781,ACC,>N,ADVL
70782,ACC,>N,ADVL
70783,ACC,>N,ADVL
70784,ACC,>N,ADVL
70785,ACC,>N,ADVL
70786,ACC,>N,ADVL
70787,ACC,>N,ADVL
70788,ACC,>N,ADVL
70789,ACC,>N,ADVL
70790,ACC,>N,ADVL
70791,ACC,>N,ADVL
70792,ACC,>N,ADVL
70793,ACC,>N,ADVL
70794,ACC,>N,ADVL
70795,ACC,>N,ADVL
70796,ACC,>N,ADVL
70797,ACC,>N,ADVL
70798,ACC,>N,ADVL
70799,ACC,>N,ADVL
70800,ACC,>N,ADVL
70801,ACC,>N,ADVL
70802,ACC,>N,ADVL
70803,ACC,>N,ADVL
70804,ACC,>N,ADVL
70805,ACC,>N,ADVL
70806,ACC,>N,ADVL
70807,ACC,>N,ADVL
70808,ACC,>N,ADVL
70809,ACC,>N,ADVL
70810,ACC,>N,ADVL
70811,ACC,>N,ADVL
70812,P<,PIV,PIV
70813,P<,PIV,PIV
70814,P<,PIV,PIV
70815,P<,PIV,PIV
70816,P<,PIV,PIV
70817,P<,PIV,PIV
70818,P<,PIV,PIV
70819,P<,PIV,PIV
70820,P<,PIV,PIV
70821,P<,PIV,PIV
70822,P<,PIV,PIV
70823,P<,PIV,PIV
70824,P<,PIV,PIV
70825,P<,PIV,PIV
70826,P<,PIV,PIV
70827,P<,PIV,PIV
70828,P<,PIV,PIV
70829,P<,PIV,PIV
70830,P<,PIV,PIV
70831,P<,PIV,PIV
70832,P<,PIV,PIV
70833,P<,PIV,PIV
70834,P<,PIV,PIV
70835,P<,PIV,PIV
70836,P<,PIV,PIV
70837,P<,PIV,PIV
70838,P<,PIV,PIV
70839,P<,PIV,PIV
70840,P<,PIV,PIV
70841,P<,PIV,PIV
70842,P<,PIV,PIV
70843,P<,PIV,PIV
70844,P<,PIV,PIV
70845,P<,PIV,PIV
70846,N<PRED,ACC,SUBJ
70847,N<PRED,ACC,SUBJ
70848,N<PRED,ACC,SUBJ
70849,N<PRED,ACC,SUBJ
70850,N<PRED,ACC,SUBJ
70851,N<PRED,ACC,SUBJ
70852,N<PRED,ACC,SUBJ
70853,N<PRED,ACC,SUBJ
70854,N<PRED,ACC,SUBJ
70855,N<PRED,ACC,SUBJ
70856,N<PRED,ACC,SUBJ
70857,N<PRED,ACC,SUBJ
70858,N<PRED,ACC,SUBJ
70859,N<PRED,ACC,SUBJ
70860,N<PRED,ACC,SUBJ
70861,N<PRED,ACC,SUBJ
70862,N<PRED,ACC,SUBJ
70863,N<PRED,ACC,SUBJ
70864,N<PRED,ACC,SUBJ
70865,N<PRED,ACC,SUBJ
70866,N<PRED,ACC,SUBJ
70867,N<PRED,ACC,SUBJ
70868,N<PRED,ACC,SUBJ
70869,N<PRED,ACC,SUBJ
70870,N<PRED,ACC,SUBJ
70871,N<PRED,ACC,SUBJ
70872,N<PRED,ACC,SUBJ
70873,N<PRED,ACC,SUBJ
70874,N<PRED,ACC,SUBJ
70875,N<PRED,ACC,SUBJ
70876,N<PRED,ACC,SUBJ
70877,N<PRED,ACC,SUBJ
70878,N<PRED,ACC,SUBJ
70879,N<PRED,ACC,SUBJ
70880,STA,>N,PU
70881,STA,>N,PU
70882,STA,>N,PU
70883,STA,>N,PU
70884,STA,>N,PU
70885,STA,>N,PU
70886,STA,>N,PU
70887,STA,>N,PU
70888,STA,>N,PU
70889,STA,>N,PU
70890,STA,>N,PU
70891,STA,>N,PU
70892,STA,>N,PU
70893,STA,>N,PU
70894,STA,>N,PU
70895,STA,>N,PU
70896,STA,>N,PU
70897,STA,>N,PU
70898,STA,>N,PU
70899,STA,>N,PU
70900,STA,>N,PU
70901,STA,>N,PU
70902,STA,>N,PU
70903,STA,>N,PU
70904,STA,>N,PU
70905,STA,>N,PU
70906,STA,>N,PU
70907,STA,>N,PU
70908,STA,>N,PU
70909,STA,>N,PU
70910,STA,>N,PU
70911,STA,>N,PU
70912,STA,>N,PU
70913,STA,>N,PU
70914,STA,>N,P<
70915,STA,>N,P<
70916,STA,>N,P<
70917,STA,>N,P<
70918,STA,>N,P<
70919,STA,>N,P<
70920,STA,>N,P<
70921,STA,>N,P<
70922,STA,>N,P<
70923,STA,>N,P<
70924,STA,>N,P<
70925,STA,>N,P<
70926,STA,>N,P<
70927,STA,>N,P<
70928,STA,>N,P<
70929,STA,>N,P<
70930,STA,>N,P<
70931,STA,>N,P<
70932,STA,>N,P<
70933,STA,>N,P<
70934,STA,>N,P<
70935,STA,>N,P<
70936,STA,>N,P<
70937,STA,>N,P<
70938,STA,>N,P<
70939,N<,>N,SUBJ
70940,N<,>N,SUBJ
70941,N<,>N,SUBJ
70942,N<,>N,SUBJ
70943,N<,>N,SUBJ
70944,N<,>N,SUBJ
70945,N<,>N,SUBJ
70946,N<,>N,SUBJ
70947,N<,>N,SUBJ
70948,N<,>N,SUBJ
70949,N<,>N,SUBJ
70950,N<,>N,SUBJ
70951,N<,>N,SUBJ
70952,N<,>N,SUBJ
70953,N<,>N,SUBJ
70954,N<,>N,SUBJ
70955,N<,>N,SUBJ
70956,N<,>N,SUBJ
70957,N<,>N,SUBJ
70958,N<,>N,SUBJ
70959,N<,>N,SUBJ
70960,N<,>N,SUBJ
70961,N<,>N,SUBJ
70962,N<,>N,SUBJ
70963,N<,>N,SUBJ
70964,ACC,MV,STA
70965,ACC,MV,STA
70966,ACC,MV,STA
70967,ACC,MV,STA
70968,ACC,MV,STA
70969,ACC,MV,STA
70970,ACC,MV,STA
70971,ACC,MV,STA
70972,ACC,MV,STA
70973,ACC,MV,STA
70974,ACC,MV,STA
70975,ACC,MV,STA
70976,ACC,MV,STA
70977,ACC,MV,STA
70978,ACC,MV,STA
70979,ACC,MV,STA
70980,ACC,MV,STA
70981,ACC,MV,STA
70982,ACC,MV,STA
70983,ACC,MV,STA
70984,ACC,MV,STA
70985,ACC,MV,STA
70986,ACC,MV,STA
70987,ACC,MV,STA
70988,ACC,MV,STA
70989,STA,SUB,SUBJ
70990,STA,SUB,SUBJ
70991,STA,SUB,SUBJ
70992,STA,SUB,SUBJ
70993,STA,SUB,SUBJ
70994,STA,SUB,SUBJ
70995,STA,SUB,SUBJ
70996,STA,SUB,SUBJ
70997,STA,SUB,SUBJ
70998,STA,SUB,SUBJ
70999,STA,SUB,SUBJ
71000,STA,SUB,SUBJ
71001,STA,SUB,SUBJ
71002,STA,SUB,SUBJ
71003,ACC,SC,SUB
71004,ACC,SC,SUB
71005,ACC,SC,SUB
