,LEMMA_CTX_P+0,LEMMA_CTX_P+1,LEMMA_CTX_P-1
62678,encontrar,um,precisar
62679,encontrar,um,precisar
62680,encontrar,um,precisar
62681,encontrar,um,precisar
62682,encontrar,um,precisar
62683,encontrar,um,precisar
62684,encontrar,um,precisar
62685,encontrar,um,precisar
62686,encontrar,um,precisar
62687,encontrar,um,precisar
62688,encontrar,um,precisar
62689,conciliar,o,que
62690,conciliar,o,que
62691,conciliar,o,que
62692,conciliar,o,que
62693,conciliar,o,que
62694,conciliar,o,que
62695,conciliar,o,que
62696,conciliar,o,que
62697,conciliar,o,que
62698,conciliar,o,que
62699,conciliar,o,que
62700,conciliar,o,que
62701,conciliar,o,que
62702,conciliar,o,que
62703,conciliar,o,que
62704,fazer,em,como
62705,fazer,em,como
62706,fazer,em,como
62707,fazer,em,como
62708,fazer,em,como
62709,fazer,em,como
62710,fazer,em,como
62711,fazer,em,como
62712,fazer,em,como
62713,fazer,em,como
62714,fazer,em,como
62715,fazer,em,como
62716,fazer,em,como
62717,fazer,em,como
62718,fazer,em,como
62719,fazer,em,como
62720,fechar,-,ser
62721,fechar,-,ser
62722,fechar,-,ser
62723,fechar,-,ser
62724,fechar,-,ser
62725,fechar,-,ser
62726,fechar,-,ser
62727,fechar,-,ser
62728,fechar,-,ser
62729,fechar,-,ser
62730,fechar,-,ser
62731,fechar,-,ser
62732,fechar,-,ser
62733,fechar,-,ser
62734,fechar,-,ser
62735,fechar,-,ser
62736,fechar,-,ser
62737,fechar,-,ser
62738,fechar,-,ser
62739,fechar,-,ser
62740,fechar,-,ser
62741,fechar,-,ser
62742,fechar,-,ser
62743,fechar,-,ser
62744,saber,se,se
62745,saber,se,se
62746,saber,se,se
62747,saber,se,se
62748,saber,se,se
62749,saber,se,se
62750,saber,se,se
62751,saber,se,se
62752,saber,se,se
62753,saber,se,se
62754,saber,se,se
62755,saber,se,se
62756,saber,se,se
62757,saber,se,se
62758,saber,se,se
62759,saber,se,se
62760,saber,se,se
62761,saber,se,se
62762,saber,se,se
62763,saber,se,se
62764,saber,se,se
62765,saber,se,se
62766,saber,se,se
62767,saber,se,se
62768,ter,lucro,clube
62769,ter,lucro,clube
62770,ter,lucro,clube
62771,ter,lucro,clube
62772,ter,lucro,clube
62773,ter,lucro,clube
62774,ter,lucro,clube
62775,ter,lucro,clube
62776,ter,lucro,clube
62777,ter,lucro,clube
62778,ter,lucro,clube
62779,ter,lucro,clube
62780,ter,lucro,clube
62781,ter,lucro,clube
62782,ter,lucro,clube
62783,ter,lucro,clube
62784,ter,lucro,clube
62785,ter,lucro,clube
62786,ter,lucro,clube
62787,ter,lucro,clube
62788,ter,lucro,clube
62789,ter,lucro,clube
62790,ter,lucro,clube
62791,ter,lucro,clube
62792,fumar,-,de
62793,fumar,-,de
62794,fumar,-,de
62795,fumar,-,de
62796,fumar,-,de
62797,fumar,-,de
62798,fumar,-,de
62799,fumar,-,de
62800,fumar,-,de
62801,fumar,-,de
62802,fumar,-,de
62803,fumar,-,de
62804,fumar,-,de
62805,perder,o,acabar
62806,perder,o,acabar
62807,perder,o,acabar
62808,perder,o,acabar
62809,perder,o,acabar
62810,perder,o,acabar
62811,perder,o,acabar
62812,perder,o,acabar
62813,perder,o,acabar
62814,perder,o,acabar
62815,perder,o,acabar
62816,perder,o,acabar
62817,perder,o,acabar
62818,baixar,o,
62819,baixar,o,
62820,baixar,o,
62821,baixar,o,
62822,baixar,o,
62823,baixar,o,
62824,baixar,o,
62825,baixar,o,
62826,baixar,o,
62827,baixar,o,
62828,baixar,o,
62829,baixar,o,
62830,esquecer,o,você
62831,esquecer,o,você
62832,esquecer,o,você
62833,esquecer,o,você
62834,esquecer,o,você
62835,esquecer,o,você
62836,esquecer,o,você
62837,esquecer,o,você
62838,esquecer,o,você
62839,esquecer,o,você
62840,esquecer,o,você
62841,esquecer,o,você
62842,ter,muito,nunca
62843,ter,muito,nunca
62844,ter,muito,nunca
62845,ter,muito,nunca
62846,ter,muito,nunca
62847,ter,muito,nunca
62848,ter,muito,nunca
62849,ter,muito,nunca
62850,ter,muito,nunca
62851,ter,muito,nunca
62852,ter,muito,nunca
62853,comprar,seu,já
62854,comprar,seu,já
62855,comprar,seu,já
62856,comprar,seu,já
62857,comprar,seu,já
62858,comprar,seu,já
62859,comprar,seu,já
62860,comprar,seu,já
62861,comprar,seu,já
62862,comprar,seu,já
62863,dar,garantia,ele
62864,dar,garantia,ele
62865,dar,garantia,ele
62866,dar,garantia,ele
62867,dar,garantia,ele
62868,dar,garantia,ele
62869,dar,garantia,ele
62870,dar,garantia,ele
62871,dar,garantia,ele
62872,dar,garantia,ele
62873,dar,garantia,ele
62874,dar,garantia,ele
62875,dar,garantia,ele
62876,dar,garantia,ele
62877,dar,garantia,ele
62878,dar,garantia,ele
62879,dar,garantia,ele
62880,ir,até,de
62881,ir,até,de
62882,ir,até,de
62883,ir,até,de
62884,ir,até,de
62885,ir,até,de
62886,ir,até,de
62887,ir,até,de
62888,ir,até,de
62889,ir,até,de
62890,ir,até,de
62891,ir,até,de
62892,ir,até,de
62893,ir,até,de
62894,ir,até,de
62895,ir,até,de
62896,ir,até,de
62897,defender,o,que
62898,defender,o,que
62899,defender,o,que
62900,defender,o,que
62901,defender,o,que
62902,defender,o,que
62903,defender,o,que
62904,defender,o,que
62905,defender,o,que
62906,se,conformar,poder
62907,se,conformar,poder
62908,se,conformar,poder
62909,se,conformar,poder
62910,se,conformar,poder
62911,se,conformar,poder
62912,se,conformar,poder
62913,se,conformar,poder
62914,se,conformar,poder
62915,se,conformar,poder
62916,perder,apenas,que
62917,perder,apenas,que
62918,perder,apenas,que
62919,perder,apenas,que
62920,perder,apenas,que
62921,perder,apenas,que
62922,perder,apenas,que
62923,perder,apenas,que
62924,perder,apenas,que
62925,lançar,seu,Brizola
62926,lançar,seu,Brizola
62927,lançar,seu,Brizola
62928,lançar,seu,Brizola
62929,lançar,seu,Brizola
62930,lançar,seu,Brizola
62931,lançar,seu,Brizola
62932,lançar,seu,Brizola
62933,lançar,seu,Brizola
62934,lançar,seu,Brizola
62935,lançar,seu,Brizola
62936,tratar,de,se
62937,tratar,de,se
62938,tratar,de,se
62939,tratar,de,se
62940,tratar,de,se
62941,tratar,de,se
62942,tratar,de,se
62943,tratar,de,se
62944,tratar,de,se
62945,tratar,de,se
62946,tratar,de,se
62947,tratar,de,se
62948,tratar,de,se
62949,olhar,lá,e
62950,olhar,lá,e
62951,olhar,lá,e
62952,olhar,lá,e
62953,lançar,o,ir
62954,lançar,o,ir
62955,lançar,o,ir
62956,lançar,o,ir
62957,lançar,o,ir
62958,lançar,o,ir
62959,lançar,o,ir
62960,pagar,CR$,
62961,pagar,CR$,
62962,pagar,CR$,
62963,pagar,CR$,
62964,pagar,CR$,
62965,pagar,CR$,
62966,pagar,CR$,
62967,pagar,CR$,
62968,pagar,CR$,
62969,pagar,CR$,
62970,pagar,CR$,
62971,pagar,CR$,
62972,assistir,o,quem
62973,assistir,o,quem
62974,assistir,o,quem
62975,assistir,o,quem
62976,assistir,o,quem
62977,assistir,o,quem
62978,assistir,o,quem
62979,assistir,o,quem
62980,assistir,o,quem
62981,assistir,o,quem
62982,assistir,o,quem
62983,assistir,o,quem
62984,valer,-,não
62985,valer,-,não
62986,valer,-,não
62987,valer,-,não
62988,valer,-,não
62989,achar,que,
62990,achar,que,
62991,achar,que,
62992,achar,que,
62993,achar,que,
62994,achar,que,
62995,achar,que,
62996,achar,que,
62997,achar,que,
62998,achar,que,
62999,discutir,o,que
63000,discutir,o,que
63001,discutir,o,que
63002,discutir,o,que
63003,discutir,o,que
63004,discutir,o,que
63005,discutir,o,que
63006,discutir,o,que
63007,discutir,o,que
63008,discutir,o,que
63009,discutir,o,que
63010,discutir,o,que
63011,discutir,o,que
63012,discutir,o,que
63013,discutir,o,que
63014,discutir,o,que
63015,discutir,o,que
63016,discutir,o,que
63017,discutir,o,que
63018,discutir,o,que
63019,discutir,o,que
63020,discutir,o,que
63021,discutir,o,que
63022,discutir,o,que
63023,discutir,o,que
63024,discutir,o,que
63025,discutir,o,que
63026,discutir,o,que
63027,discutir,o,que
63028,discutir,o,que
63029,discutir,o,que
63030,discutir,o,que
63031,discutir,o,que
63032,discutir,o,que
63033,discutir,o,que
63034,discutir,o,que
63035,discutir,o,que
63036,discutir,o,que
63037,discutir,o,que
63038,discutir,o,que
63039,usar,aparelho,que
63040,usar,aparelho,que
63041,usar,aparelho,que
63042,usar,aparelho,que
63043,usar,aparelho,que
63044,usar,aparelho,que
63045,usar,aparelho,que
63046,usar,aparelho,que
63047,usar,aparelho,que
63048,usar,aparelho,que
63049,usar,aparelho,que
63050,usar,aparelho,que
63051,usar,aparelho,que
63052,usar,aparelho,que
63053,usar,aparelho,que
63054,usar,aparelho,que
63055,usar,aparelho,que
63056,usar,aparelho,que
63057,usar,aparelho,que
63058,usar,aparelho,que
63059,usar,aparelho,que
63060,usar,aparelho,que
63061,usar,aparelho,que
63062,usar,aparelho,que
63063,usar,aparelho,que
63064,usar,aparelho,que
63065,usar,aparelho,que
63066,usar,aparelho,que
63067,usar,aparelho,que
63068,usar,aparelho,que
63069,usar,aparelho,que
63070,usar,aparelho,que
63071,usar,aparelho,que
63072,usar,aparelho,que
63073,usar,aparelho,que
63074,usar,aparelho,que
63075,usar,aparelho,que
63076,usar,aparelho,que
63077,usar,aparelho,que
63078,usar,aparelho,que
63079,escovar,o,-
63080,escovar,o,-
63081,escovar,o,-
63082,escovar,o,-
63083,escovar,o,-
63084,escovar,o,-
63085,escovar,o,-
63086,escovar,o,-
63087,escovar,o,-
63088,escovar,o,-
63089,escovar,o,-
63090,escovar,o,-
63091,escovar,o,-
63092,escovar,o,-
63093,escovar,o,-
63094,escovar,o,-
63095,escovar,o,-
63096,escovar,o,-
63097,escovar,o,-
63098,escovar,o,-
63099,escovar,o,-
63100,escovar,o,-
63101,escovar,o,-
63102,escovar,o,-
63103,escovar,o,-
63104,escovar,o,-
63105,escovar,o,-
63106,escovar,o,-
63107,escovar,o,-
63108,escovar,o,-
63109,escovar,o,-
63110,escovar,o,-
63111,escovar,o,-
63112,escovar,o,-
63113,escovar,o,-
63114,escovar,o,-
63115,escovar,o,-
63116,escovar,o,-
63117,escovar,o,-
63118,escovar,o,-
63119,aceitar,tudo,que
63120,aceitar,tudo,que
63121,aceitar,tudo,que
63122,aceitar,tudo,que
63123,aceitar,tudo,que
63124,aceitar,tudo,que
63125,aceitar,tudo,que
63126,aceitar,tudo,que
63127,aceitar,tudo,que
63128,aceitar,tudo,que
63129,aceitar,tudo,que
63130,aceitar,tudo,que
63131,aceitar,tudo,que
63132,aceitar,tudo,que
63133,aceitar,tudo,que
63134,aceitar,tudo,que
63135,aceitar,tudo,que
63136,aceitar,tudo,que
63137,aceitar,tudo,que
63138,aceitar,tudo,que
63139,aceitar,tudo,que
63140,aceitar,tudo,que
63141,aceitar,tudo,que
63142,aceitar,tudo,que
63143,aceitar,tudo,que
63144,aceitar,tudo,que
63145,aceitar,tudo,que
63146,aceitar,tudo,que
63147,aceitar,tudo,que
63148,aceitar,tudo,que
63149,aceitar,tudo,que
63150,aceitar,tudo,que
63151,perpetuar,um,acabar
63152,perpetuar,um,acabar
63153,perpetuar,um,acabar
63154,perpetuar,um,acabar
63155,perpetuar,um,acabar
63156,perpetuar,um,acabar
63157,perpetuar,um,acabar
63158,perpetuar,um,acabar
63159,perpetuar,um,acabar
63160,perpetuar,um,acabar
63161,perpetuar,um,acabar
63162,perpetuar,um,acabar
63163,perpetuar,um,acabar
63164,perpetuar,um,acabar
63165,perpetuar,um,acabar
63166,perpetuar,um,acabar
63167,perpetuar,um,acabar
63168,perpetuar,um,acabar
63169,perpetuar,um,acabar
63170,perpetuar,um,acabar
63171,perpetuar,um,acabar
63172,perpetuar,um,acabar
63173,perpetuar,um,acabar
63174,perpetuar,um,acabar
63175,perpetuar,um,acabar
63176,perpetuar,um,acabar
63177,perpetuar,um,acabar
63178,perpetuar,um,acabar
63179,perpetuar,um,acabar
63180,perpetuar,um,acabar
63181,perpetuar,um,acabar
63182,perpetuar,um,acabar
63183,pertencer,a,-
63184,pertencer,a,-
63185,pertencer,a,-
63186,pertencer,a,-
63187,pertencer,a,-
63188,pertencer,a,-
63189,pertencer,a,-
63190,pertencer,a,-
63191,fazer,um,
63192,fazer,um,
63193,fazer,um,
63194,fazer,um,
63195,fazer,um,
63196,fazer,um,
63197,dançar,em,
63198,dançar,em,
63199,dançar,em,
63200,dançar,em,
63201,dançar,em,
63202,dançar,em,
63203,dançar,em,
63204,dançar,em,
63205,dançar,em,
63206,dançar,em,
63207,dançar,em,
63208,dançar,em,
63209,dançar,em,
63210,dançar,em,
63211,dançar,em,
63212,dançar,em,
63213,dançar,em,
63214,dançar,em,
63215,dançar,em,
63216,dançar,em,
63217,dançar,em,
63218,dançar,em,
63219,dançar,em,
63220,dançar,em,
63221,dançar,em,
63222,dançar,em,
63223,haver,um,
63224,haver,um,
63225,haver,um,
63226,haver,um,
63227,haver,um,
63228,haver,um,
63229,haver,um,
63230,haver,um,
63231,parecer,sair,-
63232,parecer,sair,-
63233,parecer,sair,-
63234,parecer,sair,-
63235,parecer,sair,-
63236,parecer,sair,-
63237,parecer,sair,-
63238,parecer,sair,-
63239,parecer,sair,-
63240,parecer,sair,-
63241,parecer,sair,-
63242,parecer,sair,-
63243,parecer,sair,-
63244,parecer,sair,-
63245,parecer,sair,-
63246,parecer,sair,-
63247,parecer,sair,-
63248,parecer,sair,-
63249,parecer,sair,-
63250,parecer,sair,-
63251,parecer,sair,-
63252,parecer,sair,-
63253,parecer,sair,-
63254,parecer,sair,-
63255,parecer,sair,-
63256,parecer,sair,-
63257,parecer,sair,-
63258,parecer,sair,-
63259,parecer,sair,-
63260,parecer,sair,-
63261,parecer,sair,-
63262,parecer,sair,-
63263,parecer,sair,-
63264,parecer,sair,-
63265,parecer,sair,-
63266,parecer,sair,-
63267,parecer,sair,-
63268,parecer,sair,-
63269,parecer,sair,-
63270,parecer,sair,-
63271,parecer,sair,-
63272,parecer,sair,-
63273,parecer,sair,-
63274,parecer,sair,-
63275,parecer,sair,-
63276,parecer,sair,-
63277,parecer,sair,-
63278,parecer,sair,-
63279,parecer,sair,-
63280,parecer,sair,-
63281,parecer,sair,-
63282,parecer,sair,-
63283,vender,o,que
63284,vender,o,que
63285,vender,o,que
63286,vender,o,que
63287,vender,o,que
63288,vender,o,que
63289,vender,o,que
63290,vender,o,que
63291,vender,o,que
63292,vender,o,que
63293,vender,o,que
63294,vender,o,que
63295,vender,o,que
63296,vender,o,que
63297,vender,o,que
63298,vender,o,que
63299,vender,o,que
63300,vender,o,que
63301,vender,o,que
63302,vender,o,que
63303,vender,o,que
63304,vender,o,que
63305,vender,o,que
63306,vender,o,que
63307,vender,o,que
63308,vender,o,que
63309,vender,o,que
63310,vender,o,que
63311,vender,o,que
63312,vender,o,que
63313,vender,o,que
63314,vender,o,que
63315,vender,o,que
63316,vender,o,que
63317,vender,o,que
63318,vender,o,que
63319,vender,o,que
63320,vender,o,que
63321,vender,o,que
63322,vender,o,que
63323,vender,o,que
63324,vender,o,que
63325,vender,o,que
63326,vender,o,que
63327,vender,o,que
63328,vender,o,que
63329,vender,o,que
63330,vender,o,que
63331,vender,o,que
63332,vender,o,que
63333,vender,o,que
63334,vender,o,que
63335,acertar,dívida,agricultor
63336,acertar,dívida,agricultor
63337,acertar,dívida,agricultor
63338,dizer,ontem,-
63339,dizer,ontem,-
63340,dizer,ontem,-
63341,dizer,ontem,-
63342,dizer,ontem,-
63343,dizer,ontem,-
63344,dizer,ontem,-
63345,dizer,ontem,-
63346,dizer,ontem,-
63347,dizer,ontem,-
63348,dizer,ontem,-
63349,dizer,ontem,-
63350,dizer,ontem,-
63351,dizer,ontem,-
63352,dizer,ontem,-
63353,dizer,ontem,-
63354,dizer,ontem,-
63355,dizer,ontem,-
63356,dizer,ontem,-
63357,dizer,ontem,-
63358,dizer,ontem,-
63359,dizer,ontem,-
63360,dizer,ontem,-
63361,dizer,ontem,-
63362,dizer,ontem,-
63363,dizer,ontem,-
63364,dizer,ontem,-
63365,dizer,ontem,-
63366,dizer,ontem,-
63367,dizer,ontem,-
63368,dizer,ontem,-
63369,dizer,ontem,-
63370,dizer,ontem,-
63371,renegociar,R$,já
63372,renegociar,R$,já
63373,renegociar,R$,já
63374,renegociar,R$,já
63375,renegociar,R$,já
63376,renegociar,R$,já
63377,renegociar,R$,já
63378,renegociar,R$,já
63379,renegociar,R$,já
63380,renegociar,R$,já
63381,renegociar,R$,já
63382,renegociar,R$,já
63383,renegociar,R$,já
63384,renegociar,R$,já
63385,renegociar,R$,já
63386,renegociar,R$,já
63387,renegociar,R$,já
63388,renegociar,R$,já
63389,renegociar,R$,já
63390,renegociar,R$,já
63391,renegociar,R$,já
63392,renegociar,R$,já
63393,renegociar,R$,já
63394,renegociar,R$,já
63395,renegociar,R$,já
63396,renegociar,R$,já
63397,renegociar,R$,já
63398,renegociar,R$,já
63399,renegociar,R$,já
63400,renegociar,R$,já
63401,renegociar,R$,já
63402,renegociar,R$,já
63403,renegociar,R$,já
63404,faltar,ser,
63405,faltar,ser,
63406,faltar,ser,
63407,faltar,ser,
63408,faltar,ser,
63409,faltar,ser,
63410,faltar,ser,
63411,faltar,ser,
63412,abranger,33,fazer
63413,abranger,33,fazer
63414,abranger,33,fazer
63415,abranger,33,fazer
63416,abranger,33,fazer
63417,abranger,33,fazer
63418,abranger,33,fazer
63419,abranger,33,fazer
63420,abranger,33,fazer
63421,basear,em,ser
63422,basear,em,ser
63423,basear,em,ser
63424,basear,em,ser
63425,basear,em,ser
63426,basear,em,ser
63427,basear,em,ser
63428,basear,em,ser
63429,basear,em,ser
63430,basear,em,ser
63431,basear,em,ser
63432,basear,em,ser
63433,basear,em,ser
63434,basear,em,ser
63435,basear,em,ser
63436,basear,em,ser
63437,basear,em,ser
63438,basear,em,ser
63439,basear,em,ser
63440,basear,em,ser
63441,basear,em,ser
63442,basear,em,ser
63443,basear,em,ser
63444,basear,em,ser
63445,basear,em,ser
63446,basear,em,ser
63447,basear,em,ser
63448,basear,em,ser
63449,basear,em,ser
63450,basear,em,ser
63451,excluir,minério,-
63452,excluir,minério,-
63453,excluir,minério,-
63454,excluir,minério,-
63455,excluir,minério,-
63456,excluir,minério,-
63457,excluir,minério,-
63458,excluir,minério,-
63459,excluir,minério,-
63460,excluir,minério,-
63461,excluir,minério,-
63462,excluir,minério,-
63463,excluir,minério,-
63464,excluir,minério,-
63465,excluir,minério,-
63466,excluir,minério,-
63467,excluir,minério,-
63468,excluir,minério,-
63469,excluir,minério,-
63470,excluir,minério,-
63471,excluir,minério,-
63472,excluir,minério,-
63473,excluir,minério,-
63474,excluir,minério,-
63475,excluir,minério,-
63476,excluir,minério,-
63477,excluir,minério,-
63478,complementar,esse,-
63479,complementar,esse,-
63480,complementar,esse,-
63481,complementar,esse,-
63482,complementar,esse,-
63483,complementar,esse,-
63484,complementar,esse,-
63485,complementar,esse,-
63486,complementar,esse,-
63487,complementar,esse,-
63488,complementar,esse,-
63489,complementar,esse,-
63490,complementar,esse,-
63491,complementar,esse,-
63492,complementar,esse,-
63493,complementar,esse,-
63494,complementar,esse,-
63495,complementar,esse,-
63496,complementar,esse,-
63497,complementar,esse,-
63498,complementar,esse,-
63499,complementar,esse,-
63500,complementar,esse,-
63501,complementar,esse,-
63502,complementar,esse,-
63503,complementar,esse,-
63504,complementar,esse,-
63505,sair,para,Collor
63506,sair,para,Collor
63507,sair,para,Collor
63508,sair,para,Collor
63509,sair,para,Collor
63510,sair,para,Collor
63511,sair,para,Collor
63512,sair,para,Collor
63513,sair,para,Collor
63514,se,assustar,e
63515,se,assustar,e
63516,se,assustar,e
63517,se,assustar,e
63518,se,assustar,e
63519,se,assustar,e
63520,se,assustar,e
63521,se,assustar,e
63522,se,assustar,e
63523,falar,a,não
63524,falar,a,não
63525,falar,a,não
63526,falar,a,não
63527,falar,a,não
63528,falar,a,não
63529,falar,a,não
63530,falar,a,não
63531,falar,a,não
63532,falar,a,não
63533,falar,a,não
63534,falar,a,não
63535,posar,para,mas
63536,posar,para,mas
63537,posar,para,mas
63538,posar,para,mas
63539,posar,para,mas
63540,posar,para,mas
63541,posar,para,mas
63542,posar,para,mas
63543,posar,para,mas
63544,posar,para,mas
63545,posar,para,mas
63546,posar,para,mas
63547,jantar,anteontem,Luís_Carlos_Chaves
63548,jantar,anteontem,Luís_Carlos_Chaves
63549,jantar,anteontem,Luís_Carlos_Chaves
63550,jantar,anteontem,Luís_Carlos_Chaves
63551,jantar,anteontem,Luís_Carlos_Chaves
63552,jantar,anteontem,Luís_Carlos_Chaves
63553,jantar,anteontem,Luís_Carlos_Chaves
63554,jantar,anteontem,Luís_Carlos_Chaves
63555,jantar,anteontem,Luís_Carlos_Chaves
63556,jantar,anteontem,Luís_Carlos_Chaves
63557,jantar,anteontem,Luís_Carlos_Chaves
63558,jantar,anteontem,Luís_Carlos_Chaves
63559,jantar,anteontem,Luís_Carlos_Chaves
63560,jantar,anteontem,Luís_Carlos_Chaves
63561,jantar,anteontem,Luís_Carlos_Chaves
63562,jantar,anteontem,Luís_Carlos_Chaves
63563,jantar,anteontem,Luís_Carlos_Chaves
63564,jantar,anteontem,Luís_Carlos_Chaves
63565,jantar,anteontem,Luís_Carlos_Chaves
63566,jantar,anteontem,Luís_Carlos_Chaves
63567,jantar,anteontem,Luís_Carlos_Chaves
63568,jantar,anteontem,Luís_Carlos_Chaves
63569,jantar,anteontem,Luís_Carlos_Chaves
63570,jantar,anteontem,Luís_Carlos_Chaves
63571,jantar,anteontem,Luís_Carlos_Chaves
63572,jantar,anteontem,Luís_Carlos_Chaves
63573,jantar,anteontem,Luís_Carlos_Chaves
63574,jantar,anteontem,Luís_Carlos_Chaves
63575,jantar,anteontem,Luís_Carlos_Chaves
63576,jantar,anteontem,Luís_Carlos_Chaves
63577,jantar,anteontem,Luís_Carlos_Chaves
63578,jantar,anteontem,Luís_Carlos_Chaves
63579,estar,em,que
63580,estar,em,que
63581,estar,em,que
63582,estar,em,que
63583,estar,em,que
63584,estar,em,que
63585,estar,em,que
63586,estar,em,que
63587,estar,em,que
63588,estar,em,que
63589,estar,em,que
63590,estar,em,que
63591,estar,em,que
63592,estar,em,que
63593,estar,em,que
63594,estar,em,que
63595,estar,em,que
63596,estar,em,que
63597,estar,em,que
63598,estar,em,que
63599,tirar,foto,Rosane
63600,tirar,foto,Rosane
63601,tirar,foto,Rosane
63602,tirar,foto,Rosane
63603,tirar,foto,Rosane
63604,tirar,foto,Rosane
63605,tirar,foto,Rosane
63606,tirar,foto,Rosane
63607,tirar,foto,Rosane
63608,tirar,foto,Rosane
63609,tirar,foto,Rosane
63610,tirar,foto,Rosane
63611,tirar,foto,Rosane
63612,tirar,foto,Rosane
63613,tirar,foto,Rosane
63614,tirar,foto,Rosane
63615,tirar,foto,Rosane
63616,tirar,foto,Rosane
63617,tirar,foto,Rosane
63618,tirar,foto,Rosane
63619,assustar,se,presidente
63620,assustar,se,presidente
63621,assustar,se,presidente
63622,assustar,se,presidente
63623,assustar,se,presidente
63624,assustar,se,presidente
63625,assustar,se,presidente
63626,assustar,se,presidente
63627,assustar,se,presidente
63628,assustar,se,presidente
63629,assustar,se,presidente
63630,assustar,se,presidente
63631,assustar,se,presidente
63632,assustar,se,presidente
63633,assustar,se,presidente
63634,saber,que,oposição
63635,saber,que,oposição
63636,saber,que,oposição
63637,saber,que,oposição
63638,saber,que,oposição
63639,saber,que,oposição
63640,saber,que,oposição
63641,saber,que,oposição
63642,saber,que,oposição
63643,saber,que,oposição
63644,saber,que,oposição
63645,saber,que,oposição
63646,saber,que,oposição
63647,saber,que,oposição
63648,saber,que,oposição
63649,saber,que,oposição
63650,saber,que,oposição
63651,saber,que,oposição
63652,saber,que,oposição
63653,saber,que,oposição
63654,saber,que,oposição
63655,saber,que,oposição
63656,saber,que,oposição
63657,saber,que,oposição
63658,saber,que,oposição
63659,saber,que,oposição
63660,saber,que,oposição
63661,saber,que,oposição
63662,saber,que,oposição
63663,saber,que,oposição
63664,saber,que,oposição
63665,aprovar,ele,querer
63666,aprovar,ele,querer
63667,aprovar,ele,querer
63668,aprovar,ele,querer
63669,aprovar,ele,querer
63670,aprovar,ele,querer
63671,aprovar,ele,querer
63672,aprovar,ele,querer
63673,aprovar,ele,querer
63674,aprovar,ele,querer
63675,aprovar,ele,querer
63676,aprovar,ele,querer
63677,aprovar,ele,querer
63678,aprovar,ele,querer
63679,aprovar,ele,querer
63680,aprovar,ele,querer
63681,aprovar,ele,querer
63682,aprovar,ele,querer
63683,aprovar,ele,querer
63684,aprovar,ele,querer
63685,aprovar,ele,querer
63686,aprovar,ele,querer
63687,aprovar,ele,querer
63688,aprovar,ele,querer
63689,aprovar,ele,querer
63690,aprovar,ele,querer
63691,aprovar,ele,querer
63692,aprovar,ele,querer
63693,aprovar,ele,querer
63694,aprovar,ele,querer
63695,aprovar,ele,querer
63696,bater,palma,ser
63697,bater,palma,ser
63698,bater,palma,ser
63699,bater,palma,ser
63700,bater,palma,ser
63701,bater,palma,ser
63702,bater,palma,ser
63703,bater,palma,ser
63704,bater,palma,ser
63705,bater,palma,ser
63706,bater,palma,ser
63707,bater,palma,ser
63708,bater,palma,ser
63709,bater,palma,ser
63710,bater,palma,ser
63711,bater,palma,ser
63712,bater,palma,ser
63713,bater,palma,ser
63714,bater,palma,ser
63715,bater,palma,ser
63716,bater,palma,ser
63717,bater,palma,ser
63718,bater,palma,ser
63719,bater,palma,ser
63720,bater,palma,ser
63721,bater,palma,ser
63722,bater,palma,ser
63723,bater,palma,ser
63724,bater,palma,ser
63725,bater,palma,ser
63726,bater,palma,ser
63727,votar,contra,
63728,votar,contra,
63729,votar,contra,
63730,votar,contra,
63731,votar,contra,
63732,votar,contra,
63733,votar,contra,
63734,votar,contra,
63735,votar,contra,
63736,votar,contra,
63737,votar,contra,
63738,ter,apoio,plano
63739,ter,apoio,plano
63740,ter,apoio,plano
63741,ter,apoio,plano
63742,ter,apoio,plano
63743,ter,apoio,plano
63744,ter,apoio,plano
63745,ter,apoio,plano
63746,ter,apoio,plano
63747,ter,apoio,plano
63748,ter,apoio,plano
63749,escolher,por,ser
63750,escolher,por,ser
63751,escolher,por,ser
63752,escolher,por,ser
63753,escolher,por,ser
63754,escolher,por,ser
63755,escolher,por,ser
63756,escolher,por,ser
63757,escolher,por,ser
63758,escolher,por,ser
63759,escolher,por,ser
63760,escolher,por,ser
63761,escolher,por,ser
63762,escolher,por,ser
63763,escolher,por,ser
63764,escolher,por,ser
63765,escolher,por,ser
63766,escolher,por,ser
63767,escolher,por,ser
63768,escolher,por,ser
63769,escolher,por,ser
63770,escolher,por,ser
63771,escolher,por,ser
63772,escolher,por,ser
63773,escolher,por,ser
63774,escolher,por,ser
63775,escolher,por,ser
63776,escolher,por,ser
63777,escolher,por,ser
63778,escolher,por,ser
63779,escolher,por,ser
63780,escolher,por,ser
63781,escolher,por,ser
63782,escolher,por,ser
63783,escolher,por,ser
63784,ter,muito,por
63785,ter,muito,por
63786,ter,muito,por
63787,ter,muito,por
63788,ter,muito,por
63789,ter,muito,por
63790,ter,muito,por
63791,ter,muito,por
63792,ter,muito,por
63793,ter,muito,por
63794,ter,muito,por
63795,ter,muito,por
63796,ter,muito,por
63797,ter,muito,por
63798,ter,muito,por
63799,ter,muito,por
63800,ter,muito,por
63801,ter,muito,por
63802,ter,muito,por
63803,ter,muito,por
63804,ter,muito,por
63805,ter,muito,por
63806,ter,muito,por
63807,ter,muito,por
63808,ter,muito,por
63809,ter,muito,por
63810,ter,muito,por
63811,ter,muito,por
