,FORM_CTX_P+0,FORM_CTX_P+1,FORM_CTX_P-1
75282,introduzir,seus,para
75283,introduzir,seus,para
75284,introduzir,seus,para
75285,introduzir,seus,para
75286,introduzir,seus,para
75287,introduzir,seus,para
75288,introduzir,seus,para
75289,introduzir,seus,para
75290,introduzir,seus,para
75291,introduzir,seus,para
75292,introduzir,seus,para
75293,introduzir,seus,para
75294,colocar,toda,e
75295,colocar,toda,e
75296,colocar,toda,e
75297,colocar,toda,e
75298,colocar,toda,e
75299,colocar,toda,e
75300,colocar,toda,e
75301,colocar,toda,e
75302,colocar,toda,e
75303,colocar,toda,e
75304,colocar,toda,e
75305,colocar,toda,e
75306,colocar,toda,e
75307,colocar,toda,e
75308,colocar,toda,e
75309,colocar,toda,e
75310,colocar,toda,e
75311,colocar,toda,e
75312,colocar,toda,e
75313,colocar,toda,e
75314,colocar,toda,e
75315,estão,a,assuntos
75316,estão,a,assuntos
75317,estão,a,assuntos
75318,estão,a,assuntos
75319,estão,a,assuntos
75320,estão,a,assuntos
75321,estão,a,assuntos
75322,estão,a,assuntos
75323,estão,a,assuntos
75324,estão,a,assuntos
75325,estão,a,assuntos
75326,estão,a,assuntos
75327,estão,a,assuntos
75328,estão,a,assuntos
75329,estão,a,assuntos
75330,estão,a,assuntos
75331,estão,a,assuntos
75332,estão,a,assuntos
75333,estão,a,assuntos
75334,estão,a,assuntos
75335,estão,a,assuntos
75336,estão,a,assuntos
75337,estão,a,assuntos
75338,estão,a,assuntos
75339,estão,a,assuntos
75340,Tem,gente,«
75341,Tem,gente,«
75342,Tem,gente,«
75343,Tem,gente,«
75344,Tem,gente,«
75345,Tem,gente,«
75346,Tem,gente,«
75347,Tem,gente,«
75348,Tem,gente,«
75349,acha,a,que
75350,acha,a,que
75351,acha,a,que
75352,acha,a,que
75353,acha,a,que
75354,acha,a,que
75355,acha,a,que
75356,acha,a,que
75357,acha,a,que
75358,acham,que,que
75359,acham,que,que
75360,acham,que,que
75361,acham,que,que
75362,acham,que,que
75363,acham,que,que
75364,acham,que,que
75365,acham,que,que
75366,acham,que,que
75367,acham,que,que
75368,acham,que,que
75369,acham,que,que
75370,acham,que,que
75371,acham,que,que
75372,acham,que,que
75373,acham,que,que
75374,acham,que,que
75375,acham,que,que
75376,acham,que,que
75377,acham,que,que
75378,acham,que,que
75379,acham,que,que
75380,se,limita,social
75381,se,limita,social
75382,se,limita,social
75383,se,limita,social
75384,se,limita,social
75385,se,limita,social
75386,se,limita,social
75387,se,limita,social
75388,se,limita,social
75389,se,limita,social
75390,se,limita,social
75391,se,limita,social
75392,se,limita,social
75393,se,limita,social
75394,se,limita,social
75395,se,limita,social
75396,se,limita,social
75397,se,limita,social
75398,se,limita,social
75399,se,limita,social
75400,se,limita,social
75401,se,limita,social
75402,pagar,impostos,a
75403,pagar,impostos,a
75404,pagar,impostos,a
75405,pagar,impostos,a
75406,pagar,impostos,a
75407,pagar,impostos,a
75408,pagar,impostos,a
75409,pagar,impostos,a
75410,pagar,impostos,a
75411,pagar,impostos,a
75412,pagar,impostos,a
75413,pagar,impostos,a
75414,pagar,impostos,a
75415,pagar,impostos,a
75416,pagar,impostos,a
75417,pagar,impostos,a
75418,pagar,impostos,a
75419,pagar,impostos,a
75420,pagar,impostos,a
75421,pagar,impostos,a
75422,pagar,impostos,a
75423,pagar,impostos,a
75424,diz,Letícia_Zioni_Gomes,","
75425,diz,Letícia_Zioni_Gomes,","
75426,diz,Letícia_Zioni_Gomes,","
75427,diz,Letícia_Zioni_Gomes,","
75428,diz,Letícia_Zioni_Gomes,","
75429,diz,Letícia_Zioni_Gomes,","
75430,diz,Letícia_Zioni_Gomes,","
75431,diz,Letícia_Zioni_Gomes,","
75432,diz,Letícia_Zioni_Gomes,","
75433,diz,Letícia_Zioni_Gomes,","
75434,diz,Letícia_Zioni_Gomes,","
75435,diz,Letícia_Zioni_Gomes,","
75436,diz,Letícia_Zioni_Gomes,","
75437,diz,Letícia_Zioni_Gomes,","
75438,diz,Letícia_Zioni_Gomes,","
75439,diz,Letícia_Zioni_Gomes,","
75440,diz,Letícia_Zioni_Gomes,","
75441,diz,Letícia_Zioni_Gomes,","
75442,diz,Letícia_Zioni_Gomes,","
75443,diz,Letícia_Zioni_Gomes,","
75444,diz,Letícia_Zioni_Gomes,","
75445,diz,Letícia_Zioni_Gomes,","
75446,cobrar,o,preciso
75447,cobrar,o,preciso
75448,cobrar,o,preciso
75449,cobrar,o,preciso
75450,cobrar,o,preciso
75451,cobrar,o,preciso
75452,cobrar,o,preciso
75453,cobrar,o,preciso
75454,cobrar,o,preciso
75455,cobrar,o,preciso
75456,cobrar,o,preciso
75457,cobrar,o,preciso
75458,cobrar,o,preciso
75459,cobrar,o,preciso
75460,cobrar,o,preciso
75461,cobrar,o,preciso
75462,cobrar,o,preciso
75463,funcionarem,»,coisas
75464,funcionarem,»,coisas
75465,funcionarem,»,coisas
75466,funcionarem,»,coisas
75467,funcionarem,»,coisas
75468,funcionarem,»,coisas
75469,funcionarem,»,coisas
75470,funcionarem,»,coisas
75471,funcionarem,»,coisas
75472,funcionarem,»,coisas
75473,funcionarem,»,coisas
75474,funcionarem,»,coisas
75475,funcionarem,»,coisas
75476,funcionarem,»,coisas
75477,funcionarem,»,coisas
75478,funcionarem,»,coisas
75479,funcionarem,»,coisas
75480,completa,Bruno_Fanizzi,","
75481,completa,Bruno_Fanizzi,","
75482,completa,Bruno_Fanizzi,","
75483,completa,Bruno_Fanizzi,","
75484,completa,Bruno_Fanizzi,","
75485,completa,Bruno_Fanizzi,","
75486,completa,Bruno_Fanizzi,","
75487,completa,Bruno_Fanizzi,","
75488,completa,Bruno_Fanizzi,","
75489,completa,Bruno_Fanizzi,","
75490,completa,Bruno_Fanizzi,","
75491,completa,Bruno_Fanizzi,","
75492,completa,Bruno_Fanizzi,","
75493,completa,Bruno_Fanizzi,","
75494,completa,Bruno_Fanizzi,","
75495,completa,Bruno_Fanizzi,","
75496,completa,Bruno_Fanizzi,","
75497,conta,que,Fanizzi
75498,conta,que,Fanizzi
75499,conta,que,Fanizzi
75500,conta,que,Fanizzi
75501,conta,que,Fanizzi
75502,conta,que,Fanizzi
75503,conta,que,Fanizzi
75504,conta,que,Fanizzi
75505,conta,que,Fanizzi
75506,conta,que,Fanizzi
75507,conta,que,Fanizzi
75508,conta,que,Fanizzi
75509,conta,que,Fanizzi
75510,conta,que,Fanizzi
75511,conta,que,Fanizzi
75512,conta,que,Fanizzi
75513,conta,que,Fanizzi
75514,conta,que,Fanizzi
75515,conta,que,Fanizzi
75516,conta,que,Fanizzi
75517,conta,que,Fanizzi
75518,conta,que,Fanizzi
75519,conta,que,Fanizzi
75520,conta,que,Fanizzi
75521,conta,que,Fanizzi
75522,conta,que,Fanizzi
75523,impõe,a,jamais
75524,impõe,a,jamais
75525,impõe,a,jamais
75526,impõe,a,jamais
75527,impõe,a,jamais
75528,impõe,a,jamais
75529,impõe,a,jamais
75530,impõe,a,jamais
75531,impõe,a,jamais
75532,impõe,a,jamais
75533,impõe,a,jamais
75534,impõe,a,jamais
75535,impõe,a,jamais
75536,impõe,a,jamais
75537,impõe,a,jamais
75538,levanta,a,Ele
75539,levanta,a,Ele
75540,levanta,a,Ele
75541,levanta,a,Ele
75542,levanta,a,Ele
75543,levanta,a,Ele
75544,levanta,a,Ele
75545,levanta,a,Ele
75546,levanta,a,Ele
75547,levanta,a,Ele
75548,levanta,a,Ele
75549,levanta,a,Ele
75550,levanta,a,Ele
75551,levanta,a,Ele
75552,levanta,a,Ele
75553,levanta,a,Ele
75554,levanta,a,Ele
75555,levanta,a,Ele
75556,diz,Manoela_Nicoletti,","
75557,diz,Manoela_Nicoletti,","
75558,diz,Manoela_Nicoletti,","
75559,diz,Manoela_Nicoletti,","
75560,diz,Manoela_Nicoletti,","
75561,diz,Manoela_Nicoletti,","
75562,diz,Manoela_Nicoletti,","
75563,diz,Manoela_Nicoletti,","
75564,diz,Manoela_Nicoletti,","
75565,diz,Manoela_Nicoletti,","
75566,diz,Manoela_Nicoletti,","
75567,diz,Manoela_Nicoletti,","
75568,diz,Manoela_Nicoletti,","
75569,diz,Manoela_Nicoletti,","
75570,diz,Manoela_Nicoletti,","
75571,diz,Manoela_Nicoletti,","
75572,diz,Manoela_Nicoletti,","
75573,diz,Manoela_Nicoletti,","
75574,suportariam,a,não
75575,suportariam,a,não
75576,suportariam,a,não
75577,suportariam,a,não
75578,suportariam,a,não
75579,suportariam,a,não
75580,suportariam,a,não
75581,suportariam,a,não
75582,suportariam,a,não
75583,suportariam,a,não
75584,suportariam,a,não
75585,suportariam,a,não
75586,suportariam,a,não
75587,suportariam,a,não
75588,suportariam,a,não
75589,suportariam,a,não
75590,suportariam,a,não
75591,suportariam,a,não
75592,suportariam,a,não
75593,suportariam,a,não
75594,suportariam,a,não
75595,suportariam,a,não
75596,suportariam,a,não
75597,suportariam,a,não
75598,suportariam,a,não
75599,suportariam,a,não
75600,suportariam,a,não
75601,suportariam,a,não
75602,suportariam,a,não
75603,suportariam,a,não
75604,suportariam,a,não
75605,suportariam,a,não
75606,suportariam,a,não
75607,suportariam,a,não
75608,discuto,temas,mas
75609,discuto,temas,mas
75610,discuto,temas,mas
75611,discuto,temas,mas
75612,discuto,temas,mas
75613,discuto,temas,mas
75614,discuto,temas,mas
75615,discuto,temas,mas
75616,discuto,temas,mas
75617,discuto,temas,mas
75618,discuto,temas,mas
75619,discuto,temas,mas
75620,discuto,temas,mas
75621,discuto,temas,mas
75622,discuto,temas,mas
75623,discuto,temas,mas
75624,discuto,temas,mas
75625,discuto,temas,mas
75626,discuto,temas,mas
75627,discuto,temas,mas
75628,discuto,temas,mas
75629,discuto,temas,mas
75630,discuto,temas,mas
75631,discuto,temas,mas
75632,discuto,temas,mas
75633,discuto,temas,mas
75634,discuto,temas,mas
75635,discuto,temas,mas
75636,discuto,temas,mas
75637,discuto,temas,mas
75638,discuto,temas,mas
75639,discuto,temas,mas
75640,discuto,temas,mas
75641,discuto,temas,mas
75642,diz,.,","
75643,diz,.,","
75644,diz,.,","
75645,diz,.,","
75646,diz,.,","
75647,diz,.,","
75648,diz,.,","
75649,diz,.,","
75650,diz,.,","
75651,diz,.,","
75652,diz,.,","
75653,diz,.,","
75654,diz,.,","
75655,diz,.,","
75656,diz,.,","
75657,diz,.,","
75658,diz,.,","
75659,diz,.,","
75660,diz,.,","
75661,diz,.,","
75662,diz,.,","
75663,diz,.,","
75664,diz,.,","
75665,diz,.,","
75666,diz,.,","
75667,diz,.,","
75668,diz,.,","
75669,diz,.,","
75670,diz,.,","
75671,diz,.,","
75672,diz,.,","
75673,diz,.,","
75674,diz,.,","
75675,diz,.,","
75676,estabelecerá,uma,Fifa
75677,estabelecerá,uma,Fifa
75678,estabelecerá,uma,Fifa
75679,estabelecerá,uma,Fifa
75680,estabelecerá,uma,Fifa
75681,estabelecerá,uma,Fifa
75682,estabelecerá,uma,Fifa
75683,estabelecerá,uma,Fifa
75684,estabelecerá,uma,Fifa
75685,estabelecerá,uma,Fifa
75686,estabelecerá,uma,Fifa
75687,estabelecerá,uma,Fifa
75688,estabelecerá,uma,Fifa
75689,estabelecerá,uma,Fifa
75690,estabelecerá,uma,Fifa
75691,estabelecerá,uma,Fifa
75692,estabelecerá,uma,Fifa
75693,estabelecerá,uma,Fifa
75694,estabelecerá,uma,Fifa
75695,estabelecerá,uma,Fifa
75696,estabelecerá,uma,Fifa
75697,estabelecerá,uma,Fifa
75698,estabelecerá,uma,Fifa
75699,estabelecerá,uma,Fifa
75700,estabelecerá,uma,Fifa
75701,estabelecerá,uma,Fifa
75702,estabelecerá,uma,Fifa
75703,estabelecerá,uma,Fifa
75704,estabelecerá,uma,Fifa
75705,estabelecerá,uma,Fifa
75706,estabelecerá,uma,Fifa
75707,estabelecerá,uma,Fifa
75708,estabelecerá,uma,Fifa
75709,estabelecerá,uma,Fifa
75710,estabelecerá,uma,Fifa
75711,estabelecerá,uma,Fifa
75712,estabelecerá,uma,Fifa
75713,estabelecerá,uma,Fifa
75714,estabelecerá,uma,Fifa
75715,estabelecerá,uma,Fifa
75716,estabelecerá,uma,Fifa
75717,estabelecerá,uma,Fifa
75718,consultem,a,delegações
75719,consultem,a,delegações
75720,consultem,a,delegações
75721,consultem,a,delegações
75722,consultem,a,delegações
75723,consultem,a,delegações
75724,consultem,a,delegações
75725,consultem,a,delegações
75726,consultem,a,delegações
75727,consultem,a,delegações
75728,consultem,a,delegações
75729,consultem,a,delegações
75730,consultem,a,delegações
75731,consultem,a,delegações
75732,consultem,a,delegações
75733,consultem,a,delegações
75734,consultem,a,delegações
75735,consultem,a,delegações
75736,consultem,a,delegações
75737,consultem,a,delegações
75738,consultem,a,delegações
75739,consultem,a,delegações
75740,consultem,a,delegações
75741,consultem,a,delegações
75742,consultem,a,delegações
75743,consultem,a,delegações
75744,consultem,a,delegações
75745,consultem,a,delegações
75746,consultem,a,delegações
75747,consultem,a,delegações
75748,consultem,a,delegações
75749,consultem,a,delegações
75750,consultem,a,delegações
75751,consultem,a,delegações
75752,consultem,a,delegações
75753,consultem,a,delegações
75754,consultem,a,delegações
75755,consultem,a,delegações
75756,consultem,a,delegações
75757,consultem,a,delegações
75758,consultem,a,delegações
75759,consultem,a,delegações
75760,fornecer,qualquer,de
75761,fornecer,qualquer,de
75762,fornecer,qualquer,de
75763,fornecer,qualquer,de
75764,fornecer,qualquer,de
75765,fornecer,qualquer,de
75766,fornecer,qualquer,de
75767,fornecer,qualquer,de
75768,fornecer,qualquer,de
75769,fornecer,qualquer,de
75770,fornecer,qualquer,de
75771,fornecer,qualquer,de
75772,fornecer,qualquer,de
75773,fornecer,qualquer,de
75774,fornecer,qualquer,de
75775,fornecer,qualquer,de
75776,fornecer,qualquer,de
75777,fornecer,qualquer,de
75778,fornecer,qualquer,de
75779,fornecer,qualquer,de
75780,fornecer,qualquer,de
75781,fornecer,qualquer,de
75782,fornecer,qualquer,de
75783,fornecer,qualquer,de
75784,fornecer,qualquer,de
75785,fornecer,qualquer,de
75786,fornecer,qualquer,de
75787,fornecer,qualquer,de
75788,fornecer,qualquer,de
75789,fornecer,qualquer,de
75790,fornecer,qualquer,de
75791,fornecer,qualquer,de
75792,fornecer,qualquer,de
75793,fornecer,qualquer,de
75794,fornecer,qualquer,de
75795,fornecer,qualquer,de
75796,fornecer,qualquer,de
75797,fornecer,qualquer,de
75798,fornecer,qualquer,de
75799,fornecer,qualquer,de
75800,fornecer,qualquer,de
75801,fornecer,qualquer,de
75802,feitas,por_escrito,serão
75803,feitas,por_escrito,serão
75804,feitas,por_escrito,serão
75805,feitas,por_escrito,serão
75806,feitas,por_escrito,serão
75807,feitas,por_escrito,serão
75808,feitas,por_escrito,serão
75809,feitas,por_escrito,serão
75810,feitas,por_escrito,serão
75811,evitar,contestação,para
75812,evitar,contestação,para
75813,evitar,contestação,para
75814,evitar,contestação,para
75815,evitar,contestação,para
75816,evitar,contestação,para
75817,evitar,contestação,para
75818,evitar,contestação,para
75819,evitar,contestação,para
75820,consolidou,ontem,João_Havelange
75821,consolidou,ontem,João_Havelange
75822,consolidou,ontem,João_Havelange
75823,consolidou,ontem,João_Havelange
75824,consolidou,ontem,João_Havelange
75825,consolidou,ontem,João_Havelange
75826,consolidou,ontem,João_Havelange
75827,consolidou,ontem,João_Havelange
75828,consolidou,ontem,João_Havelange
75829,consolidou,ontem,João_Havelange
75830,consolidou,ontem,João_Havelange
75831,consolidou,ontem,João_Havelange
75832,consolidou,ontem,João_Havelange
75833,consolidou,ontem,João_Havelange
75834,consolidou,ontem,João_Havelange
75835,consolidou,ontem,João_Havelange
75836,consolidou,ontem,João_Havelange
75837,consolidou,ontem,João_Havelange
75838,consolidou,ontem,João_Havelange
75839,consolidou,ontem,João_Havelange
75840,consolidou,ontem,João_Havelange
75841,consolidou,ontem,João_Havelange
75842,consolidou,ontem,João_Havelange
75843,negou,que,","
75844,negou,que,","
75845,negou,que,","
75846,negou,que,","
75847,negou,que,","
75848,negou,que,","
75849,negou,que,","
75850,negou,que,","
75851,negou,que,","
75852,negou,que,","
75853,negou,que,","
75854,negou,que,","
75855,negou,que,","
75856,negou,que,","
75857,negou,que,","
75858,negou,que,","
75859,negou,que,","
75860,negou,que,","
75861,negou,que,","
75862,apresentar,oposição,vá
75863,apresentar,oposição,vá
75864,apresentar,oposição,vá
75865,apresentar,oposição,vá
75866,apresentar,oposição,vá
75867,apresentar,oposição,vá
75868,apresentar,oposição,vá
75869,apresentar,oposição,vá
75870,apresentar,oposição,vá
75871,apresentar,oposição,vá
75872,apresentar,oposição,vá
75873,apresentar,oposição,vá
75874,apresentar,oposição,vá
75875,apresentar,oposição,vá
75876,apresentar,oposição,vá
75877,apresentar,oposição,vá
75878,apresentar,oposição,vá
75879,apresentar,oposição,vá
75880,apresentar,oposição,vá
75881,Deixamos,claro,«
75882,Deixamos,claro,«
75883,Deixamos,claro,«
75884,Deixamos,claro,«
75885,Deixamos,claro,«
75886,Deixamos,claro,«
75887,Deixamos,claro,«
75888,Deixamos,claro,«
75889,Deixamos,claro,«
75890,Deixamos,claro,«
75891,Deixamos,claro,«
75892,Deixamos,claro,«
75893,Deixamos,claro,«
75894,Deixamos,claro,«
75895,Deixamos,claro,«
75896,Deixamos,claro,«
75897,Deixamos,claro,«
75898,Deixamos,claro,«
75899,Deixamos,claro,«
75900,Deixamos,claro,«
75901,Deixamos,claro,«
75902,Deixamos,claro,«
75903,Deixamos,claro,«
75904,Deixamos,claro,«
75905,consideraria,a,só
75906,consideraria,a,só
75907,consideraria,a,só
75908,consideraria,a,só
75909,consideraria,a,só
75910,consideraria,a,só
75911,consideraria,a,só
75912,consideraria,a,só
75913,consideraria,a,só
75914,consideraria,a,só
75915,consideraria,a,só
75916,consideraria,a,só
75917,consideraria,a,só
75918,consideraria,a,só
75919,consideraria,a,só
75920,consideraria,a,só
75921,consideraria,a,só
75922,consideraria,a,só
75923,consideraria,a,só
75924,consideraria,a,só
75925,consideraria,a,só
75926,consideraria,a,só
75927,consideraria,a,só
75928,consideraria,a,só
75929,lançar,um,de
75930,lançar,um,de
75931,lançar,um,de
75932,lançar,um,de
75933,lançar,um,de
75934,lançar,um,de
75935,lançar,um,de
75936,lançar,um,de
75937,lançar,um,de
75938,lançar,um,de
75939,lançar,um,de
75940,lançar,um,de
75941,lançar,um,de
75942,lançar,um,de
75943,lançar,um,de
75944,lançar,um,de
75945,lançar,um,de
75946,lançar,um,de
75947,lançar,um,de
75948,lançar,um,de
75949,lançar,um,de
75950,lançar,um,de
75951,lançar,um,de
75952,lançar,um,de
75953,declinasse,de,ele
75954,declinasse,de,ele
75955,declinasse,de,ele
75956,declinasse,de,ele
75957,declinasse,de,ele
75958,declinasse,de,ele
75959,declinasse,de,ele
75960,declinasse,de,ele
75961,declinasse,de,ele
75962,declinasse,de,ele
75963,declinasse,de,ele
75964,declinasse,de,ele
75965,declinasse,de,ele
75966,declinasse,de,ele
75967,declinasse,de,ele
75968,declinasse,de,ele
75969,declinasse,de,ele
75970,declinasse,de,ele
75971,declinasse,de,ele
75972,declinasse,de,ele
75973,declinasse,de,ele
75974,declinasse,de,ele
75975,declinasse,de,ele
75976,declinasse,de,ele
75977,tem,uma,fonoaudiólogo
75978,tem,uma,fonoaudiólogo
75979,tem,uma,fonoaudiólogo
75980,tem,uma,fonoaudiólogo
75981,tem,uma,fonoaudiólogo
75982,tem,uma,fonoaudiólogo
75983,tem,uma,fonoaudiólogo
75984,tem,uma,fonoaudiólogo
75985,tem,uma,fonoaudiólogo
75986,tem,uma,fonoaudiólogo
75987,tem,uma,fonoaudiólogo
75988,tem,uma,fonoaudiólogo
75989,tem,uma,fonoaudiólogo
75990,tem,uma,fonoaudiólogo
75991,tem,uma,fonoaudiólogo
75992,estar,muito,apesar_de
75993,estar,muito,apesar_de
75994,estar,muito,apesar_de
75995,estar,muito,apesar_de
75996,estar,muito,apesar_de
75997,estar,muito,apesar_de
75998,estar,muito,apesar_de
75999,estar,muito,apesar_de
76000,estar,muito,apesar_de
76001,estar,muito,apesar_de
76002,estar,muito,apesar_de
76003,estar,muito,apesar_de
76004,estar,muito,apesar_de
76005,estar,muito,apesar_de
76006,estar,muito,apesar_de
76007,trabalhar,com,pode
76008,trabalhar,com,pode
76009,trabalhar,com,pode
76010,trabalhar,com,pode
76011,trabalhar,com,pode
76012,trabalhar,com,pode
76013,trabalhar,com,pode
76014,trabalhar,com,pode
76015,trabalhar,com,pode
76016,trabalhar,com,pode
76017,trabalhar,com,pode
76018,trabalhar,com,pode
76019,trabalhar,com,pode
76020,trabalhar,com,pode
76021,trabalhar,com,pode
76022,trabalhar,com,pode
76023,trabalhar,com,pode
76024,trabalhar,com,pode
76025,trabalhar,com,pode
76026,trabalhar,com,pode
76027,trabalhar,com,pode
76028,trabalhar,com,pode
76029,trabalhar,com,pode
76030,trabalhar,com,pode
76031,trabalhar,com,pode
76032,trabalhar,com,pode
76033,obteve,o,Barcelona
76034,obteve,o,Barcelona
76035,obteve,o,Barcelona
76036,obteve,o,Barcelona
76037,obteve,o,Barcelona
76038,obteve,o,Barcelona
76039,obteve,o,Barcelona
76040,obteve,o,Barcelona
76041,obteve,o,Barcelona
76042,obteve,o,Barcelona
76043,obteve,o,Barcelona
76044,obteve,o,Barcelona
76045,obteve,o,Barcelona
76046,obteve,o,Barcelona
76047,obteve,o,Barcelona
76048,obteve,o,Barcelona
76049,obteve,o,Barcelona
76050,obteve,o,Barcelona
76051,obteve,o,Barcelona
76052,obteve,o,Barcelona
76053,obteve,o,Barcelona
76054,obteve,o,Barcelona
76055,obteve,o,Barcelona
76056,Recebeu,13.576,
76057,Recebeu,13.576,
76058,Recebeu,13.576,
76059,Recebeu,13.576,
76060,Recebeu,13.576,
76061,Recebeu,13.576,
76062,Recebeu,13.576,
76063,Recebeu,13.576,
76064,Recebeu,13.576,
76065,Recebeu,13.576,
76066,Recebeu,13.576,
76067,Recebeu,13.576,
76068,anunciou,ontem,time
76069,anunciou,ontem,time
76070,anunciou,ontem,time
76071,anunciou,ontem,time
76072,anunciou,ontem,time
76073,anunciou,ontem,time
76074,anunciou,ontem,time
76075,anunciou,ontem,time
76076,anunciou,ontem,time
76077,anunciou,ontem,time
76078,anunciou,ontem,time
76079,aparecia,com,já
76080,aparecia,com,já
76081,aparecia,com,já
76082,aparecia,com,já
76083,aparecia,com,já
76084,aparecia,com,já
76085,aparecia,com,já
76086,aparecia,com,já
76087,aparecia,com,já
76088,aparecia,com,já
76089,aparecia,com,já
76090,aparecia,com,já
76091,aparecia,com,já
76092,aparecia,com,já
76093,aparecia,com,já
76094,aparecia,com,já
76095,aparecia,com,já
76096,aparecia,com,já
76097,aparecia,com,já
76098,aparecia,com,já
76099,aparecia,com,já
76100,aparecia,com,já
76101,aparecia,com,já
76102,aparecia,com,já
76103,aparecia,com,já
76104,aparecia,com,já
76105,passou,de,não
76106,passou,de,não
76107,passou,de,não
76108,passou,de,não
76109,passou,de,não
76110,passou,de,não
76111,passou,de,não
76112,passou,de,não
76113,passou,de,não
76114,passou,de,não
76115,passou,de,não
76116,passou,de,não
76117,passou,de,não
76118,passou,de,não
76119,passou,de,não
76120,passou,de,não
76121,passou,de,não
76122,passou,de,não
76123,passou,de,não
76124,venceu,o,e
76125,venceu,o,e
76126,venceu,o,e
76127,venceu,o,e
76128,venceu,o,e
76129,venceu,o,e
76130,venceu,o,e
76131,venceu,o,e
76132,venceu,o,e
76133,venceu,o,e
76134,venceu,o,e
76135,venceu,o,e
76136,venceu,o,e
76137,venceu,o,e
76138,venceu,o,e
76139,venceu,o,e
76140,venceu,o,e
76141,venceu,o,e
76142,venceu,o,e
76143,aparece,com,","
76144,aparece,com,","
76145,aparece,com,","
76146,aparece,com,","
76147,aparece,com,","
76148,aparece,com,","
76149,aparece,com,","
76150,aparece,com,","
76151,aparece,com,","
76152,aparece,com,","
76153,aparece,com,","
76154,aparece,com,","
76155,aparece,com,","
76156,aparece,com,","
76157,aparece,com,","
76158,aparece,com,","
76159,aparece,com,","
76160,aparece,com,","
76161,aparece,com,","
76162,aparece,com,","
76163,aparece,com,","
76164,aparece,com,","
76165,aparece,com,","
76166,aparece,com,","
76167,aparece,com,","
76168,aparece,com,","
76169,aparece,com,","
76170,aparece,com,","
76171,aparece,com,","
76172,aparece,com,","
76173,aparece,com,","
76174,aparece,com,","
76175,aparece,com,","
76176,aparece,com,","
76177,aparece,com,","
76178,disse,que,ACM
76179,disse,que,ACM
76180,disse,que,ACM
76181,disse,que,ACM
76182,disse,que,ACM
76183,disse,que,ACM
76184,disse,que,ACM
76185,disse,que,ACM
76186,disse,que,ACM
76187,disse,que,ACM
76188,disse,que,ACM
76189,disse,que,ACM
76190,disse,que,ACM
76191,disse,que,ACM
76192,disse,que,ACM
76193,disse,que,ACM
76194,disse,que,ACM
76195,disse,que,ACM
76196,disse,que,ACM
76197,disse,que,ACM
76198,disse,que,ACM
76199,disse,que,ACM
76200,disse,que,ACM
76201,entender,nada,conseguiu
76202,entender,nada,conseguiu
76203,entender,nada,conseguiu
76204,entender,nada,conseguiu
76205,entender,nada,conseguiu
76206,entender,nada,conseguiu
76207,entender,nada,conseguiu
76208,entender,nada,conseguiu
76209,entender,nada,conseguiu
76210,entender,nada,conseguiu
76211,entender,nada,conseguiu
76212,entender,nada,conseguiu
76213,entender,nada,conseguiu
76214,entender,nada,conseguiu
76215,entender,nada,conseguiu
76216,entender,nada,conseguiu
76217,entender,nada,conseguiu
76218,entender,nada,conseguiu
76219,entender,nada,conseguiu
76220,entender,nada,conseguiu
76221,entender,nada,conseguiu
76222,entender,nada,conseguiu
76223,entender,nada,conseguiu
76224,estou,igualzinho,Eu
76225,estou,igualzinho,Eu
76226,estou,igualzinho,Eu
76227,estou,igualzinho,Eu
76228,estou,igualzinho,Eu
76229,estou,igualzinho,Eu
76230,estou,igualzinho,Eu
76231,estou,igualzinho,Eu
76232,estou,igualzinho,Eu
76233,estou,igualzinho,Eu
76234,estou,igualzinho,Eu
76235,estou,igualzinho,Eu
76236,estou,igualzinho,Eu
76237,estou,igualzinho,Eu
76238,estou,igualzinho,Eu
76239,estou,igualzinho,Eu
76240,estou,igualzinho,Eu
76241,estou,igualzinho,Eu
76242,estou,igualzinho,Eu
76243,estou,igualzinho,Eu
76244,estou,igualzinho,Eu
76245,estou,igualzinho,Eu
76246,estou,igualzinho,Eu
76247,estou,igualzinho,Eu
76248,estou,igualzinho,Eu
76249,estou,igualzinho,Eu
76250,estou,igualzinho,Eu
76251,estou,igualzinho,Eu
76252,estou,igualzinho,Eu
76253,estou,igualzinho,Eu
76254,estou,igualzinho,Eu
76255,sabem,coisa,não
76256,sabem,coisa,não
76257,sabem,coisa,não
76258,sabem,coisa,não
76259,sabem,coisa,não
76260,sabem,coisa,não
76261,sabem,coisa,não
76262,sabem,coisa,não
76263,sabem,coisa,não
76264,sabem,coisa,não
76265,sabem,coisa,não
76266,sabem,coisa,não
76267,sabem,coisa,não
76268,sabem,coisa,não
76269,sabem,coisa,não
76270,sabem,coisa,não
76271,sabem,coisa,não
76272,sabem,coisa,não
76273,sabem,coisa,não
76274,sabem,coisa,não
76275,sabem,coisa,não
76276,sabem,coisa,não
76277,sabem,coisa,não
76278,sabem,coisa,não
76279,sabem,coisa,não
76280,sabem,coisa,não
76281,sabem,coisa,não
76282,sabem,coisa,não
76283,sabem,coisa,não
76284,sabem,coisa,não
76285,sabem,coisa,não
76286,disser,que,quem
76287,disser,que,quem
76288,disser,que,quem
76289,disser,que,quem
76290,disser,que,quem
76291,disser,que,quem
76292,disser,que,quem
76293,disser,que,quem
76294,disser,que,quem
76295,disser,que,quem
76296,disser,que,quem
76297,disser,que,quem
