INDEX,ID,S,P,P_S,FORM,LEMMA,GPOS,MORF,DTREE,FUNC,CTREE,PRED,ARG,CTX_P+1,CTX_P+2,CTX_P+3,CTX_P-1,CTX_P-2,CTX_P-3,M_R,PRED_1,T
129084,24,3003,5325,1,.,-,PU,-,2,PU,*),-,*,por,Bruce_Willis,há,ser,-,principal,1,substituir,*
129085,1,3003,5326,2,Arnold_Schwarzenegger,Arnold_Schwarzenegger,PROP,M|S,2,SUBJ,(CU(FCL(NP*),-,*,de,o,papel,nunca,projeto,o,0,sair,*
129086,2,3003,5326,2,deu,dar,V-FIN,PS|3S|IND,0,STA,(CU(X(VP*),-,*,de,o,papel,nunca,projeto,o,0,sair,*
129087,3,3003,5326,2,entrevistas,entrevista,N,F|P,2,ACC,(NP*),-,*,de,o,papel,nunca,projeto,o,0,sair,*
129088,4,3003,5326,2,como,como,ADV,-,2,ADVL,(ACL*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129089,5,3003,5326,2,ator,ator,N,M|S,4,SC,(NP*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129090,6,3003,5326,2,principal,principal,ADJ,M|S,5,N<,(ADJP*)))),-,*,de,o,papel,nunca,projeto,o,0,sair,*
129091,7,3003,5326,2,",",-,PU,-,2,PU,*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129092,8,3003,5326,2,foi,ser,V-FIN,PS|3S|IND,2,CJT,(X(VP*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129093,9,3003,5326,2,substituído,substituir,V-PCP,M|S,8,MV,*),-,*,de,o,papel,nunca,projeto,o,0,sair,*
129094,10,3003,5326,2,por,por,PRP,-,9,PIV,(PP*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129095,11,3003,5326,2,Bruce_Willis,Bruce_Willis,PROP,M|S,10,P<,(NP*)),-,*,de,o,papel,nunca,projeto,o,0,sair,*
129096,12,3003,5326,2,há,há,PRP,-,9,ADVL,(PP*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129097,13,3003,5326,2,dois,dois,NUM,M|P,14,>N,(NP*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129098,14,3003,5326,2,anos,ano,N,M|P,12,P<,*))))),-,*,de,o,papel,nunca,projeto,o,0,sair,*
129099,15,3003,5326,2,",",-,PU,-,2,PU,*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129100,16,3003,5326,2,mas,mas,CONJ-C,-,2,CO,*,-,*,de,o,papel,nunca,projeto,o,0,sair,*
129101,17,3003,5326,2,o,o,ART,M|S,18,>N,(FCL(NP*,-,(A0*,de,o,papel,nunca,projeto,o,0,sair,A0
129102,18,3003,5326,2,projeto,projeto,N,M|S,20,SUBJ,*),-,*),de,o,papel,nunca,projeto,o,0,sair,A0
129103,19,3003,5326,2,nunca,nunca,ADV,-,20,ADVL,(ADVP*),-,(AM-TMP*),de,o,papel,nunca,projeto,o,0,sair,AM-TMP
129104,20,3003,5326,2,saiu,sair,V-FIN,PS|3S|IND,2,CJT,(VP*),sair,(V*),de,o,papel,nunca,projeto,o,1,sair,V
129105,21,3003,5326,2,de,de,PRP,-,20,PIV,(PP*,-,(A1*,de,o,papel,nunca,projeto,o,1,sair,A1
129106,22,3003,5326,2,o,o,ART,M|S,23,>N,(NP*,-,*,de,o,papel,nunca,projeto,o,1,sair,A1
129107,23,3003,5326,2,papel,papel,N,M|S,21,P<,*))),-,*),de,o,papel,nunca,projeto,o,1,sair,A1
129108,24,3003,5326,2,.,-,PU,-,2,PU,*),-,*,de,o,papel,nunca,projeto,o,1,sair,*
129109,1,3004,5327,0,Em,em,PRP,-,9,ADVL,(FCL(PP*,-,(AM-LOC*,em,lado,opor,Nilo,e,Alencar,0,estar,AM-LOC
129110,2,3004,5327,0,a,o,ART,F|S,3,>N,(NP*,-,*,em,lado,opor,Nilo,e,Alencar,0,estar,AM-LOC
129111,3,3004,5327,0,campanha,campanha,N,F|S,1,P<,*,-,*,em,lado,opor,Nilo,e,Alencar,0,estar,AM-LOC
129112,4,3004,5327,0,eleitoral,eleitoral,ADJ,F|S,3,N<,(ADJP*))),-,*),em,lado,opor,Nilo,e,Alencar,0,estar,AM-LOC
129113,5,3004,5327,0,",",-,PU,-,9,PU,*,-,*,em,lado,opor,Nilo,e,Alencar,0,estar,*
129114,6,3004,5327,0,Alencar,Alencar,PROP,M|S,9,SUBJ,(CU(NP*),-,(A1*,em,lado,opor,Nilo,e,Alencar,0,estar,A1
129115,7,3004,5327,0,e,e,CONJ-C,-,6,CO,*,-,*,em,lado,opor,Nilo,e,Alencar,0,estar,A1
129116,8,3004,5327,0,Nilo,Nilo,PROP,M|S,6,CJT,(NP*)),-,*),em,lado,opor,Nilo,e,Alencar,0,estar,A1
129117,9,3004,5327,0,estiveram,estar,V-FIN,PS/MQP|3P|IND,0,STA,(VP*),estar,(V*),em,lado,opor,Nilo,e,Alencar,1,estar,V
129118,10,3004,5327,0,em,em,PRP,-,9,SA,(PP*,-,(A2*,em,lado,opor,Nilo,e,Alencar,1,estar,A2
129119,11,3004,5327,0,lados,lado,N,M|P,10,P<,(NP*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,A2
129120,12,3004,5327,0,opostos,opor,V-PCP,M|P,11,N<,*)),-,*),em,lado,opor,Nilo,e,Alencar,1,estar,A2
129121,13,3004,5327,0,quanto_a,quanto_a,PRP,-,9,ADVL,(PP*,-,(C-A2*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129122,14,3004,5327,0,a,o,ART,F|S,15,>N,(NP*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129123,15,3004,5327,0,ação,ação,N,F|S,13,P<,*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129124,16,3004,5327,0,de,de,PRP,-,15,N<,(PP*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129125,17,3004,5327,0,as,o,ART,F|P,18,>N,(NP*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129126,18,3004,5327,0,Forças_Armadas,Forças_Armadas,PROP,F|P,16,P<,*))),-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129127,19,3004,5327,0,em,em,PRP,-,9,ADVL,*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129128,20,3004,5327,0,o,o,ART,M|S,21,>N,(NP*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129129,21,3004,5327,0,combate,combate,N,M|S,19,P<,*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129130,22,3004,5327,0,a,a,PRP,-,21,N<,(PP*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129131,23,3004,5327,0,o,o,ART,M|S,24,>N,(NP*,-,*,em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129132,24,3004,5327,0,crime,crime,N,M|S,22,P<,*)))),-,*),em,lado,opor,Nilo,e,Alencar,1,estar,C-A2
129133,25,3004,5327,0,.,-,PU,-,9,PU,*),-,*,em,lado,opor,Nilo,e,Alencar,1,estar,*
129134,1,3005,5328,0,Alencar,Alencar,PROP,M|S,2,SUBJ,(FCL(NP*),-,(A0*),o,adoção,de,Alencar,-,-,0,defender,A0
129135,2,3005,5328,0,defendeu,defender,V-FIN,PS|3S|IND,0,STA,(VP*),defender,(V*),o,adoção,de,Alencar,-,-,1,defender,V
129136,3,3005,5328,0,a,o,ART,F|S,4,>N,(NP*,-,(A1*,o,adoção,de,Alencar,-,-,1,defender,A1
129137,4,3005,5328,0,adoção,adoção,N,F|S,2,ACC,*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129138,5,3005,5328,0,de,de,PRP,-,4,N<ARGO,(PP*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129139,6,3005,5328,0,o,o,ART,M|S,7,>N,(NP*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129140,7,3005,5328,0,estado,estado,N,M|S,5,P<,*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129141,8,3005,5328,0,de,de,PRP,-,7,N<,(PP*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129142,9,3005,5328,0,defesa,defesa,N,F|S,8,P<,(NP*)),-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129143,10,3005,5328,0,",",-,PU,-,7,PU,*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129144,11,3005,5328,0,que,que,PRON-INDP,M|S,12,SUBJ,(FCL(NP*),-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129145,12,3005,5328,0,prevê,prever,V-FIN,PR|3S|IND,7,N<PRED,(VP*),-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129146,13,3005,5328,0,a,o,ART,F|S,14,>N,(NP*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129147,14,3005,5328,0,suspensão,suspensão,N,F|S,12,ACC,*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129148,15,3005,5328,0,de,de,PRP,-,14,N<ARGO,(PP*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129149,16,3005,5328,0,garantias,garantia,N,F|P,15,P<,(NP*,-,*,o,adoção,de,Alencar,-,-,1,defender,A1
129150,17,3005,5328,0,individuais,individual,ADJ,F|P,16,N<,(ADJP*)))))))),-,*),o,adoção,de,Alencar,-,-,1,defender,A1
129151,18,3005,5328,0,.,-,PU,-,2,PU,*),-,*,o,adoção,de,Alencar,-,-,1,defender,*
129152,1,3005,5329,1,Alencar,Alencar,PROP,M|S,2,SUBJ,(FCL(NP*),-,*,o,suspensão,de,que,-,defesa,0,prever,*
129153,2,3005,5329,1,defendeu,defender,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,o,suspensão,de,que,-,defesa,0,prever,*
129154,3,3005,5329,1,a,o,ART,F|S,4,>N,(NP*,-,*,o,suspensão,de,que,-,defesa,0,prever,*
129155,4,3005,5329,1,adoção,adoção,N,F|S,2,ACC,*,-,*,o,suspensão,de,que,-,defesa,0,prever,*
129156,5,3005,5329,1,de,de,PRP,-,4,N<ARGO,(PP*,-,*,o,suspensão,de,que,-,defesa,0,prever,*
129157,6,3005,5329,1,o,o,ART,M|S,7,>N,(NP*,-,*,o,suspensão,de,que,-,defesa,0,prever,*
129158,7,3005,5329,1,estado,estado,N,M|S,5,P<,*,-,*,o,suspensão,de,que,-,defesa,0,prever,*
129159,8,3005,5329,1,de,de,PRP,-,7,N<,(PP*,-,*,o,suspensão,de,que,-,defesa,0,prever,*
129160,9,3005,5329,1,defesa,defesa,N,F|S,8,P<,(NP*)),-,*,o,suspensão,de,que,-,defesa,0,prever,*
129161,10,3005,5329,1,",",-,PU,-,7,PU,*,-,*,o,suspensão,de,que,-,defesa,0,prever,*
129162,11,3005,5329,1,que,que,PRON-INDP,M|S,12,SUBJ,(FCL(NP*),-,(A0*),o,suspensão,de,que,-,defesa,0,prever,A0
129163,12,3005,5329,1,prevê,prever,V-FIN,PR|3S|IND,7,N<PRED,(VP*),prever,(V*),o,suspensão,de,que,-,defesa,1,prever,V
129164,13,3005,5329,1,a,o,ART,F|S,14,>N,(NP*,-,(A1*,o,suspensão,de,que,-,defesa,1,prever,A1
129165,14,3005,5329,1,suspensão,suspensão,N,F|S,12,ACC,*,-,*,o,suspensão,de,que,-,defesa,1,prever,A1
129166,15,3005,5329,1,de,de,PRP,-,14,N<ARGO,(PP*,-,*,o,suspensão,de,que,-,defesa,1,prever,A1
129167,16,3005,5329,1,garantias,garantia,N,F|P,15,P<,(NP*,-,*,o,suspensão,de,que,-,defesa,1,prever,A1
129168,17,3005,5329,1,individuais,individual,ADJ,F|P,16,N<,(ADJP*)))))))),-,*),o,suspensão,de,que,-,defesa,1,prever,A1
129169,18,3005,5329,1,.,-,PU,-,2,PU,*),-,*,o,suspensão,de,que,-,defesa,1,prever,*
129170,1,3006,5330,0,Trata-,tratar,V-FIN,PR|3S|IND,0,STA,(FCL(VP*),tratar,(V*),se,-,segundo,-,-,-,1,tratar,V
129171,2,3006,5330,0,se,se,PRON-PERS,M/F|3S/P|ACC,1,SUBJ,(NP*),-,(A0*),se,-,segundo,-,-,-,1,tratar,A0
129172,3,3006,5330,0,",",-,PU,-,1,PU,*,-,*,se,-,segundo,-,-,-,1,tratar,*
129173,4,3006,5330,0,segundo,segundo,PRP,-,1,ADVL,(PP*,-,(AM-DIS*,se,-,segundo,-,-,-,1,tratar,AM-DIS
129174,5,3006,5330,0,ele,ele,PRON-PERS,M|3S|NOM/PIV,4,P<,(NP*)),-,*),se,-,segundo,-,-,-,1,tratar,AM-DIS
129175,6,3006,5330,0,",",-,PU,-,1,PU,*,-,*,se,-,segundo,-,-,-,1,tratar,*
129176,7,3006,5330,0,de,de,PRP,-,1,PIV,(PP*,-,(A1*,se,-,segundo,-,-,-,1,tratar,A1
129177,8,3006,5330,0,um,um,ART,M|S,10,>N,(NP*,-,*,se,-,segundo,-,-,-,1,tratar,A1
129178,9,3006,5330,0,«,-,PU,-,10,PU,*,-,*,se,-,segundo,-,-,-,1,tratar,A1
129179,10,3006,5330,0,instrumento,instrumento,N,M|S,7,P<,*,-,*,se,-,segundo,-,-,-,1,tratar,A1
129180,11,3006,5330,0,de,de,PRP,-,10,N<,(PP*,-,*,se,-,segundo,-,-,-,1,tratar,A1
129181,12,3006,5330,0,defesa,defesa,N,F|S,11,P<,(NP*,-,*,se,-,segundo,-,-,-,1,tratar,A1
129182,13,3006,5330,0,de,de,PRP,-,12,N<,(PP*,-,*,se,-,segundo,-,-,-,1,tratar,A1
129183,14,3006,5330,0,a,o,ART,F|S,15,>N,(NP*,-,*,se,-,segundo,-,-,-,1,tratar,A1
129184,15,3006,5330,0,democracia,democracia,N,F|S,13,P<,*)))),-,*,se,-,segundo,-,-,-,1,tratar,A1
129185,16,3006,5330,0,»,-,PU,-,10,PU,*)),-,*),se,-,segundo,-,-,-,1,tratar,A1
129186,17,3006,5330,0,.,-,PU,-,1,PU,*),-,*,se,-,segundo,-,-,-,1,tratar,*
129187,1,3007,5331,0,Ao_contrário,ao_contrário,ADV,-,12,ADVL,(FCL(ADVP*),-,(AM-DIS*),de,ajudar,o,todo,-,gravidade,0,gostar,AM-DIS
129188,2,3007,5331,0,",",-,PU,-,12,PU,*,-,*,de,ajudar,o,todo,-,gravidade,0,gostar,*
129189,3,3007,5331,0,em,em,PRP,-,12,ADVL,(PP*,-,(AM-LOC*,de,ajudar,o,todo,-,gravidade,0,gostar,AM-LOC
129190,4,3007,5331,0,esta,este,PRON-DET,F|S,5,>N,(NP*,-,*,de,ajudar,o,todo,-,gravidade,0,gostar,AM-LOC
129191,5,3007,5331,0,situação,situação,N,F|S,3,P<,*,-,*,de,ajudar,o,todo,-,gravidade,0,gostar,AM-LOC
129192,6,3007,5331,0,econômica,econômico,ADJ,F|S,5,N<,(ADJP*),-,*,de,ajudar,o,todo,-,gravidade,0,gostar,AM-LOC
129193,7,3007,5331,0,de,de,PRP,-,5,N<,(PP*,-,*,de,ajudar,o,todo,-,gravidade,0,gostar,AM-LOC
129194,8,3007,5331,0,extrema,extremo,ADJ,F|S,9,>N,(NP*,-,*,de,ajudar,o,todo,-,gravidade,0,gostar,AM-LOC
129195,9,3007,5331,0,gravidade,gravidade,N,F|S,7,P<,*)))),-,*),de,ajudar,o,todo,-,gravidade,0,gostar,AM-LOC
129196,10,3007,5331,0,",",-,PU,-,12,PU,*,-,*,de,ajudar,o,todo,-,gravidade,0,gostar,*
129197,11,3007,5331,0,todos,todo,PRON-DET,M|P,12,SUBJ,(NP*),-,(A0*),de,ajudar,o,todo,-,gravidade,0,gostar,A0
129198,12,3007,5331,0,gostariam,gostar,V-FIN,COND|3P,0,STA,(VP*),gostar,(V*),de,ajudar,o,todo,-,gravidade,1,gostar,V
129199,13,3007,5331,0,de,de,PRP,-,12,PIV,(PP*,-,(A1*,de,ajudar,o,todo,-,gravidade,1,gostar,A1
129200,14,3007,5331,0,ajudar,ajudar,V-INF,-,13,P<,(ICL(VP*),-,*,de,ajudar,o,todo,-,gravidade,1,gostar,A1
129201,15,3007,5331,0,o,o,ART,M|S,16,>N,(NP*,-,*,de,ajudar,o,todo,-,gravidade,1,gostar,A1
129202,16,3007,5331,0,país,país,N,M|S,14,ACC,*))),-,*),de,ajudar,o,todo,-,gravidade,1,gostar,A1
129203,17,3007,5331,0,.,-,PU,-,12,PU,*),-,*,de,ajudar,o,todo,-,gravidade,1,gostar,*
129204,1,3007,5332,1,Ao_contrário,ao_contrário,ADV,-,12,ADVL,(FCL(ADVP*),-,(AM-DIS*),o,país,-,de,gostar,todo,0,ajudar,AM-DIS
129205,2,3007,5332,1,",",-,PU,-,12,PU,*,-,*,o,país,-,de,gostar,todo,0,ajudar,*
129206,3,3007,5332,1,em,em,PRP,-,12,ADVL,(PP*,-,(A1*,o,país,-,de,gostar,todo,0,ajudar,A1
129207,4,3007,5332,1,esta,este,PRON-DET,F|S,5,>N,(NP*,-,*,o,país,-,de,gostar,todo,0,ajudar,A1
129208,5,3007,5332,1,situação,situação,N,F|S,3,P<,*,-,*,o,país,-,de,gostar,todo,0,ajudar,A1
129209,6,3007,5332,1,econômica,econômico,ADJ,F|S,5,N<,(ADJP*),-,*,o,país,-,de,gostar,todo,0,ajudar,A1
129210,7,3007,5332,1,de,de,PRP,-,5,N<,(PP*,-,*,o,país,-,de,gostar,todo,0,ajudar,A1
129211,8,3007,5332,1,extrema,extremo,ADJ,F|S,9,>N,(NP*,-,*,o,país,-,de,gostar,todo,0,ajudar,A1
129212,9,3007,5332,1,gravidade,gravidade,N,F|S,7,P<,*)))),-,*),o,país,-,de,gostar,todo,0,ajudar,A1
129213,10,3007,5332,1,",",-,PU,-,12,PU,*,-,*,o,país,-,de,gostar,todo,0,ajudar,*
129214,11,3007,5332,1,todos,todo,PRON-DET,M|P,12,SUBJ,(NP*),-,(A0*),o,país,-,de,gostar,todo,0,ajudar,A0
129215,12,3007,5332,1,gostariam,gostar,V-FIN,COND|3P,0,STA,(VP*),-,*,o,país,-,de,gostar,todo,0,ajudar,*
129216,13,3007,5332,1,de,de,PRP,-,12,PIV,(PP*,-,*,o,país,-,de,gostar,todo,0,ajudar,*
129217,14,3007,5332,1,ajudar,ajudar,V-INF,-,13,P<,(ICL(VP*),ajudar,(V*),o,país,-,de,gostar,todo,1,ajudar,V
129218,15,3007,5332,1,o,o,ART,M|S,16,>N,(NP*,-,(A2*,o,país,-,de,gostar,todo,1,ajudar,A2
129219,16,3007,5332,1,país,país,N,M|S,14,ACC,*))),-,*),o,país,-,de,gostar,todo,1,ajudar,A2
129220,17,3007,5332,1,.,-,PU,-,12,PU,*),-,*,o,país,-,de,gostar,todo,1,ajudar,*
129221,1,3008,5333,0,Para,para,PRP,-,6,ADVL,(FCL(PP*,-,*,necessário,que,o,-,porém,-,0,ser,*
129222,2,3008,5333,0,isso,isso,PRON-INDP,M|S,1,P<,(NP*)),-,*,necessário,que,o,-,porém,-,0,ser,*
129223,3,3008,5333,0,",",-,PU,-,6,PU,*,-,*,necessário,que,o,-,porém,-,0,ser,*
129224,4,3008,5333,0,porém,porém,ADV,-,6,ADVL,(ADVP*),-,*,necessário,que,o,-,porém,-,0,ser,*
129225,5,3008,5333,0,",",-,PU,-,6,PU,*,-,*,necessário,que,o,-,porém,-,0,ser,*
129226,6,3008,5333,0,é,ser,V-FIN,PR|3S|IND,0,STA,(VP*),ser,(V*),necessário,que,o,-,porém,-,1,ser,V
129227,7,3008,5333,0,necessário,necessário,ADJ,M|S,6,SC,(ADJP*),-,(A2*),necessário,que,o,-,porém,-,1,ser,A2
129228,8,3008,5333,0,que,que,CONJ-S,-,12,SUB,(CU(FCL*,-,(A1*,necessário,que,o,-,porém,-,1,ser,A1
129229,9,3008,5333,0,o,o,ART,M|S,11,>N,(NP*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129230,10,3008,5333,0,nosso,nosso,PRON-DET,M|S,11,>N,*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129231,11,3008,5333,0,Banco_Central,Banco_Central,PROP,M|S,12,SUBJ,*),-,*,necessário,que,o,-,porém,-,1,ser,A1
129232,12,3008,5333,0,busque,buscar,V-FIN,PR|3S|SUBJ,6,SUBJ,(VP*),-,*,necessário,que,o,-,porém,-,1,ser,A1
129233,13,3008,5333,0,não,não,ADV,-,16,>N,(NP*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129234,14,3008,5333,0,a,o,ART,F|S,16,>N,*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129235,15,3008,5333,0,«,-,PU,-,16,PU,*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129236,16,3008,5333,0,independência,independência,N,F|S,12,ACC,*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129237,17,3008,5333,0,»,-,PU,-,16,PU,*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129238,18,3008,5333,0,de,de,PRP,-,16,N<,(PP*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129239,19,3008,5333,0,o,o,ART,M|S,20,>N,(NP*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129240,20,3008,5333,0,Tesouro,tesouro,N,M|S,18,P<,*)),-,*,necessário,que,o,-,porém,-,1,ser,A1
129241,21,3008,5333,0,",",-,PU,-,16,PU,*,-,*,necessário,que,o,-,porém,-,1,ser,A1
129242,22,3008,5333,0,que,que,PRON-INDP,M|S,23,SUBJ,(FCL(NP*),-,*,necessário,que,o,-,porém,-,1,ser,A1
129243,23,3008,5333,0,é,ser,V-FIN,PR|3S|IND,16,N<PRED,(VP*),-,*,necessário,que,o,-,porém,-,1,ser,A1
129244,24,3008,5333,0,impossível,impossível,ADJ,M|S,23,SC,(ADJP*)),-,*,necessário,que,o,-,porém,-,1,ser,A1
129245,25,3008,5333,0,",",-,PU,-,16,PU,*)),-,*),necessário,que,o,-,porém,-,1,ser,A1
129246,26,3008,5333,0,mas,mas,CONJ-C,-,12,CO,*,-,*,necessário,que,o,-,porém,-,1,ser,*
129247,27,3008,5333,0,que,que,CONJ-S,-,28,SUB,(FCL*,-,*,necessário,que,o,-,porém,-,1,ser,*
129248,28,3008,5333,0,deixe,deixar,V-FIN,PR|3S|SUBJ,12,CJT,(VP*,-,*,necessário,que,o,-,porém,-,1,ser,*
129249,29,3008,5333,0,de,de,PRP,-,28,PRT-AUX,*,-,*,necessário,que,o,-,porém,-,1,ser,*
129250,30,3008,5333,0,«,-,PU,-,28,PU,*,-,*,necessário,que,o,-,porém,-,1,ser,*
129251,31,3008,5333,0,quebrar-,quebrar,V-INF,-,28,MV,*),-,*,necessário,que,o,-,porém,-,1,ser,*
129252,32,3008,5333,0,lo,ele,PRON-PERS,M|3S|ACC,31,ACC,(NP*),-,*,necessário,que,o,-,porém,-,1,ser,*
129253,33,3008,5333,0,»,-,PU,-,28,PU,*,-,*,necessário,que,o,-,porém,-,1,ser,*
129254,34,3008,5333,0,com,com,PRP,-,31,ADVL,(PP*,-,*,necessário,que,o,-,porém,-,1,ser,*
129255,35,3008,5333,0,a,o,ART,F|S,37,>N,(NP*,-,*,necessário,que,o,-,porém,-,1,ser,*
129256,36,3008,5333,0,sua,seu,PRON-DET,F|S,37,>N,*,-,*,necessário,que,o,-,porém,-,1,ser,*
129257,37,3008,5333,0,política,política,N,F|S,34,P<,*,-,*,necessário,que,o,-,porém,-,1,ser,*
129258,38,3008,5333,0,agressiva,agressivo,ADJ,F|S,37,N<,(ADJP*),-,*,necessário,que,o,-,porém,-,1,ser,*
129259,39,3008,5333,0,de,de,PRP,-,37,N<,(PP*,-,*,necessário,que,o,-,porém,-,1,ser,*
129260,40,3008,5333,0,juros,juro,N,M|P,39,P<,(NP*)))))),-,*,necessário,que,o,-,porém,-,1,ser,*
129261,41,3008,5333,0,.,-,PU,-,6,PU,*),-,*,necessário,que,o,-,porém,-,1,ser,*
129262,1,3008,5334,1,Para,para,PRP,-,6,ADVL,(FCL(PP*,-,*,não,o,-,Banco_Central,nosso,o,0,buscar,*
129263,2,3008,5334,1,isso,isso,PRON-INDP,M|S,1,P<,(NP*)),-,*,não,o,-,Banco_Central,nosso,o,0,buscar,*
129264,3,3008,5334,1,",",-,PU,-,6,PU,*,-,*,não,o,-,Banco_Central,nosso,o,0,buscar,*
129265,4,3008,5334,1,porém,porém,ADV,-,6,ADVL,(ADVP*),-,*,não,o,-,Banco_Central,nosso,o,0,buscar,*
129266,5,3008,5334,1,",",-,PU,-,6,PU,*,-,*,não,o,-,Banco_Central,nosso,o,0,buscar,*
129267,6,3008,5334,1,é,ser,V-FIN,PR|3S|IND,0,STA,(VP*),-,*,não,o,-,Banco_Central,nosso,o,0,buscar,*
129268,7,3008,5334,1,necessário,necessário,ADJ,M|S,6,SC,(ADJP*),-,*,não,o,-,Banco_Central,nosso,o,0,buscar,*
129269,8,3008,5334,1,que,que,CONJ-S,-,12,SUB,(CU(FCL*,-,*,não,o,-,Banco_Central,nosso,o,0,buscar,*
129270,9,3008,5334,1,o,o,ART,M|S,11,>N,(NP*,-,(A0*,não,o,-,Banco_Central,nosso,o,0,buscar,A0
129271,10,3008,5334,1,nosso,nosso,PRON-DET,M|S,11,>N,*,-,*,não,o,-,Banco_Central,nosso,o,0,buscar,A0
129272,11,3008,5334,1,Banco_Central,Banco_Central,PROP,M|S,12,SUBJ,*),-,*),não,o,-,Banco_Central,nosso,o,0,buscar,A0
129273,12,3008,5334,1,busque,buscar,V-FIN,PR|3S|SUBJ,6,SUBJ,(VP*),buscar,(V*),não,o,-,Banco_Central,nosso,o,1,buscar,V
129274,13,3008,5334,1,não,não,ADV,-,16,>N,(NP*,-,(A1*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129275,14,3008,5334,1,a,o,ART,F|S,16,>N,*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129276,15,3008,5334,1,«,-,PU,-,16,PU,*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129277,16,3008,5334,1,independência,independência,N,F|S,12,ACC,*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129278,17,3008,5334,1,»,-,PU,-,16,PU,*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129279,18,3008,5334,1,de,de,PRP,-,16,N<,(PP*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129280,19,3008,5334,1,o,o,ART,M|S,20,>N,(NP*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129281,20,3008,5334,1,Tesouro,tesouro,N,M|S,18,P<,*)),-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129282,21,3008,5334,1,",",-,PU,-,16,PU,*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129283,22,3008,5334,1,que,que,PRON-INDP,M|S,23,SUBJ,(FCL(NP*),-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129284,23,3008,5334,1,é,ser,V-FIN,PR|3S|IND,16,N<PRED,(VP*),-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129285,24,3008,5334,1,impossível,impossível,ADJ,M|S,23,SC,(ADJP*)),-,*,não,o,-,Banco_Central,nosso,o,1,buscar,A1
129286,25,3008,5334,1,",",-,PU,-,16,PU,*)),-,*),não,o,-,Banco_Central,nosso,o,1,buscar,A1
129287,26,3008,5334,1,mas,mas,CONJ-C,-,12,CO,*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,*
129288,27,3008,5334,1,que,que,CONJ-S,-,28,SUB,(FCL*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,*
129289,28,3008,5334,1,deixe,deixar,V-FIN,PR|3S|SUBJ,12,CJT,(VP*,-,*,não,o,-,Banco_Central,nosso,o,1,buscar,*
