INDEX,ID,S,P,P_S,FORM,LEMMA,GPOS,MORF,DTREE,FUNC,CTREE,PRED,ARG,CTX_P+1,CTX_P+2,CTX_P+3,CTX_P-1,CTX_P-2,CTX_P-3,M_R,PRED_1,T
139554,8,3288,5829,1,Fernando_Belo,Fernando_Belo,PROP,M|S,7,N<,(NP*)),-,*,um,oportunidade,para,encontro,o,que,0,ser,*
139555,9,3288,5829,1,",",-,PU,-,2,PU,*),-,*,um,oportunidade,para,encontro,o,que,0,ser,*
139556,10,3288,5829,1,disse,dizer,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,um,oportunidade,para,encontro,o,que,0,ser,*
139557,11,3288,5829,1,que,que,CONJ-S,-,14,SUB,(FCL*,-,*,um,oportunidade,para,encontro,o,que,0,ser,*
139558,12,3288,5829,1,o,o,ART,M|S,13,>N,(NP*,-,(A1*,um,oportunidade,para,encontro,o,que,0,ser,A1
139559,13,3288,5829,1,encontro,encontro,N,M|S,14,SUBJ,*),-,*),um,oportunidade,para,encontro,o,que,0,ser,A1
139560,14,3288,5829,1,foi,ser,V-FIN,PS|3S|IND,10,ACC,(VP*),ser,(V*),um,oportunidade,para,encontro,o,que,1,ser,V
139561,15,3288,5829,1,uma,um,ART,F|S,16,>N,(NP*,-,(A2*,um,oportunidade,para,encontro,o,que,1,ser,A2
139562,16,3288,5829,1,oportunidade,oportunidade,N,F|S,14,SC,*,-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139563,17,3288,5829,1,para,para,PRP,-,16,N<,(PP*,-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139564,18,3288,5829,1,agradecer,agradecer,V-INF,-,17,P<,(CU(ICL(VP*)),-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139565,19,3288,5829,1,e,e,CONJ-C,-,18,CO,*,-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139566,20,3288,5829,1,elogiar,elogiar,V-INF,-,18,CJT,(ICL(VP*),-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139567,21,3288,5829,1,a,o,ART,F|S,22,>N,(NP*,-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139568,22,3288,5829,1,colaboração,colaboração,N,F|S,20,ACC,*,-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139569,23,3288,5829,1,de,de,PRP,-,22,N<ARGS,(PP*,-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139570,24,3288,5829,1,a,o,ART,F|S,25,>N,(NP*,-,*,um,oportunidade,para,encontro,o,que,1,ser,A2
139571,25,3288,5829,1,PM,PM,PROP,F|S,23,P<,*)))))))),-,*),um,oportunidade,para,encontro,o,que,1,ser,A2
139572,26,3288,5829,1,.,-,PU,-,10,PU,*),-,*,um,oportunidade,para,encontro,o,que,1,ser,*
139573,1,3288,5830,2,O,o,ART,M|S,2,>N,(FCL(NP*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139574,2,3288,5830,2,relações_públicas,relações_públicas,N,M|S,10,SUBJ,*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139575,3,3288,5830,2,de,de,PRP,-,2,N<,(PP*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139576,4,3288,5830,2,a,o,ART,F|S,5,>N,(NP*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139577,5,3288,5830,2,corporação,corporação,N,F|S,3,P<,*)),-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139578,6,3288,5830,2,",",-,PU,-,2,PU,*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139579,7,3288,5830,2,tenente-coronel,tenente-coronel,N,M|S,2,APP,(NP*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139580,8,3288,5830,2,Fernando_Belo,Fernando_Belo,PROP,M|S,7,N<,(NP*)),-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139581,9,3288,5830,2,",",-,PU,-,2,PU,*),-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139582,10,3288,5830,2,disse,dizer,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139583,11,3288,5830,2,que,que,CONJ-S,-,14,SUB,(FCL*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139584,12,3288,5830,2,o,o,ART,M|S,13,>N,(NP*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139585,13,3288,5830,2,encontro,encontro,N,M|S,14,SUBJ,*),-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139586,14,3288,5830,2,foi,ser,V-FIN,PS|3S|IND,10,ACC,(VP*),-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139587,15,3288,5830,2,uma,um,ART,F|S,16,>N,(NP*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139588,16,3288,5830,2,oportunidade,oportunidade,N,F|S,14,SC,*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139589,17,3288,5830,2,para,para,PRP,-,16,N<,(PP*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139590,18,3288,5830,2,agradecer,agradecer,V-INF,-,17,P<,(CU(ICL(VP*)),-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139591,19,3288,5830,2,e,e,CONJ-C,-,18,CO,*,-,*,o,colaboração,de,e,agradecer,para,0,elogiar,*
139592,20,3288,5830,2,elogiar,elogiar,V-INF,-,18,CJT,(ICL(VP*),elogiar,(V*),o,colaboração,de,e,agradecer,para,1,elogiar,V
139593,21,3288,5830,2,a,o,ART,F|S,22,>N,(NP*,-,(A1*,o,colaboração,de,e,agradecer,para,1,elogiar,A1
139594,22,3288,5830,2,colaboração,colaboração,N,F|S,20,ACC,*,-,*,o,colaboração,de,e,agradecer,para,1,elogiar,A1
139595,23,3288,5830,2,de,de,PRP,-,22,N<ARGS,(PP*,-,*,o,colaboração,de,e,agradecer,para,1,elogiar,A1
139596,24,3288,5830,2,a,o,ART,F|S,25,>N,(NP*,-,*,o,colaboração,de,e,agradecer,para,1,elogiar,A1
139597,25,3288,5830,2,PM,PM,PROP,F|S,23,P<,*)))))))),-,*),o,colaboração,de,e,agradecer,para,1,elogiar,A1
139598,26,3288,5830,2,.,-,PU,-,10,PU,*),-,*,o,colaboração,de,e,agradecer,para,1,elogiar,*
139599,1,3289,5831,0,Belo,Belo,PROP,M|S,2,SUBJ,(FCL(NP*),-,(A0*),que,em,o,Belo,-,-,0,negar,A0
139600,2,3289,5831,0,negou,negar,V-FIN,PS|3S|IND,0,STA,(VP*),negar,(V*),que,em,o,Belo,-,-,1,negar,V
139601,3,3289,5831,0,que,que,CONJ-S,-,7,SUB,(FCL*,-,(A1*,que,em,o,Belo,-,-,1,negar,A1
139602,4,3289,5831,0,em,em,PRP,-,9,ADVL,(PP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139603,5,3289,5831,0,a,o,ART,F|S,6,>N,(NP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139604,6,3289,5831,0,reunião,reunião,N,F|S,4,P<,*)),-,*,que,em,o,Belo,-,-,1,negar,A1
139605,7,3289,5831,0,tenha,ter,V-FIN,PR|3S|SUBJ,2,ACC,(VP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139606,8,3289,5831,0,sido,ser,V-PCP,-,7,AUX,*,-,*,que,em,o,Belo,-,-,1,negar,A1
139607,9,3289,5831,0,discutida,discutir,V-PCP,F|S,8,MV,*),-,*,que,em,o,Belo,-,-,1,negar,A1
139608,10,3289,5831,0,a,o,ART,F|S,11,>N,(NP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139609,11,3289,5831,0,incorporação,incorporação,N,F|S,7,SUBJ,*,-,*,que,em,o,Belo,-,-,1,negar,A1
139610,12,3289,5831,0,a,a,PRP,-,11,N<ARGO,(PP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139611,13,3289,5831,0,os,o,ART,M|P,14,>N,(NP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139612,14,3289,5831,0,quadros,quadro,N,M|P,12,P<,*,-,*,que,em,o,Belo,-,-,1,negar,A1
139613,15,3289,5831,0,de,de,PRP,-,14,N<,(PP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139614,16,3289,5831,0,a,o,ART,F|S,17,>N,(NP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139615,17,3289,5831,0,PM,PM,PROP,F|S,15,P<,*)))),-,*,que,em,o,Belo,-,-,1,negar,A1
139616,18,3289,5831,0,de,de,PRP,-,11,N<ARGO,(PP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139617,19,3289,5831,0,cerca_de,cerca_de,ADV,-,21,>N,(NP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139618,20,3289,5831,0,2.000,2.000,NUM,M|P,21,>N,*,-,*,que,em,o,Belo,-,-,1,negar,A1
139619,21,3289,5831,0,soldados,soldado,N,M|P,18,P<,*,-,*,que,em,o,Belo,-,-,1,negar,A1
139620,22,3289,5831,0,de,de,PRP,-,21,N<,(PP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139621,23,3289,5831,0,o,o,ART,M|S,24,>N,(NP*,-,*,que,em,o,Belo,-,-,1,negar,A1
139622,24,3289,5831,0,Exército,exército,N,M|S,22,P<,*)))))),-,*),que,em,o,Belo,-,-,1,negar,A1
139623,25,3289,5831,0,.,-,PU,-,2,PU,*),-,*,que,em,o,Belo,-,-,1,negar,*
139624,1,3289,5832,1,Belo,Belo,PROP,M|S,2,SUBJ,(FCL(NP*),-,*,o,incorporação,a,ser,ter,reunião,0,discutir,*
139625,2,3289,5832,1,negou,negar,V-FIN,PS|3S|IND,0,STA,(VP*),-,*,o,incorporação,a,ser,ter,reunião,0,discutir,*
139626,3,3289,5832,1,que,que,CONJ-S,-,7,SUB,(FCL*,-,*,o,incorporação,a,ser,ter,reunião,0,discutir,*
139627,4,3289,5832,1,em,em,PRP,-,9,ADVL,(PP*,-,(AM-LOC*,o,incorporação,a,ser,ter,reunião,0,discutir,AM-LOC
139628,5,3289,5832,1,a,o,ART,F|S,6,>N,(NP*,-,*,o,incorporação,a,ser,ter,reunião,0,discutir,AM-LOC
139629,6,3289,5832,1,reunião,reunião,N,F|S,4,P<,*)),-,*),o,incorporação,a,ser,ter,reunião,0,discutir,AM-LOC
139630,7,3289,5832,1,tenha,ter,V-FIN,PR|3S|SUBJ,2,ACC,(VP*,-,*,o,incorporação,a,ser,ter,reunião,0,discutir,*
139631,8,3289,5832,1,sido,ser,V-PCP,-,7,AUX,*,-,*,o,incorporação,a,ser,ter,reunião,0,discutir,*
139632,9,3289,5832,1,discutida,discutir,V-PCP,F|S,8,MV,*),discutir,(V*),o,incorporação,a,ser,ter,reunião,1,discutir,V
139633,10,3289,5832,1,a,o,ART,F|S,11,>N,(NP*,-,(A1*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139634,11,3289,5832,1,incorporação,incorporação,N,F|S,7,SUBJ,*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139635,12,3289,5832,1,a,a,PRP,-,11,N<ARGO,(PP*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139636,13,3289,5832,1,os,o,ART,M|P,14,>N,(NP*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139637,14,3289,5832,1,quadros,quadro,N,M|P,12,P<,*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139638,15,3289,5832,1,de,de,PRP,-,14,N<,(PP*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139639,16,3289,5832,1,a,o,ART,F|S,17,>N,(NP*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139640,17,3289,5832,1,PM,PM,PROP,F|S,15,P<,*)))),-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139641,18,3289,5832,1,de,de,PRP,-,11,N<ARGO,(PP*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139642,19,3289,5832,1,cerca_de,cerca_de,ADV,-,21,>N,(NP*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139643,20,3289,5832,1,2.000,2.000,NUM,M|P,21,>N,*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139644,21,3289,5832,1,soldados,soldado,N,M|P,18,P<,*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139645,22,3289,5832,1,de,de,PRP,-,21,N<,(PP*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139646,23,3289,5832,1,o,o,ART,M|S,24,>N,(NP*,-,*,o,incorporação,a,ser,ter,reunião,1,discutir,A1
139647,24,3289,5832,1,Exército,exército,N,M|S,22,P<,*)))))),-,*),o,incorporação,a,ser,ter,reunião,1,discutir,A1
139648,25,3289,5832,1,.,-,PU,-,2,PU,*),-,*,o,incorporação,a,ser,ter,reunião,1,discutir,*
139649,1,3290,5833,0,A,o,ART,F|S,2,>N,(FCL(NP*,-,(A1*,em,encontro,de,ser,possibilidade,o,0,levantar,A1
139650,2,3290,5833,0,possibilidade,possibilidade,N,F|S,3,SUBJ,*),-,*),em,encontro,de,ser,possibilidade,o,0,levantar,A1
139651,3,3290,5833,0,foi,ser,V-FIN,PS|3S|IND,0,STA,(VP*,-,*,em,encontro,de,ser,possibilidade,o,0,levantar,*
139652,4,3290,5833,0,levantada,levantar,V-PCP,F|S,3,MV,*),levantar,(V*),em,encontro,de,ser,possibilidade,o,1,levantar,V
139653,5,3290,5833,0,em,em,PRP,-,4,ADVL,(PP*,-,(AM-LOC*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139654,6,3290,5833,0,encontro,encontro,N,M|S,5,P<,(NP*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139655,7,3290,5833,0,de,de,PRP,-,6,N<,(PP*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139656,8,3290,5833,0,o,o,ART,M|S,9,>N,(NP*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139657,9,3290,5833,0,governador,governador,N,M|S,7,P<,*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139658,10,3290,5833,0,eleito,eleger,V-PCP,M|S,9,N<,*),-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139659,11,3290,5833,0,",",-,PU,-,7,PU,*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139660,12,3290,5833,0,Marcello_Alencar,Marcello_Alencar,PROP,M|S,7,APP,(NP*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139661,13,3290,5833,0,(,-,PU,-,12,PU,*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139662,14,3290,5833,0,PSDB,PSDB,PROP,M|S,12,N<PRED,(NP*),-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139663,15,3290,5833,0,),-,PU,-,12,PU,*),-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139664,16,3290,5833,0,",",-,PU,-,7,PU,*),-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139665,17,3290,5833,0,com,com,PRP,-,6,N<,(PP*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139666,18,3290,5833,0,oficiais,oficial,N,M|P,17,P<,(NP*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139667,19,3290,5833,0,de,de,PRP,-,18,N<,(PP*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139668,20,3290,5833,0,o,o,ART,M|S,21,>N,(NP*,-,*,em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139669,21,3290,5833,0,CML,CML,PROP,M|S,19,P<,*)))))),-,*),em,encontro,de,ser,possibilidade,o,1,levantar,AM-LOC
139670,22,3290,5833,0,.,-,PU,-,3,PU,*),-,*,em,encontro,de,ser,possibilidade,o,1,levantar,*
139671,1,3291,5834,0,As,o,ART,F|P,2,>N,(CU(FCL(NP*,-,(A0*,a,se,retratar,se,emissora,o,0,negar,A0
139672,2,3291,5834,0,emissoras,emissora,N,F|P,4,SUBJ,*),-,*),a,se,retratar,se,emissora,o,0,negar,A0
139673,3,3291,5834,0,se,se,PRON-PERS,F|3P|ACC,4,ACC,(NP*),-,(V*),a,se,retratar,se,emissora,o,0,negar,V
139674,4,3291,5834,0,negaram,negar,V-FIN,PS/MQP|3P|IND,0,STA,(VP*),negar,(C-V*),a,se,retratar,se,emissora,o,1,negar,C-V
139675,5,3291,5834,0,a,a,PRP,-,4,PIV,(PP*,-,(A1*,a,se,retratar,se,emissora,o,1,negar,A1
139676,6,3291,5834,0,se,se,PRON-PERS,F|3S|ACC,7,ACC,(ICL(NP*),-,*,a,se,retratar,se,emissora,o,1,negar,A1
139677,7,3291,5834,0,retratar,retratar,V-INF,-,5,P<,(VP*)))),-,*),a,se,retratar,se,emissora,o,1,negar,A1
139678,8,3291,5834,0,e,e,CONJ-C,-,4,CO,*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139679,9,3291,5834,0,o,o,ART,M|S,10,>N,(FCL(NP*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139680,10,3291,5834,0,juiz,juiz,N,M|S,11,SUBJ,*),-,*,a,se,retratar,se,emissora,o,1,negar,*
139681,11,3291,5834,0,ameaçou,ameaçar,V-FIN,PS|3S|IND,4,CJT,(VP*),-,*,a,se,retratar,se,emissora,o,1,negar,*
139682,12,3291,5834,0,«,-,PU,-,11,PU,*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139683,13,3291,5834,0,terminar,terminar,V-INF,-,11,ACC,(ICL(VP*),-,*,a,se,retratar,se,emissora,o,1,negar,*
139684,14,3291,5834,0,com,com,PRP,-,13,PIV,(PP*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139685,15,3291,5834,0,a,o,ART,F|S,16,>N,(NP*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139686,16,3291,5834,0,cobertura,cobertura,N,F|S,14,P<,*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139687,17,3291,5834,0,de,de,PRP,-,16,N<,(PP*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139688,18,3291,5834,0,o,o,ART,M|S,19,>N,(NP*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139689,19,3291,5834,0,julgamento,julgamento,N,M|S,17,P<,*)))),-,*,a,se,retratar,se,emissora,o,1,negar,*
139690,20,3291,5834,0,»,-,PU,-,13,PU,*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139691,21,3291,5834,0,",",-,PU,-,13,PU,*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139692,22,3291,5834,0,sem,sem,PRP,-,13,ADVL,(PP*,-,*,a,se,retratar,se,emissora,o,1,negar,*
139693,23,3291,5834,0,especificar,especificar,V-INF,-,22,P<,(ICL(VP*),-,*,a,se,retratar,se,emissora,o,1,negar,*
139694,24,3291,5834,0,como,como,ADV,-,23,ACC,*)))),-,*,a,se,retratar,se,emissora,o,1,negar,*
139695,25,3291,5834,0,.,-,PU,-,4,PU,*),-,*,a,se,retratar,se,emissora,o,1,negar,*
139696,1,3291,5835,1,As,o,ART,F|P,2,>N,(CU(FCL(NP*,-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139697,2,3291,5835,1,emissoras,emissora,N,F|P,4,SUBJ,*),-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139698,3,3291,5835,1,se,se,PRON-PERS,F|3P|ACC,4,ACC,(NP*),-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139699,4,3291,5835,1,negaram,negar,V-FIN,PS/MQP|3P|IND,0,STA,(VP*),-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139700,5,3291,5835,1,a,a,PRP,-,4,PIV,(PP*,-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139701,6,3291,5835,1,se,se,PRON-PERS,F|3S|ACC,7,ACC,(ICL(NP*),-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139702,7,3291,5835,1,retratar,retratar,V-INF,-,5,P<,(VP*)))),-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139703,8,3291,5835,1,e,e,CONJ-C,-,4,CO,*,-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139704,9,3291,5835,1,o,o,ART,M|S,10,>N,(FCL(NP*,-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139705,10,3291,5835,1,juiz,juiz,N,M|S,11,SUBJ,*),-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139706,11,3291,5835,1,ameaçou,ameaçar,V-FIN,PS|3S|IND,4,CJT,(VP*),-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139707,12,3291,5835,1,«,-,PU,-,11,PU,*,-,*,com,o,cobertura,-,ameaçar,juiz,0,terminar,*
139708,13,3291,5835,1,terminar,terminar,V-INF,-,11,ACC,(ICL(VP*),terminar,(V*),com,o,cobertura,-,ameaçar,juiz,1,terminar,V
139709,14,3291,5835,1,com,com,PRP,-,13,PIV,(PP*,-,(A1*,com,o,cobertura,-,ameaçar,juiz,1,terminar,A1
139710,15,3291,5835,1,a,o,ART,F|S,16,>N,(NP*,-,*,com,o,cobertura,-,ameaçar,juiz,1,terminar,A1
139711,16,3291,5835,1,cobertura,cobertura,N,F|S,14,P<,*,-,*,com,o,cobertura,-,ameaçar,juiz,1,terminar,A1
139712,17,3291,5835,1,de,de,PRP,-,16,N<,(PP*,-,*,com,o,cobertura,-,ameaçar,juiz,1,terminar,A1
139713,18,3291,5835,1,o,o,ART,M|S,19,>N,(NP*,-,*,com,o,cobertura,-,ameaçar,juiz,1,terminar,A1
139714,19,3291,5835,1,julgamento,julgamento,N,M|S,17,P<,*)))),-,*),com,o,cobertura,-,ameaçar,juiz,1,terminar,A1
139715,20,3291,5835,1,»,-,PU,-,13,PU,*,-,*,com,o,cobertura,-,ameaçar,juiz,1,terminar,*
139716,21,3291,5835,1,",",-,PU,-,13,PU,*,-,*,com,o,cobertura,-,ameaçar,juiz,1,terminar,*
139717,22,3291,5835,1,sem,sem,PRP,-,13,ADVL,(PP*,-,(AM-MNR*,com,o,cobertura,-,ameaçar,juiz,1,terminar,AM-MNR
139718,23,3291,5835,1,especificar,especificar,V-INF,-,22,P<,(ICL(VP*),-,*,com,o,cobertura,-,ameaçar,juiz,1,terminar,AM-MNR
139719,24,3291,5835,1,como,como,ADV,-,23,ACC,*)))),-,*),com,o,cobertura,-,ameaçar,juiz,1,terminar,AM-MNR
139720,25,3291,5835,1,.,-,PU,-,4,PU,*),-,*,com,o,cobertura,-,ameaçar,juiz,1,terminar,*
139721,1,3291,5836,2,As,o,ART,F|P,2,>N,(CU(FCL(NP*,-,*,como,-,-,sem,-,-,0,especificar,*
139722,2,3291,5836,2,emissoras,emissora,N,F|P,4,SUBJ,*),-,*,como,-,-,sem,-,-,0,especificar,*
139723,3,3291,5836,2,se,se,PRON-PERS,F|3P|ACC,4,ACC,(NP*),-,*,como,-,-,sem,-,-,0,especificar,*
139724,4,3291,5836,2,negaram,negar,V-FIN,PS/MQP|3P|IND,0,STA,(VP*),-,*,como,-,-,sem,-,-,0,especificar,*
139725,5,3291,5836,2,a,a,PRP,-,4,PIV,(PP*,-,*,como,-,-,sem,-,-,0,especificar,*
139726,6,3291,5836,2,se,se,PRON-PERS,F|3S|ACC,7,ACC,(ICL(NP*),-,*,como,-,-,sem,-,-,0,especificar,*
139727,7,3291,5836,2,retratar,retratar,V-INF,-,5,P<,(VP*)))),-,*,como,-,-,sem,-,-,0,especificar,*
139728,8,3291,5836,2,e,e,CONJ-C,-,4,CO,*,-,*,como,-,-,sem,-,-,0,especificar,*
139729,9,3291,5836,2,o,o,ART,M|S,10,>N,(FCL(NP*,-,*,como,-,-,sem,-,-,0,especificar,*
139730,10,3291,5836,2,juiz,juiz,N,M|S,11,SUBJ,*),-,*,como,-,-,sem,-,-,0,especificar,*
139731,11,3291,5836,2,ameaçou,ameaçar,V-FIN,PS|3S|IND,4,CJT,(VP*),-,*,como,-,-,sem,-,-,0,especificar,*
139732,12,3291,5836,2,«,-,PU,-,11,PU,*,-,*,como,-,-,sem,-,-,0,especificar,*
139733,13,3291,5836,2,terminar,terminar,V-INF,-,11,ACC,(ICL(VP*),-,*,como,-,-,sem,-,-,0,especificar,*
139734,14,3291,5836,2,com,com,PRP,-,13,PIV,(PP*,-,*,como,-,-,sem,-,-,0,especificar,*
139735,15,3291,5836,2,a,o,ART,F|S,16,>N,(NP*,-,*,como,-,-,sem,-,-,0,especificar,*
139736,16,3291,5836,2,cobertura,cobertura,N,F|S,14,P<,*,-,*,como,-,-,sem,-,-,0,especificar,*
139737,17,3291,5836,2,de,de,PRP,-,16,N<,(PP*,-,*,como,-,-,sem,-,-,0,especificar,*
139738,18,3291,5836,2,o,o,ART,M|S,19,>N,(NP*,-,*,como,-,-,sem,-,-,0,especificar,*
139739,19,3291,5836,2,julgamento,julgamento,N,M|S,17,P<,*)))),-,*,como,-,-,sem,-,-,0,especificar,*
139740,20,3291,5836,2,»,-,PU,-,13,PU,*,-,*,como,-,-,sem,-,-,0,especificar,*
139741,21,3291,5836,2,",",-,PU,-,13,PU,*,-,*,como,-,-,sem,-,-,0,especificar,*
139742,22,3291,5836,2,sem,sem,PRP,-,13,ADVL,(PP*,-,*,como,-,-,sem,-,-,0,especificar,*
139743,23,3291,5836,2,especificar,especificar,V-INF,-,22,P<,(ICL(VP*),especificar,(V*),como,-,-,sem,-,-,1,especificar,V
139744,24,3291,5836,2,como,como,ADV,-,23,ACC,*)))),-,(AM-TMP*),como,-,-,sem,-,-,1,especificar,AM-TMP
139745,25,3291,5836,2,.,-,PU,-,4,PU,*),-,*,como,-,-,sem,-,-,1,especificar,*
139746,1,3292,5837,0,Ito,Ito,PROP,M|S,2,SUBJ,(FCL(NP*),-,(A0*),hoje,que,o,poder,Ito,-,0,anunciar,A0
139747,2,3292,5837,0,pode,poder,V-FIN,PR|3S|IND,0,STA,(VP*,-,*,hoje,que,o,poder,Ito,-,0,anunciar,*
139748,3,3292,5837,0,anunciar,anunciar,V-INF,-,2,MV,*),anunciar,(V*),hoje,que,o,poder,Ito,-,1,anunciar,V
139749,4,3292,5837,0,hoje,hoje,ADV,-,3,ADVL,(ADVP*),-,(AM-TMP*),hoje,que,o,poder,Ito,-,1,anunciar,AM-TMP
139750,5,3292,5837,0,que,que,CONJ-S,-,8,SUB,(FCL*,-,(A1*,hoje,que,o,poder,Ito,-,1,anunciar,A1
139751,6,3292,5837,0,a,o,ART,F|S,7,>N,(NP*,-,*,hoje,que,o,poder,Ito,-,1,anunciar,A1
139752,7,3292,5837,0,transmissão,transmissão,N,F|S,8,SUBJ,*),-,*,hoje,que,o,poder,Ito,-,1,anunciar,A1
139753,8,3292,5837,0,está,estar,V-FIN,PR|3S|IND,3,ACC,(VP*),-,*,hoje,que,o,poder,Ito,-,1,anunciar,A1
139754,9,3292,5837,0,proibida,proibir,V-PCP,F|S,8,SC,*),-,*),hoje,que,o,poder,Ito,-,1,anunciar,A1
139755,10,3292,5837,0,.,-,PU,-,2,PU,*),-,*,hoje,que,o,poder,Ito,-,1,anunciar,*
139756,1,3293,5838,0,A,o,ART,F|S,2,>N,(FCL(NP*,-,(A0*,a,o,juiz,Califórnia,o,de,0,dar,A0
139757,2,3293,5838,0,lei,lei,N,F|S,9,SUBJ,*,-,*,a,o,juiz,Califórnia,o,de,0,dar,A0
139758,3,3293,5838,0,de,de,PRP,-,2,N<,(PP*,-,*,a,o,juiz,Califórnia,o,de,0,dar,A0
