,GPOS_CTX_P+0,GPOS_CTX_P+1,GPOS_CTX_P-1
78403,V-FIN,ART,PRON-INDP
78404,V-FIN,ART,PRON-INDP
78405,V-FIN,ART,PRON-INDP
78406,V-FIN,ART,PRON-INDP
78407,V-FIN,ART,PRON-INDP
78408,V-FIN,ART,PRON-INDP
78409,V-FIN,ART,PRON-INDP
78410,V-FIN,ART,PRON-INDP
78411,V-FIN,ART,PRON-INDP
78412,V-FIN,ART,PRON-INDP
78413,V-FIN,ART,PRON-INDP
78414,V-FIN,ART,PRON-INDP
78415,V-FIN,ART,PRON-INDP
78416,V-FIN,ART,PRON-INDP
78417,V-FIN,ART,PRON-INDP
78418,V-FIN,ART,PRON-INDP
78419,V-FIN,,PRON-INDP
78420,V-FIN,ART,
78421,V-FIN,ART,PRON-INDP
78422,V-FIN,ART,PRON-INDP
78423,V-FIN,ART,PRON-INDP
78424,V-FIN,ART,PRON-INDP
78425,V-FIN,ART,PRON-INDP
78426,V-FIN,ART,PRON-INDP
78427,V-FIN,ART,PRON-INDP
78428,V-FIN,ART,PRON-INDP
78429,V-FIN,ART,PRON-INDP
78430,V-FIN,ART,PRON-INDP
78431,V-FIN,ART,PRON-INDP
78432,V-FIN,ART,PRON-INDP
78433,V-FIN,ART,PRON-INDP
78434,V-FIN,ART,PRON-INDP
78435,V-FIN,ART,PRON-INDP
78436,V-FIN,ART,PRON-INDP
78437,V-FIN,ART,PRON-INDP
78438,V-FIN,ART,PRON-INDP
78439,V-FIN,ART,PRON-INDP
78440,V-FIN,ART,PRON-INDP
78441,V-FIN,ART,PRON-INDP
78442,V-FIN,ART,PRON-INDP
78443,V-FIN,ART,PRON-INDP
78444,V-FIN,ART,PRON-INDP
78445,V-FIN,ART,PRON-INDP
78446,V-FIN,ART,PRON-INDP
78447,V-FIN,ART,PRON-INDP
78448,V-FIN,ART,PRON-INDP
78449,V-FIN,ART,PRON-INDP
78450,V-FIN,ART,PRON-INDP
78451,V-FIN,ART,PRON-INDP
78452,V-FIN,ART,PRON-INDP
78453,V-FIN,ART,PRON-INDP
78454,V-FIN,ART,PRON-INDP
78455,V-FIN,ART,PRON-INDP
78456,V-FIN,ART,PRON-INDP
78457,V-FIN,ART,PRON-INDP
78458,V-FIN,ART,PRON-INDP
78459,V-FIN,ART,PRON-INDP
78460,V-FIN,ART,PRON-INDP
78461,V-FIN,ART,PRON-INDP
78462,V-FIN,ART,PRON-INDP
78463,V-FIN,ART,PRON-INDP
78464,V-FIN,,PRON-INDP
78465,V-PCP,PU,
78466,V-PCP,PU,V-FIN
78467,V-PCP,PU,V-FIN
78468,V-PCP,PU,V-FIN
78469,V-PCP,PU,V-FIN
78470,V-PCP,PU,V-FIN
78471,V-PCP,PU,V-FIN
78472,V-PCP,PU,V-FIN
78473,V-PCP,PU,V-FIN
78474,V-PCP,PU,V-FIN
78475,V-PCP,PU,V-FIN
78476,V-PCP,PU,V-FIN
78477,V-PCP,PU,V-FIN
78478,V-PCP,PU,V-FIN
78479,V-PCP,PU,V-FIN
78480,V-PCP,PU,V-FIN
78481,V-PCP,PU,V-FIN
78482,V-PCP,PU,V-FIN
78483,V-PCP,PU,V-FIN
78484,V-PCP,PU,V-FIN
78485,V-PCP,PU,V-FIN
78486,V-PCP,PU,V-FIN
78487,V-PCP,PU,V-FIN
78488,V-PCP,,V-FIN
78489,V-FIN,PRP,
78490,V-FIN,PRP,N
78491,V-FIN,PRP,N
78492,V-FIN,PRP,N
78493,V-FIN,PRP,N
78494,V-FIN,PRP,N
78495,V-FIN,PRP,N
78496,V-FIN,PRP,N
78497,V-FIN,PRP,N
78498,V-FIN,PRP,N
78499,V-FIN,PRP,N
78500,V-FIN,PRP,N
78501,V-FIN,PRP,N
78502,V-FIN,PRP,N
78503,V-FIN,PRP,N
78504,V-FIN,PRP,N
78505,V-FIN,PRP,N
78506,V-FIN,PRP,N
78507,V-FIN,PRP,N
78508,V-FIN,PRP,N
78509,V-FIN,PRP,N
78510,V-FIN,PRP,N
78511,V-FIN,PRP,N
78512,V-FIN,,N
78513,V-INF,ADJ,
78514,V-INF,ADJ,PRP
78515,V-INF,ADJ,PRP
78516,V-INF,ADJ,PRP
78517,V-INF,ADJ,PRP
78518,V-INF,ADJ,PRP
78519,V-INF,ADJ,PRP
78520,V-INF,ADJ,PRP
78521,V-INF,ADJ,PRP
78522,V-INF,ADJ,PRP
78523,V-INF,ADJ,PRP
78524,V-INF,ADJ,PRP
78525,V-INF,ADJ,PRP
78526,V-INF,ADJ,PRP
78527,V-INF,ADJ,PRP
78528,V-INF,ADJ,PRP
78529,V-INF,ADJ,PRP
78530,V-INF,ADJ,PRP
78531,V-INF,ADJ,PRP
78532,V-INF,ADJ,PRP
78533,V-INF,ADJ,PRP
78534,V-INF,ADJ,PRP
78535,V-INF,ADJ,PRP
78536,V-INF,,PRP
78537,V-INF,ART,
78538,V-INF,ART,PRP
78539,V-INF,ART,PRP
78540,V-INF,ART,PRP
78541,V-INF,ART,PRP
78542,V-INF,ART,PRP
78543,V-INF,ART,PRP
78544,V-INF,ART,PRP
78545,V-INF,ART,PRP
78546,V-INF,ART,PRP
78547,V-INF,ART,PRP
78548,V-INF,ART,PRP
78549,V-INF,ART,PRP
78550,V-INF,ART,PRP
78551,V-INF,ART,PRP
78552,V-INF,ART,PRP
78553,V-INF,ART,PRP
78554,V-INF,ART,PRP
78555,V-INF,ART,PRP
78556,V-INF,ART,PRP
78557,V-INF,ART,PRP
78558,V-INF,ART,PRP
78559,V-INF,ART,PRP
78560,V-INF,ART,PRP
78561,V-INF,ART,PRP
78562,V-INF,ART,PRP
78563,V-INF,ART,PRP
78564,V-INF,ART,PRP
78565,V-INF,ART,PRP
78566,V-INF,ART,PRP
78567,V-INF,ART,PRP
78568,V-INF,ART,PRP
78569,V-INF,ART,PRP
78570,V-INF,ART,PRP
78571,V-INF,,PRP
78572,V-INF,PRP,
78573,V-INF,PRP,ART
78574,V-INF,PRP,ART
78575,V-INF,PRP,ART
78576,V-INF,PRP,ART
78577,V-INF,PRP,ART
78578,V-INF,PRP,ART
78579,V-INF,PRP,ART
78580,V-INF,PRP,ART
78581,V-INF,PRP,ART
78582,V-INF,PRP,ART
78583,V-INF,PRP,ART
78584,V-INF,PRP,ART
78585,V-INF,PRP,ART
78586,V-INF,PRP,ART
78587,V-INF,PRP,ART
78588,V-INF,PRP,ART
78589,V-INF,PRP,ART
78590,V-INF,PRP,ART
78591,V-INF,PRP,ART
78592,V-INF,PRP,ART
78593,V-INF,PRP,ART
78594,V-INF,PRP,ART
78595,V-INF,PRP,ART
78596,V-INF,PRP,ART
78597,V-INF,PRP,ART
78598,V-INF,PRP,ART
78599,V-INF,PRP,ART
78600,V-INF,PRP,ART
78601,V-INF,PRP,ART
78602,V-INF,PRP,ART
78603,V-INF,PRP,ART
78604,V-INF,PRP,ART
78605,V-INF,PRP,ART
78606,V-INF,,ART
78607,V-FIN,PU,
78608,V-FIN,PU,PROP
78609,V-FIN,PU,PROP
78610,V-FIN,PU,PROP
78611,V-FIN,PU,PROP
78612,V-FIN,PU,PROP
78613,V-FIN,PU,PROP
78614,V-FIN,PU,PROP
78615,V-FIN,PU,PROP
78616,V-FIN,PU,PROP
78617,V-FIN,PU,PROP
78618,V-FIN,PU,PROP
78619,V-FIN,PU,PROP
78620,V-FIN,PU,PROP
78621,V-FIN,PU,PROP
78622,V-FIN,PU,PROP
78623,V-FIN,PU,PROP
78624,V-FIN,PU,PROP
78625,V-FIN,PU,PROP
78626,V-FIN,PU,PROP
78627,V-FIN,PU,PROP
78628,V-FIN,PU,PROP
78629,V-FIN,PU,PROP
78630,V-FIN,PU,PROP
78631,V-FIN,PU,PROP
78632,V-FIN,PU,PROP
78633,V-FIN,PU,PROP
78634,V-FIN,PU,PROP
78635,V-FIN,PU,PROP
78636,V-FIN,PU,PROP
78637,V-FIN,PU,PROP
78638,V-FIN,PU,PROP
78639,V-FIN,PU,PROP
78640,V-FIN,PU,PROP
78641,V-FIN,,PROP
78642,V-PCP,ART,
78643,V-PCP,ART,V-FIN
78644,V-PCP,ART,V-FIN
78645,V-PCP,ART,V-FIN
78646,V-PCP,ART,V-FIN
78647,V-PCP,ART,V-FIN
78648,V-PCP,ART,V-FIN
78649,V-PCP,ART,V-FIN
78650,V-PCP,ART,V-FIN
78651,V-PCP,ART,V-FIN
78652,V-PCP,ART,V-FIN
78653,V-PCP,ART,V-FIN
78654,V-PCP,ART,V-FIN
78655,V-PCP,ART,V-FIN
78656,V-PCP,ART,V-FIN
78657,V-PCP,ART,V-FIN
78658,V-PCP,ART,V-FIN
78659,V-PCP,ART,V-FIN
78660,V-PCP,ART,V-FIN
78661,V-PCP,ART,V-FIN
78662,V-PCP,ART,V-FIN
78663,V-PCP,,V-FIN
78664,V-INF,CONJ-S,
78665,V-INF,CONJ-S,PRP
78666,V-INF,CONJ-S,PRP
78667,V-INF,CONJ-S,PRP
78668,V-INF,CONJ-S,PRP
78669,V-INF,CONJ-S,PRP
78670,V-INF,CONJ-S,PRP
78671,V-INF,CONJ-S,PRP
78672,V-INF,CONJ-S,PRP
78673,V-INF,CONJ-S,PRP
78674,V-INF,CONJ-S,PRP
78675,V-INF,CONJ-S,PRP
78676,V-INF,CONJ-S,PRP
78677,V-INF,CONJ-S,PRP
78678,V-INF,CONJ-S,PRP
78679,V-INF,CONJ-S,PRP
78680,V-INF,CONJ-S,PRP
78681,V-INF,CONJ-S,PRP
78682,V-INF,CONJ-S,PRP
78683,V-INF,CONJ-S,PRP
78684,V-INF,CONJ-S,PRP
78685,V-INF,,PRP
78686,V-FIN,PRP,
78687,V-FIN,PRP,N
78688,V-FIN,PRP,N
78689,V-FIN,PRP,N
78690,V-FIN,PRP,N
78691,V-FIN,PRP,N
78692,V-FIN,PRP,N
78693,V-FIN,PRP,N
78694,V-FIN,PRP,N
78695,V-FIN,PRP,N
78696,V-FIN,PRP,N
78697,V-FIN,PRP,N
78698,V-FIN,PRP,N
78699,V-FIN,PRP,N
78700,V-FIN,PRP,N
78701,V-FIN,PRP,N
78702,V-FIN,PRP,N
78703,V-FIN,PRP,N
78704,V-FIN,PRP,N
78705,V-FIN,PRP,N
78706,V-FIN,PRP,N
78707,V-FIN,,N
78708,V-FIN,ART,
78709,V-FIN,ART,ADV
78710,V-FIN,ART,ADV
78711,V-FIN,ART,ADV
78712,V-FIN,ART,ADV
78713,V-FIN,ART,ADV
78714,V-FIN,ART,ADV
78715,V-FIN,ART,ADV
78716,V-FIN,ART,ADV
78717,V-FIN,ART,ADV
78718,V-FIN,ART,ADV
78719,V-FIN,ART,ADV
78720,V-FIN,ART,ADV
78721,V-FIN,ART,ADV
78722,V-FIN,ART,ADV
78723,V-FIN,ART,ADV
78724,V-FIN,,ADV
78725,V-FIN,ART,
78726,V-FIN,ART,V-FIN
78727,V-FIN,ART,V-FIN
78728,V-FIN,ART,V-FIN
78729,V-FIN,ART,V-FIN
78730,V-FIN,ART,V-FIN
78731,V-FIN,ART,V-FIN
78732,V-FIN,ART,V-FIN
78733,V-FIN,ART,V-FIN
78734,V-FIN,ART,V-FIN
78735,V-FIN,ART,V-FIN
78736,V-FIN,ART,V-FIN
78737,V-FIN,ART,V-FIN
78738,V-FIN,ART,V-FIN
78739,V-FIN,ART,V-FIN
78740,V-FIN,ART,V-FIN
78741,V-FIN,ART,V-FIN
78742,V-FIN,ART,V-FIN
78743,V-FIN,ART,V-FIN
78744,V-FIN,ART,V-FIN
78745,V-FIN,,V-FIN
78746,V-PCP,PRP,
78747,V-PCP,PRP,V-FIN
78748,V-PCP,PRP,V-FIN
78749,V-PCP,PRP,V-FIN
78750,V-PCP,PRP,V-FIN
78751,V-PCP,PRP,V-FIN
78752,V-PCP,PRP,V-FIN
78753,V-PCP,PRP,V-FIN
78754,V-PCP,PRP,V-FIN
78755,V-PCP,PRP,V-FIN
78756,V-PCP,PRP,V-FIN
78757,V-PCP,PRP,V-FIN
78758,V-PCP,PRP,V-FIN
78759,V-PCP,PRP,V-FIN
78760,V-PCP,PRP,V-FIN
78761,V-PCP,PRP,V-FIN
78762,V-PCP,PRP,V-FIN
78763,V-PCP,PRP,V-FIN
78764,V-PCP,PRP,V-FIN
78765,V-PCP,PRP,V-FIN
78766,V-PCP,,V-FIN
78767,V-FIN,N,
78768,V-FIN,N,N
78769,V-FIN,N,N
78770,V-FIN,N,N
78771,V-FIN,N,N
78772,V-FIN,,N
78773,V-GER,ART,
78774,V-GER,ART,V-FIN
78775,V-GER,ART,V-FIN
78776,V-GER,ART,V-FIN
78777,V-GER,ART,V-FIN
78778,V-GER,ART,V-FIN
78779,V-GER,ART,V-FIN
78780,V-GER,ART,V-FIN
78781,V-GER,ART,V-FIN
78782,V-GER,ART,V-FIN
78783,V-GER,ART,V-FIN
78784,V-GER,ART,V-FIN
78785,V-GER,ART,V-FIN
78786,V-GER,ART,V-FIN
78787,V-GER,ART,V-FIN
78788,V-GER,ART,V-FIN
78789,V-GER,ART,V-FIN
78790,V-GER,ART,V-FIN
78791,V-GER,ART,V-FIN
78792,V-GER,ART,V-FIN
78793,V-GER,ART,V-FIN
78794,V-GER,ART,V-FIN
78795,V-GER,ART,V-FIN
78796,V-GER,ART,V-FIN
78797,V-GER,ART,V-FIN
78798,V-GER,ART,V-FIN
78799,V-GER,,V-FIN
78800,V-INF,ART,
78801,V-INF,ART,V-FIN
78802,V-INF,ART,V-FIN
78803,V-INF,ART,V-FIN
78804,V-INF,ART,V-FIN
78805,V-INF,ART,V-FIN
78806,V-INF,ART,V-FIN
78807,V-INF,ART,V-FIN
78808,V-INF,ART,V-FIN
78809,V-INF,ART,V-FIN
78810,V-INF,ART,V-FIN
78811,V-INF,ART,V-FIN
78812,V-INF,ART,V-FIN
78813,V-INF,ART,V-FIN
78814,V-INF,ART,V-FIN
78815,V-INF,ART,V-FIN
78816,V-INF,ART,V-FIN
78817,V-INF,ART,V-FIN
78818,V-INF,ART,V-FIN
78819,V-INF,ART,V-FIN
78820,V-INF,ART,V-FIN
78821,V-INF,,V-FIN
78822,V-FIN,ADV,
78823,V-FIN,ADV,N
78824,V-FIN,ADV,N
78825,V-FIN,ADV,N
78826,V-FIN,ADV,N
78827,V-FIN,ADV,N
78828,V-FIN,ADV,N
78829,V-FIN,ADV,N
78830,V-FIN,ADV,N
78831,V-FIN,ADV,N
78832,V-FIN,ADV,N
78833,V-FIN,ADV,N
78834,V-FIN,ADV,N
78835,V-FIN,ADV,N
78836,V-FIN,ADV,N
78837,V-FIN,ADV,N
78838,V-FIN,ADV,N
78839,V-FIN,ADV,N
78840,V-FIN,ADV,N
78841,V-FIN,,N
78842,V-FIN,PRP,
78843,V-FIN,PRP,CONJ-C
78844,V-FIN,PRP,CONJ-C
78845,V-FIN,PRP,CONJ-C
78846,V-FIN,PRP,CONJ-C
78847,V-FIN,PRP,CONJ-C
78848,V-FIN,PRP,CONJ-C
78849,V-FIN,PRP,CONJ-C
78850,V-FIN,PRP,CONJ-C
78851,V-FIN,PRP,CONJ-C
78852,V-FIN,PRP,CONJ-C
78853,V-FIN,PRP,CONJ-C
78854,V-FIN,PRP,CONJ-C
78855,V-FIN,PRP,CONJ-C
78856,V-FIN,PRP,CONJ-C
78857,V-FIN,PRP,CONJ-C
78858,V-FIN,PRP,CONJ-C
78859,V-FIN,PRP,CONJ-C
78860,V-FIN,PRP,CONJ-C
78861,V-FIN,,CONJ-C
78862,V-FIN,PRP,
78863,V-FIN,PRP,N
78864,V-FIN,PRP,N
78865,V-FIN,PRP,N
78866,V-FIN,PRP,N
78867,V-FIN,PRP,N
78868,V-FIN,PRP,N
78869,V-FIN,,N
78870,V-GER,PRP,
78871,V-GER,PRP,V-FIN
78872,V-GER,PRP,V-FIN
78873,V-GER,PRP,V-FIN
78874,V-GER,PRP,V-FIN
78875,V-GER,PRP,V-FIN
78876,V-GER,PRP,V-FIN
78877,V-GER,PRP,V-FIN
78878,V-GER,PRP,V-FIN
78879,V-GER,PRP,V-FIN
78880,V-GER,PRP,V-FIN
78881,V-GER,PRP,V-FIN
78882,V-GER,PRP,V-FIN
78883,V-GER,PRP,V-FIN
78884,V-GER,PRP,V-FIN
78885,V-GER,PRP,V-FIN
78886,V-GER,PRP,V-FIN
78887,V-GER,PRP,V-FIN
78888,V-GER,PRP,V-FIN
78889,V-GER,PRP,V-FIN
78890,V-GER,PRP,V-FIN
78891,V-GER,PRP,V-FIN
78892,V-GER,PRP,V-FIN
78893,V-GER,PRP,V-FIN
78894,V-GER,PRP,V-FIN
78895,V-GER,PRP,V-FIN
78896,V-GER,PRP,V-FIN
78897,V-GER,PRP,V-FIN
78898,V-GER,PRP,V-FIN
78899,V-GER,PRP,V-FIN
78900,V-GER,PRP,V-FIN
78901,V-GER,PRP,V-FIN
78902,V-GER,PRP,V-FIN
78903,V-GER,PRP,V-FIN
78904,V-GER,PRP,V-FIN
78905,V-GER,PRP,V-FIN
78906,V-GER,PRP,V-FIN
78907,V-GER,PRP,V-FIN
78908,V-GER,PRP,V-FIN
78909,V-GER,PRP,V-FIN
78910,V-GER,PRP,V-FIN
78911,V-GER,PRP,V-FIN
78912,V-GER,PRP,V-FIN
78913,V-GER,PRP,V-FIN
78914,V-GER,PRP,V-FIN
78915,V-GER,PRP,V-FIN
78916,V-GER,PRP,V-FIN
78917,V-GER,PRP,V-FIN
78918,V-GER,PRP,V-FIN
78919,V-GER,PRP,V-FIN
78920,V-GER,PRP,V-FIN
78921,V-GER,,V-FIN
78922,V-FIN,N,
78923,V-FIN,N,PRON-INDP
78924,V-FIN,N,PRON-INDP
78925,V-FIN,N,PRON-INDP
78926,V-FIN,N,PRON-INDP
78927,V-FIN,N,PRON-INDP
78928,V-FIN,N,PRON-INDP
78929,V-FIN,N,PRON-INDP
78930,V-FIN,N,PRON-INDP
78931,V-FIN,N,PRON-INDP
78932,V-FIN,N,PRON-INDP
78933,V-FIN,N,PRON-INDP
78934,V-FIN,N,PRON-INDP
78935,V-FIN,N,PRON-INDP
78936,V-FIN,N,PRON-INDP
78937,V-FIN,N,PRON-INDP
78938,V-FIN,N,PRON-INDP
78939,V-FIN,N,PRON-INDP
78940,V-FIN,N,PRON-INDP
78941,V-FIN,N,PRON-INDP
78942,V-FIN,N,PRON-INDP
78943,V-FIN,N,PRON-INDP
78944,V-FIN,N,PRON-INDP
78945,V-FIN,N,PRON-INDP
78946,V-FIN,N,PRON-INDP
78947,V-FIN,N,PRON-INDP
78948,V-FIN,N,PRON-INDP
78949,V-FIN,N,PRON-INDP
78950,V-FIN,N,PRON-INDP
78951,V-FIN,N,PRON-INDP
78952,V-FIN,N,PRON-INDP
78953,V-FIN,N,PRON-INDP
78954,V-FIN,N,PRON-INDP
78955,V-FIN,N,PRON-INDP
78956,V-FIN,N,PRON-INDP
78957,V-FIN,N,PRON-INDP
78958,V-FIN,N,PRON-INDP
78959,V-FIN,N,PRON-INDP
78960,V-FIN,N,PRON-INDP
78961,V-FIN,N,PRON-INDP
78962,V-FIN,N,PRON-INDP
78963,V-FIN,N,PRON-INDP
78964,V-FIN,N,PRON-INDP
78965,V-FIN,N,PRON-INDP
78966,V-FIN,N,PRON-INDP
78967,V-FIN,N,PRON-INDP
78968,V-FIN,N,PRON-INDP
78969,V-FIN,N,PRON-INDP
78970,V-FIN,N,PRON-INDP
78971,V-FIN,N,PRON-INDP
78972,V-FIN,N,PRON-INDP
78973,V-FIN,,PRON-INDP
78974,V-PCP,PRP,
78975,V-PCP,PRP,V-FIN
78976,V-PCP,PRP,V-FIN
78977,V-PCP,PRP,V-FIN
78978,V-PCP,PRP,V-FIN
78979,V-PCP,PRP,V-FIN
78980,V-PCP,PRP,V-FIN
78981,V-PCP,PRP,V-FIN
78982,V-PCP,PRP,V-FIN
78983,V-PCP,PRP,V-FIN
78984,V-PCP,PRP,V-FIN
78985,V-PCP,PRP,V-FIN
78986,V-PCP,PRP,V-FIN
78987,V-PCP,PRP,V-FIN
78988,V-PCP,PRP,V-FIN
78989,V-PCP,PRP,V-FIN
78990,V-PCP,PRP,V-FIN
78991,V-PCP,PRP,V-FIN
78992,V-PCP,PRP,V-FIN
78993,V-PCP,PRP,V-FIN
78994,V-PCP,PRP,V-FIN
78995,V-PCP,PRP,V-FIN
78996,V-PCP,PRP,V-FIN
78997,V-PCP,PRP,V-FIN
78998,V-PCP,,V-FIN
78999,V-FIN,PRP,
79000,V-FIN,PRP,PROP
79001,V-FIN,PRP,PROP
79002,V-FIN,PRP,PROP
79003,V-FIN,PRP,PROP
79004,V-FIN,PRP,PROP
79005,V-FIN,PRP,PROP
79006,V-FIN,PRP,PROP
79007,V-FIN,PRP,PROP
79008,V-FIN,PRP,PROP
79009,V-FIN,PRP,PROP
79010,V-FIN,PRP,PROP
79011,V-FIN,PRP,PROP
79012,V-FIN,PRP,PROP
79013,V-FIN,PRP,PROP
79014,V-FIN,PRP,PROP
79015,V-FIN,PRP,PROP
79016,V-FIN,PRP,PROP
79017,V-FIN,PRP,PROP
79018,V-FIN,PRP,PROP
79019,V-FIN,PRP,PROP
79020,V-FIN,PRP,PROP
79021,V-FIN,PRP,PROP
79022,V-FIN,PRP,PROP
79023,V-FIN,PRP,PROP
79024,V-FIN,PRP,PROP
79025,V-FIN,PRP,PROP
79026,V-FIN,PRP,PROP
79027,V-FIN,,PROP
79028,V-FIN,PRP,
79029,V-FIN,PRP,CONJ-S
79030,V-FIN,PRP,CONJ-S
79031,V-FIN,PRP,CONJ-S
79032,V-FIN,PRP,CONJ-S
79033,V-FIN,PRP,CONJ-S
79034,V-FIN,PRP,CONJ-S
79035,V-FIN,PRP,CONJ-S
79036,V-FIN,PRP,CONJ-S
79037,V-FIN,PRP,CONJ-S
79038,V-FIN,PRP,CONJ-S
79039,V-FIN,PRP,CONJ-S
79040,V-FIN,PRP,CONJ-S
79041,V-FIN,PRP,CONJ-S
79042,V-FIN,PRP,CONJ-S
79043,V-FIN,PRP,CONJ-S
79044,V-FIN,PRP,CONJ-S
79045,V-FIN,PRP,CONJ-S
79046,V-FIN,PRP,CONJ-S
79047,V-FIN,PRP,CONJ-S
79048,V-FIN,PRP,CONJ-S
79049,V-FIN,PRP,CONJ-S
79050,V-FIN,PRP,CONJ-S
79051,V-FIN,PRP,CONJ-S
79052,V-FIN,PRP,CONJ-S
79053,V-FIN,PRP,CONJ-S
79054,V-FIN,PRP,CONJ-S
79055,V-FIN,PRP,CONJ-S
79056,V-FIN,,CONJ-S
79057,V-FIN,PRP,
79058,V-FIN,PRP,ADV
79059,V-FIN,PRP,ADV
79060,V-FIN,PRP,ADV
79061,V-FIN,PRP,ADV
79062,V-FIN,PRP,ADV
79063,V-FIN,PRP,ADV
79064,V-FIN,PRP,ADV
79065,V-FIN,PRP,ADV
79066,V-FIN,PRP,ADV
79067,V-FIN,PRP,ADV
79068,V-FIN,PRP,ADV
79069,V-FIN,PRP,ADV
79070,V-FIN,PRP,ADV
79071,V-FIN,,ADV
79072,PRON-PERS,V-FIN,
79073,PRON-PERS,V-FIN,ADV
79074,PRON-PERS,V-FIN,ADV
79075,PRON-PERS,V-FIN,ADV
79076,PRON-PERS,V-FIN,ADV
79077,PRON-PERS,V-FIN,ADV
79078,PRON-PERS,V-FIN,ADV
79079,PRON-PERS,V-FIN,ADV
79080,PRON-PERS,V-FIN,ADV
79081,PRON-PERS,V-FIN,ADV
79082,PRON-PERS,V-FIN,ADV
79083,PRON-PERS,V-FIN,ADV
79084,PRON-PERS,V-FIN,ADV
79085,PRON-PERS,V-FIN,ADV
79086,PRON-PERS,,ADV
79087,V-INF,N,
79088,V-INF,N,PRP
79089,V-INF,N,PRP
79090,V-INF,N,PRP
79091,V-INF,N,PRP
79092,V-INF,N,PRP
79093,V-INF,N,PRP
79094,V-INF,N,PRP
79095,V-INF,N,PRP
79096,V-INF,N,PRP
79097,V-INF,N,PRP
79098,V-INF,N,PRP
79099,V-INF,N,PRP
79100,V-INF,N,PRP
79101,V-INF,,PRP
79102,V-FIN,PRP,
79103,V-FIN,PRP,ADV
79104,V-FIN,PRP,ADV
79105,V-FIN,PRP,ADV
79106,V-FIN,PRP,ADV
79107,V-FIN,PRP,ADV
79108,V-FIN,PRP,ADV
79109,V-FIN,PRP,ADV
79110,V-FIN,PRP,ADV
79111,V-FIN,,ADV
79112,V-FIN,N,
79113,V-FIN,N,PRON-DET
79114,V-FIN,N,PRON-DET
79115,V-FIN,N,PRON-DET
79116,V-FIN,N,PRON-DET
79117,V-FIN,N,PRON-DET
79118,V-FIN,N,PRON-DET
79119,V-FIN,N,PRON-DET
79120,V-FIN,,PRON-DET
79121,V-FIN,CONJ-S,
79122,V-FIN,CONJ-S,PROP
79123,V-FIN,CONJ-S,PROP
79124,V-FIN,CONJ-S,PROP
79125,V-FIN,CONJ-S,PROP
79126,V-FIN,CONJ-S,PROP
79127,V-FIN,CONJ-S,PROP
79128,V-FIN,CONJ-S,PROP
79129,V-FIN,CONJ-S,PROP
79130,V-FIN,CONJ-S,PROP
79131,V-FIN,CONJ-S,PROP
79132,V-FIN,CONJ-S,PROP
79133,V-FIN,CONJ-S,PROP
79134,V-FIN,CONJ-S,PROP
79135,V-FIN,CONJ-S,PROP
79136,V-FIN,CONJ-S,PROP
79137,V-FIN,CONJ-S,PROP
79138,V-FIN,,PROP
79139,V-FIN,V-INF,
79140,V-FIN,V-INF,CONJ-C
79141,V-FIN,V-INF,CONJ-C
79142,V-FIN,V-INF,CONJ-C
79143,V-FIN,V-INF,CONJ-C
79144,V-FIN,V-INF,CONJ-C
79145,V-FIN,V-INF,CONJ-C
79146,V-FIN,V-INF,CONJ-C
79147,V-FIN,V-INF,CONJ-C
79148,V-FIN,V-INF,CONJ-C
79149,V-FIN,V-INF,CONJ-C
79150,V-FIN,V-INF,CONJ-C
79151,V-FIN,V-INF,CONJ-C
79152,V-FIN,V-INF,CONJ-C
79153,V-FIN,V-INF,CONJ-C
79154,V-FIN,V-INF,CONJ-C
79155,V-FIN,V-INF,CONJ-C
79156,V-FIN,,CONJ-C
79157,V-INF,PRON-DET,
79158,V-INF,PRON-DET,V-FIN
79159,V-INF,PRON-DET,V-FIN
79160,V-INF,PRON-DET,V-FIN
79161,V-INF,PRON-DET,V-FIN
79162,V-INF,PRON-DET,V-FIN
79163,V-INF,PRON-DET,V-FIN
79164,V-INF,PRON-DET,V-FIN
79165,V-INF,PRON-DET,V-FIN
79166,V-INF,PRON-DET,V-FIN
79167,V-INF,PRON-DET,V-FIN
79168,V-INF,PRON-DET,V-FIN
79169,V-INF,PRON-DET,V-FIN
79170,V-INF,PRON-DET,V-FIN
79171,V-INF,PRON-DET,V-FIN
79172,V-INF,PRON-DET,V-FIN
79173,V-INF,PRON-DET,V-FIN
79174,V-INF,,V-FIN
79175,V-FIN,ADV,
79176,V-FIN,ADV,CONJ-C
79177,V-FIN,ADV,CONJ-C
79178,V-FIN,ADV,CONJ-C
79179,V-FIN,ADV,CONJ-C
79180,V-FIN,ADV,CONJ-C
79181,V-FIN,ADV,CONJ-C
79182,V-FIN,ADV,CONJ-C
79183,V-FIN,ADV,CONJ-C
79184,V-FIN,ADV,CONJ-C
79185,V-FIN,ADV,CONJ-C
79186,V-FIN,ADV,CONJ-C
79187,V-FIN,ADV,CONJ-C
79188,V-FIN,ADV,CONJ-C
79189,V-FIN,ADV,CONJ-C
79190,V-FIN,ADV,CONJ-C
79191,V-FIN,ADV,CONJ-C
79192,V-FIN,ADV,CONJ-C
79193,V-FIN,ADV,CONJ-C
79194,V-FIN,ADV,CONJ-C
79195,V-FIN,ADV,CONJ-C
79196,V-FIN,,CONJ-C
79197,V-PCP,PRP,
79198,V-PCP,PRP,V-FIN
79199,V-PCP,PRP,V-FIN
79200,V-PCP,PRP,V-FIN
