,MARKER
71999,0
72000,0
72001,0
72002,0
72003,0
72004,0
72005,0
72006,0
72007,0
72008,1
72009,1
72010,1
72011,1
72012,1
72013,1
72014,1
72015,0
72016,0
72017,0
72018,1
72019,1
72020,1
72021,1
72022,1
72023,1
72024,1
72025,1
72026,1
72027,1
72028,1
72029,1
72030,0
72031,0
72032,0
72033,0
72034,0
72035,1
72036,1
72037,1
72038,1
72039,1
72040,1
72041,1
72042,1
72043,1
72044,1
72045,1
72046,1
72047,1
72048,1
72049,1
72050,1
72051,1
72052,1
72053,0
72054,0
72055,0
72056,0
72057,0
72058,0
72059,0
72060,0
72061,0
72062,1
72063,1
72064,1
72065,1
72066,1
72067,1
72068,1
72069,1
72070,1
72071,1
72072,1
72073,1
72074,1
72075,1
72076,1
72077,1
72078,1
72079,1
72080,1
72081,0
72082,0
72083,0
72084,0
72085,0
72086,0
72087,0
72088,0
72089,0
72090,0
72091,0
72092,1
72093,1
72094,1
72095,1
72096,1
72097,1
72098,1
72099,1
72100,1
72101,1
72102,1
72103,1
72104,1
72105,1
72106,1
72107,1
72108,1
72109,0
72110,0
72111,0
72112,0
72113,0
72114,0
72115,0
72116,0
72117,0
72118,0
72119,0
72120,0
72121,0
72122,0
72123,0
72124,0
72125,0
72126,0
72127,0
72128,0
72129,1
72130,1
72131,1
72132,1
72133,1
72134,1
72135,1
72136,1
72137,0
72138,0
72139,1
72140,1
72141,1
72142,1
72143,1
72144,1
72145,0
72146,0
72147,0
72148,0
72149,0
72150,0
72151,0
72152,0
72153,0
72154,0
72155,0
72156,0
72157,0
72158,0
72159,0
72160,0
72161,0
72162,0
72163,0
72164,0
72165,0
72166,0
72167,0
72168,0
72169,0
72170,0
72171,0
72172,0
72173,0
72174,0
72175,0
72176,0
72177,0
72178,0
72179,1
72180,1
72181,1
72182,1
72183,1
72184,1
72185,1
72186,1
72187,1
72188,1
72189,0
72190,1
72191,1
72192,1
72193,1
72194,1
72195,1
72196,1
72197,1
72198,1
72199,1
72200,1
72201,1
72202,1
72203,1
72204,1
72205,1
72206,1
72207,1
72208,1
72209,1
72210,0
72211,0
72212,0
72213,0
72214,1
72215,1
72216,1
72217,1
72218,1
72219,1
72220,1
72221,1
72222,0
72223,0
72224,0
72225,1
72226,1
72227,1
72228,1
72229,1
72230,1
72231,1
72232,1
72233,1
72234,1
72235,0
72236,0
72237,0
72238,0
72239,0
72240,0
72241,0
72242,1
72243,1
72244,1
72245,1
72246,1
72247,1
72248,1
72249,1
72250,1
72251,1
72252,1
72253,1
72254,1
72255,1
72256,1
72257,1
72258,1
72259,1
72260,1
72261,1
72262,1
72263,0
72264,0
72265,0
72266,0
72267,0
72268,0
72269,1
72270,1
72271,1
72272,1
72273,1
72274,1
72275,1
72276,1
72277,1
72278,0
72279,0
72280,0
72281,0
72282,0
72283,0
72284,0
72285,1
72286,1
72287,1
72288,1
72289,1
72290,1
72291,1
72292,1
72293,0
72294,0
72295,0
72296,1
72297,1
72298,1
72299,1
72300,0
72301,0
72302,0
72303,0
72304,0
72305,0
72306,0
72307,0
72308,0
72309,0
72310,1
72311,1
72312,1
72313,1
72314,1
72315,1
72316,1
72317,1
72318,1
72319,1
72320,1
72321,0
72322,0
72323,0
72324,0
72325,0
72326,0
72327,0
72328,1
72329,1
72330,1
72331,1
72332,1
72333,1
72334,1
72335,1
72336,1
72337,1
72338,1
72339,1
72340,1
72341,1
72342,1
72343,1
72344,0
72345,0
72346,1
72347,1
72348,1
72349,1
72350,1
72351,0
72352,0
72353,0
72354,0
72355,0
72356,0
72357,0
72358,0
72359,0
72360,0
72361,1
72362,1
72363,1
72364,1
72365,1
72366,1
72367,1
72368,1
72369,1
72370,1
72371,1
72372,1
72373,1
72374,1
72375,1
72376,1
72377,1
72378,1
72379,1
72380,1
72381,1
72382,1
72383,1
72384,1
72385,1
72386,1
72387,1
72388,1
72389,1
72390,1
72391,1
72392,1
72393,1
72394,1
72395,0
72396,0
72397,0
72398,0
72399,0
72400,0
72401,0
72402,0
72403,0
72404,0
72405,0
72406,0
72407,0
72408,0
72409,0
72410,0
72411,0
72412,1
72413,1
72414,1
72415,1
72416,1
72417,1
72418,1
72419,1
72420,1
72421,1
72422,1
72423,1
72424,1
72425,1
72426,1
72427,1
72428,1
72429,1
72430,1
72431,1
72432,1
72433,1
72434,1
72435,1
72436,1
72437,1
72438,1
72439,0
72440,0
72441,0
72442,0
72443,0
72444,0
72445,0
72446,0
72447,0
72448,0
72449,0
72450,0
72451,0
72452,0
72453,0
72454,0
72455,0
72456,0
72457,0
72458,0
72459,0
72460,0
72461,0
72462,0
72463,0
72464,0
72465,0
72466,0
72467,0
72468,0
72469,0
72470,0
72471,0
72472,1
72473,1
72474,1
72475,1
72476,1
72477,1
72478,1
72479,1
72480,1
72481,1
72482,1
72483,0
72484,0
72485,0
72486,0
72487,0
72488,0
72489,0
72490,0
72491,0
72492,0
72493,0
72494,0
72495,1
72496,1
72497,1
72498,1
72499,1
72500,1
72501,1
72502,1
72503,1
72504,1
72505,1
72506,1
72507,1
72508,0
72509,0
72510,0
72511,1
72512,1
72513,1
72514,1
72515,1
72516,1
72517,1
72518,1
72519,0
72520,0
72521,0
72522,0
72523,0
72524,0
72525,0
72526,0
72527,1
72528,1
72529,1
72530,0
72531,0
72532,0
72533,0
72534,0
72535,0
72536,1
72537,1
72538,1
72539,1
72540,1
72541,1
72542,1
72543,1
72544,1
72545,1
72546,0
72547,0
72548,0
72549,0
72550,0
72551,0
72552,0
72553,0
72554,0
72555,0
72556,0
72557,0
72558,0
72559,1
72560,1
72561,1
72562,0
72563,0
72564,0
72565,0
72566,0
72567,0
72568,0
72569,0
72570,0
72571,0
72572,0
72573,0
72574,0
72575,0
72576,0
72577,1
72578,1
72579,1
72580,1
72581,1
72582,1
72583,1
72584,1
72585,0
72586,0
72587,0
72588,0
72589,0
72590,0
72591,0
72592,0
72593,0
72594,0
72595,0
72596,0
72597,0
72598,0
72599,0
72600,0
72601,0
72602,1
72603,1
72604,1
72605,1
72606,1
72607,1
72608,0
72609,0
72610,0
72611,0
72612,0
72613,0
72614,0
72615,0
72616,0
72617,0
72618,0
72619,0
72620,1
72621,1
72622,1
72623,1
72624,1
72625,1
72626,1
72627,1
72628,1
72629,1
72630,1
72631,0
72632,0
72633,0
72634,0
72635,0
72636,1
72637,1
72638,1
72639,1
72640,1
72641,1
72642,1
72643,1
72644,1
72645,1
72646,1
72647,1
72648,1
72649,1
72650,1
72651,1
72652,1
72653,1
72654,1
72655,0
72656,0
72657,0
72658,1
72659,1
72660,1
72661,1
72662,1
72663,0
72664,0
72665,0
72666,1
72667,1
72668,1
72669,1
72670,1
72671,1
72672,1
72673,0
72674,0
72675,0
72676,0
72677,0
72678,0
72679,0
72680,1
72681,1
72682,1
72683,0
72684,0
72685,1
72686,1
72687,1
72688,1
72689,1
72690,1
72691,1
72692,1
72693,1
72694,1
72695,1
72696,1
72697,1
72698,1
72699,0
72700,0
72701,0
72702,0
72703,0
72704,0
72705,0
72706,0
72707,0
72708,0
72709,0
72710,0
72711,0
72712,0
72713,0
72714,0
72715,0
72716,0
72717,0
72718,0
72719,0
72720,1
72721,1
72722,1
72723,1
72724,1
72725,0
72726,0
72727,0
72728,0
72729,0
72730,0
72731,0
72732,0
72733,0
72734,0
72735,0
72736,0
72737,1
72738,1
72739,1
72740,1
72741,1
72742,0
72743,0
72744,0
72745,1
72746,1
72747,1
72748,1
72749,0
72750,0
72751,0
72752,0
72753,0
72754,0
72755,0
72756,1
72757,1
72758,1
72759,1
72760,1
72761,1
72762,1
72763,1
72764,1
72765,1
72766,0
72767,1
72768,1
72769,1
72770,1
72771,1
72772,1
72773,1
72774,1
72775,1
72776,1
72777,0
72778,0
72779,0
72780,0
72781,0
72782,0
72783,1
72784,1
72785,1
72786,1
72787,1
72788,0
72789,1
72790,1
72791,1
72792,1
72793,1
72794,1
72795,1
72796,1
72797,1
72798,1
72799,1
72800,0
72801,0
72802,0
72803,0
72804,0
72805,0
72806,1
72807,1
72808,1
72809,1
72810,1
72811,1
72812,0
72813,0
72814,0
72815,1
72816,1
72817,1
72818,1
72819,1
72820,1
72821,0
72822,0
72823,0
72824,0
72825,0
72826,0
72827,0
72828,0
72829,0
72830,0
72831,0
72832,1
72833,1
72834,1
72835,1
72836,1
72837,1
72838,1
72839,1
72840,0
72841,0
72842,0
72843,0
72844,0
72845,1
72846,1
72847,1
72848,1
72849,1
72850,1
72851,1
72852,1
72853,1
72854,1
72855,1
72856,1
72857,1
72858,1
72859,1
72860,1
72861,1
72862,1
72863,1
72864,1
72865,1
72866,1
72867,1
72868,1
72869,1
72870,1
72871,1
72872,1
72873,1
72874,1
72875,1
72876,1
72877,1
72878,1
72879,1
72880,1
72881,1
72882,1
72883,1
72884,1
72885,1
72886,1
72887,1
72888,1
72889,1
72890,1
72891,1
72892,1
72893,0
72894,0
72895,0
72896,0
72897,0
72898,0
72899,0
72900,0
72901,0
72902,0
72903,0
72904,0
72905,0
72906,0
72907,0
72908,0
72909,0
72910,0
72911,0
72912,0
72913,0
72914,0
72915,0
72916,0
72917,1
72918,1
72919,1
72920,1
72921,1
72922,1
72923,1
72924,1
72925,1
72926,1
72927,1
72928,1
72929,1
72930,1
72931,1
72932,1
72933,1
72934,1
72935,1
72936,1
72937,1
72938,1
72939,1
72940,1
72941,1
72942,1
72943,1
72944,1
72945,1
72946,0
72947,0
72948,0
72949,0
72950,0
72951,0
72952,0
72953,0
72954,0
72955,0
72956,0
72957,0
72958,0
72959,0
72960,0
72961,0
72962,0
72963,0
72964,0
72965,0
72966,0
72967,0
72968,0
72969,0
72970,0
72971,0
72972,0
72973,0
72974,0
72975,0
72976,0
72977,0
72978,0
72979,0
72980,0
72981,1
72982,1
72983,1
72984,1
72985,1
72986,1
72987,1
72988,1
72989,1
72990,1
72991,1
72992,1
72993,1
72994,1
72995,1
72996,1
72997,1
72998,1
72999,0
73000,0
73001,0
73002,0
73003,0
73004,1
73005,1
73006,1
73007,1
73008,1
73009,1
73010,1
73011,0
73012,0
73013,0
73014,0
73015,0
73016,0
73017,0
73018,0
73019,0
73020,1
73021,1
73022,1
73023,1
73024,1
73025,1
73026,0
73027,1
73028,1
73029,1
73030,1
73031,1
73032,1
73033,1
73034,1
73035,1
73036,0
73037,0
73038,0
73039,0
73040,0
73041,1
73042,1
73043,1
73044,1
73045,1
73046,1
73047,1
73048,1
73049,1
73050,0
73051,0
73052,0
73053,0
73054,1
73055,1
73056,1
73057,1
73058,1
73059,1
73060,1
73061,1
73062,1
73063,1
73064,1
73065,1
73066,1
73067,0
73068,0
73069,0
73070,0
73071,0
73072,0
73073,0
73074,0
73075,0
73076,0
73077,1
73078,1
73079,1
73080,1
73081,1
73082,1
73083,1
73084,0
73085,1
73086,1
73087,1
73088,1
73089,1
73090,1
73091,0
73092,0
73093,0
73094,0
73095,1
73096,1
73097,1
73098,1
73099,1
73100,1
73101,1
73102,1
73103,1
73104,1
73105,1
73106,1
73107,1
73108,1
73109,1
73110,1
73111,1
73112,1
73113,1
73114,1
73115,0
73116,0
73117,0
73118,0
73119,0
73120,0
73121,0
73122,0
73123,0
73124,0
73125,0
73126,0
73127,1
73128,1
73129,1
73130,1
73131,1
73132,1
73133,1
73134,1
73135,1
73136,1
73137,1
73138,1
73139,0
73140,0
73141,0
73142,0
73143,0
73144,0
73145,0
73146,0
73147,0
73148,0
73149,0
73150,0
73151,0
73152,0
73153,0
73154,0
73155,0
73156,0
73157,0
73158,0
73159,1
73160,1
73161,1
73162,1
73163,0
73164,0
73165,0
73166,0
73167,0
73168,1
73169,1
73170,1
73171,1
73172,1
73173,1
73174,1
73175,1
73176,1
73177,1
73178,1
73179,1
73180,1
73181,1
73182,0
73183,0
73184,0
73185,0
73186,0
73187,0
73188,0
73189,0
73190,0
73191,0
73192,0
73193,0
73194,0
73195,0
73196,0
73197,0
73198,0
73199,1
73200,1
73201,0
73202,0
73203,0
73204,0
73205,0
73206,1
73207,1
73208,1
73209,0
73210,0
73211,0
73212,0
73213,0
73214,0
73215,0
73216,1
73217,1
73218,1
73219,1
73220,1
73221,1
73222,1
73223,1
73224,1
73225,1
73226,1
73227,1
73228,1
73229,0
73230,0
73231,0
73232,0
73233,0
73234,0
73235,0
73236,0
73237,0
73238,1
73239,1
73240,1
73241,1
73242,1
73243,0
73244,0
73245,0
73246,0
73247,0
73248,0
73249,0
73250,0
73251,0
73252,0
73253,0
73254,0
73255,1
73256,1
73257,1
73258,1
73259,1
73260,1
73261,1
73262,1
73263,1
73264,0
73265,0
73266,0
73267,0
73268,0
73269,1
73270,1
73271,1
73272,1
73273,1
73274,1
73275,1
73276,1
73277,1
73278,1
73279,1
73280,1
73281,1
73282,1
73283,1
73284,1
73285,1
73286,1
73287,1
73288,1
73289,0
73290,0
73291,0
73292,0
73293,0
73294,0
73295,0
73296,0
73297,0
73298,0
73299,0
73300,0
73301,0
73302,0
73303,1
73304,1
73305,1
73306,1
73307,1
73308,1
73309,1
73310,1
73311,1
73312,1
73313,1
73314,0
73315,0
73316,0
73317,0
73318,0
73319,0
73320,0
73321,0
73322,0
73323,0
73324,0
73325,0
73326,0
73327,0
73328,0
73329,0
73330,0
73331,0
73332,0
73333,0
73334,0
73335,0
73336,0
73337,1
73338,1
73339,0
73340,0
73341,0
73342,0
73343,1
73344,1
73345,1
73346,1
73347,1
73348,1
73349,1
73350,1
73351,1
73352,1
73353,1
73354,1
73355,1
73356,1
73357,1
73358,1
73359,1
73360,1
73361,1
73362,1
73363,1
73364,1
73365,0
73366,0
73367,0
73368,0
73369,0
73370,0
73371,0
73372,0
73373,0
73374,0
73375,0
73376,0
73377,0
73378,0
73379,0
73380,0
73381,0
73382,1
73383,1
73384,1
73385,1
73386,1
73387,1
73388,1
73389,1
73390,1
73391,0
73392,0
73393,1
73394,1
73395,1
73396,1
73397,1
73398,1
73399,1
73400,1
73401,0
73402,0
73403,0
73404,0
73405,0
73406,0
73407,0
73408,0
73409,0
73410,0
73411,1
73412,1
73413,1
73414,1
73415,1
73416,1
73417,1
73418,0
73419,0
73420,0
73421,0
73422,0
73423,0
73424,0
73425,0
73426,1
73427,1
73428,1
73429,1
73430,1
73431,1
73432,1
73433,1
73434,1
73435,1
73436,1
73437,1
73438,1
73439,1
73440,1
73441,1
73442,1
73443,1
73444,1
73445,0
73446,0
73447,0
73448,0
73449,0
73450,0
73451,0
73452,0
73453,0
73454,0
73455,0
73456,0
73457,0
73458,0
73459,0
73460,1
73461,1
73462,1
73463,1
73464,1
73465,1
73466,1
73467,1
73468,1
73469,1
73470,1
73471,1
73472,0
73473,0
73474,0
73475,0
73476,0
73477,0
73478,0
73479,0
73480,0
73481,0
73482,0
73483,0
73484,0
73485,0
73486,0
73487,0
73488,1
73489,1
73490,1
73491,1
73492,1
73493,1
73494,1
73495,1
73496,1
73497,1
73498,1
73499,1
73500,1
73501,1
73502,1
73503,1
73504,1
73505,1
73506,1
73507,1
73508,1
73509,1
73510,1
73511,0
73512,0
73513,0
73514,0
73515,0
73516,1
73517,1
73518,1
73519,1
73520,1
73521,1
73522,1
73523,1
73524,1
73525,1
73526,1
73527,1
73528,1
73529,1
73530,1
73531,1
73532,1
73533,1
73534,1
73535,1
73536,1
73537,1
73538,1
73539,0
73540,0
73541,1
73542,1
73543,1
73544,1
73545,1
73546,1
73547,1
73548,1
73549,1
73550,1
73551,1
73552,1
73553,1
73554,0
73555,0
73556,0
73557,0
73558,0
73559,0
73560,0
73561,1
73562,1
73563,1
73564,1
73565,1
73566,1
73567,1
73568,1
73569,0
73570,0
73571,0
73572,0
73573,0
73574,1
73575,1
73576,1
73577,1
73578,1
73579,1
73580,1
73581,1
73582,1
73583,1
73584,1
73585,1
73586,1
73587,1
73588,1
73589,1
73590,1
73591,0
73592,0
73593,0
73594,0
73595,0
73596,0
73597,0
73598,0
73599,1
73600,1
73601,1
73602,1
73603,1
73604,1
73605,1
73606,1
73607,1
73608,1
73609,1
73610,1
73611,1
73612,1
73613,0
73614,0
73615,1
73616,1
73617,1
73618,0
73619,0
73620,0
73621,0
73622,0
73623,0
73624,1
73625,1
73626,1
73627,1
73628,1
73629,1
73630,1
73631,1
73632,1
73633,1
73634,1
73635,1
73636,1
73637,0
73638,0
73639,0
73640,0
73641,0
73642,0
73643,0
73644,0
73645,0
73646,0
73647,0
73648,0
73649,0
73650,0
73651,0
73652,1
73653,1
73654,1
73655,1
73656,0
73657,0
73658,1
73659,1
73660,1
73661,1
73662,1
73663,1
73664,1
73665,1
73666,1
73667,1
73668,1
73669,1
73670,1
73671,1
73672,1
73673,1
73674,1
73675,1
73676,1
73677,1
73678,1
73679,1
73680,1
73681,1
73682,1
73683,1
73684,1
73685,0
73686,0
73687,0
73688,0
73689,0
73690,0
73691,0
73692,0
73693,0
73694,0
73695,0
73696,1
73697,1
73698,1
73699,1
73700,1
73701,1
73702,1
73703,1
73704,1
73705,1
73706,1
73707,1
73708,1
73709,1
73710,1
73711,1
73712,1
73713,1
73714,0
73715,0
73716,0
73717,0
73718,0
73719,0
73720,0
73721,0
73722,0
73723,1
73724,1
73725,1
73726,1
73727,1
73728,1
73729,1
73730,1
73731,1
73732,1
73733,1
73734,1
73735,1
73736,1
73737,1
73738,1
73739,1
73740,1
73741,1
73742,1
73743,1
73744,1
73745,0
73746,0
73747,0
73748,0
73749,0
73750,0
73751,0
73752,0
73753,0
73754,0
73755,0
73756,0
73757,0
73758,0
73759,0
73760,0
73761,0
73762,0
73763,0
73764,0
73765,0
73766,0
73767,0
73768,1
73769,1
73770,1
73771,1
73772,1
73773,1
73774,1
73775,1
73776,0
73777,0
73778,0
73779,0
73780,0
73781,0
73782,0
73783,0
73784,0
73785,0
73786,0
73787,0
73788,0
73789,0
73790,0
73791,0
73792,0
73793,0
73794,0
73795,0
73796,0
73797,0
73798,0
73799,0
73800,0
73801,0
73802,0
73803,1
73804,1
73805,1
73806,1
73807,0
73808,0
73809,1
73810,1
73811,1
73812,1
73813,1
73814,0
73815,0
73816,0
73817,0
73818,1
73819,1
73820,1
73821,1
73822,1
73823,1
73824,1
73825,1
73826,1
73827,1
73828,1
73829,1
73830,1
73831,1
73832,1
73833,1
73834,1
73835,1
73836,1
73837,0
73838,0
73839,0
73840,0
73841,0
73842,0
73843,0
73844,0
73845,0
73846,0
73847,0
73848,0
73849,1
73850,1
73851,1
73852,1
73853,1
73854,1
73855,1
73856,1
73857,1
73858,1
73859,1
73860,0
73861,0
73862,0
73863,0
73864,0
73865,0
73866,0
73867,0
73868,0
73869,0
73870,0
73871,0
73872,0
73873,0
73874,1
73875,1
73876,1
73877,1
73878,1
73879,1
73880,1
73881,1
73882,1
73883,0
73884,0
73885,0
73886,1
73887,1
73888,1
73889,1
73890,1
73891,1
73892,1
73893,1
73894,1
73895,1
73896,1
73897,0
73898,0
73899,0
73900,1
73901,1
73902,1
73903,1
73904,1
73905,1
73906,1
73907,1
73908,1
73909,1
73910,1
73911,1
73912,1
73913,1
73914,1
73915,1
73916,1
73917,1
73918,1
73919,1
73920,1
73921,1
73922,1
73923,1
73924,1
73925,1
73926,1
73927,1
73928,1
73929,1
73930,1
73931,1
73932,1
73933,1
73934,0
73935,0
73936,0
73937,0
73938,0
73939,0
73940,0
73941,0
73942,0
73943,0
73944,0
73945,0
73946,0
73947,0
73948,0
73949,0
73950,0
73951,0
73952,0
73953,0
73954,0
73955,0
73956,0
73957,0
73958,0
73959,0
73960,0
73961,0
73962,0
73963,0
73964,1
73965,1
73966,1
73967,1
73968,1
73969,1
73970,1
73971,0
73972,0
73973,0
73974,0
73975,0
73976,0
73977,0
73978,0
73979,0
73980,0
73981,0
73982,0
73983,1
73984,1
73985,1
73986,1
73987,1
73988,1
73989,1
73990,1
73991,1
73992,1
73993,1
73994,1
73995,1
73996,1
73997,1
73998,1
73999,1
74000,1
74001,1
74002,1
74003,1
74004,1
74005,1
74006,1
74007,1
74008,1
74009,1
74010,1
74011,1
74012,1
74013,1
74014,1
74015,1
74016,1
74017,1
74018,1
74019,1
74020,1
74021,1
74022,1
74023,1
74024,1
74025,1
74026,1
74027,1
74028,1
74029,1
74030,1
74031,1
74032,1
74033,1
74034,1
74035,1
74036,1
74037,1
74038,1
74039,1
74040,1
74041,1
74042,1
74043,1
74044,1
74045,1
74046,1
74047,1
74048,0
74049,0
74050,0
74051,0
74052,0
74053,0
74054,1
74055,1
74056,1
74057,1
74058,1
74059,1
74060,1
74061,1
74062,1
74063,1
74064,1
74065,1
74066,1
74067,1
74068,1
74069,1
74070,1
74071,1
74072,1
74073,1
74074,1
74075,1
74076,1
74077,1
74078,0
74079,0
74080,0
74081,0
74082,0
74083,0
74084,0
74085,0
74086,0
74087,0
74088,0
74089,0
74090,0
74091,0
74092,0
74093,1
74094,1
74095,1
74096,1
74097,1
74098,1
74099,1
74100,1
74101,1
74102,1
74103,1
74104,1
74105,1
74106,1
74107,1
74108,0
74109,0
74110,0
74111,0
74112,0
74113,0
74114,0
74115,0
74116,0
74117,0
74118,0
74119,0
74120,0
74121,0
74122,0
74123,0
74124,0
74125,0
74126,0
74127,0
74128,0
74129,0
74130,0
74131,0
74132,0
74133,0
74134,0
74135,1
74136,1
74137,1
74138,0
74139,0
74140,0
74141,1
74142,1
74143,1
74144,1
74145,1
74146,1
74147,1
74148,1
74149,1
74150,1
74151,1
74152,1
74153,1
74154,1
74155,1
74156,1
74157,1
74158,1
74159,1
74160,1
74161,1
74162,1
74163,1
74164,1
74165,1
74166,1
74167,1
74168,1
74169,1
74170,1
74171,1
74172,0
74173,0
74174,0
74175,0
74176,0
74177,0
74178,0
74179,0
74180,0
74181,0
74182,1
74183,1
74184,1
74185,1
74186,1
74187,1
74188,1
74189,1
74190,1
74191,1
74192,1
74193,1
74194,1
74195,1
74196,1
74197,1
74198,1
74199,1
74200,1
74201,1
74202,1
74203,1
74204,1
74205,1
74206,0
74207,0
74208,0
74209,0
74210,0
74211,0
74212,0
74213,0
74214,0
74215,0
74216,0
74217,0
74218,0
74219,0
74220,0
74221,0
74222,0
74223,0
74224,0
74225,1
74226,1
74227,1
74228,1
74229,1
74230,1
74231,1
74232,1
74233,1
74234,1
74235,1
74236,1
74237,1
74238,1
74239,1
74240,0
74241,0
74242,0
74243,0
74244,0
74245,0
74246,0
74247,0
74248,0
74249,0
74250,0
74251,0
74252,0
74253,0
74254,0
74255,0
74256,0
74257,0
74258,0
74259,0
74260,0
74261,0
74262,0
74263,1
74264,1
74265,1
74266,1
74267,1
74268,1
74269,1
74270,1
74271,1
74272,1
74273,1
74274,0
74275,0
74276,0
74277,0
74278,0
74279,0
74280,0
74281,0
74282,0
74283,0
74284,0
74285,0
74286,0
74287,0
74288,0
74289,0
74290,0
74291,0
74292,0
74293,0
74294,0
74295,0
74296,0
74297,0
74298,0
74299,0
74300,1
74301,1
74302,1
74303,1
74304,1
74305,1
74306,1
74307,1
74308,0
74309,1
74310,1
74311,1
74312,1
74313,0
74314,0
74315,1
74316,1
74317,1
74318,1
74319,1
74320,1
74321,1
74322,1
74323,1
74324,1
74325,1
74326,1
74327,1
74328,1
74329,1
74330,1
74331,1
74332,1
74333,1
74334,1
74335,1
74336,1
74337,1
74338,1
74339,1
74340,1
74341,1
74342,1
74343,1
74344,1
74345,1
74346,1
74347,1
74348,1
74349,0
74350,0
74351,0
74352,0
74353,0
74354,0
74355,0
74356,0
74357,0
74358,0
74359,0
74360,0
74361,0
74362,0
74363,0
74364,0
74365,0
74366,0
74367,0
74368,0
74369,0
74370,0
74371,0
74372,0
74373,0
74374,0
74375,1
74376,1
74377,1
74378,1
74379,1
74380,1
74381,1
74382,1
74383,1
74384,1
74385,0
74386,1
74387,1
74388,1
74389,1
74390,1
74391,1
74392,1
74393,1
74394,0
74395,0
74396,0
74397,0
74398,0
74399,1
74400,1
74401,1
74402,1
74403,0
74404,0
74405,1
74406,1
74407,1
74408,1
74409,1
74410,1
74411,1
74412,1
74413,1
74414,1
74415,0
74416,0
74417,0
74418,0
74419,0
74420,0
74421,0
74422,0
74423,1
74424,1
74425,1
74426,1
74427,0
74428,0
74429,0
74430,0
74431,0
74432,0
74433,0
74434,0
74435,0
74436,0
74437,1
74438,1
74439,1
74440,1
74441,1
74442,1
74443,1
74444,0
74445,0
74446,0
74447,0
74448,0
74449,0
74450,0
74451,0
74452,0
74453,0
74454,0
74455,0
74456,0
74457,0
74458,0
74459,1
74460,1
74461,1
74462,1
74463,1
74464,1
74465,1
74466,1
74467,1
74468,1
74469,1
74470,1
74471,1
74472,1
74473,1
74474,0
74475,0
74476,0
74477,0
74478,0
74479,0
74480,0
74481,1
74482,1
74483,1
74484,1
74485,1
74486,0
74487,0
74488,0
74489,0
74490,0
74491,0
74492,0
74493,0
74494,0
74495,0
74496,0
74497,1
74498,1
74499,1
74500,1
74501,1
74502,1
74503,1
74504,1
74505,1
74506,1
74507,1
74508,1
74509,1
74510,1
74511,1
74512,1
74513,1
74514,1
74515,1
74516,1
74517,0
74518,0
74519,0
74520,0
74521,0
74522,0
74523,0
74524,0
74525,0
74526,0
74527,0
74528,0
74529,0
74530,0
74531,0
74532,0
74533,0
74534,1
74535,1
74536,1
74537,1
74538,1
74539,1
74540,1
74541,1
74542,1
74543,1
74544,1
74545,1
74546,1
74547,1
74548,0
74549,0
74550,0
74551,0
74552,0
74553,0
74554,0
74555,0
74556,0
74557,0
74558,0
74559,0
74560,0
74561,0
74562,0
74563,0
74564,0
74565,0
74566,0
74567,0
74568,0
74569,0
74570,1
74571,1
74572,1
74573,1
74574,1
74575,1
74576,1
74577,1
74578,1
74579,0
74580,1
74581,1
74582,1
74583,1
74584,1
74585,1
74586,1
74587,1
74588,1
74589,1
74590,1
74591,1
74592,1
74593,1
74594,1
74595,1
74596,1
74597,1
74598,1
74599,1
74600,1
74601,1
74602,1
74603,1
74604,1
74605,1
74606,1
74607,1
74608,1
74609,1
74610,1
74611,1
74612,0
74613,0
74614,0
74615,0
74616,0
74617,0
74618,0
74619,0
74620,0
74621,0
74622,0
74623,0
74624,0
74625,0
74626,1
74627,1
74628,1
74629,1
74630,1
74631,1
74632,1
74633,1
74634,1
74635,1
74636,1
74637,1
74638,1
74639,1
74640,1
74641,1
74642,1
74643,1
74644,1
74645,0
74646,0
74647,0
74648,0
74649,0
74650,0
74651,0
74652,0
74653,0
74654,0
74655,0
74656,0
74657,0
74658,0
74659,0
74660,0
74661,0
74662,0
74663,0
74664,0
74665,0
74666,0
74667,1
74668,1
74669,1
74670,1
74671,1
74672,1
74673,1
74674,1
74675,1
74676,1
74677,1
74678,1
74679,1
74680,1
74681,1
74682,1
74683,1
74684,1
74685,1
74686,1
74687,1
74688,1
74689,1
74690,1
74691,1
74692,1
74693,0
74694,0
74695,0
74696,0
74697,0
74698,0
74699,1
74700,1
74701,1
74702,1
74703,1
74704,1
74705,1
74706,1
74707,1
74708,0
74709,0
74710,0
74711,0
74712,0
74713,0
74714,0
74715,1
74716,1
74717,1
74718,1
74719,1
74720,1
74721,1
74722,1
74723,0
74724,0
74725,1
74726,1
74727,1
74728,1
74729,1
74730,1
74731,1
74732,1
74733,1
74734,1
74735,1
74736,1
74737,1
74738,1
74739,1
74740,1
74741,1
74742,1
74743,1
74744,1
74745,0
74746,0
74747,0
74748,0
74749,0
74750,0
74751,0
74752,0
74753,0
74754,0
74755,0
74756,1
74757,1
74758,1
74759,1
74760,1
74761,1
74762,1
74763,1
74764,1
74765,1
74766,1
74767,0
74768,0
74769,0
74770,0
74771,0
74772,0
74773,0
74774,1
74775,1
74776,1
74777,1
74778,1
74779,1
74780,1
74781,1
74782,1
74783,1
74784,1
74785,1
74786,1
74787,1
74788,1
74789,1
74790,1
74791,1
74792,1
74793,1
74794,1
74795,0
74796,0
