,SHALLOW_CHUNKS
61449,B-NP
61450,I-NP
61451,I-NP
61452,I-NP
61453,B-PP
61454,I-PP
61455,I-PP
61456,I-PP
61457,I-PP
61458,I-PP
61459,I-PP
61460,I-PP
61461,I-PP
61462,I-PP
61463,B-NP
61464,B-VP
61465,B-NP
61466,I-NP
61467,B-PP
61468,I-PP
61469,O
61470,B-NP
61471,I-NP
61472,B-PP
61473,I-PP
61474,I-PP
61475,O
61476,B-NP
61477,I-NP
61478,B-VP
61479,B-NP
61480,B-PP
61481,I-PP
61482,I-PP
61483,B-NP
61484,I-NP
61485,I-NP
61486,B-PP
61487,I-PP
61488,O
61489,B-NP
61490,I-NP
61491,I-NP
61492,B-PP
61493,I-PP
61494,I-PP
61495,O
61496,B-PP
61497,I-PP
61498,I-PP
61499,I-PP
61500,I-PP
61501,I-PP
61502,O
61503,B-NP
61504,I-NP
61505,B-PP
61506,I-PP
61507,I-PP
61508,B-VP
61509,B-PP
61510,I-PP
61511,B-PP
61512,I-PP
61513,I-PP
61514,I-PP
61515,I-PP
61516,O
61517,B-PP
61518,I-PP
61519,I-PP
61520,B-VP
61521,B-PP
61522,I-PP
61523,I-PP
61524,O
61525,B-VP
61526,I-VP
61527,B-PP
61528,I-PP
61529,I-PP
61530,B-PP
61531,B-NP
61532,O
61533,B-NP
61534,O
61535,B-NP
61536,O
61537,B-NP
61538,B-VP
61539,O
61540,B-VP
61541,I-VP
61542,B-NP
61543,B-PP
61544,I-PP
61545,I-PP
61546,I-PP
61547,I-PP
61548,I-PP
61549,I-PP
61550,I-PP
61551,I-PP
61552,I-PP
61553,O
61554,B-VP
61555,O
61556,B-NP
61557,I-NP
61558,O
61559,B-NP
61560,B-VP
61561,O
61562,B-VP
61563,I-VP
61564,B-NP
61565,B-PP
61566,I-PP
61567,I-PP
61568,I-PP
61569,I-PP
61570,I-PP
61571,I-PP
61572,I-PP
61573,I-PP
61574,I-PP
61575,O
61576,B-VP
61577,O
61578,B-NP
61579,I-NP
61580,O
61581,O
61582,O
61583,B-VP
61584,I-VP
61585,B-NP
61586,B-PP
61587,I-PP
61588,I-PP
61589,O
61590,O
61591,O
61592,O
61593,O
61594,O
61595,B-PP
61596,I-PP
61597,I-PP
61598,I-PP
61599,I-PP
61600,I-PP
61601,B-NP
61602,O
61603,B-NP
61604,B-PP
61605,B-NP
61606,O
61607,B-NP
61608,B-NP
61609,I-NP
61610,B-PP
61611,I-PP
61612,B-VP
61613,B-VP
61614,B-ADJP
61615,I-ADJP
61616,B-VP
61617,B-NP
61618,B-NP
61619,I-NP
61620,B-PP
61621,B-NP
61622,B-VP
61623,B-NP
61624,I-NP
61625,I-NP
61626,O
61627,B-ADVP
61628,O
61629,B-VP
61630,B-NP
61631,B-NP
61632,B-NP
61633,I-NP
61634,I-NP
61635,I-NP
61636,B-VP
61637,B-PP
61638,I-PP
61639,I-PP
61640,B-NP
61641,O
61642,B-ADVP
61643,B-NP
61644,B-VP
61645,B-PP
61646,I-PP
61647,I-PP
61648,I-PP
61649,B-NP
61650,I-NP
61651,I-NP
61652,O
61653,B-NP
61654,I-NP
61655,B-PP
61656,I-PP
61657,B-VP
61658,B-VP
61659,B-ADJP
61660,I-ADJP
61661,B-VP
61662,B-NP
61663,B-NP
61664,I-NP
61665,B-PP
61666,B-NP
61667,B-VP
61668,B-NP
61669,I-NP
61670,I-NP
61671,O
61672,B-ADVP
61673,O
61674,B-VP
61675,B-NP
61676,B-NP
61677,B-NP
61678,I-NP
61679,I-NP
61680,I-NP
61681,B-VP
61682,B-PP
61683,I-PP
61684,I-PP
61685,B-NP
61686,O
61687,B-ADVP
61688,B-NP
61689,B-VP
61690,B-PP
61691,I-PP
61692,I-PP
61693,I-PP
61694,B-NP
61695,I-NP
61696,I-NP
61697,O
61698,B-NP
61699,I-NP
61700,B-PP
61701,I-PP
61702,B-VP
61703,B-VP
61704,B-ADJP
61705,I-ADJP
61706,B-VP
61707,B-NP
61708,B-NP
61709,I-NP
61710,B-PP
61711,B-NP
61712,B-VP
61713,B-NP
61714,I-NP
61715,I-NP
61716,O
61717,B-ADVP
61718,O
61719,B-VP
61720,B-NP
61721,B-NP
61722,B-NP
61723,I-NP
61724,I-NP
61725,I-NP
61726,B-VP
61727,B-PP
61728,I-PP
61729,I-PP
61730,B-NP
61731,O
61732,B-ADVP
61733,B-NP
61734,B-VP
61735,B-PP
61736,I-PP
61737,I-PP
61738,I-PP
61739,B-NP
61740,I-NP
61741,I-NP
61742,O
61743,B-NP
61744,I-NP
61745,B-PP
61746,I-PP
61747,I-PP
61748,I-PP
61749,B-ADVP
61750,I-ADVP
61751,B-VP
61752,B-NP
61753,I-NP
61754,O
61755,B-ADVP
61756,B-VP
61757,I-VP
61758,I-VP
61759,B-NP
61760,B-PP
61761,O
61762,B-NP
61763,I-NP
61764,B-VP
61765,O
61766,B-VP
61767,B-NP
61768,I-NP
61769,O
61770,B-NP
61771,I-NP
61772,B-PP
61773,I-PP
61774,I-PP
61775,I-PP
61776,B-ADVP
61777,I-ADVP
61778,B-VP
61779,B-NP
61780,I-NP
61781,O
61782,B-ADVP
61783,B-VP
61784,I-VP
61785,I-VP
61786,B-NP
61787,B-PP
61788,O
61789,B-NP
61790,I-NP
61791,B-VP
61792,O
61793,B-VP
61794,B-NP
61795,I-NP
61796,O
61797,B-NP
61798,I-NP
61799,B-PP
61800,I-PP
61801,I-PP
61802,I-PP
61803,B-ADVP
61804,I-ADVP
61805,B-VP
61806,B-NP
61807,I-NP
61808,O
61809,B-ADVP
61810,B-VP
61811,I-VP
61812,I-VP
61813,B-NP
61814,B-PP
61815,O
61816,B-NP
61817,I-NP
61818,B-VP
61819,O
61820,B-VP
61821,B-NP
61822,I-NP
61823,O
61824,B-NP
61825,I-NP
61826,B-VP
61827,B-PP
61828,I-PP
61829,I-PP
61830,B-PP
61831,I-PP
61832,I-PP
61833,I-PP
61834,I-PP
61835,I-PP
61836,I-PP
61837,I-PP
61838,I-PP
61839,I-PP
61840,I-PP
61841,I-PP
61842,I-PP
61843,I-PP
61844,I-PP
61845,I-PP
61846,I-PP
61847,I-PP
61848,I-PP
61849,B-NP
61850,B-VP
61851,B-NP
61852,I-NP
61853,B-PP
61854,I-PP
61855,I-PP
61856,I-PP
61857,I-PP
61858,I-PP
61859,I-PP
61860,I-PP
61861,I-PP
61862,I-PP
61863,O
61864,B-NP
61865,I-NP
61866,B-VP
61867,B-PP
61868,I-PP
61869,I-PP
61870,B-PP
61871,I-PP
61872,I-PP
61873,I-PP
61874,I-PP
61875,I-PP
61876,I-PP
61877,I-PP
61878,I-PP
61879,I-PP
61880,I-PP
61881,I-PP
61882,I-PP
61883,I-PP
61884,I-PP
61885,I-PP
61886,I-PP
61887,I-PP
61888,I-PP
61889,B-NP
61890,B-VP
61891,B-NP
61892,I-NP
61893,B-PP
61894,I-PP
61895,I-PP
61896,I-PP
61897,I-PP
61898,I-PP
61899,I-PP
61900,I-PP
61901,I-PP
61902,I-PP
61903,O
61904,B-NP
61905,I-NP
61906,B-ADVP
61907,O
61908,B-NP
61909,I-NP
61910,I-NP
61911,B-VP
61912,B-VP
61913,B-NP
61914,I-NP
61915,B-PP
61916,I-PP
61917,I-PP
61918,O
61919,B-NP
61920,I-NP
61921,B-ADVP
61922,O
61923,B-NP
61924,I-NP
61925,I-NP
61926,B-VP
61927,B-VP
61928,B-NP
61929,I-NP
61930,B-PP
61931,I-PP
61932,I-PP
61933,O
61934,B-NP
61935,I-NP
61936,B-PP
61937,I-PP
61938,I-PP
61939,B-VP
61940,I-VP
61941,B-ADVP
61942,B-PP
61943,I-PP
61944,I-PP
61945,I-PP
61946,O
61947,B-PP
61948,I-PP
61949,I-PP
61950,I-PP
61951,I-PP
61952,I-PP
61953,I-PP
61954,O
61955,B-PP
61956,I-PP
61957,I-PP
61958,I-PP
61959,B-NP
61960,B-NP
61961,O
61962,B-NP
61963,B-PP
61964,I-PP
61965,B-NP
61966,B-VP
61967,B-NP
61968,I-NP
61969,O
61970,B-NP
61971,I-NP
61972,B-PP
61973,I-PP
61974,I-PP
61975,B-VP
61976,I-VP
61977,B-ADVP
61978,B-PP
61979,I-PP
61980,I-PP
61981,I-PP
61982,O
61983,B-PP
61984,I-PP
61985,I-PP
61986,I-PP
61987,I-PP
61988,I-PP
61989,I-PP
61990,O
61991,B-PP
61992,I-PP
61993,I-PP
61994,I-PP
61995,B-NP
61996,B-NP
61997,O
61998,B-NP
61999,B-PP
62000,I-PP
62001,B-NP
62002,B-VP
62003,B-NP
62004,I-NP
62005,O
62006,B-NP
62007,I-NP
62008,B-PP
62009,I-PP
62010,I-PP
62011,O
62012,B-NP
62013,I-NP
62014,B-PP
62015,I-PP
62016,I-PP
62017,I-PP
62018,I-PP
62019,I-PP
62020,I-PP
62021,I-PP
62022,I-PP
62023,B-VP
62024,I-VP
62025,B-NP
62026,I-NP
62027,I-NP
62028,O
62029,B-VP
62030,B-VP
62031,O
62032,B-NP
62033,I-NP
62034,I-NP
62035,B-PP
62036,I-PP
62037,I-PP
62038,I-PP
62039,I-PP
62040,O
62041,B-VP
62042,B-VP
62043,O
62044,B-NP
62045,I-NP
62046,I-NP
62047,B-PP
62048,I-PP
62049,I-PP
62050,I-PP
62051,I-PP
62052,O
62053,B-NP
62054,I-NP
62055,B-PP
62056,I-PP
62057,I-PP
62058,I-PP
62059,B-VP
62060,B-NP
62061,O
62062,B-NP
62063,I-NP
62064,B-PP
62065,I-PP
62066,I-PP
62067,O
62068,B-ADVP
62069,O
62070,B-PP
62071,B-NP
62072,B-VP
62073,B-PP
62074,I-PP
62075,I-PP
62076,I-PP
62077,I-PP
62078,I-PP
62079,I-PP
62080,I-PP
62081,O
62082,B-NP
62083,O
62084,B-NP
62085,I-NP
62086,B-PP
62087,I-PP
62088,I-PP
62089,B-VP
62090,B-NP
62091,I-NP
62092,B-PP
62093,B-VP
62094,B-NP
62095,I-NP
62096,I-NP
62097,O
62098,B-ADVP
62099,O
62100,B-PP
62101,B-NP
62102,B-VP
62103,B-PP
62104,I-PP
62105,I-PP
62106,I-PP
62107,I-PP
62108,I-PP
62109,I-PP
62110,I-PP
62111,O
62112,B-NP
62113,O
62114,B-NP
62115,I-NP
62116,B-PP
62117,I-PP
62118,I-PP
62119,B-VP
62120,B-NP
62121,I-NP
62122,B-PP
62123,B-VP
62124,B-NP
62125,I-NP
62126,I-NP
62127,O
62128,B-ADVP
62129,O
62130,B-PP
62131,B-NP
62132,B-VP
62133,B-PP
62134,I-PP
62135,I-PP
62136,I-PP
62137,I-PP
62138,I-PP
62139,I-PP
62140,I-PP
62141,O
62142,B-NP
62143,O
62144,B-NP
62145,I-NP
62146,B-PP
62147,I-PP
62148,I-PP
62149,B-VP
62150,B-NP
62151,I-NP
62152,B-PP
62153,B-VP
62154,B-NP
62155,I-NP
62156,I-NP
62157,O
62158,B-VP
62159,I-VP
62160,B-NP
62161,I-NP
62162,B-PP
62163,I-PP
62164,I-PP
62165,O
62166,B-PP
62167,I-PP
62168,I-PP
62169,I-PP
62170,B-VP
62171,B-PP
62172,I-PP
62173,O
62174,B-NP
62175,I-NP
62176,B-VP
62177,B-NP
62178,I-NP
62179,I-NP
62180,B-NP
62181,O
62182,B-NP
62183,B-PP
62184,I-PP
62185,I-PP
62186,I-PP
62187,I-PP
62188,I-PP
62189,O
62190,B-NP
62191,B-PP
62192,I-PP
62193,I-PP
62194,O
62195,B-VP
62196,I-VP
62197,O
62198,B-PP
62199,I-PP
62200,I-PP
62201,I-PP
62202,I-PP
62203,O
62204,O
62205,B-NP
62206,B-PP
62207,I-PP
62208,I-PP
62209,B-PP
62210,I-PP
62211,I-PP
62212,I-PP
62213,B-VP
62214,I-VP
62215,B-NP
62216,B-PP
62217,I-PP
62218,O
62219,B-VP
62220,I-VP
62221,O
62222,B-PP
62223,I-PP
62224,I-PP
62225,I-PP
62226,I-PP
62227,O
62228,O
62229,B-NP
62230,B-PP
62231,I-PP
62232,I-PP
62233,B-PP
62234,I-PP
62235,I-PP
62236,I-PP
62237,B-VP
62238,I-VP
62239,B-NP
62240,B-PP
62241,I-PP
62242,O
62243,B-VP
62244,B-PP
62245,I-PP
62246,I-PP
62247,I-PP
62248,I-PP
62249,I-PP
62250,I-PP
62251,I-PP
62252,B-VP
62253,B-ADJP
62254,O
62255,B-ADJP
62256,O
62257,B-ADJP
62258,B-PP
62259,B-VP
62260,B-NP
62261,I-NP
62262,I-NP
62263,B-PP
62264,I-PP
62265,I-PP
62266,I-PP
62267,I-PP
62268,I-PP
62269,I-PP
62270,I-PP
62271,I-PP
62272,I-PP
62273,O
62274,B-VP
62275,B-PP
62276,I-PP
62277,I-PP
62278,I-PP
62279,I-PP
62280,I-PP
62281,I-PP
62282,I-PP
62283,B-VP
62284,B-ADJP
62285,O
62286,B-ADJP
62287,O
62288,B-ADJP
62289,B-PP
62290,B-VP
62291,B-NP
62292,I-NP
62293,I-NP
62294,B-PP
62295,I-PP
62296,I-PP
62297,I-PP
62298,I-PP
62299,I-PP
62300,I-PP
62301,I-PP
62302,I-PP
62303,I-PP
62304,O
62305,B-PP
62306,I-PP
62307,I-PP
62308,O
62309,B-NP
62310,I-NP
62311,I-NP
62312,I-NP
62313,B-VP
62314,B-VP
62315,B-PP
62316,I-PP
62317,I-PP
62318,O
62319,B-NP
62320,I-NP
62321,B-PP
62322,I-PP
62323,I-PP
62324,I-PP
62325,I-PP
62326,I-PP
62327,I-PP
62328,O
62329,B-NP
62330,I-NP
62331,I-NP
62332,I-NP
62333,O
62334,B-NP
62335,I-NP
62336,I-NP
62337,I-NP
62338,B-VP
62339,I-VP
62340,B-ADVP
62341,B-PP
62342,I-PP
62343,I-PP
62344,I-PP
62345,I-PP
62346,O
62347,B-VP
62348,B-PP
62349,I-PP
62350,I-PP
62351,B-PP
62352,I-PP
62353,I-PP
62354,O
62355,B-VP
62356,B-PP
62357,I-PP
62358,I-PP
62359,I-PP
62360,B-NP
62361,B-VP
62362,B-VP
62363,B-NP
62364,I-NP
62365,O
62366,B-VP
62367,B-PP
62368,I-PP
62369,I-PP
62370,B-PP
62371,I-PP
62372,I-PP
62373,O
62374,B-VP
62375,B-PP
62376,I-PP
62377,I-PP
62378,I-PP
62379,B-NP
62380,B-VP
62381,B-VP
62382,B-NP
62383,I-NP
62384,O
62385,B-VP
62386,B-PP
62387,I-PP
62388,I-PP
62389,B-PP
62390,I-PP
62391,I-PP
62392,O
62393,B-VP
62394,B-PP
62395,I-PP
62396,I-PP
62397,I-PP
62398,B-NP
62399,B-VP
62400,B-VP
62401,B-NP
62402,I-NP
62403,O
62404,B-NP
62405,I-NP
62406,B-NP
62407,B-VP
62408,B-PP
62409,I-PP
62410,O
62411,B-VP
62412,I-VP
62413,B-NP
62414,I-NP
62415,I-NP
62416,I-NP
62417,I-NP
62418,B-PP
62419,I-PP
62420,I-PP
62421,I-PP
62422,O
62423,B-NP
62424,I-NP
62425,B-NP
62426,B-VP
62427,B-PP
62428,I-PP
62429,O
62430,B-VP
62431,I-VP
62432,B-NP
62433,I-NP
62434,I-NP
62435,I-NP
62436,I-NP
62437,B-PP
62438,I-PP
62439,I-PP
62440,I-PP
62441,O
62442,B-NP
62443,B-VP
62444,O
62445,B-ADVP
62446,B-VP
62447,B-NP
62448,B-PP
62449,B-VP
62450,B-NP
62451,O
62452,B-VP
62453,B-PP
62454,I-PP
62455,O
62456,B-NP
62457,B-VP
62458,B-PP
62459,I-PP
62460,I-PP
62461,I-PP
62462,I-PP
62463,I-PP
62464,O
62465,B-NP
62466,B-VP
62467,O
62468,B-ADVP
62469,B-VP
62470,B-NP
62471,B-PP
62472,B-VP
62473,B-NP
62474,O
62475,B-VP
62476,B-PP
62477,I-PP
62478,O
62479,B-NP
62480,B-VP
62481,B-PP
62482,I-PP
62483,I-PP
62484,I-PP
62485,I-PP
62486,I-PP
62487,O
62488,B-NP
62489,B-VP
62490,O
62491,B-ADVP
62492,B-VP
62493,B-NP
62494,B-PP
62495,B-VP
62496,B-NP
62497,O
62498,B-VP
62499,B-PP
62500,I-PP
62501,O
62502,B-NP
62503,B-VP
62504,B-PP
62505,I-PP
62506,I-PP
62507,I-PP
62508,I-PP
62509,I-PP
62510,O
62511,B-NP
62512,B-VP
62513,O
62514,B-ADVP
62515,B-VP
62516,B-NP
62517,B-PP
62518,B-VP
62519,B-NP
62520,O
62521,B-VP
62522,B-PP
62523,I-PP
62524,O
62525,B-NP
62526,B-VP
62527,B-PP
62528,I-PP
62529,I-PP
62530,I-PP
62531,I-PP
62532,I-PP
62533,O
62534,B-PP
62535,I-PP
62536,O
62537,B-NP
62538,I-NP
62539,B-VP
62540,B-VP
62541,B-NP
62542,I-NP
62543,B-NP
62544,B-VP
62545,B-NP
62546,I-NP
62547,I-NP
62548,O
62549,B-PP
62550,I-PP
62551,O
62552,B-NP
62553,I-NP
62554,B-VP
62555,B-VP
62556,B-NP
62557,I-NP
62558,B-NP
62559,B-VP
62560,B-NP
62561,I-NP
62562,I-NP
62563,O
62564,O
62565,B-ADVP
62566,B-NP
62567,I-NP
62568,I-NP
62569,O
62570,B-ADVP
62571,B-VP
62572,B-PP
62573,I-PP
62574,I-PP
62575,I-PP
62576,I-PP
62577,I-PP
62578,O
62579,O
62580,B-PP
62581,I-PP
62582,O
62583,B-NP
62584,I-NP
62585,B-PP
62586,I-PP
62587,I-PP
62588,B-ADVP
62589,I-ADVP
62590,B-VP
62591,I-VP
62592,O
62593,B-PP
62594,B-NP
62595,B-VP
62596,O
62597,B-NP
62598,I-NP
62599,B-VP
62600,B-NP
62601,O
62602,B-NP
62603,O
62604,B-PP
62605,I-PP
62606,O
62607,B-NP
62608,I-NP
62609,B-PP
62610,I-PP
62611,I-PP
62612,B-ADVP
62613,I-ADVP
62614,B-VP
62615,I-VP
62616,O
62617,B-PP
62618,B-NP
62619,B-VP
62620,O
62621,B-NP
62622,I-NP
62623,B-VP
62624,B-NP
62625,O
62626,B-NP
62627,O
62628,B-PP
62629,I-PP
62630,O
62631,B-NP
62632,I-NP
62633,B-PP
62634,I-PP
62635,I-PP
62636,B-ADVP
62637,I-ADVP
62638,B-VP
62639,I-VP
62640,O
62641,B-PP
62642,B-NP
62643,B-VP
62644,O
62645,B-NP
62646,I-NP
62647,B-VP
62648,B-NP
62649,O
62650,B-NP
62651,O
62652,B-PP
62653,O
62654,B-VP
62655,B-PP
62656,B-VP
62657,O
62658,B-VP
62659,I-VP
62660,B-NP
62661,I-NP
62662,B-NP
62663,I-NP
62664,O
62665,B-PP
62666,O
62667,B-VP
62668,B-PP
62669,B-VP
62670,O
62671,B-VP
62672,I-VP
62673,B-NP
62674,I-NP
62675,B-NP
62676,I-NP
62677,O
62678,B-VP
62679,B-NP
62680,I-NP
62681,O
62682,B-NP
62683,B-VP
62684,B-NP
62685,I-NP
62686,B-PP
62687,I-PP
62688,I-PP
62689,O
62690,B-VP
62691,B-NP
62692,I-NP
62693,O
62694,B-NP
62695,B-VP
62696,B-NP
62697,I-NP
62698,B-PP
62699,I-PP
62700,I-PP
62701,O
62702,O
62703,B-ADVP
62704,B-VP
62705,B-NP
62706,I-NP
62707,O
62708,B-PP
62709,B-ADVP
62710,B-VP
62711,I-VP
62712,O
62713,O
62714,O
62715,O
62716,B-NP
62717,I-NP
62718,O
62719,O
62720,B-NP
62721,I-NP
62722,O
62723,B-ADVP
62724,O
62725,B-VP
62726,B-NP
62727,I-NP
62728,B-NP
62729,B-NP
62730,B-VP
62731,B-NP
62732,B-PP
62733,B-VP
62734,B-PP
62735,I-PP
62736,I-PP
62737,I-PP
62738,I-PP
62739,O
62740,B-ADVP
62741,O
62742,B-VP
62743,B-NP
62744,I-NP
62745,B-NP
62746,B-NP
62747,B-VP
62748,B-NP
62749,B-PP
62750,B-VP
62751,B-PP
62752,I-PP
62753,I-PP
62754,I-PP
62755,I-PP
62756,O
62757,B-NP
62758,B-VP
62759,B-NP
62760,I-NP
62761,I-NP
62762,B-PP
62763,I-PP
62764,I-PP
62765,O
62766,O
62767,B-NP
62768,I-NP
62769,B-VP
62770,B-NP
62771,O
62772,B-PP
62773,I-PP
62774,I-PP
62775,O
62776,B-NP
62777,B-VP
62778,B-NP
62779,I-NP
62780,I-NP
62781,B-PP
62782,I-PP
62783,I-PP
62784,O
62785,O
62786,O
62787,O
62788,B-NP
62789,I-NP
62790,O
62791,B-NP
62792,I-NP
62793,I-NP
62794,I-NP
62795,O
62796,B-PP
62797,B-NP
62798,B-VP
62799,B-PP
62800,I-PP
62801,I-PP
62802,O
62803,B-PP
62804,I-PP
62805,B-VP
62806,B-NP
62807,I-NP
62808,O
62809,O
62810,B-VP
62811,B-ADVP
62812,O
62813,B-ADVP
62814,B-NP
62815,B-VP
62816,I-VP
62817,B-NP
62818,I-NP
62819,O
62820,B-VP
62821,B-NP
62822,I-NP
62823,B-PP
62824,I-PP
62825,B-VP
62826,B-NP
62827,I-NP
62828,B-PP
62829,I-PP
62830,I-PP
62831,O
62832,B-VP
62833,B-NP
62834,I-NP
62835,B-PP
62836,I-PP
62837,B-VP
62838,B-NP
62839,I-NP
62840,B-PP
62841,I-PP
62842,I-PP
62843,O
62844,B-NP
62845,I-NP
62846,B-ADVP
62847,B-VP
62848,O
62849,B-VP
62850,O
62851,B-NP
62852,I-NP
62853,B-NP
62854,B-VP
62855,B-PP
62856,I-PP
62857,I-PP
62858,O
62859,B-NP
62860,I-NP
62861,B-VP
62862,B-NP
62863,I-NP
62864,I-NP
62865,B-PP
62866,I-PP
62867,I-PP
62868,I-PP
62869,I-PP
62870,O
62871,B-PP
62872,I-PP
62873,I-PP
62874,I-PP
62875,I-PP
62876,B-NP
62877,B-VP
62878,B-NP
62879,I-NP
62880,B-PP
62881,I-PP
62882,I-PP
62883,B-PP
62884,I-PP
62885,I-PP
62886,I-PP
62887,B-NP
62888,B-VP
62889,B-NP
62890,O
62891,B-VP
62892,B-NP
62893,I-NP
62894,B-ADJP
62895,B-PP
62896,I-PP
62897,I-PP
62898,O
62899,B-NP
62900,I-NP
62901,B-VP
62902,B-NP
62903,I-NP
62904,I-NP
62905,B-PP
62906,I-PP
62907,I-PP
62908,I-PP
62909,I-PP
62910,O
62911,B-PP
62912,I-PP
62913,I-PP
62914,I-PP
62915,I-PP
62916,B-NP
62917,B-VP
62918,B-NP
62919,I-NP
62920,B-PP
62921,I-PP
62922,I-PP
62923,B-PP
62924,I-PP
62925,I-PP
62926,I-PP
62927,B-NP
62928,B-VP
62929,B-NP
62930,O
62931,B-VP
62932,B-NP
62933,I-NP
62934,B-ADJP
62935,B-PP
62936,I-PP
62937,I-PP
62938,O
62939,B-NP
62940,I-NP
62941,B-VP
62942,B-NP
62943,I-NP
62944,I-NP
62945,B-PP
62946,I-PP
62947,I-PP
62948,I-PP
62949,I-PP
62950,O
62951,B-PP
62952,I-PP
62953,I-PP
62954,I-PP
62955,I-PP
62956,B-NP
62957,B-VP
62958,B-NP
62959,I-NP
62960,B-PP
62961,I-PP
62962,I-PP
62963,B-PP
62964,I-PP
62965,I-PP
62966,I-PP
62967,B-NP
62968,B-VP
62969,B-NP
62970,O
62971,B-VP
62972,B-NP
62973,I-NP
62974,B-ADJP
62975,B-PP
62976,I-PP
62977,I-PP
62978,O
62979,B-NP
62980,I-NP
62981,B-PP
62982,I-PP
62983,B-VP
62984,B-PP
62985,I-PP
62986,I-PP
62987,I-PP
62988,I-PP
62989,I-PP
62990,I-PP
62991,I-PP
62992,I-PP
62993,B-NP
62994,O
62995,B-VP
62996,I-VP
62997,I-VP
62998,B-NP
62999,B-PP
63000,I-PP
63001,I-PP
63002,O
63003,B-VP
63004,I-VP
63005,B-NP
63006,I-NP
63007,I-NP
63008,B-PP
63009,I-PP
63010,O
63011,B-NP
63012,I-NP
63013,B-PP
63014,I-PP
63015,B-VP
63016,B-PP
63017,I-PP
63018,I-PP
63019,I-PP
63020,I-PP
63021,I-PP
63022,I-PP
63023,I-PP
63024,I-PP
63025,B-NP
63026,O
63027,B-VP
63028,I-VP
63029,I-VP
63030,B-NP
63031,B-PP
63032,I-PP
63033,I-PP
63034,O
63035,B-VP
63036,I-VP
63037,B-NP
63038,I-NP
63039,I-NP
63040,B-PP
63041,I-PP
63042,O
63043,O
63044,B-VP
63045,B-PP
63046,I-PP
63047,I-PP
63048,I-PP
63049,I-PP
63050,O
63051,B-VP
63052,B-NP
63053,I-NP
63054,B-PP
63055,I-PP
63056,O
63057,B-VP
63058,B-PP
63059,B-NP
63060,O
63061,B-NP
63062,O
63063,O
63064,B-VP
63065,B-ADJP
63066,B-PP
63067,I-PP
63068,I-PP
63069,I-PP
63070,I-PP
63071,I-PP
63072,I-PP
63073,I-PP
63074,I-PP
63075,I-PP
63076,I-PP
63077,I-PP
63078,I-PP
63079,I-PP
63080,I-PP
63081,I-PP
63082,O
63083,B-VP
63084,B-NP
63085,I-NP
63086,I-NP
63087,B-PP
63088,I-PP
63089,B-ADVP
63090,O
63091,B-NP
63092,I-NP
63093,B-PP
63094,I-PP
63095,I-PP
63096,I-PP
63097,B-VP
63098,B-VP
63099,B-PP
63100,I-PP
63101,I-PP
63102,I-PP
63103,I-PP
63104,I-PP
63105,I-PP
63106,I-PP
63107,I-PP
63108,I-PP
63109,I-PP
63110,I-PP
63111,I-PP
63112,I-PP
63113,I-PP
63114,I-PP
63115,I-PP
63116,I-PP
63117,I-PP
63118,B-PP
63119,I-PP
63120,I-PP
63121,I-PP
63122,O
63123,B-PP
63124,I-PP
63125,I-PP
63126,B-PP
63127,I-PP
63128,I-PP
63129,B-NP
63130,B-VP
63131,B-NP
63132,I-NP
63133,B-PP
63134,I-PP
63135,I-PP
63136,I-PP
63137,I-PP
63138,I-PP
63139,I-PP
63140,I-PP
63141,I-PP
63142,O
63143,B-NP
63144,I-NP
63145,B-PP
63146,I-PP
63147,I-PP
63148,I-PP
63149,B-VP
63150,B-VP
63151,B-PP
63152,I-PP
63153,I-PP
63154,I-PP
63155,I-PP
63156,I-PP
63157,I-PP
63158,I-PP
63159,I-PP
63160,I-PP
63161,I-PP
63162,I-PP
63163,I-PP
63164,I-PP
63165,I-PP
63166,I-PP
63167,I-PP
63168,I-PP
63169,I-PP
63170,B-PP
63171,I-PP
63172,I-PP
63173,I-PP
63174,O
63175,B-PP
63176,I-PP
63177,I-PP
63178,B-PP
63179,I-PP
63180,I-PP
63181,B-NP
63182,B-VP
63183,B-NP
63184,I-NP
63185,B-PP
63186,I-PP
63187,I-PP
63188,I-PP
63189,I-PP
63190,I-PP
63191,I-PP
63192,I-PP
63193,I-PP
63194,O
63195,B-NP
63196,B-VP
63197,B-NP
63198,B-NP
63199,I-NP
63200,B-PP
63201,I-PP
63202,I-PP
63203,B-PP
63204,I-PP
63205,I-PP
63206,B-NP
63207,I-NP
63208,I-NP
63209,B-VP
63210,B-ADVP
63211,B-PP
63212,I-PP
63213,I-PP
63214,I-PP
63215,I-PP
63216,I-PP
63217,O
63218,B-NP
63219,I-NP
63220,B-ADVP
63221,B-VP
63222,B-NP
63223,I-NP
63224,I-NP
63225,B-PP
63226,I-PP
63227,I-PP
63228,I-PP
63229,I-PP
63230,O
63231,B-NP
63232,I-NP
63233,B-PP
63234,I-PP
63235,I-PP
63236,B-PP
63237,I-PP
63238,I-PP
63239,B-NP
63240,I-NP
63241,I-NP
63242,B-VP
63243,B-ADVP
63244,B-PP
63245,I-PP
63246,I-PP
63247,I-PP
63248,I-PP
63249,I-PP
63250,O
63251,B-NP
63252,I-NP
63253,B-ADVP
63254,B-VP
63255,B-NP
63256,I-NP
63257,I-NP
63258,B-PP
63259,I-PP
63260,I-PP
63261,I-PP
63262,I-PP
63263,O
63264,B-VP
63265,B-VP
63266,I-VP
63267,B-NP
